setid,"Pressure, kPa","Temperature, K",Mole fraction of 1-butyl-3-methylimidazolium methyl sulfate,"Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
LgHqH,100,293.15,0.0230301,1044.6,Troncoso (2021),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AADYJk,O,water,,,
LgHqH,100,293.15,0.0270608,1051.2,Troncoso (2021),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AADYJk,O,water,,,
LgHqH,100,293.15,0.0312173,1057.6,Troncoso (2021),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AADYJk,O,water,,,
LgHqH,100,293.15,0.0351429,1063.3,Troncoso (2021),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AADYJk,O,water,,,
LgHqH,100,293.15,0.0595293,1092.4,Troncoso (2021),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AADYJk,O,water,,,
LgHqH,100,293.15,0.0666079,1099.2,Troncoso (2021),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AADYJk,O,water,,,
LgHqH,100,293.15,0.0714612,1103.5,Troncoso (2021),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AADYJk,O,water,,,
LgHqH,100,293.15,0.0852675,1114.3,Troncoso (2021),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AADYJk,O,water,,,
LgHqH,100,293.15,0.0978533,1122.8,Troncoso (2021),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AADYJk,O,water,,,
LgHqH,100,293.15,0.112374,1131.2,Troncoso (2021),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AADYJk,O,water,,,
LgHqH,100,293.15,0.151869,1148.7,Troncoso (2021),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AADYJk,O,water,,,
LgHqH,100,293.15,1,1210.9,Troncoso (2021),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AADYJk,O,water,,,
LgHqH,100,298.15,0,997,Troncoso (2021),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AADYJk,O,water,,,
LgHqH,100,298.15,0.000773811,998.8,Troncoso (2021),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AADYJk,O,water,,,
LgHqH,100,298.15,0.00139088,1000.2,Troncoso (2021),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AADYJk,O,water,,,
LgHqH,100,298.15,0.0031281,1004.1,Troncoso (2021),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AADYJk,O,water,,,
LgHqH,100,298.15,0.00488006,1007.9,Troncoso (2021),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AADYJk,O,water,,,
LgHqH,100,298.15,0.00763934,1013.8,Troncoso (2021),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AADYJk,O,water,,,
LgHqH,100,298.15,0.0099327,1018.5,Troncoso (2021),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AADYJk,O,water,,,
LgHqH,100,298.15,0.0128937,1024.4,Troncoso (2021),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AADYJk,O,water,,,
LgHqH,100,298.15,0.016519,1031.2,Troncoso (2021),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AADYJk,O,water,,,
LgHqH,100,298.15,0.0196412,1036.7,Troncoso (2021),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AADYJk,O,water,,,
LgHqH,100,298.15,0.0230301,1042.5,Troncoso (2021),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AADYJk,O,water,,,
LgHqH,100,298.15,0.0270608,1049,Troncoso (2021),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AADYJk,O,water,,,
LgHqH,100,298.15,0.0312173,1055.3,Troncoso (2021),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AADYJk,O,water,,,
LgHqH,100,298.15,0.0351429,1060.9,Troncoso (2021),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AADYJk,O,water,,,
LgHqH,100,298.15,0.0595293,1089.4,Troncoso (2021),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AADYJk,O,water,,,
LgHqH,100,298.15,0.0666079,1096.1,Troncoso (2021),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AADYJk,O,water,,,
LgHqH,100,298.15,0.0714612,1100.3,Troncoso (2021),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AADYJk,O,water,,,
LgHqH,100,298.15,0.0852675,1111,Troncoso (2021),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AADYJk,O,water,,,
LgHqH,100,298.15,0.0978533,1119.4,Troncoso (2021),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AADYJk,O,water,,,
LgHqH,100,298.15,0.112374,1127.7,Troncoso (2021),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AADYJk,O,water,,,
LgHqH,100,298.15,0.151869,1145.1,Troncoso (2021),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AADYJk,O,water,,,
LgHqH,100,298.15,1,1207.5,Troncoso (2021),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AADYJk,O,water,,,
LgHqH,100,303.15,0,995.6,Troncoso (2021),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AADYJk,O,water,,,
LgHqH,100,303.15,0.000773811,997.3,Troncoso (2021),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AADYJk,O,water,,,
LgHqH,100,303.15,0.00139088,998.7,Troncoso (2021),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AADYJk,O,water,,,
LgHqH,100,303.15,0.0031281,1002.5,Troncoso (2021),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AADYJk,O,water,,,
LgHqH,100,303.15,0.00488006,1006.3,Troncoso (2021),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AADYJk,O,water,,,
LgHqH,100,303.15,0.00763934,1012.1,Troncoso (2021),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AADYJk,O,water,,,
LgHqH,100,303.15,0.0099327,1016.7,Troncoso (2021),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AADYJk,O,water,,,
LgHqH,100,303.15,0.0128937,1022.4,Troncoso (2021),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AADYJk,O,water,,,
LgHqH,100,303.15,0.016519,1029.1,Troncoso (2021),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AADYJk,O,water,,,
LgHqH,100,303.15,0.0196412,1034.6,Troncoso (2021),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AADYJk,O,water,,,
LgHqH,100,303.15,0.0230301,1040.2,Troncoso (2021),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AADYJk,O,water,,,
LgHqH,100,303.15,0.0270608,1046.6,Troncoso (2021),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AADYJk,O,water,,,
LgHqH,100,303.15,0.0312173,1052.8,Troncoso (2021),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AADYJk,O,water,,,
LgHqH,100,303.15,0.0351429,1058.3,Troncoso (2021),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AADYJk,O,water,,,
LgHqH,100,303.15,0.0595293,1086.3,Troncoso (2021),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AADYJk,O,water,,,
LgHqH,100,303.15,0.0666079,1092.9,Troncoso (2021),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AADYJk,O,water,,,
LgHqH,100,303.15,0.0714612,1097.1,Troncoso (2021),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AADYJk,O,water,,,
LgHqH,100,303.15,0.0852675,1107.7,Troncoso (2021),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AADYJk,O,water,,,
LgHqH,100,303.15,0.0978533,1116,Troncoso (2021),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AADYJk,O,water,,,
LgHqH,100,303.15,0.112374,1124.2,Troncoso (2021),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AADYJk,O,water,,,
LgHqH,100,303.15,0.151869,1141.5,Troncoso (2021),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AADYJk,O,water,,,
LgHqH,100,303.15,1,1204.2,Troncoso (2021),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AADYJk,O,water,,,
LgHqH,100,308.15,0,993.9,Troncoso (2021),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AADYJk,O,water,,,
LgHqH,100,308.15,0.000773811,995.6,Troncoso (2021),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AADYJk,O,water,,,
LgHqH,100,308.15,0.00139088,997,Troncoso (2021),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AADYJk,O,water,,,
LgHqH,100,308.15,0.0031281,1000.8,Troncoso (2021),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AADYJk,O,water,,,
LgHqH,100,308.15,0.00488006,1004.5,Troncoso (2021),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AADYJk,O,water,,,
LgHqH,100,308.15,0.00763934,1010.2,Troncoso (2021),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AADYJk,O,water,,,
LgHqH,100,308.15,0.0099327,1014.7,Troncoso (2021),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AADYJk,O,water,,,
LgHqH,100,308.15,0.0128937,1020.4,Troncoso (2021),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AADYJk,O,water,,,
LgHqH,100,308.15,0.016519,1026.9,Troncoso (2021),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AADYJk,O,water,,,
LgHqH,100,308.15,0.0196412,1032.3,Troncoso (2021),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AADYJk,O,water,,,
LgHqH,100,308.15,0.0230301,1037.8,Troncoso (2021),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AADYJk,O,water,,,
LgHqH,100,308.15,0.0270608,1044.1,Troncoso (2021),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AADYJk,O,water,,,
LgHqH,100,308.15,0.0312173,1050.1,Troncoso (2021),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AADYJk,O,water,,,
LgHqH,100,308.15,0.0351429,1055.5,Troncoso (2021),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AADYJk,O,water,,,
LgHqH,100,308.15,0.0595293,1083.2,Troncoso (2021),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AADYJk,O,water,,,
LgHqH,100,308.15,0.0666079,1089.7,Troncoso (2021),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AADYJk,O,water,,,
LgHqH,100,308.15,0.0714612,1093.8,Troncoso (2021),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AADYJk,O,water,,,
LgHqH,100,308.15,0.0852675,1104.3,Troncoso (2021),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AADYJk,O,water,,,
LgHqH,100,308.15,0.0978533,1112.5,Troncoso (2021),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AADYJk,O,water,,,
LgHqH,100,308.15,0.112374,1120.7,Troncoso (2021),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AADYJk,O,water,,,
LgHqH,100,308.15,0.151869,1137.9,Troncoso (2021),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AADYJk,O,water,,,
LgHqH,100,308.15,1,1200.8,Troncoso (2021),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AADYJk,O,water,,,
