setid,Mole fraction of 1-(3-hydroxypropyl)pyridinium tricyanomethanide,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
harRG,0.4088,318.15,101,1118.55,Domaska et al. (2019),Density,Liquid,AAruhe,N#C[C-](C#N)C#N.OCCC[n+]1ccccc1,1-(3-hydroxypropyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
harRG,0.4088,323.15,101,1114.81,Domaska et al. (2019),Density,Liquid,AAruhe,N#C[C-](C#N)C#N.OCCC[n+]1ccccc1,1-(3-hydroxypropyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
harRG,0.4088,328.15,101,1111.08,Domaska et al. (2019),Density,Liquid,AAruhe,N#C[C-](C#N)C#N.OCCC[n+]1ccccc1,1-(3-hydroxypropyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
harRG,0.4088,333.15,101,1107.37,Domaska et al. (2019),Density,Liquid,AAruhe,N#C[C-](C#N)C#N.OCCC[n+]1ccccc1,1-(3-hydroxypropyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
harRG,0.4088,338.15,101,1103.66,Domaska et al. (2019),Density,Liquid,AAruhe,N#C[C-](C#N)C#N.OCCC[n+]1ccccc1,1-(3-hydroxypropyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
harRG,0.4088,343.15,101,1099.97,Domaska et al. (2019),Density,Liquid,AAruhe,N#C[C-](C#N)C#N.OCCC[n+]1ccccc1,1-(3-hydroxypropyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
harRG,0.4088,348.15,101,1096.28,Domaska et al. (2019),Density,Liquid,AAruhe,N#C[C-](C#N)C#N.OCCC[n+]1ccccc1,1-(3-hydroxypropyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
harRG,0.505,293.15,101,1141.66,Domaska et al. (2019),Density,Liquid,AAruhe,N#C[C-](C#N)C#N.OCCC[n+]1ccccc1,1-(3-hydroxypropyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
harRG,0.505,298.15,101,1137.83,Domaska et al. (2019),Density,Liquid,AAruhe,N#C[C-](C#N)C#N.OCCC[n+]1ccccc1,1-(3-hydroxypropyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
harRG,0.505,303.15,101,1134.43,Domaska et al. (2019),Density,Liquid,AAruhe,N#C[C-](C#N)C#N.OCCC[n+]1ccccc1,1-(3-hydroxypropyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
harRG,0.505,308.15,101,1130.79,Domaska et al. (2019),Density,Liquid,AAruhe,N#C[C-](C#N)C#N.OCCC[n+]1ccccc1,1-(3-hydroxypropyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
harRG,0.505,313.15,101,1127.05,Domaska et al. (2019),Density,Liquid,AAruhe,N#C[C-](C#N)C#N.OCCC[n+]1ccccc1,1-(3-hydroxypropyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
harRG,0.505,318.15,101,1123.63,Domaska et al. (2019),Density,Liquid,AAruhe,N#C[C-](C#N)C#N.OCCC[n+]1ccccc1,1-(3-hydroxypropyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
harRG,0.505,323.15,101,1120.03,Domaska et al. (2019),Density,Liquid,AAruhe,N#C[C-](C#N)C#N.OCCC[n+]1ccccc1,1-(3-hydroxypropyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
harRG,0.505,328.15,101,1116.34,Domaska et al. (2019),Density,Liquid,AAruhe,N#C[C-](C#N)C#N.OCCC[n+]1ccccc1,1-(3-hydroxypropyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
harRG,0.505,333.15,101,1112.55,Domaska et al. (2019),Density,Liquid,AAruhe,N#C[C-](C#N)C#N.OCCC[n+]1ccccc1,1-(3-hydroxypropyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
harRG,0.505,338.15,101,1109.07,Domaska et al. (2019),Density,Liquid,AAruhe,N#C[C-](C#N)C#N.OCCC[n+]1ccccc1,1-(3-hydroxypropyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
harRG,0.505,343.15,101,1105.39,Domaska et al. (2019),Density,Liquid,AAruhe,N#C[C-](C#N)C#N.OCCC[n+]1ccccc1,1-(3-hydroxypropyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
harRG,0.505,348.15,101,1101.97,Domaska et al. (2019),Density,Liquid,AAruhe,N#C[C-](C#N)C#N.OCCC[n+]1ccccc1,1-(3-hydroxypropyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
harRG,0.5955,293.15,101,1144.39,Domaska et al. (2019),Density,Liquid,AAruhe,N#C[C-](C#N)C#N.OCCC[n+]1ccccc1,1-(3-hydroxypropyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
harRG,0.5955,298.15,101,1140.98,Domaska et al. (2019),Density,Liquid,AAruhe,N#C[C-](C#N)C#N.OCCC[n+]1ccccc1,1-(3-hydroxypropyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
harRG,0.5955,303.15,101,1137.35,Domaska et al. (2019),Density,Liquid,AAruhe,N#C[C-](C#N)C#N.OCCC[n+]1ccccc1,1-(3-hydroxypropyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
harRG,0.5955,308.15,101,1133.77,Domaska et al. (2019),Density,Liquid,AAruhe,N#C[C-](C#N)C#N.OCCC[n+]1ccccc1,1-(3-hydroxypropyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
harRG,0.5955,313.15,101,1130.19,Domaska et al. (2019),Density,Liquid,AAruhe,N#C[C-](C#N)C#N.OCCC[n+]1ccccc1,1-(3-hydroxypropyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
harRG,0.5955,318.15,101,1126.69,Domaska et al. (2019),Density,Liquid,AAruhe,N#C[C-](C#N)C#N.OCCC[n+]1ccccc1,1-(3-hydroxypropyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
harRG,0.5955,323.15,101,1123.23,Domaska et al. (2019),Density,Liquid,AAruhe,N#C[C-](C#N)C#N.OCCC[n+]1ccccc1,1-(3-hydroxypropyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
harRG,0.5955,328.15,101,1119.67,Domaska et al. (2019),Density,Liquid,AAruhe,N#C[C-](C#N)C#N.OCCC[n+]1ccccc1,1-(3-hydroxypropyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
harRG,0.5955,333.15,101,1115.78,Domaska et al. (2019),Density,Liquid,AAruhe,N#C[C-](C#N)C#N.OCCC[n+]1ccccc1,1-(3-hydroxypropyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
harRG,0.5955,338.15,101,1112.46,Domaska et al. (2019),Density,Liquid,AAruhe,N#C[C-](C#N)C#N.OCCC[n+]1ccccc1,1-(3-hydroxypropyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
harRG,0.5955,343.15,101,1108.99,Domaska et al. (2019),Density,Liquid,AAruhe,N#C[C-](C#N)C#N.OCCC[n+]1ccccc1,1-(3-hydroxypropyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
harRG,0.5955,348.15,101,1105.72,Domaska et al. (2019),Density,Liquid,AAruhe,N#C[C-](C#N)C#N.OCCC[n+]1ccccc1,1-(3-hydroxypropyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
harRG,0.7045,293.15,101,1147.4,Domaska et al. (2019),Density,Liquid,AAruhe,N#C[C-](C#N)C#N.OCCC[n+]1ccccc1,1-(3-hydroxypropyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
harRG,0.7045,298.15,101,1144,Domaska et al. (2019),Density,Liquid,AAruhe,N#C[C-](C#N)C#N.OCCC[n+]1ccccc1,1-(3-hydroxypropyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
harRG,0.7045,303.15,101,1140.5,Domaska et al. (2019),Density,Liquid,AAruhe,N#C[C-](C#N)C#N.OCCC[n+]1ccccc1,1-(3-hydroxypropyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
harRG,0.7045,308.15,101,1137.1,Domaska et al. (2019),Density,Liquid,AAruhe,N#C[C-](C#N)C#N.OCCC[n+]1ccccc1,1-(3-hydroxypropyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
harRG,0.7045,313.15,101,1133.6,Domaska et al. (2019),Density,Liquid,AAruhe,N#C[C-](C#N)C#N.OCCC[n+]1ccccc1,1-(3-hydroxypropyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
harRG,0.7045,318.15,101,1130.1,Domaska et al. (2019),Density,Liquid,AAruhe,N#C[C-](C#N)C#N.OCCC[n+]1ccccc1,1-(3-hydroxypropyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
harRG,0.7045,323.15,101,1126.8,Domaska et al. (2019),Density,Liquid,AAruhe,N#C[C-](C#N)C#N.OCCC[n+]1ccccc1,1-(3-hydroxypropyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
harRG,0.7045,328.15,101,1123.3,Domaska et al. (2019),Density,Liquid,AAruhe,N#C[C-](C#N)C#N.OCCC[n+]1ccccc1,1-(3-hydroxypropyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
harRG,0.7045,333.15,101,1119.8,Domaska et al. (2019),Density,Liquid,AAruhe,N#C[C-](C#N)C#N.OCCC[n+]1ccccc1,1-(3-hydroxypropyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
harRG,0.7045,338.15,101,1116.3,Domaska et al. (2019),Density,Liquid,AAruhe,N#C[C-](C#N)C#N.OCCC[n+]1ccccc1,1-(3-hydroxypropyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
harRG,0.7045,343.15,101,1112.9,Domaska et al. (2019),Density,Liquid,AAruhe,N#C[C-](C#N)C#N.OCCC[n+]1ccccc1,1-(3-hydroxypropyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
harRG,0.7045,348.15,101,1109.5,Domaska et al. (2019),Density,Liquid,AAruhe,N#C[C-](C#N)C#N.OCCC[n+]1ccccc1,1-(3-hydroxypropyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
harRG,0.8231,293.15,101,1150.2,Domaska et al. (2019),Density,Liquid,AAruhe,N#C[C-](C#N)C#N.OCCC[n+]1ccccc1,1-(3-hydroxypropyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
harRG,0.8231,298.15,101,1146.7,Domaska et al. (2019),Density,Liquid,AAruhe,N#C[C-](C#N)C#N.OCCC[n+]1ccccc1,1-(3-hydroxypropyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
harRG,0.8231,303.15,101,1143.3,Domaska et al. (2019),Density,Liquid,AAruhe,N#C[C-](C#N)C#N.OCCC[n+]1ccccc1,1-(3-hydroxypropyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
harRG,0.8231,308.15,101,1139.9,Domaska et al. (2019),Density,Liquid,AAruhe,N#C[C-](C#N)C#N.OCCC[n+]1ccccc1,1-(3-hydroxypropyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
harRG,0.8231,313.15,101,1136.5,Domaska et al. (2019),Density,Liquid,AAruhe,N#C[C-](C#N)C#N.OCCC[n+]1ccccc1,1-(3-hydroxypropyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
harRG,0.8231,318.15,101,1133.1,Domaska et al. (2019),Density,Liquid,AAruhe,N#C[C-](C#N)C#N.OCCC[n+]1ccccc1,1-(3-hydroxypropyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
harRG,0.8231,323.15,101,1129.7,Domaska et al. (2019),Density,Liquid,AAruhe,N#C[C-](C#N)C#N.OCCC[n+]1ccccc1,1-(3-hydroxypropyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
harRG,0.8231,328.15,101,1126.4,Domaska et al. (2019),Density,Liquid,AAruhe,N#C[C-](C#N)C#N.OCCC[n+]1ccccc1,1-(3-hydroxypropyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
harRG,0.8231,333.15,101,1123.1,Domaska et al. (2019),Density,Liquid,AAruhe,N#C[C-](C#N)C#N.OCCC[n+]1ccccc1,1-(3-hydroxypropyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
harRG,0.8231,338.15,101,1119.8,Domaska et al. (2019),Density,Liquid,AAruhe,N#C[C-](C#N)C#N.OCCC[n+]1ccccc1,1-(3-hydroxypropyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
harRG,0.8231,343.15,101,1116.5,Domaska et al. (2019),Density,Liquid,AAruhe,N#C[C-](C#N)C#N.OCCC[n+]1ccccc1,1-(3-hydroxypropyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
harRG,0.8231,348.15,101,1113.2,Domaska et al. (2019),Density,Liquid,AAruhe,N#C[C-](C#N)C#N.OCCC[n+]1ccccc1,1-(3-hydroxypropyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
harRG,0.9377,293.15,101,1152.1,Domaska et al. (2019),Density,Liquid,AAruhe,N#C[C-](C#N)C#N.OCCC[n+]1ccccc1,1-(3-hydroxypropyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
harRG,0.9377,298.15,101,1148.7,Domaska et al. (2019),Density,Liquid,AAruhe,N#C[C-](C#N)C#N.OCCC[n+]1ccccc1,1-(3-hydroxypropyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
harRG,0.9377,303.15,101,1145.3,Domaska et al. (2019),Density,Liquid,AAruhe,N#C[C-](C#N)C#N.OCCC[n+]1ccccc1,1-(3-hydroxypropyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
harRG,0.9377,308.15,101,1141.9,Domaska et al. (2019),Density,Liquid,AAruhe,N#C[C-](C#N)C#N.OCCC[n+]1ccccc1,1-(3-hydroxypropyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
harRG,0.9377,313.15,101,1138.6,Domaska et al. (2019),Density,Liquid,AAruhe,N#C[C-](C#N)C#N.OCCC[n+]1ccccc1,1-(3-hydroxypropyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
harRG,0.9377,318.15,101,1135.2,Domaska et al. (2019),Density,Liquid,AAruhe,N#C[C-](C#N)C#N.OCCC[n+]1ccccc1,1-(3-hydroxypropyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
harRG,0.9377,323.15,101,1132,Domaska et al. (2019),Density,Liquid,AAruhe,N#C[C-](C#N)C#N.OCCC[n+]1ccccc1,1-(3-hydroxypropyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
harRG,0.9377,328.15,101,1128.7,Domaska et al. (2019),Density,Liquid,AAruhe,N#C[C-](C#N)C#N.OCCC[n+]1ccccc1,1-(3-hydroxypropyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
harRG,0.9377,333.15,101,1125.4,Domaska et al. (2019),Density,Liquid,AAruhe,N#C[C-](C#N)C#N.OCCC[n+]1ccccc1,1-(3-hydroxypropyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
harRG,0.9377,338.15,101,1122.1,Domaska et al. (2019),Density,Liquid,AAruhe,N#C[C-](C#N)C#N.OCCC[n+]1ccccc1,1-(3-hydroxypropyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
harRG,0.9377,343.15,101,1119,Domaska et al. (2019),Density,Liquid,AAruhe,N#C[C-](C#N)C#N.OCCC[n+]1ccccc1,1-(3-hydroxypropyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
harRG,0.9377,348.15,101,1115.7,Domaska et al. (2019),Density,Liquid,AAruhe,N#C[C-](C#N)C#N.OCCC[n+]1ccccc1,1-(3-hydroxypropyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
harRG,1,293.15,101,1153,Domaska et al. (2019),Density,Liquid,AAruhe,N#C[C-](C#N)C#N.OCCC[n+]1ccccc1,1-(3-hydroxypropyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
harRG,1,298.15,101,1149.6,Domaska et al. (2019),Density,Liquid,AAruhe,N#C[C-](C#N)C#N.OCCC[n+]1ccccc1,1-(3-hydroxypropyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
harRG,1,303.15,101,1146.2,Domaska et al. (2019),Density,Liquid,AAruhe,N#C[C-](C#N)C#N.OCCC[n+]1ccccc1,1-(3-hydroxypropyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
harRG,1,308.15,101,1142.9,Domaska et al. (2019),Density,Liquid,AAruhe,N#C[C-](C#N)C#N.OCCC[n+]1ccccc1,1-(3-hydroxypropyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
harRG,1,313.15,101,1139.6,Domaska et al. (2019),Density,Liquid,AAruhe,N#C[C-](C#N)C#N.OCCC[n+]1ccccc1,1-(3-hydroxypropyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
harRG,1,318.15,101,1136.3,Domaska et al. (2019),Density,Liquid,AAruhe,N#C[C-](C#N)C#N.OCCC[n+]1ccccc1,1-(3-hydroxypropyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
harRG,1,323.15,101,1133,Domaska et al. (2019),Density,Liquid,AAruhe,N#C[C-](C#N)C#N.OCCC[n+]1ccccc1,1-(3-hydroxypropyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
harRG,1,328.15,101,1129.7,Domaska et al. (2019),Density,Liquid,AAruhe,N#C[C-](C#N)C#N.OCCC[n+]1ccccc1,1-(3-hydroxypropyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
harRG,1,333.15,101,1126.5,Domaska et al. (2019),Density,Liquid,AAruhe,N#C[C-](C#N)C#N.OCCC[n+]1ccccc1,1-(3-hydroxypropyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
harRG,1,338.15,101,1123.3,Domaska et al. (2019),Density,Liquid,AAruhe,N#C[C-](C#N)C#N.OCCC[n+]1ccccc1,1-(3-hydroxypropyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
harRG,1,343.15,101,1120.1,Domaska et al. (2019),Density,Liquid,AAruhe,N#C[C-](C#N)C#N.OCCC[n+]1ccccc1,1-(3-hydroxypropyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
harRG,1,348.15,101,1116.9,Domaska et al. (2019),Density,Liquid,AAruhe,N#C[C-](C#N)C#N.OCCC[n+]1ccccc1,1-(3-hydroxypropyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
