setid,"Temperature, K","MolaLity of 1-dodecyl-3-methylimidazolium bromide, mol/kg","Pressure, kPa","Solvent: MolaLity of tetramethylammonium chloride, mol/kg","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
PDNwF,288.15,0.00882,84.5,0.035,999.524,Golabiazar and Sadeghi (2014b),Density,Liquid,AAVDUE,C[N+](C)(C)C.[Cl-],tetramethylammonium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
PDNwF,288.15,0.01217,84.5,0.035,999.629,Golabiazar and Sadeghi (2014b),Density,Liquid,AAVDUE,C[N+](C)(C)C.[Cl-],tetramethylammonium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
PDNwF,288.15,0.01539,84.5,0.035,999.728,Golabiazar and Sadeghi (2014b),Density,Liquid,AAVDUE,C[N+](C)(C)C.[Cl-],tetramethylammonium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
PDNwF,288.15,0.01851,84.5,0.035,999.818,Golabiazar and Sadeghi (2014b),Density,Liquid,AAVDUE,C[N+](C)(C)C.[Cl-],tetramethylammonium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
PDNwF,288.15,0.02096,84.5,0.035,999.881,Golabiazar and Sadeghi (2014b),Density,Liquid,AAVDUE,C[N+](C)(C)C.[Cl-],tetramethylammonium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
PDNwF,288.15,0.02586,84.5,0.035,1000.02,Golabiazar and Sadeghi (2014b),Density,Liquid,AAVDUE,C[N+](C)(C)C.[Cl-],tetramethylammonium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
PDNwF,288.15,0.03077,84.5,0.035,1000.15,Golabiazar and Sadeghi (2014b),Density,Liquid,AAVDUE,C[N+](C)(C)C.[Cl-],tetramethylammonium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
PDNwF,288.15,0.04864,84.5,0.035,1000.63,Golabiazar and Sadeghi (2014b),Density,Liquid,AAVDUE,C[N+](C)(C)C.[Cl-],tetramethylammonium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
PDNwF,288.15,0.06032,84.5,0.035,1000.97,Golabiazar and Sadeghi (2014b),Density,Liquid,AAVDUE,C[N+](C)(C)C.[Cl-],tetramethylammonium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
PDNwF,288.15,0.07604,84.5,0.035,1001.43,Golabiazar and Sadeghi (2014b),Density,Liquid,AAVDUE,C[N+](C)(C)C.[Cl-],tetramethylammonium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
PDNwF,288.15,0.09157,84.5,0.035,1001.87,Golabiazar and Sadeghi (2014b),Density,Liquid,AAVDUE,C[N+](C)(C)C.[Cl-],tetramethylammonium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
PDNwF,293.15,0,84.5,0.035,998.29,Golabiazar and Sadeghi (2014b),Density,Liquid,AAVDUE,C[N+](C)(C)C.[Cl-],tetramethylammonium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
PDNwF,293.15,0.00116,84.5,0.035,998.337,Golabiazar and Sadeghi (2014b),Density,Liquid,AAVDUE,C[N+](C)(C)C.[Cl-],tetramethylammonium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
PDNwF,293.15,0.00202,84.5,0.035,998.366,Golabiazar and Sadeghi (2014b),Density,Liquid,AAVDUE,C[N+](C)(C)C.[Cl-],tetramethylammonium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
PDNwF,293.15,0.00259,84.5,0.035,998.387,Golabiazar and Sadeghi (2014b),Density,Liquid,AAVDUE,C[N+](C)(C)C.[Cl-],tetramethylammonium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
PDNwF,293.15,0.00285,84.5,0.035,998.398,Golabiazar and Sadeghi (2014b),Density,Liquid,AAVDUE,C[N+](C)(C)C.[Cl-],tetramethylammonium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
PDNwF,293.15,0.00365,84.5,0.035,998.426,Golabiazar and Sadeghi (2014b),Density,Liquid,AAVDUE,C[N+](C)(C)C.[Cl-],tetramethylammonium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
PDNwF,293.15,0.00453,84.5,0.035,998.462,Golabiazar and Sadeghi (2014b),Density,Liquid,AAVDUE,C[N+](C)(C)C.[Cl-],tetramethylammonium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
PDNwF,293.15,0.005,84.5,0.035,998.479,Golabiazar and Sadeghi (2014b),Density,Liquid,AAVDUE,C[N+](C)(C)C.[Cl-],tetramethylammonium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
PDNwF,293.15,0.00526,84.5,0.035,998.486,Golabiazar and Sadeghi (2014b),Density,Liquid,AAVDUE,C[N+](C)(C)C.[Cl-],tetramethylammonium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
PDNwF,293.15,0.00604,84.5,0.035,998.518,Golabiazar and Sadeghi (2014b),Density,Liquid,AAVDUE,C[N+](C)(C)C.[Cl-],tetramethylammonium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
PDNwF,293.15,0.00882,84.5,0.035,998.6,Golabiazar and Sadeghi (2014b),Density,Liquid,AAVDUE,C[N+](C)(C)C.[Cl-],tetramethylammonium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
PDNwF,293.15,0.01217,84.5,0.035,998.701,Golabiazar and Sadeghi (2014b),Density,Liquid,AAVDUE,C[N+](C)(C)C.[Cl-],tetramethylammonium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
PDNwF,293.15,0.01539,84.5,0.035,998.795,Golabiazar and Sadeghi (2014b),Density,Liquid,AAVDUE,C[N+](C)(C)C.[Cl-],tetramethylammonium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
PDNwF,293.15,0.01851,84.5,0.035,998.882,Golabiazar and Sadeghi (2014b),Density,Liquid,AAVDUE,C[N+](C)(C)C.[Cl-],tetramethylammonium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
PDNwF,293.15,0.02096,84.5,0.035,998.944,Golabiazar and Sadeghi (2014b),Density,Liquid,AAVDUE,C[N+](C)(C)C.[Cl-],tetramethylammonium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
PDNwF,293.15,0.02586,84.5,0.035,999.074,Golabiazar and Sadeghi (2014b),Density,Liquid,AAVDUE,C[N+](C)(C)C.[Cl-],tetramethylammonium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
PDNwF,293.15,0.03077,84.5,0.035,999.203,Golabiazar and Sadeghi (2014b),Density,Liquid,AAVDUE,C[N+](C)(C)C.[Cl-],tetramethylammonium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
PDNwF,293.15,0.04864,84.5,0.035,999.67,Golabiazar and Sadeghi (2014b),Density,Liquid,AAVDUE,C[N+](C)(C)C.[Cl-],tetramethylammonium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
PDNwF,293.15,0.06032,84.5,0.035,999.986,Golabiazar and Sadeghi (2014b),Density,Liquid,AAVDUE,C[N+](C)(C)C.[Cl-],tetramethylammonium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
PDNwF,293.15,0.07604,84.5,0.035,1000.43,Golabiazar and Sadeghi (2014b),Density,Liquid,AAVDUE,C[N+](C)(C)C.[Cl-],tetramethylammonium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
PDNwF,293.15,0.09157,84.5,0.035,1000.86,Golabiazar and Sadeghi (2014b),Density,Liquid,AAVDUE,C[N+](C)(C)C.[Cl-],tetramethylammonium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
PDNwF,298.15,0,84.5,0.035,997.12,Golabiazar and Sadeghi (2014b),Density,Liquid,AAVDUE,C[N+](C)(C)C.[Cl-],tetramethylammonium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
PDNwF,298.15,0.00116,84.5,0.035,997.163,Golabiazar and Sadeghi (2014b),Density,Liquid,AAVDUE,C[N+](C)(C)C.[Cl-],tetramethylammonium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
PDNwF,298.15,0.00202,84.5,0.035,997.192,Golabiazar and Sadeghi (2014b),Density,Liquid,AAVDUE,C[N+](C)(C)C.[Cl-],tetramethylammonium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
PDNwF,298.15,0.00259,84.5,0.035,997.211,Golabiazar and Sadeghi (2014b),Density,Liquid,AAVDUE,C[N+](C)(C)C.[Cl-],tetramethylammonium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
PDNwF,298.15,0.00285,84.5,0.035,997.221,Golabiazar and Sadeghi (2014b),Density,Liquid,AAVDUE,C[N+](C)(C)C.[Cl-],tetramethylammonium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
PDNwF,298.15,0.00365,84.5,0.035,997.251,Golabiazar and Sadeghi (2014b),Density,Liquid,AAVDUE,C[N+](C)(C)C.[Cl-],tetramethylammonium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
PDNwF,298.15,0.00453,84.5,0.035,997.283,Golabiazar and Sadeghi (2014b),Density,Liquid,AAVDUE,C[N+](C)(C)C.[Cl-],tetramethylammonium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
PDNwF,298.15,0.005,84.5,0.035,997.3,Golabiazar and Sadeghi (2014b),Density,Liquid,AAVDUE,C[N+](C)(C)C.[Cl-],tetramethylammonium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
PDNwF,298.15,0.00526,84.5,0.035,997.306,Golabiazar and Sadeghi (2014b),Density,Liquid,AAVDUE,C[N+](C)(C)C.[Cl-],tetramethylammonium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
PDNwF,298.15,0.00604,84.5,0.035,997.337,Golabiazar and Sadeghi (2014b),Density,Liquid,AAVDUE,C[N+](C)(C)C.[Cl-],tetramethylammonium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
PDNwF,298.15,0.00882,84.5,0.035,997.417,Golabiazar and Sadeghi (2014b),Density,Liquid,AAVDUE,C[N+](C)(C)C.[Cl-],tetramethylammonium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
PDNwF,298.15,0.01217,84.5,0.035,997.514,Golabiazar and Sadeghi (2014b),Density,Liquid,AAVDUE,C[N+](C)(C)C.[Cl-],tetramethylammonium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
PDNwF,298.15,0.01539,84.5,0.035,997.603,Golabiazar and Sadeghi (2014b),Density,Liquid,AAVDUE,C[N+](C)(C)C.[Cl-],tetramethylammonium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
PDNwF,298.15,0.01851,84.5,0.035,997.687,Golabiazar and Sadeghi (2014b),Density,Liquid,AAVDUE,C[N+](C)(C)C.[Cl-],tetramethylammonium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
PDNwF,298.15,0.02096,84.5,0.035,997.747,Golabiazar and Sadeghi (2014b),Density,Liquid,AAVDUE,C[N+](C)(C)C.[Cl-],tetramethylammonium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
PDNwF,298.15,0.02586,84.5,0.035,997.875,Golabiazar and Sadeghi (2014b),Density,Liquid,AAVDUE,C[N+](C)(C)C.[Cl-],tetramethylammonium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
PDNwF,298.15,0.03077,84.5,0.035,997.997,Golabiazar and Sadeghi (2014b),Density,Liquid,AAVDUE,C[N+](C)(C)C.[Cl-],tetramethylammonium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
PDNwF,298.15,0.04864,84.5,0.035,998.447,Golabiazar and Sadeghi (2014b),Density,Liquid,AAVDUE,C[N+](C)(C)C.[Cl-],tetramethylammonium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
PDNwF,298.15,0.06032,84.5,0.035,998.748,Golabiazar and Sadeghi (2014b),Density,Liquid,AAVDUE,C[N+](C)(C)C.[Cl-],tetramethylammonium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
PDNwF,298.15,0.07604,84.5,0.035,999.179,Golabiazar and Sadeghi (2014b),Density,Liquid,AAVDUE,C[N+](C)(C)C.[Cl-],tetramethylammonium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
PDNwF,298.15,0.09157,84.5,0.035,999.591,Golabiazar and Sadeghi (2014b),Density,Liquid,AAVDUE,C[N+](C)(C)C.[Cl-],tetramethylammonium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
PDNwF,303.15,0,84.5,0.035,995.716,Golabiazar and Sadeghi (2014b),Density,Liquid,AAVDUE,C[N+](C)(C)C.[Cl-],tetramethylammonium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
PDNwF,303.15,0.00116,84.5,0.035,995.755,Golabiazar and Sadeghi (2014b),Density,Liquid,AAVDUE,C[N+](C)(C)C.[Cl-],tetramethylammonium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
PDNwF,303.15,0.00202,84.5,0.035,995.783,Golabiazar and Sadeghi (2014b),Density,Liquid,AAVDUE,C[N+](C)(C)C.[Cl-],tetramethylammonium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
PDNwF,303.15,0.00259,84.5,0.035,995.802,Golabiazar and Sadeghi (2014b),Density,Liquid,AAVDUE,C[N+](C)(C)C.[Cl-],tetramethylammonium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
PDNwF,303.15,0.00285,84.5,0.035,995.811,Golabiazar and Sadeghi (2014b),Density,Liquid,AAVDUE,C[N+](C)(C)C.[Cl-],tetramethylammonium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
PDNwF,303.15,0.00365,84.5,0.035,995.838,Golabiazar and Sadeghi (2014b),Density,Liquid,AAVDUE,C[N+](C)(C)C.[Cl-],tetramethylammonium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
PDNwF,303.15,0.00453,84.5,0.035,995.869,Golabiazar and Sadeghi (2014b),Density,Liquid,AAVDUE,C[N+](C)(C)C.[Cl-],tetramethylammonium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
PDNwF,303.15,0.005,84.5,0.035,995.886,Golabiazar and Sadeghi (2014b),Density,Liquid,AAVDUE,C[N+](C)(C)C.[Cl-],tetramethylammonium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
PDNwF,303.15,0.00526,84.5,0.035,995.894,Golabiazar and Sadeghi (2014b),Density,Liquid,AAVDUE,C[N+](C)(C)C.[Cl-],tetramethylammonium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
PDNwF,303.15,0.00604,84.5,0.035,995.924,Golabiazar and Sadeghi (2014b),Density,Liquid,AAVDUE,C[N+](C)(C)C.[Cl-],tetramethylammonium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
PDNwF,303.15,0.00882,84.5,0.035,995.999,Golabiazar and Sadeghi (2014b),Density,Liquid,AAVDUE,C[N+](C)(C)C.[Cl-],tetramethylammonium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
PDNwF,303.15,0.01217,84.5,0.035,996.092,Golabiazar and Sadeghi (2014b),Density,Liquid,AAVDUE,C[N+](C)(C)C.[Cl-],tetramethylammonium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
PDNwF,303.15,0.01539,84.5,0.035,996.18,Golabiazar and Sadeghi (2014b),Density,Liquid,AAVDUE,C[N+](C)(C)C.[Cl-],tetramethylammonium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
PDNwF,303.15,0.01851,84.5,0.035,996.262,Golabiazar and Sadeghi (2014b),Density,Liquid,AAVDUE,C[N+](C)(C)C.[Cl-],tetramethylammonium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
PDNwF,303.15,0.02096,84.5,0.035,996.318,Golabiazar and Sadeghi (2014b),Density,Liquid,AAVDUE,C[N+](C)(C)C.[Cl-],tetramethylammonium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
PDNwF,303.15,0.02586,84.5,0.035,996.442,Golabiazar and Sadeghi (2014b),Density,Liquid,AAVDUE,C[N+](C)(C)C.[Cl-],tetramethylammonium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
PDNwF,303.15,0.03077,84.5,0.035,996.56,Golabiazar and Sadeghi (2014b),Density,Liquid,AAVDUE,C[N+](C)(C)C.[Cl-],tetramethylammonium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
PDNwF,303.15,0.04864,84.5,0.035,996.997,Golabiazar and Sadeghi (2014b),Density,Liquid,AAVDUE,C[N+](C)(C)C.[Cl-],tetramethylammonium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
PDNwF,303.15,0.06032,84.5,0.035,997.284,Golabiazar and Sadeghi (2014b),Density,Liquid,AAVDUE,C[N+](C)(C)C.[Cl-],tetramethylammonium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
PDNwF,303.15,0.07604,84.5,0.035,997.702,Golabiazar and Sadeghi (2014b),Density,Liquid,AAVDUE,C[N+](C)(C)C.[Cl-],tetramethylammonium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
PDNwF,303.15,0.09157,84.5,0.035,998.086,Golabiazar and Sadeghi (2014b),Density,Liquid,AAVDUE,C[N+](C)(C)C.[Cl-],tetramethylammonium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
PDNwF,308.15,0,84.5,0.035,994.093,Golabiazar and Sadeghi (2014b),Density,Liquid,AAVDUE,C[N+](C)(C)C.[Cl-],tetramethylammonium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
PDNwF,308.15,0.00116,84.5,0.035,994.134,Golabiazar and Sadeghi (2014b),Density,Liquid,AAVDUE,C[N+](C)(C)C.[Cl-],tetramethylammonium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
