setid,"MolaRity of tetraphenylphosphonium chloride, mol/dm3","Temperature, K","Pressure, kPa",Solvent: Mole fraction of acetonitrile,"Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
CmLIT,0.023718,298.15,101,0.05,980.1,Perie and Perie (1989),Density,Liquid,AAHueB,CC#N,acetonitrile,ABUEqe,[Cl-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphonium chloride,AADYJk,O,water
CmLIT,0.02864,298.15,101,0.05,980.4,Perie and Perie (1989),Density,Liquid,AAHueB,CC#N,acetonitrile,ABUEqe,[Cl-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphonium chloride,AADYJk,O,water
CmLIT,0.03091,298.15,101,0.05,980.5,Perie and Perie (1989),Density,Liquid,AAHueB,CC#N,acetonitrile,ABUEqe,[Cl-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphonium chloride,AADYJk,O,water
CmLIT,0.03128,298.15,101,0.05,980.6,Perie and Perie (1989),Density,Liquid,AAHueB,CC#N,acetonitrile,ABUEqe,[Cl-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphonium chloride,AADYJk,O,water
CmLIT,0.031733,298.15,101,0.05,980.5,Perie and Perie (1989),Density,Liquid,AAHueB,CC#N,acetonitrile,ABUEqe,[Cl-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphonium chloride,AADYJk,O,water
CmLIT,0.039387,298.15,101,0.05,981.1,Perie and Perie (1989),Density,Liquid,AAHueB,CC#N,acetonitrile,ABUEqe,[Cl-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphonium chloride,AADYJk,O,water
CmLIT,0.040017,298.15,101,0.05,981.2,Perie and Perie (1989),Density,Liquid,AAHueB,CC#N,acetonitrile,ABUEqe,[Cl-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphonium chloride,AADYJk,O,water
CmLIT,0.048026,298.15,101,0.05,981.7,Perie and Perie (1989),Density,Liquid,AAHueB,CC#N,acetonitrile,ABUEqe,[Cl-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphonium chloride,AADYJk,O,water
CmLIT,0.053469,298.15,101,0.05,982.1,Perie and Perie (1989),Density,Liquid,AAHueB,CC#N,acetonitrile,ABUEqe,[Cl-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphonium chloride,AADYJk,O,water
CmLIT,0.057178,298.15,101,0.05,982.3,Perie and Perie (1989),Density,Liquid,AAHueB,CC#N,acetonitrile,ABUEqe,[Cl-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphonium chloride,AADYJk,O,water
CmLIT,0.082977,298.15,101,0.05,983.9,Perie and Perie (1989),Density,Liquid,AAHueB,CC#N,acetonitrile,ABUEqe,[Cl-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphonium chloride,AADYJk,O,water
CmLIT,0.128125,298.15,101,0.05,986.9,Perie and Perie (1989),Density,Liquid,AAHueB,CC#N,acetonitrile,ABUEqe,[Cl-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphonium chloride,AADYJk,O,water
CmLIT,0.180321,298.15,101,0.05,990.3,Perie and Perie (1989),Density,Liquid,AAHueB,CC#N,acetonitrile,ABUEqe,[Cl-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphonium chloride,AADYJk,O,water
CmLIT,0.205672,298.15,101,0.05,992.1,Perie and Perie (1989),Density,Liquid,AAHueB,CC#N,acetonitrile,ABUEqe,[Cl-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphonium chloride,AADYJk,O,water
CmLIT,0.257526,298.15,101,0.05,995.5,Perie and Perie (1989),Density,Liquid,AAHueB,CC#N,acetonitrile,ABUEqe,[Cl-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphonium chloride,AADYJk,O,water
CmLIT,0.27201,298.15,101,0.05,996.7,Perie and Perie (1989),Density,Liquid,AAHueB,CC#N,acetonitrile,ABUEqe,[Cl-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphonium chloride,AADYJk,O,water
CmLIT,0.319384,298.15,101,0.05,1000,Perie and Perie (1989),Density,Liquid,AAHueB,CC#N,acetonitrile,ABUEqe,[Cl-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphonium chloride,AADYJk,O,water
CmLIT,0.381726,298.15,101,0.05,1004.3,Perie and Perie (1989),Density,Liquid,AAHueB,CC#N,acetonitrile,ABUEqe,[Cl-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphonium chloride,AADYJk,O,water
CmLIT,0.405181,298.15,101,0.05,1005.9,Perie and Perie (1989),Density,Liquid,AAHueB,CC#N,acetonitrile,ABUEqe,[Cl-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphonium chloride,AADYJk,O,water
CmLIT,0.449122,298.15,101,0.05,1009.1,Perie and Perie (1989),Density,Liquid,AAHueB,CC#N,acetonitrile,ABUEqe,[Cl-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphonium chloride,AADYJk,O,water
CmLIT,0.54814,298.15,101,0.05,1016.1,Perie and Perie (1989),Density,Liquid,AAHueB,CC#N,acetonitrile,ABUEqe,[Cl-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphonium chloride,AADYJk,O,water
