setid,Mole fraction of 1-methyl-3-octylimidazolium chloride,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
xPzHe,0,353.15,97.6,891,Yang et al. (2017a),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
xPzHe,0.119,303.15,97.6,965.6,Yang et al. (2017a),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
xPzHe,0.119,308.15,97.6,961.3,Yang et al. (2017a),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
xPzHe,0.119,313.15,97.6,957.3,Yang et al. (2017a),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
xPzHe,0.119,318.15,97.6,953.5,Yang et al. (2017a),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
xPzHe,0.119,323.15,97.6,949.4,Yang et al. (2017a),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
xPzHe,0.119,328.15,97.6,945.2,Yang et al. (2017a),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
xPzHe,0.119,333.15,97.6,941.1,Yang et al. (2017a),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
xPzHe,0.119,338.15,97.6,937,Yang et al. (2017a),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
xPzHe,0.119,343.15,97.6,932.8,Yang et al. (2017a),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
xPzHe,0.119,348.15,97.6,928.7,Yang et al. (2017a),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
xPzHe,0.119,353.15,97.6,924.5,Yang et al. (2017a),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
xPzHe,0.241,303.15,97.6,979.1,Yang et al. (2017a),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
xPzHe,0.241,308.15,97.6,975.4,Yang et al. (2017a),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
xPzHe,0.241,313.15,97.6,971.7,Yang et al. (2017a),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
xPzHe,0.241,318.15,97.6,968,Yang et al. (2017a),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
xPzHe,0.241,323.15,97.6,964.3,Yang et al. (2017a),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
xPzHe,0.241,328.15,97.6,960.6,Yang et al. (2017a),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
xPzHe,0.241,333.15,97.6,957,Yang et al. (2017a),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
xPzHe,0.241,338.15,97.6,953.3,Yang et al. (2017a),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
xPzHe,0.241,343.15,97.6,949.7,Yang et al. (2017a),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
xPzHe,0.241,348.15,97.6,946,Yang et al. (2017a),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
xPzHe,0.241,353.15,97.6,942.3,Yang et al. (2017a),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
xPzHe,0.321,303.15,97.6,986,Yang et al. (2017a),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
xPzHe,0.321,308.15,97.6,982.5,Yang et al. (2017a),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
xPzHe,0.321,313.15,97.6,979,Yang et al. (2017a),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
xPzHe,0.321,318.15,97.6,975.7,Yang et al. (2017a),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
xPzHe,0.321,323.15,97.6,972.4,Yang et al. (2017a),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
xPzHe,0.321,328.15,97.6,969,Yang et al. (2017a),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
xPzHe,0.321,333.15,97.6,965.6,Yang et al. (2017a),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
xPzHe,0.321,338.15,97.6,962.2,Yang et al. (2017a),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
xPzHe,0.321,343.15,97.6,958.7,Yang et al. (2017a),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
xPzHe,0.321,348.15,97.6,955.2,Yang et al. (2017a),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
xPzHe,0.321,353.15,97.6,951.7,Yang et al. (2017a),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
xPzHe,0.424,303.15,97.6,992,Yang et al. (2017a),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
xPzHe,0.424,308.15,97.6,988.6,Yang et al. (2017a),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
xPzHe,0.424,313.15,97.6,985.3,Yang et al. (2017a),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
xPzHe,0.424,318.15,97.6,981.9,Yang et al. (2017a),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
xPzHe,0.424,323.15,97.6,978.6,Yang et al. (2017a),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
xPzHe,0.424,328.15,97.6,975.2,Yang et al. (2017a),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
xPzHe,0.424,333.15,97.6,971.9,Yang et al. (2017a),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
xPzHe,0.424,338.15,97.6,968.6,Yang et al. (2017a),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
xPzHe,0.424,343.15,97.6,965.2,Yang et al. (2017a),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
xPzHe,0.424,348.15,97.6,961.9,Yang et al. (2017a),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
xPzHe,0.424,353.15,97.6,958.6,Yang et al. (2017a),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
xPzHe,0.557,303.15,97.6,996.4,Yang et al. (2017a),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
xPzHe,0.557,308.15,97.6,993.2,Yang et al. (2017a),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
xPzHe,0.557,313.15,97.6,989.9,Yang et al. (2017a),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
xPzHe,0.557,318.15,97.6,986.8,Yang et al. (2017a),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
xPzHe,0.557,323.15,97.6,983.9,Yang et al. (2017a),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
xPzHe,0.557,328.15,97.6,980.8,Yang et al. (2017a),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
xPzHe,0.557,333.15,97.6,977.6,Yang et al. (2017a),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
xPzHe,0.557,338.15,97.6,974.5,Yang et al. (2017a),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
xPzHe,0.557,343.15,97.6,971.6,Yang et al. (2017a),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
xPzHe,0.557,348.15,97.6,968.3,Yang et al. (2017a),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
xPzHe,0.557,353.15,97.6,965.1,Yang et al. (2017a),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
xPzHe,0.739,303.15,97.6,1002,Yang et al. (2017a),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
xPzHe,0.739,308.15,97.6,999,Yang et al. (2017a),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
xPzHe,0.739,313.15,97.6,996,Yang et al. (2017a),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
xPzHe,0.739,318.15,97.6,993,Yang et al. (2017a),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
xPzHe,0.739,323.15,97.6,990,Yang et al. (2017a),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
xPzHe,0.739,328.15,97.6,987,Yang et al. (2017a),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
xPzHe,0.739,333.15,97.6,984,Yang et al. (2017a),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
xPzHe,0.739,338.15,97.6,981.1,Yang et al. (2017a),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
xPzHe,0.739,343.15,97.6,978.1,Yang et al. (2017a),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
xPzHe,0.739,348.15,97.6,975.2,Yang et al. (2017a),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
xPzHe,0.739,353.15,97.6,972.2,Yang et al. (2017a),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
xPzHe,0.858,303.15,97.6,1004.3,Yang et al. (2017a),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
xPzHe,0.858,308.15,97.6,1001.4,Yang et al. (2017a),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
xPzHe,0.858,313.15,97.6,998.4,Yang et al. (2017a),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
xPzHe,0.858,318.15,97.6,995.5,Yang et al. (2017a),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
xPzHe,0.858,323.15,97.6,992.6,Yang et al. (2017a),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
xPzHe,0.858,328.15,97.6,989.7,Yang et al. (2017a),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
xPzHe,0.858,333.15,97.6,986.8,Yang et al. (2017a),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
xPzHe,0.858,338.15,97.6,984,Yang et al. (2017a),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
xPzHe,0.858,343.15,97.6,981.1,Yang et al. (2017a),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
xPzHe,0.858,348.15,97.6,978.2,Yang et al. (2017a),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
xPzHe,0.858,353.15,97.6,975.4,Yang et al. (2017a),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
xPzHe,1,303.15,97.6,1006.2,Yang et al. (2017a),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
xPzHe,1,308.15,97.6,1003.3,Yang et al. (2017a),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
xPzHe,1,313.15,97.6,1000.5,Yang et al. (2017a),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
xPzHe,1,318.15,97.6,997.6,Yang et al. (2017a),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
xPzHe,1,323.15,97.6,994.8,Yang et al. (2017a),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
xPzHe,1,328.15,97.6,992,Yang et al. (2017a),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
xPzHe,1,333.15,97.6,989.2,Yang et al. (2017a),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
xPzHe,1,338.15,97.6,986.4,Yang et al. (2017a),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
xPzHe,1,343.15,97.6,983.6,Yang et al. (2017a),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
xPzHe,1,348.15,97.6,980.9,Yang et al. (2017a),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
xPzHe,1,353.15,97.6,978.1,Yang et al. (2017a),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
