setid,"Solvent: MolaLity of 2-aminoacetic acid, mol/kg","MolaLity of 1-butyl-2,3-dimethylimidazolium chloride, mol/kg","Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
mcaCd,0.1095,0.0685,298.15,100,1001.18,Jain and Zodape (2022),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
mcaCd,0.1095,0.0685,303.15,100,999.76,Jain and Zodape (2022),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
mcaCd,0.1095,0.0685,308.15,100,998.12,Jain and Zodape (2022),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
mcaCd,0.1095,0.0685,313.15,100,996.3,Jain and Zodape (2022),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
mcaCd,0.1095,0.0685,318.15,100,994.29,Jain and Zodape (2022),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
mcaCd,0.1095,0.0815,288.15,100,1003.4,Jain and Zodape (2022),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
mcaCd,0.1095,0.0815,293.15,100,1002.47,Jain and Zodape (2022),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
mcaCd,0.1095,0.0815,298.15,100,1001.29,Jain and Zodape (2022),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
mcaCd,0.1095,0.0815,303.15,100,999.87,Jain and Zodape (2022),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
mcaCd,0.1095,0.0815,308.15,100,998.24,Jain and Zodape (2022),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
mcaCd,0.1095,0.0815,313.15,100,996.41,Jain and Zodape (2022),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
mcaCd,0.1095,0.0815,318.15,100,994.4,Jain and Zodape (2022),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
mcaCd,0.1095,0.0949,288.15,100,1003.51,Jain and Zodape (2022),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
mcaCd,0.1095,0.0949,293.15,100,1002.59,Jain and Zodape (2022),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
mcaCd,0.1095,0.0949,298.15,100,1001.4,Jain and Zodape (2022),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
mcaCd,0.1095,0.0949,303.15,100,999.99,Jain and Zodape (2022),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
mcaCd,0.1095,0.0949,308.15,100,998.35,Jain and Zodape (2022),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
mcaCd,0.1095,0.0949,313.15,100,996.53,Jain and Zodape (2022),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
mcaCd,0.1095,0.0949,318.15,100,994.52,Jain and Zodape (2022),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
mcaCd,0.1095,0.1085,288.15,100,1003.63,Jain and Zodape (2022),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
mcaCd,0.1095,0.1085,293.15,100,1002.7,Jain and Zodape (2022),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
mcaCd,0.1095,0.1085,298.15,100,1001.52,Jain and Zodape (2022),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
mcaCd,0.1095,0.1085,303.15,100,1000.1,Jain and Zodape (2022),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
mcaCd,0.1095,0.1085,308.15,100,998.47,Jain and Zodape (2022),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
mcaCd,0.1095,0.1085,313.15,100,996.65,Jain and Zodape (2022),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
mcaCd,0.1095,0.1085,318.15,100,994.64,Jain and Zodape (2022),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
mcaCd,0.1095,0.1126,288.15,100,1003.66,Jain and Zodape (2022),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
mcaCd,0.1095,0.1126,293.15,100,1002.73,Jain and Zodape (2022),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
mcaCd,0.1095,0.1126,298.15,100,1001.55,Jain and Zodape (2022),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
mcaCd,0.1095,0.1126,303.15,100,1000.14,Jain and Zodape (2022),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
mcaCd,0.1095,0.1126,308.15,100,998.51,Jain and Zodape (2022),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
mcaCd,0.1095,0.1126,313.15,100,996.68,Jain and Zodape (2022),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
mcaCd,0.1095,0.1126,318.15,100,994.67,Jain and Zodape (2022),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
mcaCd,0.1095,0.1265,288.15,100,1003.77,Jain and Zodape (2022),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
mcaCd,0.1095,0.1265,293.15,100,1002.85,Jain and Zodape (2022),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
mcaCd,0.1095,0.1265,298.15,100,1001.66,Jain and Zodape (2022),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
mcaCd,0.1095,0.1265,303.15,100,1000.25,Jain and Zodape (2022),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
mcaCd,0.1095,0.1265,308.15,100,998.62,Jain and Zodape (2022),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
mcaCd,0.1095,0.1265,313.15,100,996.8,Jain and Zodape (2022),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
mcaCd,0.1095,0.1265,318.15,100,994.79,Jain and Zodape (2022),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
