setid,"Temperature, K",Mole fraction of 1-butyl-3-methylimidazolium thiocyanate,Mole fraction of propanoic acid,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
ZTdib,293.15,0.5581,0.2791,100,1050.3,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAOMRa,CCC(=O)O,propanoic acid,AAHueB,CC#N,acetonitrile
ZTdib,293.15,0.5823,0.3871,100,1059.9,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAOMRa,CCC(=O)O,propanoic acid,AAHueB,CC#N,acetonitrile
ZTdib,293.15,0.6329,0.1944,100,1053.2,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAOMRa,CCC(=O)O,propanoic acid,AAHueB,CC#N,acetonitrile
ZTdib,293.15,0.6793,0.2847,100,1062.4,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAOMRa,CCC(=O)O,propanoic acid,AAHueB,CC#N,acetonitrile
ZTdib,293.15,0.7091,0.0944,100,1054.3,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAOMRa,CCC(=O)O,propanoic acid,AAHueB,CC#N,acetonitrile
ZTdib,293.15,0.7484,0.0457,100,1053.1,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAOMRa,CCC(=O)O,propanoic acid,AAHueB,CC#N,acetonitrile
ZTdib,293.15,0.7932,0.1659,100,1066.9,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAOMRa,CCC(=O)O,propanoic acid,AAHueB,CC#N,acetonitrile
ZTdib,293.15,0.8534,0.1018,100,1068.3,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAOMRa,CCC(=O)O,propanoic acid,AAHueB,CC#N,acetonitrile
ZTdib,293.15,0.9091,0.0425,100,1066.7,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAOMRa,CCC(=O)O,propanoic acid,AAHueB,CC#N,acetonitrile
ZTdib,298.15,0.0893,0.4698,100,956.7,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAOMRa,CCC(=O)O,propanoic acid,AAHueB,CC#N,acetonitrile
ZTdib,298.15,0.1261,0.2516,100,937.2,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAOMRa,CCC(=O)O,propanoic acid,AAHueB,CC#N,acetonitrile
ZTdib,298.15,0.1376,0.1824,100,930.5,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAOMRa,CCC(=O)O,propanoic acid,AAHueB,CC#N,acetonitrile
ZTdib,298.15,0.1449,0.7359,100,1013.8,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAOMRa,CCC(=O)O,propanoic acid,AAHueB,CC#N,acetonitrile
ZTdib,298.15,0.1536,0.0875,100,921.5,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAOMRa,CCC(=O)O,propanoic acid,AAHueB,CC#N,acetonitrile
ZTdib,298.15,0.2098,0.3319,100,980,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAOMRa,CCC(=O)O,propanoic acid,AAHueB,CC#N,acetonitrile
ZTdib,298.15,0.2549,0.1852,100,975.9,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAOMRa,CCC(=O)O,propanoic acid,AAHueB,CC#N,acetonitrile
ZTdib,298.15,0.273,0.121,100,973.3,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAOMRa,CCC(=O)O,propanoic acid,AAHueB,CC#N,acetonitrile
ZTdib,298.15,0.2821,0.7028,100,1042.5,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAOMRa,CCC(=O)O,propanoic acid,AAHueB,CC#N,acetonitrile
ZTdib,298.15,0.2955,0.4618,100,1015.1,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAOMRa,CCC(=O)O,propanoic acid,AAHueB,CC#N,acetonitrile
ZTdib,298.15,0.3821,0.3031,100,1019.1,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAOMRa,CCC(=O)O,propanoic acid,AAHueB,CC#N,acetonitrile
ZTdib,298.15,0.4263,0.2218,100,1021.9,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAOMRa,CCC(=O)O,propanoic acid,AAHueB,CC#N,acetonitrile
ZTdib,298.15,0.4402,0.5364,100,1051.6,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAOMRa,CCC(=O)O,propanoic acid,AAHueB,CC#N,acetonitrile
ZTdib,298.15,0.4624,0.1564,100,1021.6,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAOMRa,CCC(=O)O,propanoic acid,AAHueB,CC#N,acetonitrile
ZTdib,298.15,0.5051,0.0753,100,1022.3,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAOMRa,CCC(=O)O,propanoic acid,AAHueB,CC#N,acetonitrile
ZTdib,298.15,0.5581,0.2791,100,1046.9,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAOMRa,CCC(=O)O,propanoic acid,AAHueB,CC#N,acetonitrile
ZTdib,298.15,0.5823,0.3871,100,1056.6,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAOMRa,CCC(=O)O,propanoic acid,AAHueB,CC#N,acetonitrile
ZTdib,298.15,0.6329,0.1944,100,1049.9,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAOMRa,CCC(=O)O,propanoic acid,AAHueB,CC#N,acetonitrile
ZTdib,298.15,0.6793,0.2847,100,1059.2,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAOMRa,CCC(=O)O,propanoic acid,AAHueB,CC#N,acetonitrile
ZTdib,298.15,0.7091,0.0944,100,1051.2,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAOMRa,CCC(=O)O,propanoic acid,AAHueB,CC#N,acetonitrile
ZTdib,298.15,0.7484,0.0457,100,1049.9,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAOMRa,CCC(=O)O,propanoic acid,AAHueB,CC#N,acetonitrile
ZTdib,298.15,0.7932,0.1659,100,1063.8,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAOMRa,CCC(=O)O,propanoic acid,AAHueB,CC#N,acetonitrile
ZTdib,298.15,0.8534,0.1018,100,1065.2,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAOMRa,CCC(=O)O,propanoic acid,AAHueB,CC#N,acetonitrile
ZTdib,298.15,0.9091,0.0425,100,1063.6,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAOMRa,CCC(=O)O,propanoic acid,AAHueB,CC#N,acetonitrile
ZTdib,303.15,0.0893,0.4698,100,952.2,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAOMRa,CCC(=O)O,propanoic acid,AAHueB,CC#N,acetonitrile
ZTdib,303.15,0.1261,0.2516,100,932.9,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAOMRa,CCC(=O)O,propanoic acid,AAHueB,CC#N,acetonitrile
ZTdib,303.15,0.1376,0.1824,100,926.2,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAOMRa,CCC(=O)O,propanoic acid,AAHueB,CC#N,acetonitrile
ZTdib,303.15,0.1449,0.7359,100,1009.5,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAOMRa,CCC(=O)O,propanoic acid,AAHueB,CC#N,acetonitrile
ZTdib,303.15,0.1536,0.0875,100,917.3,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAOMRa,CCC(=O)O,propanoic acid,AAHueB,CC#N,acetonitrile
ZTdib,303.15,0.2098,0.3319,100,976,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAOMRa,CCC(=O)O,propanoic acid,AAHueB,CC#N,acetonitrile
ZTdib,303.15,0.2549,0.1852,100,972.1,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAOMRa,CCC(=O)O,propanoic acid,AAHueB,CC#N,acetonitrile
ZTdib,303.15,0.273,0.121,100,969.4,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAOMRa,CCC(=O)O,propanoic acid,AAHueB,CC#N,acetonitrile
ZTdib,303.15,0.2821,0.7028,100,1038.7,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAOMRa,CCC(=O)O,propanoic acid,AAHueB,CC#N,acetonitrile
ZTdib,303.15,0.2955,0.4618,100,1010.8,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAOMRa,CCC(=O)O,propanoic acid,AAHueB,CC#N,acetonitrile
ZTdib,303.15,0.3821,0.3031,100,1015.3,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAOMRa,CCC(=O)O,propanoic acid,AAHueB,CC#N,acetonitrile
ZTdib,303.15,0.4263,0.2218,100,1018.4,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAOMRa,CCC(=O)O,propanoic acid,AAHueB,CC#N,acetonitrile
ZTdib,303.15,0.4402,0.5364,100,1048.1,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAOMRa,CCC(=O)O,propanoic acid,AAHueB,CC#N,acetonitrile
ZTdib,303.15,0.4624,0.1564,100,1018.1,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAOMRa,CCC(=O)O,propanoic acid,AAHueB,CC#N,acetonitrile
ZTdib,303.15,0.5051,0.0753,100,1018.9,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAOMRa,CCC(=O)O,propanoic acid,AAHueB,CC#N,acetonitrile
ZTdib,303.15,0.5581,0.2791,100,1043.7,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAOMRa,CCC(=O)O,propanoic acid,AAHueB,CC#N,acetonitrile
ZTdib,303.15,0.5823,0.3871,100,1053.3,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAOMRa,CCC(=O)O,propanoic acid,AAHueB,CC#N,acetonitrile
ZTdib,303.15,0.6329,0.1944,100,1046.8,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAOMRa,CCC(=O)O,propanoic acid,AAHueB,CC#N,acetonitrile
ZTdib,303.15,0.6793,0.2847,100,1056,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAOMRa,CCC(=O)O,propanoic acid,AAHueB,CC#N,acetonitrile
ZTdib,303.15,0.7091,0.0944,100,1048,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAOMRa,CCC(=O)O,propanoic acid,AAHueB,CC#N,acetonitrile
ZTdib,303.15,0.7484,0.0457,100,1046.7,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAOMRa,CCC(=O)O,propanoic acid,AAHueB,CC#N,acetonitrile
ZTdib,303.15,0.7932,0.1659,100,1060.7,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAOMRa,CCC(=O)O,propanoic acid,AAHueB,CC#N,acetonitrile
ZTdib,303.15,0.8534,0.1018,100,1062.1,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAOMRa,CCC(=O)O,propanoic acid,AAHueB,CC#N,acetonitrile
ZTdib,303.15,0.9091,0.0425,100,1060.5,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAOMRa,CCC(=O)O,propanoic acid,AAHueB,CC#N,acetonitrile
ZTdib,308.15,0.0893,0.4698,100,947.7,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAOMRa,CCC(=O)O,propanoic acid,AAHueB,CC#N,acetonitrile
ZTdib,308.15,0.1261,0.2516,100,928.6,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAOMRa,CCC(=O)O,propanoic acid,AAHueB,CC#N,acetonitrile
ZTdib,308.15,0.1376,0.1824,100,921.9,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAOMRa,CCC(=O)O,propanoic acid,AAHueB,CC#N,acetonitrile
ZTdib,308.15,0.1449,0.7359,100,1005.4,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAOMRa,CCC(=O)O,propanoic acid,AAHueB,CC#N,acetonitrile
ZTdib,308.15,0.1536,0.0875,100,913.1,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAOMRa,CCC(=O)O,propanoic acid,AAHueB,CC#N,acetonitrile
ZTdib,308.15,0.2098,0.3319,100,972,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAOMRa,CCC(=O)O,propanoic acid,AAHueB,CC#N,acetonitrile
ZTdib,308.15,0.2549,0.1852,100,968.3,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAOMRa,CCC(=O)O,propanoic acid,AAHueB,CC#N,acetonitrile
ZTdib,308.15,0.273,0.121,100,965.7,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAOMRa,CCC(=O)O,propanoic acid,AAHueB,CC#N,acetonitrile
ZTdib,308.15,0.2821,0.7028,100,1035,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAOMRa,CCC(=O)O,propanoic acid,AAHueB,CC#N,acetonitrile
ZTdib,308.15,0.2955,0.4618,100,1005.5,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAOMRa,CCC(=O)O,propanoic acid,AAHueB,CC#N,acetonitrile
ZTdib,308.15,0.3821,0.3031,100,1011.6,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAOMRa,CCC(=O)O,propanoic acid,AAHueB,CC#N,acetonitrile
ZTdib,308.15,0.4263,0.2218,100,1014.9,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAOMRa,CCC(=O)O,propanoic acid,AAHueB,CC#N,acetonitrile
ZTdib,308.15,0.4402,0.5364,100,1044.6,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAOMRa,CCC(=O)O,propanoic acid,AAHueB,CC#N,acetonitrile
ZTdib,308.15,0.4624,0.1564,100,1014.7,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAOMRa,CCC(=O)O,propanoic acid,AAHueB,CC#N,acetonitrile
ZTdib,308.15,0.5051,0.0753,100,1015.5,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAOMRa,CCC(=O)O,propanoic acid,AAHueB,CC#N,acetonitrile
ZTdib,308.15,0.5581,0.2791,100,1040.4,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAOMRa,CCC(=O)O,propanoic acid,AAHueB,CC#N,acetonitrile
ZTdib,308.15,0.5823,0.3871,100,1050,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAOMRa,CCC(=O)O,propanoic acid,AAHueB,CC#N,acetonitrile
ZTdib,308.15,0.6329,0.1944,100,1043.6,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAOMRa,CCC(=O)O,propanoic acid,AAHueB,CC#N,acetonitrile
ZTdib,308.15,0.6793,0.2847,100,1052.7,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAOMRa,CCC(=O)O,propanoic acid,AAHueB,CC#N,acetonitrile
ZTdib,308.15,0.7091,0.0944,100,1044.8,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAOMRa,CCC(=O)O,propanoic acid,AAHueB,CC#N,acetonitrile
ZTdib,308.15,0.7484,0.0457,100,1043.5,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAOMRa,CCC(=O)O,propanoic acid,AAHueB,CC#N,acetonitrile
ZTdib,308.15,0.7932,0.1659,100,1057.6,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAOMRa,CCC(=O)O,propanoic acid,AAHueB,CC#N,acetonitrile
ZTdib,308.15,0.8534,0.1018,100,1059.1,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAOMRa,CCC(=O)O,propanoic acid,AAHueB,CC#N,acetonitrile
ZTdib,308.15,0.9091,0.0425,100,1057.4,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAOMRa,CCC(=O)O,propanoic acid,AAHueB,CC#N,acetonitrile
ZTdib,313.15,0.0893,0.4698,100,943.2,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAOMRa,CCC(=O)O,propanoic acid,AAHueB,CC#N,acetonitrile
ZTdib,313.15,0.1261,0.2516,100,924.3,Singh et al. (2019),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAOMRa,CCC(=O)O,propanoic acid,AAHueB,CC#N,acetonitrile
