setid,"Temperature, K",Mole fraction of 1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
aECki,328.15,0.80242,100,1424,Ramos-Estrada et al. (2018),Density,Liquid,ABZdDq,C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AALcLI,CCCO,propan-1-ol,,,
aECki,328.15,0.89736,100,1447,Ramos-Estrada et al. (2018),Density,Liquid,ABZdDq,C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AALcLI,CCCO,propan-1-ol,,,
aECki,328.15,1,100,1469,Ramos-Estrada et al. (2018),Density,Liquid,ABZdDq,C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AALcLI,CCCO,propan-1-ol,,,
aECki,333.15,0,100,770,Ramos-Estrada et al. (2018),Density,Liquid,ABZdDq,C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AALcLI,CCCO,propan-1-ol,,,
aECki,333.15,0.04962,100,880,Ramos-Estrada et al. (2018),Density,Liquid,ABZdDq,C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AALcLI,CCCO,propan-1-ol,,,
aECki,333.15,0.10027,100,968,Ramos-Estrada et al. (2018),Density,Liquid,ABZdDq,C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AALcLI,CCCO,propan-1-ol,,,
aECki,333.15,0.19952,100,1097,Ramos-Estrada et al. (2018),Density,Liquid,ABZdDq,C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AALcLI,CCCO,propan-1-ol,,,
aECki,333.15,0.29866,100,1189,Ramos-Estrada et al. (2018),Density,Liquid,ABZdDq,C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AALcLI,CCCO,propan-1-ol,,,
aECki,333.15,0.39895,100,1258,Ramos-Estrada et al. (2018),Density,Liquid,ABZdDq,C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AALcLI,CCCO,propan-1-ol,,,
aECki,333.15,0.50035,100,1312,Ramos-Estrada et al. (2018),Density,Liquid,ABZdDq,C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AALcLI,CCCO,propan-1-ol,,,
aECki,333.15,0.60065,100,1354,Ramos-Estrada et al. (2018),Density,Liquid,ABZdDq,C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AALcLI,CCCO,propan-1-ol,,,
aECki,333.15,0.6971,100,1388,Ramos-Estrada et al. (2018),Density,Liquid,ABZdDq,C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AALcLI,CCCO,propan-1-ol,,,
aECki,333.15,0.80242,100,1419,Ramos-Estrada et al. (2018),Density,Liquid,ABZdDq,C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AALcLI,CCCO,propan-1-ol,,,
aECki,333.15,0.89736,100,1442,Ramos-Estrada et al. (2018),Density,Liquid,ABZdDq,C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AALcLI,CCCO,propan-1-ol,,,
aECki,333.15,1,100,1465,Ramos-Estrada et al. (2018),Density,Liquid,ABZdDq,C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AALcLI,CCCO,propan-1-ol,,,
aECki,338.15,0,100,766,Ramos-Estrada et al. (2018),Density,Liquid,ABZdDq,C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AALcLI,CCCO,propan-1-ol,,,
aECki,338.15,0.04962,100,875,Ramos-Estrada et al. (2018),Density,Liquid,ABZdDq,C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AALcLI,CCCO,propan-1-ol,,,
aECki,338.15,0.10027,100,963,Ramos-Estrada et al. (2018),Density,Liquid,ABZdDq,C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AALcLI,CCCO,propan-1-ol,,,
aECki,338.15,0.19952,100,1092,Ramos-Estrada et al. (2018),Density,Liquid,ABZdDq,C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AALcLI,CCCO,propan-1-ol,,,
aECki,338.15,0.29866,100,1184,Ramos-Estrada et al. (2018),Density,Liquid,ABZdDq,C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AALcLI,CCCO,propan-1-ol,,,
aECki,338.15,0.39895,100,1253,Ramos-Estrada et al. (2018),Density,Liquid,ABZdDq,C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AALcLI,CCCO,propan-1-ol,,,
aECki,338.15,0.50035,100,1307,Ramos-Estrada et al. (2018),Density,Liquid,ABZdDq,C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AALcLI,CCCO,propan-1-ol,,,
aECki,338.15,0.60065,100,1349,Ramos-Estrada et al. (2018),Density,Liquid,ABZdDq,C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AALcLI,CCCO,propan-1-ol,,,
aECki,338.15,0.6971,100,1383,Ramos-Estrada et al. (2018),Density,Liquid,ABZdDq,C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AALcLI,CCCO,propan-1-ol,,,
aECki,338.15,0.80242,100,1414,Ramos-Estrada et al. (2018),Density,Liquid,ABZdDq,C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AALcLI,CCCO,propan-1-ol,,,
aECki,338.15,0.89736,100,1437,Ramos-Estrada et al. (2018),Density,Liquid,ABZdDq,C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AALcLI,CCCO,propan-1-ol,,,
aECki,338.15,1,100,1460,Ramos-Estrada et al. (2018),Density,Liquid,ABZdDq,C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AALcLI,CCCO,propan-1-ol,,,
aECki,343.15,0,100,762,Ramos-Estrada et al. (2018),Density,Liquid,ABZdDq,C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AALcLI,CCCO,propan-1-ol,,,
aECki,343.15,0.04962,100,870,Ramos-Estrada et al. (2018),Density,Liquid,ABZdDq,C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AALcLI,CCCO,propan-1-ol,,,
aECki,343.15,0.10027,100,958,Ramos-Estrada et al. (2018),Density,Liquid,ABZdDq,C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AALcLI,CCCO,propan-1-ol,,,
aECki,343.15,0.19952,100,1088,Ramos-Estrada et al. (2018),Density,Liquid,ABZdDq,C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AALcLI,CCCO,propan-1-ol,,,
aECki,343.15,0.29866,100,1179,Ramos-Estrada et al. (2018),Density,Liquid,ABZdDq,C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AALcLI,CCCO,propan-1-ol,,,
aECki,343.15,0.39895,100,1248,Ramos-Estrada et al. (2018),Density,Liquid,ABZdDq,C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AALcLI,CCCO,propan-1-ol,,,
aECki,343.15,0.50035,100,1302,Ramos-Estrada et al. (2018),Density,Liquid,ABZdDq,C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AALcLI,CCCO,propan-1-ol,,,
aECki,343.15,0.60065,100,1345,Ramos-Estrada et al. (2018),Density,Liquid,ABZdDq,C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AALcLI,CCCO,propan-1-ol,,,
aECki,343.15,0.6971,100,1378,Ramos-Estrada et al. (2018),Density,Liquid,ABZdDq,C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AALcLI,CCCO,propan-1-ol,,,
aECki,343.15,0.80242,100,1409,Ramos-Estrada et al. (2018),Density,Liquid,ABZdDq,C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AALcLI,CCCO,propan-1-ol,,,
aECki,343.15,0.89736,100,1433,Ramos-Estrada et al. (2018),Density,Liquid,ABZdDq,C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AALcLI,CCCO,propan-1-ol,,,
aECki,343.15,1,100,1455,Ramos-Estrada et al. (2018),Density,Liquid,ABZdDq,C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AALcLI,CCCO,propan-1-ol,,,
