setid,"Solvent: MolaLity of 1-methyl-3-propylimidazolium bromide, mol/kg","MolaLity of [bis(salicylidene)ethylenediaminato]oxovanadium, mol/kg","Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
tYwBA,0.2002,0.0399,298.15,101,955.3,Shekaari et al. (2012e),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABMEcw,O=[V-2]123Oc4ccccc4C=[N+]1CC[N+]2=Cc1ccccc1O3,[bis(salicylidene)ethylenediaminato]oxovanadium,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide
tYwBA,0.2002,0.0598,298.15,101,957.6,Shekaari et al. (2012e),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABMEcw,O=[V-2]123Oc4ccccc4C=[N+]1CC[N+]2=Cc1ccccc1O3,[bis(salicylidene)ethylenediaminato]oxovanadium,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide
tYwBA,0.2002,0.0702,298.15,101,958.8,Shekaari et al. (2012e),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABMEcw,O=[V-2]123Oc4ccccc4C=[N+]1CC[N+]2=Cc1ccccc1O3,[bis(salicylidene)ethylenediaminato]oxovanadium,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide
tYwBA,0.2002,0.08,298.15,101,959.9,Shekaari et al. (2012e),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABMEcw,O=[V-2]123Oc4ccccc4C=[N+]1CC[N+]2=Cc1ccccc1O3,[bis(salicylidene)ethylenediaminato]oxovanadium,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide
tYwBA,0.2002,0.0899,298.15,101,961,Shekaari et al. (2012e),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABMEcw,O=[V-2]123Oc4ccccc4C=[N+]1CC[N+]2=Cc1ccccc1O3,[bis(salicylidene)ethylenediaminato]oxovanadium,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide
tYwBA,0.2002,0.0999,298.15,101,962.2,Shekaari et al. (2012e),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABMEcw,O=[V-2]123Oc4ccccc4C=[N+]1CC[N+]2=Cc1ccccc1O3,[bis(salicylidene)ethylenediaminato]oxovanadium,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide
tYwBA,0.4993,0,298.15,101,968.7,Shekaari et al. (2012e),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABMEcw,O=[V-2]123Oc4ccccc4C=[N+]1CC[N+]2=Cc1ccccc1O3,[bis(salicylidene)ethylenediaminato]oxovanadium,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide
tYwBA,0.4993,0.0202,298.15,101,971,Shekaari et al. (2012e),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABMEcw,O=[V-2]123Oc4ccccc4C=[N+]1CC[N+]2=Cc1ccccc1O3,[bis(salicylidene)ethylenediaminato]oxovanadium,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide
tYwBA,0.4993,0.0297,298.15,101,972.1,Shekaari et al. (2012e),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABMEcw,O=[V-2]123Oc4ccccc4C=[N+]1CC[N+]2=Cc1ccccc1O3,[bis(salicylidene)ethylenediaminato]oxovanadium,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide
tYwBA,0.4993,0.0398,298.15,101,973.2,Shekaari et al. (2012e),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABMEcw,O=[V-2]123Oc4ccccc4C=[N+]1CC[N+]2=Cc1ccccc1O3,[bis(salicylidene)ethylenediaminato]oxovanadium,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide
tYwBA,0.4993,0.0598,298.15,101,975.5,Shekaari et al. (2012e),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABMEcw,O=[V-2]123Oc4ccccc4C=[N+]1CC[N+]2=Cc1ccccc1O3,[bis(salicylidene)ethylenediaminato]oxovanadium,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide
tYwBA,0.4993,0.0703,298.15,101,976.7,Shekaari et al. (2012e),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABMEcw,O=[V-2]123Oc4ccccc4C=[N+]1CC[N+]2=Cc1ccccc1O3,[bis(salicylidene)ethylenediaminato]oxovanadium,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide
tYwBA,0.4993,0.0798,298.15,101,977.8,Shekaari et al. (2012e),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABMEcw,O=[V-2]123Oc4ccccc4C=[N+]1CC[N+]2=Cc1ccccc1O3,[bis(salicylidene)ethylenediaminato]oxovanadium,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide
tYwBA,0.4993,0.0902,298.15,101,978.9,Shekaari et al. (2012e),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABMEcw,O=[V-2]123Oc4ccccc4C=[N+]1CC[N+]2=Cc1ccccc1O3,[bis(salicylidene)ethylenediaminato]oxovanadium,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide
tYwBA,0.4993,0.0998,298.15,101,980,Shekaari et al. (2012e),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABMEcw,O=[V-2]123Oc4ccccc4C=[N+]1CC[N+]2=Cc1ccccc1O3,[bis(salicylidene)ethylenediaminato]oxovanadium,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide
tYwBA,0.7879,0,298.15,101,984.5,Shekaari et al. (2012e),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABMEcw,O=[V-2]123Oc4ccccc4C=[N+]1CC[N+]2=Cc1ccccc1O3,[bis(salicylidene)ethylenediaminato]oxovanadium,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide
tYwBA,0.7879,0.0201,298.15,101,986.8,Shekaari et al. (2012e),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABMEcw,O=[V-2]123Oc4ccccc4C=[N+]1CC[N+]2=Cc1ccccc1O3,[bis(salicylidene)ethylenediaminato]oxovanadium,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide
tYwBA,0.7879,0.0299,298.15,101,987.9,Shekaari et al. (2012e),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABMEcw,O=[V-2]123Oc4ccccc4C=[N+]1CC[N+]2=Cc1ccccc1O3,[bis(salicylidene)ethylenediaminato]oxovanadium,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide
tYwBA,0.7879,0.0401,298.15,101,989,Shekaari et al. (2012e),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABMEcw,O=[V-2]123Oc4ccccc4C=[N+]1CC[N+]2=Cc1ccccc1O3,[bis(salicylidene)ethylenediaminato]oxovanadium,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide
tYwBA,0.7879,0.0601,298.15,101,991.2,Shekaari et al. (2012e),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABMEcw,O=[V-2]123Oc4ccccc4C=[N+]1CC[N+]2=Cc1ccccc1O3,[bis(salicylidene)ethylenediaminato]oxovanadium,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide
tYwBA,0.7879,0.0699,298.15,101,992.3,Shekaari et al. (2012e),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABMEcw,O=[V-2]123Oc4ccccc4C=[N+]1CC[N+]2=Cc1ccccc1O3,[bis(salicylidene)ethylenediaminato]oxovanadium,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide
tYwBA,0.7879,0.0799,298.15,101,993.4,Shekaari et al. (2012e),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABMEcw,O=[V-2]123Oc4ccccc4C=[N+]1CC[N+]2=Cc1ccccc1O3,[bis(salicylidene)ethylenediaminato]oxovanadium,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide
tYwBA,0.7879,0.09,298.15,101,994.6,Shekaari et al. (2012e),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABMEcw,O=[V-2]123Oc4ccccc4C=[N+]1CC[N+]2=Cc1ccccc1O3,[bis(salicylidene)ethylenediaminato]oxovanadium,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide
tYwBA,0.7879,0.0999,298.15,101,995.6,Shekaari et al. (2012e),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABMEcw,O=[V-2]123Oc4ccccc4C=[N+]1CC[N+]2=Cc1ccccc1O3,[bis(salicylidene)ethylenediaminato]oxovanadium,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide
