setid,"Mole fraction of 2,2,2-trifluoroethanol","Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
zZxfl,0.051,308.15,96.7,1506.7,Yang et al. (2023c),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
zZxfl,0.051,313.15,96.7,1501.7,Yang et al. (2023c),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
zZxfl,0.051,318.15,96.7,1496.7,Yang et al. (2023c),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
zZxfl,0.051,323.15,96.7,1491.7,Yang et al. (2023c),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
zZxfl,0.051,328.15,96.7,1486.8,Yang et al. (2023c),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
zZxfl,0.051,333.15,96.7,1481.9,Yang et al. (2023c),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
zZxfl,0.099,293.15,96.7,1520,Yang et al. (2023c),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
zZxfl,0.099,298.15,96.7,1514.9,Yang et al. (2023c),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
zZxfl,0.099,303.15,96.7,1509.8,Yang et al. (2023c),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
zZxfl,0.099,308.15,96.7,1504.8,Yang et al. (2023c),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
zZxfl,0.099,313.15,96.7,1499.7,Yang et al. (2023c),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
zZxfl,0.099,318.15,96.7,1494.7,Yang et al. (2023c),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
zZxfl,0.099,323.15,96.7,1489.7,Yang et al. (2023c),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
zZxfl,0.099,328.15,96.7,1484.7,Yang et al. (2023c),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
zZxfl,0.099,333.15,96.7,1479.7,Yang et al. (2023c),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
zZxfl,0.204,293.15,96.7,1516.2,Yang et al. (2023c),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
zZxfl,0.204,298.15,96.7,1511,Yang et al. (2023c),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
zZxfl,0.204,303.15,96.7,1505.8,Yang et al. (2023c),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
zZxfl,0.204,308.15,96.7,1500.5,Yang et al. (2023c),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
zZxfl,0.204,313.15,96.7,1495.3,Yang et al. (2023c),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
zZxfl,0.204,318.15,96.7,1490.3,Yang et al. (2023c),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
zZxfl,0.204,323.15,96.7,1485.2,Yang et al. (2023c),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
zZxfl,0.204,328.15,96.7,1480,Yang et al. (2023c),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
zZxfl,0.204,333.15,96.7,1474.7,Yang et al. (2023c),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
zZxfl,0.303,293.15,96.7,1511.4,Yang et al. (2023c),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
zZxfl,0.303,298.15,96.7,1506.1,Yang et al. (2023c),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
zZxfl,0.303,303.15,96.7,1500.9,Yang et al. (2023c),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
zZxfl,0.303,308.15,96.7,1495.6,Yang et al. (2023c),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
zZxfl,0.303,313.15,96.7,1490.3,Yang et al. (2023c),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
zZxfl,0.303,318.15,96.7,1485.1,Yang et al. (2023c),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
zZxfl,0.303,323.15,96.7,1479.9,Yang et al. (2023c),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
zZxfl,0.303,328.15,96.7,1474.4,Yang et al. (2023c),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
zZxfl,0.303,333.15,96.7,1469.3,Yang et al. (2023c),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
zZxfl,0.396,293.15,96.7,1505.4,Yang et al. (2023c),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
zZxfl,0.396,298.15,96.7,1500,Yang et al. (2023c),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
zZxfl,0.396,303.15,96.7,1494.5,Yang et al. (2023c),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
zZxfl,0.396,308.15,96.7,1489.1,Yang et al. (2023c),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
zZxfl,0.396,313.15,96.7,1483.8,Yang et al. (2023c),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
zZxfl,0.396,318.15,96.7,1478.4,Yang et al. (2023c),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
zZxfl,0.396,323.15,96.7,1473,Yang et al. (2023c),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
zZxfl,0.396,328.15,96.7,1467.7,Yang et al. (2023c),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
zZxfl,0.396,333.15,96.7,1462.4,Yang et al. (2023c),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
zZxfl,0.599,293.15,96.7,1488.5,Yang et al. (2023c),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
zZxfl,0.599,298.15,96.7,1482.7,Yang et al. (2023c),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
zZxfl,0.599,303.15,96.7,1476.9,Yang et al. (2023c),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
zZxfl,0.599,308.15,96.7,1471.1,Yang et al. (2023c),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
zZxfl,0.599,313.15,96.7,1465.3,Yang et al. (2023c),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
zZxfl,0.599,318.15,96.7,1459.5,Yang et al. (2023c),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
zZxfl,0.599,323.15,96.7,1453.8,Yang et al. (2023c),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
zZxfl,0.599,328.15,96.7,1448,Yang et al. (2023c),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
zZxfl,0.599,333.15,96.7,1442.3,Yang et al. (2023c),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
zZxfl,0.799,293.15,96.7,1458.3,Yang et al. (2023c),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
zZxfl,0.799,298.15,96.7,1451.7,Yang et al. (2023c),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
zZxfl,0.799,303.15,96.7,1445.1,Yang et al. (2023c),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
zZxfl,0.799,308.15,96.7,1438.6,Yang et al. (2023c),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
zZxfl,0.799,313.15,96.7,1432,Yang et al. (2023c),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
zZxfl,0.799,318.15,96.7,1425.4,Yang et al. (2023c),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
zZxfl,0.799,323.15,96.7,1418.8,Yang et al. (2023c),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
zZxfl,0.799,328.15,96.7,1412.3,Yang et al. (2023c),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
zZxfl,0.799,333.15,96.7,1405.7,Yang et al. (2023c),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
zZxfl,1,293.15,96.7,1390.9,Yang et al. (2023c),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
zZxfl,1,298.15,96.7,1382.5,Yang et al. (2023c),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
zZxfl,1,303.15,96.7,1373.9,Yang et al. (2023c),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
zZxfl,1,308.15,96.7,1365.2,Yang et al. (2023c),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
zZxfl,1,313.15,96.7,1356.4,Yang et al. (2023c),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
