setid,"Temperature, K",Mole fraction of triethyloctylphosphonium 4-nitropyrazolide,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
kdvjk,288.15,1,100,1038,Fillion and Brennecke (2017),Density,Liquid,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,ABOCVf,CCCCCCCC[P+](CC)(CC)CC.O=[N+]([O-])c1cn[n-]c1,triethyloctylphosphonium 4-nitropyrazolide,,,
kdvjk,293.15,0,100,1376,Fillion and Brennecke (2017),Density,Liquid,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,ABOCVf,CCCCCCCC[P+](CC)(CC)CC.O=[N+]([O-])c1cn[n-]c1,triethyloctylphosphonium 4-nitropyrazolide,,,
kdvjk,293.15,0.126,100,1331,Fillion and Brennecke (2017),Density,Liquid,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,ABOCVf,CCCCCCCC[P+](CC)(CC)CC.O=[N+]([O-])c1cn[n-]c1,triethyloctylphosphonium 4-nitropyrazolide,,,
kdvjk,293.15,0.25,100,1288,Fillion and Brennecke (2017),Density,Liquid,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,ABOCVf,CCCCCCCC[P+](CC)(CC)CC.O=[N+]([O-])c1cn[n-]c1,triethyloctylphosphonium 4-nitropyrazolide,,,
kdvjk,293.15,0.499,100,1202,Fillion and Brennecke (2017),Density,Liquid,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,ABOCVf,CCCCCCCC[P+](CC)(CC)CC.O=[N+]([O-])c1cn[n-]c1,triethyloctylphosphonium 4-nitropyrazolide,,,
kdvjk,293.15,0.75,100,1118,Fillion and Brennecke (2017),Density,Liquid,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,ABOCVf,CCCCCCCC[P+](CC)(CC)CC.O=[N+]([O-])c1cn[n-]c1,triethyloctylphosphonium 4-nitropyrazolide,,,
kdvjk,293.15,0.898,100,1068,Fillion and Brennecke (2017),Density,Liquid,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,ABOCVf,CCCCCCCC[P+](CC)(CC)CC.O=[N+]([O-])c1cn[n-]c1,triethyloctylphosphonium 4-nitropyrazolide,,,
kdvjk,293.15,1,100,1035,Fillion and Brennecke (2017),Density,Liquid,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,ABOCVf,CCCCCCCC[P+](CC)(CC)CC.O=[N+]([O-])c1cn[n-]c1,triethyloctylphosphonium 4-nitropyrazolide,,,
kdvjk,295.15,0,100,1375,Fillion and Brennecke (2017),Density,Liquid,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,ABOCVf,CCCCCCCC[P+](CC)(CC)CC.O=[N+]([O-])c1cn[n-]c1,triethyloctylphosphonium 4-nitropyrazolide,,,
kdvjk,295.15,0.126,100,1329,Fillion and Brennecke (2017),Density,Liquid,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,ABOCVf,CCCCCCCC[P+](CC)(CC)CC.O=[N+]([O-])c1cn[n-]c1,triethyloctylphosphonium 4-nitropyrazolide,,,
kdvjk,295.15,0.25,100,1286,Fillion and Brennecke (2017),Density,Liquid,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,ABOCVf,CCCCCCCC[P+](CC)(CC)CC.O=[N+]([O-])c1cn[n-]c1,triethyloctylphosphonium 4-nitropyrazolide,,,
kdvjk,295.15,0.499,100,1200,Fillion and Brennecke (2017),Density,Liquid,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,ABOCVf,CCCCCCCC[P+](CC)(CC)CC.O=[N+]([O-])c1cn[n-]c1,triethyloctylphosphonium 4-nitropyrazolide,,,
kdvjk,295.15,0.75,100,1116,Fillion and Brennecke (2017),Density,Liquid,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,ABOCVf,CCCCCCCC[P+](CC)(CC)CC.O=[N+]([O-])c1cn[n-]c1,triethyloctylphosphonium 4-nitropyrazolide,,,
kdvjk,295.15,0.898,100,1067,Fillion and Brennecke (2017),Density,Liquid,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,ABOCVf,CCCCCCCC[P+](CC)(CC)CC.O=[N+]([O-])c1cn[n-]c1,triethyloctylphosphonium 4-nitropyrazolide,,,
kdvjk,295.15,1,100,1033,Fillion and Brennecke (2017),Density,Liquid,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,ABOCVf,CCCCCCCC[P+](CC)(CC)CC.O=[N+]([O-])c1cn[n-]c1,triethyloctylphosphonium 4-nitropyrazolide,,,
kdvjk,298.15,0,100,1372,Fillion and Brennecke (2017),Density,Liquid,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,ABOCVf,CCCCCCCC[P+](CC)(CC)CC.O=[N+]([O-])c1cn[n-]c1,triethyloctylphosphonium 4-nitropyrazolide,,,
kdvjk,298.15,0.126,100,1327,Fillion and Brennecke (2017),Density,Liquid,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,ABOCVf,CCCCCCCC[P+](CC)(CC)CC.O=[N+]([O-])c1cn[n-]c1,triethyloctylphosphonium 4-nitropyrazolide,,,
kdvjk,298.15,0.25,100,1284,Fillion and Brennecke (2017),Density,Liquid,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,ABOCVf,CCCCCCCC[P+](CC)(CC)CC.O=[N+]([O-])c1cn[n-]c1,triethyloctylphosphonium 4-nitropyrazolide,,,
kdvjk,298.15,0.499,100,1198,Fillion and Brennecke (2017),Density,Liquid,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,ABOCVf,CCCCCCCC[P+](CC)(CC)CC.O=[N+]([O-])c1cn[n-]c1,triethyloctylphosphonium 4-nitropyrazolide,,,
kdvjk,298.15,0.75,100,1114,Fillion and Brennecke (2017),Density,Liquid,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,ABOCVf,CCCCCCCC[P+](CC)(CC)CC.O=[N+]([O-])c1cn[n-]c1,triethyloctylphosphonium 4-nitropyrazolide,,,
kdvjk,298.15,0.898,100,1065,Fillion and Brennecke (2017),Density,Liquid,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,ABOCVf,CCCCCCCC[P+](CC)(CC)CC.O=[N+]([O-])c1cn[n-]c1,triethyloctylphosphonium 4-nitropyrazolide,,,
kdvjk,298.15,1,100,1032,Fillion and Brennecke (2017),Density,Liquid,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,ABOCVf,CCCCCCCC[P+](CC)(CC)CC.O=[N+]([O-])c1cn[n-]c1,triethyloctylphosphonium 4-nitropyrazolide,,,
kdvjk,303.15,0,100,1367,Fillion and Brennecke (2017),Density,Liquid,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,ABOCVf,CCCCCCCC[P+](CC)(CC)CC.O=[N+]([O-])c1cn[n-]c1,triethyloctylphosphonium 4-nitropyrazolide,,,
kdvjk,303.15,0.126,100,1322,Fillion and Brennecke (2017),Density,Liquid,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,ABOCVf,CCCCCCCC[P+](CC)(CC)CC.O=[N+]([O-])c1cn[n-]c1,triethyloctylphosphonium 4-nitropyrazolide,,,
kdvjk,303.15,0.25,100,1280,Fillion and Brennecke (2017),Density,Liquid,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,ABOCVf,CCCCCCCC[P+](CC)(CC)CC.O=[N+]([O-])c1cn[n-]c1,triethyloctylphosphonium 4-nitropyrazolide,,,
kdvjk,303.15,0.499,100,1194,Fillion and Brennecke (2017),Density,Liquid,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,ABOCVf,CCCCCCCC[P+](CC)(CC)CC.O=[N+]([O-])c1cn[n-]c1,triethyloctylphosphonium 4-nitropyrazolide,,,
kdvjk,303.15,0.75,100,1111,Fillion and Brennecke (2017),Density,Liquid,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,ABOCVf,CCCCCCCC[P+](CC)(CC)CC.O=[N+]([O-])c1cn[n-]c1,triethyloctylphosphonium 4-nitropyrazolide,,,
kdvjk,303.15,0.898,100,1062,Fillion and Brennecke (2017),Density,Liquid,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,ABOCVf,CCCCCCCC[P+](CC)(CC)CC.O=[N+]([O-])c1cn[n-]c1,triethyloctylphosphonium 4-nitropyrazolide,,,
kdvjk,303.15,1,100,1028,Fillion and Brennecke (2017),Density,Liquid,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,ABOCVf,CCCCCCCC[P+](CC)(CC)CC.O=[N+]([O-])c1cn[n-]c1,triethyloctylphosphonium 4-nitropyrazolide,,,
kdvjk,308.15,0,100,1363,Fillion and Brennecke (2017),Density,Liquid,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,ABOCVf,CCCCCCCC[P+](CC)(CC)CC.O=[N+]([O-])c1cn[n-]c1,triethyloctylphosphonium 4-nitropyrazolide,,,
kdvjk,308.15,0.126,100,1318,Fillion and Brennecke (2017),Density,Liquid,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,ABOCVf,CCCCCCCC[P+](CC)(CC)CC.O=[N+]([O-])c1cn[n-]c1,triethyloctylphosphonium 4-nitropyrazolide,,,
kdvjk,308.15,0.25,100,1276,Fillion and Brennecke (2017),Density,Liquid,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,ABOCVf,CCCCCCCC[P+](CC)(CC)CC.O=[N+]([O-])c1cn[n-]c1,triethyloctylphosphonium 4-nitropyrazolide,,,
kdvjk,308.15,0.499,100,1191,Fillion and Brennecke (2017),Density,Liquid,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,ABOCVf,CCCCCCCC[P+](CC)(CC)CC.O=[N+]([O-])c1cn[n-]c1,triethyloctylphosphonium 4-nitropyrazolide,,,
kdvjk,308.15,0.75,100,1108,Fillion and Brennecke (2017),Density,Liquid,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,ABOCVf,CCCCCCCC[P+](CC)(CC)CC.O=[N+]([O-])c1cn[n-]c1,triethyloctylphosphonium 4-nitropyrazolide,,,
kdvjk,308.15,0.898,100,1059,Fillion and Brennecke (2017),Density,Liquid,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,ABOCVf,CCCCCCCC[P+](CC)(CC)CC.O=[N+]([O-])c1cn[n-]c1,triethyloctylphosphonium 4-nitropyrazolide,,,
kdvjk,308.15,1,100,1026,Fillion and Brennecke (2017),Density,Liquid,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,ABOCVf,CCCCCCCC[P+](CC)(CC)CC.O=[N+]([O-])c1cn[n-]c1,triethyloctylphosphonium 4-nitropyrazolide,,,
kdvjk,313.15,0,100,1358,Fillion and Brennecke (2017),Density,Liquid,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,ABOCVf,CCCCCCCC[P+](CC)(CC)CC.O=[N+]([O-])c1cn[n-]c1,triethyloctylphosphonium 4-nitropyrazolide,,,
kdvjk,313.15,0.126,100,1314,Fillion and Brennecke (2017),Density,Liquid,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,ABOCVf,CCCCCCCC[P+](CC)(CC)CC.O=[N+]([O-])c1cn[n-]c1,triethyloctylphosphonium 4-nitropyrazolide,,,
kdvjk,313.15,0.25,100,1272,Fillion and Brennecke (2017),Density,Liquid,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,ABOCVf,CCCCCCCC[P+](CC)(CC)CC.O=[N+]([O-])c1cn[n-]c1,triethyloctylphosphonium 4-nitropyrazolide,,,
kdvjk,313.15,0.499,100,1187,Fillion and Brennecke (2017),Density,Liquid,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,ABOCVf,CCCCCCCC[P+](CC)(CC)CC.O=[N+]([O-])c1cn[n-]c1,triethyloctylphosphonium 4-nitropyrazolide,,,
kdvjk,313.15,0.75,100,1104,Fillion and Brennecke (2017),Density,Liquid,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,ABOCVf,CCCCCCCC[P+](CC)(CC)CC.O=[N+]([O-])c1cn[n-]c1,triethyloctylphosphonium 4-nitropyrazolide,,,
kdvjk,313.15,0.898,100,1056,Fillion and Brennecke (2017),Density,Liquid,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,ABOCVf,CCCCCCCC[P+](CC)(CC)CC.O=[N+]([O-])c1cn[n-]c1,triethyloctylphosphonium 4-nitropyrazolide,,,
kdvjk,313.15,1,100,1023,Fillion and Brennecke (2017),Density,Liquid,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,ABOCVf,CCCCCCCC[P+](CC)(CC)CC.O=[N+]([O-])c1cn[n-]c1,triethyloctylphosphonium 4-nitropyrazolide,,,
kdvjk,318.15,0,100,1354,Fillion and Brennecke (2017),Density,Liquid,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,ABOCVf,CCCCCCCC[P+](CC)(CC)CC.O=[N+]([O-])c1cn[n-]c1,triethyloctylphosphonium 4-nitropyrazolide,,,
kdvjk,318.15,0.126,100,1310,Fillion and Brennecke (2017),Density,Liquid,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,ABOCVf,CCCCCCCC[P+](CC)(CC)CC.O=[N+]([O-])c1cn[n-]c1,triethyloctylphosphonium 4-nitropyrazolide,,,
kdvjk,318.15,0.25,100,1268,Fillion and Brennecke (2017),Density,Liquid,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,ABOCVf,CCCCCCCC[P+](CC)(CC)CC.O=[N+]([O-])c1cn[n-]c1,triethyloctylphosphonium 4-nitropyrazolide,,,
kdvjk,318.15,0.499,100,1184,Fillion and Brennecke (2017),Density,Liquid,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,ABOCVf,CCCCCCCC[P+](CC)(CC)CC.O=[N+]([O-])c1cn[n-]c1,triethyloctylphosphonium 4-nitropyrazolide,,,
kdvjk,318.15,0.75,100,1101,Fillion and Brennecke (2017),Density,Liquid,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,ABOCVf,CCCCCCCC[P+](CC)(CC)CC.O=[N+]([O-])c1cn[n-]c1,triethyloctylphosphonium 4-nitropyrazolide,,,
kdvjk,318.15,0.898,100,1052,Fillion and Brennecke (2017),Density,Liquid,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,ABOCVf,CCCCCCCC[P+](CC)(CC)CC.O=[N+]([O-])c1cn[n-]c1,triethyloctylphosphonium 4-nitropyrazolide,,,
