setid,"Temperature, K","MolaLity of 3-hexyl-1-methylimidazolium acetate, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
HoSrA,298.15,0.0285,100,998.01,Tong et al. (2016b),Density,Liquid,AADYJk,O,water,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,,,
HoSrA,298.15,0.044,100,998.25,Tong et al. (2016b),Density,Liquid,AADYJk,O,water,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,,,
HoSrA,298.15,0.1102,100,998.91,Tong et al. (2016b),Density,Liquid,AADYJk,O,water,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,,,
HoSrA,298.15,0.1674,100,999.59,Tong et al. (2016b),Density,Liquid,AADYJk,O,water,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,,,
HoSrA,298.15,0.2233,100,1000.3,Tong et al. (2016b),Density,Liquid,AADYJk,O,water,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,,,
HoSrA,298.15,0.2797,100,1001,Tong et al. (2016b),Density,Liquid,AADYJk,O,water,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,,,
HoSrA,298.15,0.3357,100,1001.66,Tong et al. (2016b),Density,Liquid,AADYJk,O,water,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,,,
HoSrA,298.15,0.3914,100,1002.34,Tong et al. (2016b),Density,Liquid,AADYJk,O,water,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,,,
HoSrA,298.15,0.4475,100,1003.01,Tong et al. (2016b),Density,Liquid,AADYJk,O,water,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,,,
HoSrA,298.15,0.5029,100,1003.64,Tong et al. (2016b),Density,Liquid,AADYJk,O,water,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,,,
HoSrA,303.15,0.0117,100,996.24,Tong et al. (2016b),Density,Liquid,AADYJk,O,water,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,,,
HoSrA,303.15,0.0162,100,996.35,Tong et al. (2016b),Density,Liquid,AADYJk,O,water,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,,,
HoSrA,303.15,0.0285,100,996.49,Tong et al. (2016b),Density,Liquid,AADYJk,O,water,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,,,
HoSrA,303.15,0.044,100,996.69,Tong et al. (2016b),Density,Liquid,AADYJk,O,water,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,,,
HoSrA,303.15,0.1102,100,997.44,Tong et al. (2016b),Density,Liquid,AADYJk,O,water,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,,,
HoSrA,303.15,0.1674,100,998.06,Tong et al. (2016b),Density,Liquid,AADYJk,O,water,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,,,
HoSrA,303.15,0.2233,100,998.79,Tong et al. (2016b),Density,Liquid,AADYJk,O,water,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,,,
HoSrA,303.15,0.2797,100,999.48,Tong et al. (2016b),Density,Liquid,AADYJk,O,water,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,,,
HoSrA,303.15,0.3357,100,1000.14,Tong et al. (2016b),Density,Liquid,AADYJk,O,water,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,,,
HoSrA,303.15,0.3914,100,1000.78,Tong et al. (2016b),Density,Liquid,AADYJk,O,water,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,,,
HoSrA,303.15,0.4475,100,1001.42,Tong et al. (2016b),Density,Liquid,AADYJk,O,water,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,,,
HoSrA,303.15,0.5029,100,1002.04,Tong et al. (2016b),Density,Liquid,AADYJk,O,water,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,,,
HoSrA,308.15,0.0117,100,994.58,Tong et al. (2016b),Density,Liquid,AADYJk,O,water,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,,,
HoSrA,308.15,0.0162,100,994.69,Tong et al. (2016b),Density,Liquid,AADYJk,O,water,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,,,
HoSrA,308.15,0.0285,100,994.81,Tong et al. (2016b),Density,Liquid,AADYJk,O,water,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,,,
HoSrA,308.15,0.044,100,994.99,Tong et al. (2016b),Density,Liquid,AADYJk,O,water,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,,,
HoSrA,308.15,0.1102,100,995.81,Tong et al. (2016b),Density,Liquid,AADYJk,O,water,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,,,
HoSrA,308.15,0.1674,100,996.43,Tong et al. (2016b),Density,Liquid,AADYJk,O,water,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,,,
HoSrA,308.15,0.2233,100,997.08,Tong et al. (2016b),Density,Liquid,AADYJk,O,water,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,,,
HoSrA,308.15,0.2797,100,997.72,Tong et al. (2016b),Density,Liquid,AADYJk,O,water,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,,,
HoSrA,308.15,0.3357,100,998.39,Tong et al. (2016b),Density,Liquid,AADYJk,O,water,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,,,
HoSrA,308.15,0.3914,100,999.02,Tong et al. (2016b),Density,Liquid,AADYJk,O,water,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,,,
HoSrA,308.15,0.4475,100,999.65,Tong et al. (2016b),Density,Liquid,AADYJk,O,water,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,,,
HoSrA,308.15,0.5029,100,1000.24,Tong et al. (2016b),Density,Liquid,AADYJk,O,water,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,,,
HoSrA,313.15,0.0117,100,992.75,Tong et al. (2016b),Density,Liquid,AADYJk,O,water,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,,,
HoSrA,313.15,0.0162,100,992.83,Tong et al. (2016b),Density,Liquid,AADYJk,O,water,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,,,
HoSrA,313.15,0.0285,100,992.94,Tong et al. (2016b),Density,Liquid,AADYJk,O,water,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,,,
HoSrA,313.15,0.044,100,993.11,Tong et al. (2016b),Density,Liquid,AADYJk,O,water,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,,,
HoSrA,313.15,0.1102,100,993.86,Tong et al. (2016b),Density,Liquid,AADYJk,O,water,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,,,
HoSrA,313.15,0.1674,100,994.56,Tong et al. (2016b),Density,Liquid,AADYJk,O,water,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,,,
HoSrA,313.15,0.2233,100,995.21,Tong et al. (2016b),Density,Liquid,AADYJk,O,water,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,,,
HoSrA,313.15,0.2797,100,995.84,Tong et al. (2016b),Density,Liquid,AADYJk,O,water,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,,,
HoSrA,313.15,0.3357,100,996.49,Tong et al. (2016b),Density,Liquid,AADYJk,O,water,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,,,
HoSrA,313.15,0.3914,100,997.12,Tong et al. (2016b),Density,Liquid,AADYJk,O,water,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,,,
HoSrA,313.15,0.4475,100,997.73,Tong et al. (2016b),Density,Liquid,AADYJk,O,water,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,,,
HoSrA,313.15,0.5029,100,998.32,Tong et al. (2016b),Density,Liquid,AADYJk,O,water,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,,,
HoSrA,318.15,0.0117,100,990.75,Tong et al. (2016b),Density,Liquid,AADYJk,O,water,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,,,
HoSrA,318.15,0.0162,100,990.81,Tong et al. (2016b),Density,Liquid,AADYJk,O,water,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,,,
HoSrA,318.15,0.0285,100,990.95,Tong et al. (2016b),Density,Liquid,AADYJk,O,water,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,,,
HoSrA,318.15,0.044,100,991.1,Tong et al. (2016b),Density,Liquid,AADYJk,O,water,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,,,
HoSrA,318.15,0.1102,100,991.84,Tong et al. (2016b),Density,Liquid,AADYJk,O,water,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,,,
HoSrA,318.15,0.1674,100,992.43,Tong et al. (2016b),Density,Liquid,AADYJk,O,water,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,,,
HoSrA,318.15,0.2233,100,993.11,Tong et al. (2016b),Density,Liquid,AADYJk,O,water,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,,,
HoSrA,318.15,0.2797,100,993.76,Tong et al. (2016b),Density,Liquid,AADYJk,O,water,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,,,
HoSrA,318.15,0.3357,100,994.39,Tong et al. (2016b),Density,Liquid,AADYJk,O,water,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,,,
HoSrA,318.15,0.3914,100,995,Tong et al. (2016b),Density,Liquid,AADYJk,O,water,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,,,
HoSrA,318.15,0.4475,100,995.59,Tong et al. (2016b),Density,Liquid,AADYJk,O,water,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,,,
HoSrA,318.15,0.5029,100,996.16,Tong et al. (2016b),Density,Liquid,AADYJk,O,water,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,,,
