setid,"Temperature, K",Mole fraction of 1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
zwkzt,308.15,1,101,1074,Gouveia et al. (2016a),Density,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AAtNQC,CC[n+]1ccn(C)c1.NCCS(=O)(=O)[O-],1-ethyl-3-methylimidazolium taurinate,,,
zwkzt,313.15,0,101,1242,Gouveia et al. (2016a),Density,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AAtNQC,CC[n+]1ccn(C)c1.NCCS(=O)(=O)[O-],1-ethyl-3-methylimidazolium taurinate,,,
zwkzt,313.15,0.2503,101,1195,Gouveia et al. (2016a),Density,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AAtNQC,CC[n+]1ccn(C)c1.NCCS(=O)(=O)[O-],1-ethyl-3-methylimidazolium taurinate,,,
zwkzt,313.15,0.5001,101,1151,Gouveia et al. (2016a),Density,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AAtNQC,CC[n+]1ccn(C)c1.NCCS(=O)(=O)[O-],1-ethyl-3-methylimidazolium taurinate,,,
zwkzt,313.15,0.7496,101,1110,Gouveia et al. (2016a),Density,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AAtNQC,CC[n+]1ccn(C)c1.NCCS(=O)(=O)[O-],1-ethyl-3-methylimidazolium taurinate,,,
zwkzt,313.15,1,101,1070,Gouveia et al. (2016a),Density,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AAtNQC,CC[n+]1ccn(C)c1.NCCS(=O)(=O)[O-],1-ethyl-3-methylimidazolium taurinate,,,
zwkzt,318.15,0,101,1239,Gouveia et al. (2016a),Density,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AAtNQC,CC[n+]1ccn(C)c1.NCCS(=O)(=O)[O-],1-ethyl-3-methylimidazolium taurinate,,,
zwkzt,318.15,0.2503,101,1192,Gouveia et al. (2016a),Density,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AAtNQC,CC[n+]1ccn(C)c1.NCCS(=O)(=O)[O-],1-ethyl-3-methylimidazolium taurinate,,,
zwkzt,318.15,0.5001,101,1148,Gouveia et al. (2016a),Density,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AAtNQC,CC[n+]1ccn(C)c1.NCCS(=O)(=O)[O-],1-ethyl-3-methylimidazolium taurinate,,,
zwkzt,318.15,0.7496,101,1107,Gouveia et al. (2016a),Density,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AAtNQC,CC[n+]1ccn(C)c1.NCCS(=O)(=O)[O-],1-ethyl-3-methylimidazolium taurinate,,,
zwkzt,318.15,1,101,1067,Gouveia et al. (2016a),Density,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AAtNQC,CC[n+]1ccn(C)c1.NCCS(=O)(=O)[O-],1-ethyl-3-methylimidazolium taurinate,,,
zwkzt,323.15,0,101,1236,Gouveia et al. (2016a),Density,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AAtNQC,CC[n+]1ccn(C)c1.NCCS(=O)(=O)[O-],1-ethyl-3-methylimidazolium taurinate,,,
zwkzt,323.15,0.2503,101,1188,Gouveia et al. (2016a),Density,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AAtNQC,CC[n+]1ccn(C)c1.NCCS(=O)(=O)[O-],1-ethyl-3-methylimidazolium taurinate,,,
zwkzt,323.15,0.5001,101,1145,Gouveia et al. (2016a),Density,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AAtNQC,CC[n+]1ccn(C)c1.NCCS(=O)(=O)[O-],1-ethyl-3-methylimidazolium taurinate,,,
zwkzt,323.15,0.7496,101,1104,Gouveia et al. (2016a),Density,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AAtNQC,CC[n+]1ccn(C)c1.NCCS(=O)(=O)[O-],1-ethyl-3-methylimidazolium taurinate,,,
zwkzt,323.15,1,101,1064,Gouveia et al. (2016a),Density,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AAtNQC,CC[n+]1ccn(C)c1.NCCS(=O)(=O)[O-],1-ethyl-3-methylimidazolium taurinate,,,
zwkzt,328.15,0,101,1232,Gouveia et al. (2016a),Density,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AAtNQC,CC[n+]1ccn(C)c1.NCCS(=O)(=O)[O-],1-ethyl-3-methylimidazolium taurinate,,,
zwkzt,328.15,0.2503,101,1185,Gouveia et al. (2016a),Density,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AAtNQC,CC[n+]1ccn(C)c1.NCCS(=O)(=O)[O-],1-ethyl-3-methylimidazolium taurinate,,,
zwkzt,328.15,0.5001,101,1142,Gouveia et al. (2016a),Density,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AAtNQC,CC[n+]1ccn(C)c1.NCCS(=O)(=O)[O-],1-ethyl-3-methylimidazolium taurinate,,,
zwkzt,328.15,0.7496,101,1100,Gouveia et al. (2016a),Density,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AAtNQC,CC[n+]1ccn(C)c1.NCCS(=O)(=O)[O-],1-ethyl-3-methylimidazolium taurinate,,,
zwkzt,328.15,1,101,1060,Gouveia et al. (2016a),Density,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AAtNQC,CC[n+]1ccn(C)c1.NCCS(=O)(=O)[O-],1-ethyl-3-methylimidazolium taurinate,,,
zwkzt,333.15,0,101,1229,Gouveia et al. (2016a),Density,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AAtNQC,CC[n+]1ccn(C)c1.NCCS(=O)(=O)[O-],1-ethyl-3-methylimidazolium taurinate,,,
zwkzt,333.15,0.2503,101,1182,Gouveia et al. (2016a),Density,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AAtNQC,CC[n+]1ccn(C)c1.NCCS(=O)(=O)[O-],1-ethyl-3-methylimidazolium taurinate,,,
zwkzt,333.15,0.5001,101,1138,Gouveia et al. (2016a),Density,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AAtNQC,CC[n+]1ccn(C)c1.NCCS(=O)(=O)[O-],1-ethyl-3-methylimidazolium taurinate,,,
zwkzt,333.15,0.7496,101,1097,Gouveia et al. (2016a),Density,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AAtNQC,CC[n+]1ccn(C)c1.NCCS(=O)(=O)[O-],1-ethyl-3-methylimidazolium taurinate,,,
zwkzt,333.15,1,101,1057,Gouveia et al. (2016a),Density,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AAtNQC,CC[n+]1ccn(C)c1.NCCS(=O)(=O)[O-],1-ethyl-3-methylimidazolium taurinate,,,
zwkzt,338.15,0,101,1226,Gouveia et al. (2016a),Density,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AAtNQC,CC[n+]1ccn(C)c1.NCCS(=O)(=O)[O-],1-ethyl-3-methylimidazolium taurinate,,,
zwkzt,338.15,0.2503,101,1179,Gouveia et al. (2016a),Density,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AAtNQC,CC[n+]1ccn(C)c1.NCCS(=O)(=O)[O-],1-ethyl-3-methylimidazolium taurinate,,,
zwkzt,338.15,0.5001,101,1135,Gouveia et al. (2016a),Density,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AAtNQC,CC[n+]1ccn(C)c1.NCCS(=O)(=O)[O-],1-ethyl-3-methylimidazolium taurinate,,,
zwkzt,338.15,0.7496,101,1094,Gouveia et al. (2016a),Density,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AAtNQC,CC[n+]1ccn(C)c1.NCCS(=O)(=O)[O-],1-ethyl-3-methylimidazolium taurinate,,,
zwkzt,338.15,1,101,1054,Gouveia et al. (2016a),Density,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AAtNQC,CC[n+]1ccn(C)c1.NCCS(=O)(=O)[O-],1-ethyl-3-methylimidazolium taurinate,,,
zwkzt,343.15,0,101,1223,Gouveia et al. (2016a),Density,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AAtNQC,CC[n+]1ccn(C)c1.NCCS(=O)(=O)[O-],1-ethyl-3-methylimidazolium taurinate,,,
zwkzt,343.15,0.2503,101,1176,Gouveia et al. (2016a),Density,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AAtNQC,CC[n+]1ccn(C)c1.NCCS(=O)(=O)[O-],1-ethyl-3-methylimidazolium taurinate,,,
zwkzt,343.15,0.5001,101,1132,Gouveia et al. (2016a),Density,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AAtNQC,CC[n+]1ccn(C)c1.NCCS(=O)(=O)[O-],1-ethyl-3-methylimidazolium taurinate,,,
zwkzt,343.15,0.7496,101,1091,Gouveia et al. (2016a),Density,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AAtNQC,CC[n+]1ccn(C)c1.NCCS(=O)(=O)[O-],1-ethyl-3-methylimidazolium taurinate,,,
zwkzt,343.15,1,101,1050,Gouveia et al. (2016a),Density,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AAtNQC,CC[n+]1ccn(C)c1.NCCS(=O)(=O)[O-],1-ethyl-3-methylimidazolium taurinate,,,
zwkzt,348.15,0,101,1220,Gouveia et al. (2016a),Density,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AAtNQC,CC[n+]1ccn(C)c1.NCCS(=O)(=O)[O-],1-ethyl-3-methylimidazolium taurinate,,,
zwkzt,348.15,0.2503,101,1173,Gouveia et al. (2016a),Density,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AAtNQC,CC[n+]1ccn(C)c1.NCCS(=O)(=O)[O-],1-ethyl-3-methylimidazolium taurinate,,,
zwkzt,348.15,0.5001,101,1129,Gouveia et al. (2016a),Density,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AAtNQC,CC[n+]1ccn(C)c1.NCCS(=O)(=O)[O-],1-ethyl-3-methylimidazolium taurinate,,,
zwkzt,348.15,0.7496,101,1087,Gouveia et al. (2016a),Density,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AAtNQC,CC[n+]1ccn(C)c1.NCCS(=O)(=O)[O-],1-ethyl-3-methylimidazolium taurinate,,,
zwkzt,348.15,1,101,1047,Gouveia et al. (2016a),Density,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AAtNQC,CC[n+]1ccn(C)c1.NCCS(=O)(=O)[O-],1-ethyl-3-methylimidazolium taurinate,,,
zwkzt,353.15,0,101,1217,Gouveia et al. (2016a),Density,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AAtNQC,CC[n+]1ccn(C)c1.NCCS(=O)(=O)[O-],1-ethyl-3-methylimidazolium taurinate,,,
zwkzt,353.15,0.2503,101,1169,Gouveia et al. (2016a),Density,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AAtNQC,CC[n+]1ccn(C)c1.NCCS(=O)(=O)[O-],1-ethyl-3-methylimidazolium taurinate,,,
zwkzt,353.15,0.5001,101,1126,Gouveia et al. (2016a),Density,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AAtNQC,CC[n+]1ccn(C)c1.NCCS(=O)(=O)[O-],1-ethyl-3-methylimidazolium taurinate,,,
zwkzt,353.15,0.7496,101,1084,Gouveia et al. (2016a),Density,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AAtNQC,CC[n+]1ccn(C)c1.NCCS(=O)(=O)[O-],1-ethyl-3-methylimidazolium taurinate,,,
zwkzt,353.15,1,101,1043,Gouveia et al. (2016a),Density,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AAtNQC,CC[n+]1ccn(C)c1.NCCS(=O)(=O)[O-],1-ethyl-3-methylimidazolium taurinate,,,
