setid,Mole fraction of ethanol,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
epwfC,0.401,308.15,101,1173.6,Mokhtarani et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAtunD,CCCC[n+]1ccn(C)c1.[O-]Cl(=O)(=O)=O,1-butyl-3-methylimidazolium perchlorate,,,
epwfC,0.401,313.15,101,1169.9,Mokhtarani et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAtunD,CCCC[n+]1ccn(C)c1.[O-]Cl(=O)(=O)=O,1-butyl-3-methylimidazolium perchlorate,,,
epwfC,0.479,283.15,101,1173.6,Mokhtarani et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAtunD,CCCC[n+]1ccn(C)c1.[O-]Cl(=O)(=O)=O,1-butyl-3-methylimidazolium perchlorate,,,
epwfC,0.479,288.15,101,1169.8,Mokhtarani et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAtunD,CCCC[n+]1ccn(C)c1.[O-]Cl(=O)(=O)=O,1-butyl-3-methylimidazolium perchlorate,,,
epwfC,0.479,293.15,101,1166.1,Mokhtarani et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAtunD,CCCC[n+]1ccn(C)c1.[O-]Cl(=O)(=O)=O,1-butyl-3-methylimidazolium perchlorate,,,
epwfC,0.479,298.15,101,1162.2,Mokhtarani et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAtunD,CCCC[n+]1ccn(C)c1.[O-]Cl(=O)(=O)=O,1-butyl-3-methylimidazolium perchlorate,,,
epwfC,0.479,303.15,101,1158.3,Mokhtarani et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAtunD,CCCC[n+]1ccn(C)c1.[O-]Cl(=O)(=O)=O,1-butyl-3-methylimidazolium perchlorate,,,
epwfC,0.592,293.15,101,1129.6,Mokhtarani et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAtunD,CCCC[n+]1ccn(C)c1.[O-]Cl(=O)(=O)=O,1-butyl-3-methylimidazolium perchlorate,,,
epwfC,0.592,298.15,101,1125.8,Mokhtarani et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAtunD,CCCC[n+]1ccn(C)c1.[O-]Cl(=O)(=O)=O,1-butyl-3-methylimidazolium perchlorate,,,
epwfC,0.592,303.15,101,1122,Mokhtarani et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAtunD,CCCC[n+]1ccn(C)c1.[O-]Cl(=O)(=O)=O,1-butyl-3-methylimidazolium perchlorate,,,
epwfC,0.592,308.15,101,1117.5,Mokhtarani et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAtunD,CCCC[n+]1ccn(C)c1.[O-]Cl(=O)(=O)=O,1-butyl-3-methylimidazolium perchlorate,,,
epwfC,0.592,313.15,101,1114.8,Mokhtarani et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAtunD,CCCC[n+]1ccn(C)c1.[O-]Cl(=O)(=O)=O,1-butyl-3-methylimidazolium perchlorate,,,
epwfC,0.637,293.15,101,1110.4,Mokhtarani et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAtunD,CCCC[n+]1ccn(C)c1.[O-]Cl(=O)(=O)=O,1-butyl-3-methylimidazolium perchlorate,,,
epwfC,0.637,298.15,101,1104.6,Mokhtarani et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAtunD,CCCC[n+]1ccn(C)c1.[O-]Cl(=O)(=O)=O,1-butyl-3-methylimidazolium perchlorate,,,
epwfC,0.637,303.15,101,1102.7,Mokhtarani et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAtunD,CCCC[n+]1ccn(C)c1.[O-]Cl(=O)(=O)=O,1-butyl-3-methylimidazolium perchlorate,,,
epwfC,0.637,308.15,101,1100.6,Mokhtarani et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAtunD,CCCC[n+]1ccn(C)c1.[O-]Cl(=O)(=O)=O,1-butyl-3-methylimidazolium perchlorate,,,
epwfC,0.637,313.15,101,1096.7,Mokhtarani et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAtunD,CCCC[n+]1ccn(C)c1.[O-]Cl(=O)(=O)=O,1-butyl-3-methylimidazolium perchlorate,,,
epwfC,0.79,293.15,101,1022.6,Mokhtarani et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAtunD,CCCC[n+]1ccn(C)c1.[O-]Cl(=O)(=O)=O,1-butyl-3-methylimidazolium perchlorate,,,
epwfC,0.79,298.15,101,1018.7,Mokhtarani et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAtunD,CCCC[n+]1ccn(C)c1.[O-]Cl(=O)(=O)=O,1-butyl-3-methylimidazolium perchlorate,,,
epwfC,0.79,303.15,101,1014.8,Mokhtarani et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAtunD,CCCC[n+]1ccn(C)c1.[O-]Cl(=O)(=O)=O,1-butyl-3-methylimidazolium perchlorate,,,
epwfC,0.79,308.15,101,1011,Mokhtarani et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAtunD,CCCC[n+]1ccn(C)c1.[O-]Cl(=O)(=O)=O,1-butyl-3-methylimidazolium perchlorate,,,
epwfC,0.79,313.15,101,1007,Mokhtarani et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAtunD,CCCC[n+]1ccn(C)c1.[O-]Cl(=O)(=O)=O,1-butyl-3-methylimidazolium perchlorate,,,
epwfC,0.86,293.15,101,960.5,Mokhtarani et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAtunD,CCCC[n+]1ccn(C)c1.[O-]Cl(=O)(=O)=O,1-butyl-3-methylimidazolium perchlorate,,,
epwfC,0.86,298.15,101,956.7,Mokhtarani et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAtunD,CCCC[n+]1ccn(C)c1.[O-]Cl(=O)(=O)=O,1-butyl-3-methylimidazolium perchlorate,,,
epwfC,0.86,303.15,101,952.7,Mokhtarani et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAtunD,CCCC[n+]1ccn(C)c1.[O-]Cl(=O)(=O)=O,1-butyl-3-methylimidazolium perchlorate,,,
epwfC,0.86,308.15,101,948.7,Mokhtarani et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAtunD,CCCC[n+]1ccn(C)c1.[O-]Cl(=O)(=O)=O,1-butyl-3-methylimidazolium perchlorate,,,
epwfC,0.86,313.15,101,944.6,Mokhtarani et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAtunD,CCCC[n+]1ccn(C)c1.[O-]Cl(=O)(=O)=O,1-butyl-3-methylimidazolium perchlorate,,,
