setid,"Temperature, K","Mole fraction of 1,3-dimethylimidazolium methylsulfate","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
qQZcI,298.15,0.3317,101,1107.8,Pereiro and Rodriguez (2007b),Density,Liquid,AAIsrh,CCO,ethanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
qQZcI,298.15,0.429,101,1160.2,Pereiro and Rodriguez (2007b),Density,Liquid,AAIsrh,CCO,ethanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
qQZcI,298.15,0.5395,101,1207.5,Pereiro and Rodriguez (2007b),Density,Liquid,AAIsrh,CCO,ethanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
qQZcI,298.15,0.6331,101,1239.9,Pereiro and Rodriguez (2007b),Density,Liquid,AAIsrh,CCO,ethanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
qQZcI,298.15,0.7308,101,1268.4,Pereiro and Rodriguez (2007b),Density,Liquid,AAIsrh,CCO,ethanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
qQZcI,298.15,0.8142,101,1289.3,Pereiro and Rodriguez (2007b),Density,Liquid,AAIsrh,CCO,ethanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
qQZcI,298.15,0.9081,101,1309.7,Pereiro and Rodriguez (2007b),Density,Liquid,AAIsrh,CCO,ethanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
qQZcI,298.15,0.9512,101,1318.1,Pereiro and Rodriguez (2007b),Density,Liquid,AAIsrh,CCO,ethanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
qQZcI,298.15,1,101,1327.2,Pereiro and Rodriguez (2007b),Density,Liquid,AAIsrh,CCO,ethanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
qQZcI,303.15,0,101,780.7,Pereiro and Rodriguez (2007b),Density,Liquid,AAIsrh,CCO,ethanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
qQZcI,303.15,0.0738,101,883.3,Pereiro and Rodriguez (2007b),Density,Liquid,AAIsrh,CCO,ethanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
qQZcI,303.15,0.1356,101,951.7,Pereiro and Rodriguez (2007b),Density,Liquid,AAIsrh,CCO,ethanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
qQZcI,303.15,0.2275,101,1032.8,Pereiro and Rodriguez (2007b),Density,Liquid,AAIsrh,CCO,ethanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
qQZcI,303.15,0.3317,101,1104,Pereiro and Rodriguez (2007b),Density,Liquid,AAIsrh,CCO,ethanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
qQZcI,303.15,0.429,101,1156.5,Pereiro and Rodriguez (2007b),Density,Liquid,AAIsrh,CCO,ethanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
qQZcI,303.15,0.5395,101,1203.8,Pereiro and Rodriguez (2007b),Density,Liquid,AAIsrh,CCO,ethanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
qQZcI,303.15,0.6331,101,1236.3,Pereiro and Rodriguez (2007b),Density,Liquid,AAIsrh,CCO,ethanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
qQZcI,303.15,0.7308,101,1264.8,Pereiro and Rodriguez (2007b),Density,Liquid,AAIsrh,CCO,ethanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
qQZcI,303.15,0.8142,101,1285.7,Pereiro and Rodriguez (2007b),Density,Liquid,AAIsrh,CCO,ethanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
qQZcI,303.15,0.9081,101,1306.1,Pereiro and Rodriguez (2007b),Density,Liquid,AAIsrh,CCO,ethanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
qQZcI,303.15,0.9512,101,1314.5,Pereiro and Rodriguez (2007b),Density,Liquid,AAIsrh,CCO,ethanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
qQZcI,303.15,1,101,1323.7,Pereiro and Rodriguez (2007b),Density,Liquid,AAIsrh,CCO,ethanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
