setid,Mole fraction of 1-ethyl-3-methylimidazolium ethyl sulfate,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
HGmVA,0.5882,303.15,100,1137.1,Deenadayalu et al. (2009),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AALcwx,CC(C)O,propan-2-ol,,,
HGmVA,0.5882,313.15,100,1130.2,Deenadayalu et al. (2009),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AALcwx,CC(C)O,propan-2-ol,,,
HGmVA,0.7084,298.15,100,1174.4,Deenadayalu et al. (2009),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AALcwx,CC(C)O,propan-2-ol,,,
HGmVA,0.7084,303.15,100,1171.4,Deenadayalu et al. (2009),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AALcwx,CC(C)O,propan-2-ol,,,
HGmVA,0.7084,313.15,100,1164.2,Deenadayalu et al. (2009),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AALcwx,CC(C)O,propan-2-ol,,,
HGmVA,0.8825,298.15,100,1214.7,Deenadayalu et al. (2009),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AALcwx,CC(C)O,propan-2-ol,,,
HGmVA,0.8825,303.15,100,1211.5,Deenadayalu et al. (2009),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AALcwx,CC(C)O,propan-2-ol,,,
HGmVA,0.8825,313.15,100,1205.1,Deenadayalu et al. (2009),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AALcwx,CC(C)O,propan-2-ol,,,
HGmVA,0.9545,298.15,100,1228.9,Deenadayalu et al. (2009),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AALcwx,CC(C)O,propan-2-ol,,,
HGmVA,0.9545,303.15,100,1225.8,Deenadayalu et al. (2009),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AALcwx,CC(C)O,propan-2-ol,,,
HGmVA,0.9545,313.15,100,1219.3,Deenadayalu et al. (2009),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AALcwx,CC(C)O,propan-2-ol,,,
