setid,"Temperature, K",Mole fraction of N-methyl-2-hydroxyethylammonium butanoate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
nMBqS,303.15,0.5968,102,1041.7,Li et al. (2016f),Density,Liquid,AADYJk,O,water,AAfUVe,CCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium butanoate,,,
nMBqS,303.15,0.8069,102,1038,Li et al. (2016f),Density,Liquid,AADYJk,O,water,AAfUVe,CCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium butanoate,,,
nMBqS,303.15,1,102,1031.9,Li et al. (2016f),Density,Liquid,AADYJk,O,water,AAfUVe,CCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium butanoate,,,
nMBqS,308.15,0.0199,102,1009.2,Li et al. (2016f),Density,Liquid,AADYJk,O,water,AAfUVe,CCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium butanoate,,,
nMBqS,308.15,0.0497,102,1029.8,Li et al. (2016f),Density,Liquid,AADYJk,O,water,AAfUVe,CCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium butanoate,,,
nMBqS,308.15,0.1005,102,1035,Li et al. (2016f),Density,Liquid,AADYJk,O,water,AAfUVe,CCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium butanoate,,,
nMBqS,308.15,0.196,102,1044.4,Li et al. (2016f),Density,Liquid,AADYJk,O,water,AAfUVe,CCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium butanoate,,,
nMBqS,308.15,0.3008,102,1046.3,Li et al. (2016f),Density,Liquid,AADYJk,O,water,AAfUVe,CCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium butanoate,,,
nMBqS,308.15,0.4005,102,1042.8,Li et al. (2016f),Density,Liquid,AADYJk,O,water,AAfUVe,CCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium butanoate,,,
nMBqS,308.15,0.509,102,1040.4,Li et al. (2016f),Density,Liquid,AADYJk,O,water,AAfUVe,CCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium butanoate,,,
nMBqS,308.15,0.5968,102,1038.5,Li et al. (2016f),Density,Liquid,AADYJk,O,water,AAfUVe,CCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium butanoate,,,
nMBqS,308.15,0.8069,102,1034.7,Li et al. (2016f),Density,Liquid,AADYJk,O,water,AAfUVe,CCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium butanoate,,,
nMBqS,308.15,1,102,1028.6,Li et al. (2016f),Density,Liquid,AADYJk,O,water,AAfUVe,CCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium butanoate,,,
nMBqS,313.15,0.0199,102,1005.3,Li et al. (2016f),Density,Liquid,AADYJk,O,water,AAfUVe,CCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium butanoate,,,
nMBqS,313.15,0.0497,102,1027.2,Li et al. (2016f),Density,Liquid,AADYJk,O,water,AAfUVe,CCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium butanoate,,,
nMBqS,313.15,0.1005,102,1032,Li et al. (2016f),Density,Liquid,AADYJk,O,water,AAfUVe,CCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium butanoate,,,
nMBqS,313.15,0.196,102,1041.3,Li et al. (2016f),Density,Liquid,AADYJk,O,water,AAfUVe,CCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium butanoate,,,
nMBqS,313.15,0.3008,102,1043.2,Li et al. (2016f),Density,Liquid,AADYJk,O,water,AAfUVe,CCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium butanoate,,,
nMBqS,313.15,0.4005,102,1039.6,Li et al. (2016f),Density,Liquid,AADYJk,O,water,AAfUVe,CCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium butanoate,,,
nMBqS,313.15,0.509,102,1037.2,Li et al. (2016f),Density,Liquid,AADYJk,O,water,AAfUVe,CCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium butanoate,,,
nMBqS,313.15,0.5968,102,1035.3,Li et al. (2016f),Density,Liquid,AADYJk,O,water,AAfUVe,CCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium butanoate,,,
nMBqS,313.15,0.8069,102,1031.4,Li et al. (2016f),Density,Liquid,AADYJk,O,water,AAfUVe,CCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium butanoate,,,
nMBqS,313.15,1,102,1025.2,Li et al. (2016f),Density,Liquid,AADYJk,O,water,AAfUVe,CCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium butanoate,,,
nMBqS,318.15,0.0199,102,1001.5,Li et al. (2016f),Density,Liquid,AADYJk,O,water,AAfUVe,CCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium butanoate,,,
nMBqS,318.15,0.0497,102,1024.6,Li et al. (2016f),Density,Liquid,AADYJk,O,water,AAfUVe,CCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium butanoate,,,
nMBqS,318.15,0.1005,102,1029.1,Li et al. (2016f),Density,Liquid,AADYJk,O,water,AAfUVe,CCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium butanoate,,,
nMBqS,318.15,0.196,102,1038.3,Li et al. (2016f),Density,Liquid,AADYJk,O,water,AAfUVe,CCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium butanoate,,,
nMBqS,318.15,0.3008,102,1040.1,Li et al. (2016f),Density,Liquid,AADYJk,O,water,AAfUVe,CCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium butanoate,,,
nMBqS,318.15,0.4005,102,1036.4,Li et al. (2016f),Density,Liquid,AADYJk,O,water,AAfUVe,CCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium butanoate,,,
nMBqS,318.15,0.509,102,1034,Li et al. (2016f),Density,Liquid,AADYJk,O,water,AAfUVe,CCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium butanoate,,,
nMBqS,318.15,0.5968,102,1032.1,Li et al. (2016f),Density,Liquid,AADYJk,O,water,AAfUVe,CCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium butanoate,,,
nMBqS,318.15,0.8069,102,1028.1,Li et al. (2016f),Density,Liquid,AADYJk,O,water,AAfUVe,CCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium butanoate,,,
nMBqS,318.15,1,102,1021.9,Li et al. (2016f),Density,Liquid,AADYJk,O,water,AAfUVe,CCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium butanoate,,,
nMBqS,323.15,0.0199,102,997.6,Li et al. (2016f),Density,Liquid,AADYJk,O,water,AAfUVe,CCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium butanoate,,,
nMBqS,323.15,0.0497,102,1022,Li et al. (2016f),Density,Liquid,AADYJk,O,water,AAfUVe,CCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium butanoate,,,
nMBqS,323.15,0.1005,102,1026.2,Li et al. (2016f),Density,Liquid,AADYJk,O,water,AAfUVe,CCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium butanoate,,,
nMBqS,323.15,0.196,102,1035.2,Li et al. (2016f),Density,Liquid,AADYJk,O,water,AAfUVe,CCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium butanoate,,,
nMBqS,323.15,0.3008,102,1036.9,Li et al. (2016f),Density,Liquid,AADYJk,O,water,AAfUVe,CCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium butanoate,,,
nMBqS,323.15,0.4005,102,1033.3,Li et al. (2016f),Density,Liquid,AADYJk,O,water,AAfUVe,CCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium butanoate,,,
nMBqS,323.15,0.509,102,1030.9,Li et al. (2016f),Density,Liquid,AADYJk,O,water,AAfUVe,CCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium butanoate,,,
nMBqS,323.15,0.5968,102,1028.9,Li et al. (2016f),Density,Liquid,AADYJk,O,water,AAfUVe,CCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium butanoate,,,
nMBqS,323.15,0.8069,102,1024.9,Li et al. (2016f),Density,Liquid,AADYJk,O,water,AAfUVe,CCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium butanoate,,,
nMBqS,323.15,1,102,1018.5,Li et al. (2016f),Density,Liquid,AADYJk,O,water,AAfUVe,CCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium butanoate,,,
nMBqS,328.15,0.0199,102,993.7,Li et al. (2016f),Density,Liquid,AADYJk,O,water,AAfUVe,CCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium butanoate,,,
nMBqS,328.15,0.0497,102,1019.4,Li et al. (2016f),Density,Liquid,AADYJk,O,water,AAfUVe,CCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium butanoate,,,
nMBqS,328.15,0.1005,102,1023.2,Li et al. (2016f),Density,Liquid,AADYJk,O,water,AAfUVe,CCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium butanoate,,,
nMBqS,328.15,0.196,102,1032.2,Li et al. (2016f),Density,Liquid,AADYJk,O,water,AAfUVe,CCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium butanoate,,,
nMBqS,328.15,0.3008,102,1033.8,Li et al. (2016f),Density,Liquid,AADYJk,O,water,AAfUVe,CCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium butanoate,,,
nMBqS,328.15,0.4005,102,1030.1,Li et al. (2016f),Density,Liquid,AADYJk,O,water,AAfUVe,CCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium butanoate,,,
nMBqS,328.15,0.509,102,1027.7,Li et al. (2016f),Density,Liquid,AADYJk,O,water,AAfUVe,CCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium butanoate,,,
nMBqS,328.15,0.5968,102,1025.6,Li et al. (2016f),Density,Liquid,AADYJk,O,water,AAfUVe,CCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium butanoate,,,
nMBqS,328.15,0.8069,102,1021.6,Li et al. (2016f),Density,Liquid,AADYJk,O,water,AAfUVe,CCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium butanoate,,,
nMBqS,328.15,1,102,1015.2,Li et al. (2016f),Density,Liquid,AADYJk,O,water,AAfUVe,CCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium butanoate,,,
nMBqS,333.15,0.0199,102,989.9,Li et al. (2016f),Density,Liquid,AADYJk,O,water,AAfUVe,CCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium butanoate,,,
nMBqS,333.15,0.0497,102,1016.8,Li et al. (2016f),Density,Liquid,AADYJk,O,water,AAfUVe,CCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium butanoate,,,
nMBqS,333.15,0.1005,102,1020.3,Li et al. (2016f),Density,Liquid,AADYJk,O,water,AAfUVe,CCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium butanoate,,,
nMBqS,333.15,0.196,102,1029.1,Li et al. (2016f),Density,Liquid,AADYJk,O,water,AAfUVe,CCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium butanoate,,,
nMBqS,333.15,0.3008,102,1030.7,Li et al. (2016f),Density,Liquid,AADYJk,O,water,AAfUVe,CCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium butanoate,,,
nMBqS,333.15,0.4005,102,1026.9,Li et al. (2016f),Density,Liquid,AADYJk,O,water,AAfUVe,CCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium butanoate,,,
nMBqS,333.15,0.509,102,1024.5,Li et al. (2016f),Density,Liquid,AADYJk,O,water,AAfUVe,CCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium butanoate,,,
nMBqS,333.15,0.5968,102,1022.4,Li et al. (2016f),Density,Liquid,AADYJk,O,water,AAfUVe,CCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium butanoate,,,
nMBqS,333.15,0.8069,102,1018.3,Li et al. (2016f),Density,Liquid,AADYJk,O,water,AAfUVe,CCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium butanoate,,,
nMBqS,333.15,1,102,1011.9,Li et al. (2016f),Density,Liquid,AADYJk,O,water,AAfUVe,CCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium butanoate,,,
