setid,"Temperature, K",Mole fraction of butylammonium formate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
FIPCh,298.15,0.6403,92.3,920,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AAQxal,CCCCCO,pentan-1-ol,,,
FIPCh,298.15,0.6988,92.3,928.7,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AAQxal,CCCCCO,pentan-1-ol,,,
FIPCh,298.15,0.7495,92.3,936.1,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AAQxal,CCCCCO,pentan-1-ol,,,
FIPCh,298.15,0.798,92.3,943,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AAQxal,CCCCCO,pentan-1-ol,,,
FIPCh,298.15,0.8489,92.3,950.3,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AAQxal,CCCCCO,pentan-1-ol,,,
FIPCh,298.15,0.8854,92.3,955.4,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AAQxal,CCCCCO,pentan-1-ol,,,
FIPCh,298.15,0.9448,92.3,963.7,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AAQxal,CCCCCO,pentan-1-ol,,,
FIPCh,298.15,1,92.3,970.8,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AAQxal,CCCCCO,pentan-1-ol,,,
FIPCh,303.15,0,92.3,807.5,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AAQxal,CCCCCO,pentan-1-ol,,,
FIPCh,303.15,0.0513,92.3,817.8,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AAQxal,CCCCCO,pentan-1-ol,,,
FIPCh,303.15,0.094,92.3,826,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AAQxal,CCCCCO,pentan-1-ol,,,
FIPCh,303.15,0.1526,92.3,837,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AAQxal,CCCCCO,pentan-1-ol,,,
FIPCh,303.15,0.2004,92.3,845.4,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AAQxal,CCCCCO,pentan-1-ol,,,
FIPCh,303.15,0.2515,92.3,854.2,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AAQxal,CCCCCO,pentan-1-ol,,,
FIPCh,303.15,0.2993,92.3,862.4,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AAQxal,CCCCCO,pentan-1-ol,,,
FIPCh,303.15,0.3498,92.3,870.9,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AAQxal,CCCCCO,pentan-1-ol,,,
FIPCh,303.15,0.3992,92.3,879.1,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AAQxal,CCCCCO,pentan-1-ol,,,
FIPCh,303.15,0.4504,92.3,887.4,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AAQxal,CCCCCO,pentan-1-ol,,,
FIPCh,303.15,0.4998,92.3,895.3,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AAQxal,CCCCCO,pentan-1-ol,,,
FIPCh,303.15,0.5478,92.3,902.8,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AAQxal,CCCCCO,pentan-1-ol,,,
FIPCh,303.15,0.5952,92.3,910,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AAQxal,CCCCCO,pentan-1-ol,,,
FIPCh,303.15,0.6403,92.3,916.9,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AAQxal,CCCCCO,pentan-1-ol,,,
FIPCh,303.15,0.6988,92.3,925.6,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AAQxal,CCCCCO,pentan-1-ol,,,
FIPCh,303.15,0.7495,92.3,933.1,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AAQxal,CCCCCO,pentan-1-ol,,,
FIPCh,303.15,0.798,92.3,940.1,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AAQxal,CCCCCO,pentan-1-ol,,,
FIPCh,303.15,0.8489,92.3,947.3,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AAQxal,CCCCCO,pentan-1-ol,,,
FIPCh,303.15,0.8854,92.3,952.5,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AAQxal,CCCCCO,pentan-1-ol,,,
FIPCh,303.15,0.9448,92.3,960.8,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AAQxal,CCCCCO,pentan-1-ol,,,
FIPCh,303.15,1,92.3,968,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AAQxal,CCCCCO,pentan-1-ol,,,
FIPCh,308.15,0,92.3,803.8,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AAQxal,CCCCCO,pentan-1-ol,,,
FIPCh,308.15,0.0513,92.3,814.1,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AAQxal,CCCCCO,pentan-1-ol,,,
FIPCh,308.15,0.094,92.3,822.4,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AAQxal,CCCCCO,pentan-1-ol,,,
FIPCh,308.15,0.1526,92.3,833.4,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AAQxal,CCCCCO,pentan-1-ol,,,
FIPCh,308.15,0.2004,92.3,841.9,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AAQxal,CCCCCO,pentan-1-ol,,,
FIPCh,308.15,0.2515,92.3,850.8,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AAQxal,CCCCCO,pentan-1-ol,,,
FIPCh,308.15,0.2993,92.3,859,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AAQxal,CCCCCO,pentan-1-ol,,,
FIPCh,308.15,0.3498,92.3,867.5,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AAQxal,CCCCCO,pentan-1-ol,,,
FIPCh,308.15,0.3992,92.3,875.8,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AAQxal,CCCCCO,pentan-1-ol,,,
FIPCh,308.15,0.4504,92.3,884.1,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AAQxal,CCCCCO,pentan-1-ol,,,
FIPCh,308.15,0.4998,92.3,892.1,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AAQxal,CCCCCO,pentan-1-ol,,,
FIPCh,308.15,0.5478,92.3,899.6,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AAQxal,CCCCCO,pentan-1-ol,,,
FIPCh,308.15,0.5952,92.3,906.9,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AAQxal,CCCCCO,pentan-1-ol,,,
FIPCh,308.15,0.6403,92.3,913.8,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AAQxal,CCCCCO,pentan-1-ol,,,
FIPCh,308.15,0.6988,92.3,922.6,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AAQxal,CCCCCO,pentan-1-ol,,,
FIPCh,308.15,0.7495,92.3,930.1,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AAQxal,CCCCCO,pentan-1-ol,,,
FIPCh,308.15,0.798,92.3,937.1,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AAQxal,CCCCCO,pentan-1-ol,,,
FIPCh,308.15,0.8489,92.3,944.4,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AAQxal,CCCCCO,pentan-1-ol,,,
FIPCh,308.15,0.8854,92.3,949.6,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AAQxal,CCCCCO,pentan-1-ol,,,
FIPCh,308.15,0.9448,92.3,958,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AAQxal,CCCCCO,pentan-1-ol,,,
FIPCh,308.15,1,92.3,965.2,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AAQxal,CCCCCO,pentan-1-ol,,,
FIPCh,313.15,0,92.3,800,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AAQxal,CCCCCO,pentan-1-ol,,,
FIPCh,313.15,0.0513,92.3,810.5,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AAQxal,CCCCCO,pentan-1-ol,,,
FIPCh,313.15,0.094,92.3,818.8,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AAQxal,CCCCCO,pentan-1-ol,,,
FIPCh,313.15,0.1526,92.3,829.9,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AAQxal,CCCCCO,pentan-1-ol,,,
FIPCh,313.15,0.2004,92.3,838.4,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AAQxal,CCCCCO,pentan-1-ol,,,
FIPCh,313.15,0.2515,92.3,847.3,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AAQxal,CCCCCO,pentan-1-ol,,,
FIPCh,313.15,0.2993,92.3,855.6,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AAQxal,CCCCCO,pentan-1-ol,,,
FIPCh,313.15,0.3498,92.3,864.2,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AAQxal,CCCCCO,pentan-1-ol,,,
FIPCh,313.15,0.3992,92.3,872.4,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AAQxal,CCCCCO,pentan-1-ol,,,
FIPCh,313.15,0.4504,92.3,880.9,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AAQxal,CCCCCO,pentan-1-ol,,,
FIPCh,313.15,0.4998,92.3,888.9,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AAQxal,CCCCCO,pentan-1-ol,,,
FIPCh,313.15,0.5478,92.3,896.4,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AAQxal,CCCCCO,pentan-1-ol,,,
FIPCh,313.15,0.5952,92.3,903.8,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AAQxal,CCCCCO,pentan-1-ol,,,
FIPCh,313.15,0.6403,92.3,910.7,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AAQxal,CCCCCO,pentan-1-ol,,,
FIPCh,313.15,0.6988,92.3,919.5,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AAQxal,CCCCCO,pentan-1-ol,,,
FIPCh,313.15,0.7495,92.3,927.1,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AAQxal,CCCCCO,pentan-1-ol,,,
FIPCh,313.15,0.798,92.3,934.2,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AAQxal,CCCCCO,pentan-1-ol,,,
FIPCh,313.15,0.8489,92.3,941.5,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AAQxal,CCCCCO,pentan-1-ol,,,
FIPCh,313.15,0.8854,92.3,946.7,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AAQxal,CCCCCO,pentan-1-ol,,,
FIPCh,313.15,0.9448,92.3,955.2,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AAQxal,CCCCCO,pentan-1-ol,,,
FIPCh,313.15,1,92.3,962.5,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AAQxal,CCCCCO,pentan-1-ol,,,
