setid,"Solvent: MolaLity of 1-octyl-3-methyl-1H-imidazol-3-ium 2-(4-isobutylphenyl)propanoate, mol/kg","MolaLity of (S)-2-aminopropanoic acid, mol/kg","Pressure, kPa","Temperature, K","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
yQZys,0.2001,0.1458,87,298.15,1002.19,Shekaari et al. (2019d),Density,Liquid,ABZCkl,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCCCCCn1cc[n+](C)c1,1-octyl-3-methyl-1H-imidazol-3-ium 2-(4-isobutylphenyl)propanoate,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water
yQZys,0.2001,0.1999,87,298.15,1003.67,Shekaari et al. (2019d),Density,Liquid,ABZCkl,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCCCCCn1cc[n+](C)c1,1-octyl-3-methyl-1H-imidazol-3-ium 2-(4-isobutylphenyl)propanoate,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water
yQZys,0.2001,0.2509,87,298.15,1005.05,Shekaari et al. (2019d),Density,Liquid,ABZCkl,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCCCCCn1cc[n+](C)c1,1-octyl-3-methyl-1H-imidazol-3-ium 2-(4-isobutylphenyl)propanoate,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water
yQZys,0.2001,0.2935,87,298.15,1006.2,Shekaari et al. (2019d),Density,Liquid,ABZCkl,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCCCCCn1cc[n+](C)c1,1-octyl-3-methyl-1H-imidazol-3-ium 2-(4-isobutylphenyl)propanoate,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water
yQZys,0.2001,0.3434,87,298.15,1007.53,Shekaari et al. (2019d),Density,Liquid,ABZCkl,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCCCCCn1cc[n+](C)c1,1-octyl-3-methyl-1H-imidazol-3-ium 2-(4-isobutylphenyl)propanoate,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water
yQZys,0.2001,0.3939,87,298.15,1008.88,Shekaari et al. (2019d),Density,Liquid,ABZCkl,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCCCCCn1cc[n+](C)c1,1-octyl-3-methyl-1H-imidazol-3-ium 2-(4-isobutylphenyl)propanoate,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water
yQZys,0.2001,0.4472,87,298.15,1010.34,Shekaari et al. (2019d),Density,Liquid,ABZCkl,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCCCCCn1cc[n+](C)c1,1-octyl-3-methyl-1H-imidazol-3-ium 2-(4-isobutylphenyl)propanoate,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water
yQZys,0.289,0,87,298.15,998.651,Shekaari et al. (2019d),Density,Liquid,ABZCkl,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCCCCCn1cc[n+](C)c1,1-octyl-3-methyl-1H-imidazol-3-ium 2-(4-isobutylphenyl)propanoate,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water
yQZys,0.289,0.1012,87,298.15,1001.38,Shekaari et al. (2019d),Density,Liquid,ABZCkl,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCCCCCn1cc[n+](C)c1,1-octyl-3-methyl-1H-imidazol-3-ium 2-(4-isobutylphenyl)propanoate,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water
yQZys,0.289,0.1406,87,298.15,1002.43,Shekaari et al. (2019d),Density,Liquid,ABZCkl,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCCCCCn1cc[n+](C)c1,1-octyl-3-methyl-1H-imidazol-3-ium 2-(4-isobutylphenyl)propanoate,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water
yQZys,0.289,0.1952,87,298.15,1003.9,Shekaari et al. (2019d),Density,Liquid,ABZCkl,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCCCCCn1cc[n+](C)c1,1-octyl-3-methyl-1H-imidazol-3-ium 2-(4-isobutylphenyl)propanoate,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water
yQZys,0.289,0.2476,87,298.15,1005.3,Shekaari et al. (2019d),Density,Liquid,ABZCkl,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCCCCCn1cc[n+](C)c1,1-octyl-3-methyl-1H-imidazol-3-ium 2-(4-isobutylphenyl)propanoate,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water
yQZys,0.289,0.3016,87,298.15,1006.74,Shekaari et al. (2019d),Density,Liquid,ABZCkl,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCCCCCn1cc[n+](C)c1,1-octyl-3-methyl-1H-imidazol-3-ium 2-(4-isobutylphenyl)propanoate,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water
yQZys,0.289,0.3779,87,298.15,1008.76,Shekaari et al. (2019d),Density,Liquid,ABZCkl,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCCCCCn1cc[n+](C)c1,1-octyl-3-methyl-1H-imidazol-3-ium 2-(4-isobutylphenyl)propanoate,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water
yQZys,0.289,0.4511,87,298.15,1010.7,Shekaari et al. (2019d),Density,Liquid,ABZCkl,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCCCCCn1cc[n+](C)c1,1-octyl-3-methyl-1H-imidazol-3-ium 2-(4-isobutylphenyl)propanoate,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water
