setid,"Temperature, K",Mole fraction of ammonium isothiocyanate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
XPCRe,313.15,0,100,1106.5,Bastos et al. (2015),Density,Liquid,AAOhEc,[N-]=C=S.[NH4+],ammonium isothiocyanate,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
XPCRe,313.15,0.039,100,1106.7,Bastos et al. (2015),Density,Liquid,AAOhEc,[N-]=C=S.[NH4+],ammonium isothiocyanate,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
XPCRe,313.15,0.099,100,1107.8,Bastos et al. (2015),Density,Liquid,AAOhEc,[N-]=C=S.[NH4+],ammonium isothiocyanate,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
XPCRe,313.15,0.1395,100,1107,Bastos et al. (2015),Density,Liquid,AAOhEc,[N-]=C=S.[NH4+],ammonium isothiocyanate,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
XPCRe,318.15,0,100,1103.6,Bastos et al. (2015),Density,Liquid,AAOhEc,[N-]=C=S.[NH4+],ammonium isothiocyanate,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
XPCRe,318.15,0.039,100,1103.8,Bastos et al. (2015),Density,Liquid,AAOhEc,[N-]=C=S.[NH4+],ammonium isothiocyanate,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
XPCRe,318.15,0.099,100,1104.9,Bastos et al. (2015),Density,Liquid,AAOhEc,[N-]=C=S.[NH4+],ammonium isothiocyanate,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
XPCRe,318.15,0.1395,100,1104,Bastos et al. (2015),Density,Liquid,AAOhEc,[N-]=C=S.[NH4+],ammonium isothiocyanate,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
XPCRe,323.15,0,100,1100.6,Bastos et al. (2015),Density,Liquid,AAOhEc,[N-]=C=S.[NH4+],ammonium isothiocyanate,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
XPCRe,323.15,0.039,100,1100.9,Bastos et al. (2015),Density,Liquid,AAOhEc,[N-]=C=S.[NH4+],ammonium isothiocyanate,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
XPCRe,323.15,0.099,100,1102,Bastos et al. (2015),Density,Liquid,AAOhEc,[N-]=C=S.[NH4+],ammonium isothiocyanate,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
XPCRe,323.15,0.1395,100,1101.2,Bastos et al. (2015),Density,Liquid,AAOhEc,[N-]=C=S.[NH4+],ammonium isothiocyanate,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
XPCRe,328.15,0,100,1097.7,Bastos et al. (2015),Density,Liquid,AAOhEc,[N-]=C=S.[NH4+],ammonium isothiocyanate,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
XPCRe,328.15,0.039,100,1098,Bastos et al. (2015),Density,Liquid,AAOhEc,[N-]=C=S.[NH4+],ammonium isothiocyanate,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
XPCRe,328.15,0.099,100,1099.1,Bastos et al. (2015),Density,Liquid,AAOhEc,[N-]=C=S.[NH4+],ammonium isothiocyanate,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
XPCRe,328.15,0.1395,100,1098.4,Bastos et al. (2015),Density,Liquid,AAOhEc,[N-]=C=S.[NH4+],ammonium isothiocyanate,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
XPCRe,333.15,0,100,1094.8,Bastos et al. (2015),Density,Liquid,AAOhEc,[N-]=C=S.[NH4+],ammonium isothiocyanate,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
XPCRe,333.15,0.039,100,1095,Bastos et al. (2015),Density,Liquid,AAOhEc,[N-]=C=S.[NH4+],ammonium isothiocyanate,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
XPCRe,333.15,0.099,100,1096.2,Bastos et al. (2015),Density,Liquid,AAOhEc,[N-]=C=S.[NH4+],ammonium isothiocyanate,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
XPCRe,333.15,0.1395,100,1095.5,Bastos et al. (2015),Density,Liquid,AAOhEc,[N-]=C=S.[NH4+],ammonium isothiocyanate,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
XPCRe,338.15,0,100,1091.9,Bastos et al. (2015),Density,Liquid,AAOhEc,[N-]=C=S.[NH4+],ammonium isothiocyanate,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
XPCRe,338.15,0.039,100,1092,Bastos et al. (2015),Density,Liquid,AAOhEc,[N-]=C=S.[NH4+],ammonium isothiocyanate,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
XPCRe,338.15,0.099,100,1093.4,Bastos et al. (2015),Density,Liquid,AAOhEc,[N-]=C=S.[NH4+],ammonium isothiocyanate,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
XPCRe,338.15,0.1395,100,1092.6,Bastos et al. (2015),Density,Liquid,AAOhEc,[N-]=C=S.[NH4+],ammonium isothiocyanate,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
XPCRe,343.15,0,100,1088.9,Bastos et al. (2015),Density,Liquid,AAOhEc,[N-]=C=S.[NH4+],ammonium isothiocyanate,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
XPCRe,343.15,0.039,100,1089,Bastos et al. (2015),Density,Liquid,AAOhEc,[N-]=C=S.[NH4+],ammonium isothiocyanate,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
XPCRe,343.15,0.099,100,1090.5,Bastos et al. (2015),Density,Liquid,AAOhEc,[N-]=C=S.[NH4+],ammonium isothiocyanate,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
XPCRe,343.15,0.1395,100,1089.9,Bastos et al. (2015),Density,Liquid,AAOhEc,[N-]=C=S.[NH4+],ammonium isothiocyanate,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
XPCRe,348.15,0,100,1085.8,Bastos et al. (2015),Density,Liquid,AAOhEc,[N-]=C=S.[NH4+],ammonium isothiocyanate,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
XPCRe,348.15,0.039,100,1085.9,Bastos et al. (2015),Density,Liquid,AAOhEc,[N-]=C=S.[NH4+],ammonium isothiocyanate,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
XPCRe,348.15,0.099,100,1087.6,Bastos et al. (2015),Density,Liquid,AAOhEc,[N-]=C=S.[NH4+],ammonium isothiocyanate,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
XPCRe,348.15,0.1395,100,1087.1,Bastos et al. (2015),Density,Liquid,AAOhEc,[N-]=C=S.[NH4+],ammonium isothiocyanate,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
XPCRe,353.15,0,100,1082.6,Bastos et al. (2015),Density,Liquid,AAOhEc,[N-]=C=S.[NH4+],ammonium isothiocyanate,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
XPCRe,353.15,0.039,100,1082.7,Bastos et al. (2015),Density,Liquid,AAOhEc,[N-]=C=S.[NH4+],ammonium isothiocyanate,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
XPCRe,353.15,0.099,100,1084.7,Bastos et al. (2015),Density,Liquid,AAOhEc,[N-]=C=S.[NH4+],ammonium isothiocyanate,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
XPCRe,353.15,0.1395,100,1084.2,Bastos et al. (2015),Density,Liquid,AAOhEc,[N-]=C=S.[NH4+],ammonium isothiocyanate,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
