setid,"Temperature, K","MolaLity of 1-butyl-1-methylpyrrolidinium tetrafluoroborate, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
NvBCx,293.15,0.4503,100,810.5,Sahin and Ayranci (2019),Density,Liquid,AAsCNC,CCCC[N+]1(C)CCCC1.F[B-](F)(F)F,1-butyl-1-methylpyrrolidinium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
NvBCx,293.15,0.5,100,813.3,Sahin and Ayranci (2019),Density,Liquid,AAsCNC,CCCC[N+]1(C)CCCC1.F[B-](F)(F)F,1-butyl-1-methylpyrrolidinium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
NvBCx,298.15,0,100,776.8,Sahin and Ayranci (2019),Density,Liquid,AAsCNC,CCCC[N+]1(C)CCCC1.F[B-](F)(F)F,1-butyl-1-methylpyrrolidinium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
NvBCx,298.15,0.05,100,780.2,Sahin and Ayranci (2019),Density,Liquid,AAsCNC,CCCC[N+]1(C)CCCC1.F[B-](F)(F)F,1-butyl-1-methylpyrrolidinium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
NvBCx,298.15,0.1002,100,783.5,Sahin and Ayranci (2019),Density,Liquid,AAsCNC,CCCC[N+]1(C)CCCC1.F[B-](F)(F)F,1-butyl-1-methylpyrrolidinium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
NvBCx,298.15,0.1498,100,786.8,Sahin and Ayranci (2019),Density,Liquid,AAsCNC,CCCC[N+]1(C)CCCC1.F[B-](F)(F)F,1-butyl-1-methylpyrrolidinium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
NvBCx,298.15,0.1999,100,790.1,Sahin and Ayranci (2019),Density,Liquid,AAsCNC,CCCC[N+]1(C)CCCC1.F[B-](F)(F)F,1-butyl-1-methylpyrrolidinium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
NvBCx,298.15,0.2502,100,793.2,Sahin and Ayranci (2019),Density,Liquid,AAsCNC,CCCC[N+]1(C)CCCC1.F[B-](F)(F)F,1-butyl-1-methylpyrrolidinium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
NvBCx,298.15,0.2999,100,796.3,Sahin and Ayranci (2019),Density,Liquid,AAsCNC,CCCC[N+]1(C)CCCC1.F[B-](F)(F)F,1-butyl-1-methylpyrrolidinium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
NvBCx,298.15,0.3503,100,799.5,Sahin and Ayranci (2019),Density,Liquid,AAsCNC,CCCC[N+]1(C)CCCC1.F[B-](F)(F)F,1-butyl-1-methylpyrrolidinium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
NvBCx,298.15,0.4,100,802.4,Sahin and Ayranci (2019),Density,Liquid,AAsCNC,CCCC[N+]1(C)CCCC1.F[B-](F)(F)F,1-butyl-1-methylpyrrolidinium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
NvBCx,298.15,0.4503,100,805.4,Sahin and Ayranci (2019),Density,Liquid,AAsCNC,CCCC[N+]1(C)CCCC1.F[B-](F)(F)F,1-butyl-1-methylpyrrolidinium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
NvBCx,298.15,0.5,100,808.3,Sahin and Ayranci (2019),Density,Liquid,AAsCNC,CCCC[N+]1(C)CCCC1.F[B-](F)(F)F,1-butyl-1-methylpyrrolidinium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
NvBCx,303.15,0,100,771.3,Sahin and Ayranci (2019),Density,Liquid,AAsCNC,CCCC[N+]1(C)CCCC1.F[B-](F)(F)F,1-butyl-1-methylpyrrolidinium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
NvBCx,303.15,0.05,100,774.8,Sahin and Ayranci (2019),Density,Liquid,AAsCNC,CCCC[N+]1(C)CCCC1.F[B-](F)(F)F,1-butyl-1-methylpyrrolidinium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
NvBCx,303.15,0.1002,100,778.1,Sahin and Ayranci (2019),Density,Liquid,AAsCNC,CCCC[N+]1(C)CCCC1.F[B-](F)(F)F,1-butyl-1-methylpyrrolidinium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
NvBCx,303.15,0.1498,100,781.5,Sahin and Ayranci (2019),Density,Liquid,AAsCNC,CCCC[N+]1(C)CCCC1.F[B-](F)(F)F,1-butyl-1-methylpyrrolidinium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
NvBCx,303.15,0.1999,100,784.7,Sahin and Ayranci (2019),Density,Liquid,AAsCNC,CCCC[N+]1(C)CCCC1.F[B-](F)(F)F,1-butyl-1-methylpyrrolidinium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
NvBCx,303.15,0.2502,100,787.9,Sahin and Ayranci (2019),Density,Liquid,AAsCNC,CCCC[N+]1(C)CCCC1.F[B-](F)(F)F,1-butyl-1-methylpyrrolidinium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
NvBCx,303.15,0.2999,100,791,Sahin and Ayranci (2019),Density,Liquid,AAsCNC,CCCC[N+]1(C)CCCC1.F[B-](F)(F)F,1-butyl-1-methylpyrrolidinium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
NvBCx,303.15,0.3503,100,794.2,Sahin and Ayranci (2019),Density,Liquid,AAsCNC,CCCC[N+]1(C)CCCC1.F[B-](F)(F)F,1-butyl-1-methylpyrrolidinium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
NvBCx,303.15,0.4,100,797.2,Sahin and Ayranci (2019),Density,Liquid,AAsCNC,CCCC[N+]1(C)CCCC1.F[B-](F)(F)F,1-butyl-1-methylpyrrolidinium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
NvBCx,303.15,0.4503,100,800.2,Sahin and Ayranci (2019),Density,Liquid,AAsCNC,CCCC[N+]1(C)CCCC1.F[B-](F)(F)F,1-butyl-1-methylpyrrolidinium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
NvBCx,303.15,0.5,100,803.2,Sahin and Ayranci (2019),Density,Liquid,AAsCNC,CCCC[N+]1(C)CCCC1.F[B-](F)(F)F,1-butyl-1-methylpyrrolidinium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
NvBCx,308.15,0,100,765.9,Sahin and Ayranci (2019),Density,Liquid,AAsCNC,CCCC[N+]1(C)CCCC1.F[B-](F)(F)F,1-butyl-1-methylpyrrolidinium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
NvBCx,308.15,0.05,100,769.3,Sahin and Ayranci (2019),Density,Liquid,AAsCNC,CCCC[N+]1(C)CCCC1.F[B-](F)(F)F,1-butyl-1-methylpyrrolidinium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
NvBCx,308.15,0.1002,100,772.7,Sahin and Ayranci (2019),Density,Liquid,AAsCNC,CCCC[N+]1(C)CCCC1.F[B-](F)(F)F,1-butyl-1-methylpyrrolidinium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
NvBCx,308.15,0.1498,100,776,Sahin and Ayranci (2019),Density,Liquid,AAsCNC,CCCC[N+]1(C)CCCC1.F[B-](F)(F)F,1-butyl-1-methylpyrrolidinium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
NvBCx,308.15,0.1999,100,779.3,Sahin and Ayranci (2019),Density,Liquid,AAsCNC,CCCC[N+]1(C)CCCC1.F[B-](F)(F)F,1-butyl-1-methylpyrrolidinium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
NvBCx,308.15,0.2502,100,782.5,Sahin and Ayranci (2019),Density,Liquid,AAsCNC,CCCC[N+]1(C)CCCC1.F[B-](F)(F)F,1-butyl-1-methylpyrrolidinium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
NvBCx,308.15,0.2999,100,785.7,Sahin and Ayranci (2019),Density,Liquid,AAsCNC,CCCC[N+]1(C)CCCC1.F[B-](F)(F)F,1-butyl-1-methylpyrrolidinium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
NvBCx,308.15,0.3503,100,788.9,Sahin and Ayranci (2019),Density,Liquid,AAsCNC,CCCC[N+]1(C)CCCC1.F[B-](F)(F)F,1-butyl-1-methylpyrrolidinium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
NvBCx,308.15,0.4,100,791.9,Sahin and Ayranci (2019),Density,Liquid,AAsCNC,CCCC[N+]1(C)CCCC1.F[B-](F)(F)F,1-butyl-1-methylpyrrolidinium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
NvBCx,308.15,0.4503,100,795,Sahin and Ayranci (2019),Density,Liquid,AAsCNC,CCCC[N+]1(C)CCCC1.F[B-](F)(F)F,1-butyl-1-methylpyrrolidinium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
NvBCx,308.15,0.5,100,798,Sahin and Ayranci (2019),Density,Liquid,AAsCNC,CCCC[N+]1(C)CCCC1.F[B-](F)(F)F,1-butyl-1-methylpyrrolidinium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
