setid,"Temperature, K","MolaLity of dodecyltrimethylammonium bromide, mol/kg","Pressure, kPa","Solvent: MolaLity of tetrapropylammonium acetate, mol/kg","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
poXAL,298.15,0,100,0.01,997.555,Kaur and Chauhan (2020),Density,Liquid,AAvKaT,CC(=O)[O-].CCC[N+](CCC)(CCC)CCC,tetrapropylammonium acetate,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
poXAL,298.15,0.003,100,0.01,997.681,Kaur and Chauhan (2020),Density,Liquid,AAvKaT,CC(=O)[O-].CCC[N+](CCC)(CCC)CCC,tetrapropylammonium acetate,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
poXAL,298.15,0.006,100,0.01,997.764,Kaur and Chauhan (2020),Density,Liquid,AAvKaT,CC(=O)[O-].CCC[N+](CCC)(CCC)CCC,tetrapropylammonium acetate,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
poXAL,298.15,0.009,100,0.01,997.861,Kaur and Chauhan (2020),Density,Liquid,AAvKaT,CC(=O)[O-].CCC[N+](CCC)(CCC)CCC,tetrapropylammonium acetate,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
poXAL,298.15,0.012,100,0.01,997.962,Kaur and Chauhan (2020),Density,Liquid,AAvKaT,CC(=O)[O-].CCC[N+](CCC)(CCC)CCC,tetrapropylammonium acetate,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
poXAL,298.15,0.015,100,0.01,998.053,Kaur and Chauhan (2020),Density,Liquid,AAvKaT,CC(=O)[O-].CCC[N+](CCC)(CCC)CCC,tetrapropylammonium acetate,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
poXAL,298.15,0.018,100,0.01,998.149,Kaur and Chauhan (2020),Density,Liquid,AAvKaT,CC(=O)[O-].CCC[N+](CCC)(CCC)CCC,tetrapropylammonium acetate,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
poXAL,298.15,0.021,100,0.01,998.233,Kaur and Chauhan (2020),Density,Liquid,AAvKaT,CC(=O)[O-].CCC[N+](CCC)(CCC)CCC,tetrapropylammonium acetate,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
poXAL,298.15,0.024,100,0.01,998.305,Kaur and Chauhan (2020),Density,Liquid,AAvKaT,CC(=O)[O-].CCC[N+](CCC)(CCC)CCC,tetrapropylammonium acetate,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
poXAL,298.15,0.027,100,0.01,998.391,Kaur and Chauhan (2020),Density,Liquid,AAvKaT,CC(=O)[O-].CCC[N+](CCC)(CCC)CCC,tetrapropylammonium acetate,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
poXAL,298.15,0.03,100,0.01,998.476,Kaur and Chauhan (2020),Density,Liquid,AAvKaT,CC(=O)[O-].CCC[N+](CCC)(CCC)CCC,tetrapropylammonium acetate,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
poXAL,303.15,0,100,0.01,996.043,Kaur and Chauhan (2020),Density,Liquid,AAvKaT,CC(=O)[O-].CCC[N+](CCC)(CCC)CCC,tetrapropylammonium acetate,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
poXAL,303.15,0.003,100,0.01,996.178,Kaur and Chauhan (2020),Density,Liquid,AAvKaT,CC(=O)[O-].CCC[N+](CCC)(CCC)CCC,tetrapropylammonium acetate,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
poXAL,303.15,0.006,100,0.01,996.219,Kaur and Chauhan (2020),Density,Liquid,AAvKaT,CC(=O)[O-].CCC[N+](CCC)(CCC)CCC,tetrapropylammonium acetate,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
poXAL,303.15,0.009,100,0.01,996.272,Kaur and Chauhan (2020),Density,Liquid,AAvKaT,CC(=O)[O-].CCC[N+](CCC)(CCC)CCC,tetrapropylammonium acetate,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
poXAL,303.15,0.012,100,0.01,996.32,Kaur and Chauhan (2020),Density,Liquid,AAvKaT,CC(=O)[O-].CCC[N+](CCC)(CCC)CCC,tetrapropylammonium acetate,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
poXAL,303.15,0.015,100,0.01,996.369,Kaur and Chauhan (2020),Density,Liquid,AAvKaT,CC(=O)[O-].CCC[N+](CCC)(CCC)CCC,tetrapropylammonium acetate,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
poXAL,303.15,0.018,100,0.01,996.405,Kaur and Chauhan (2020),Density,Liquid,AAvKaT,CC(=O)[O-].CCC[N+](CCC)(CCC)CCC,tetrapropylammonium acetate,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
poXAL,303.15,0.021,100,0.01,996.446,Kaur and Chauhan (2020),Density,Liquid,AAvKaT,CC(=O)[O-].CCC[N+](CCC)(CCC)CCC,tetrapropylammonium acetate,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
poXAL,303.15,0.024,100,0.01,996.484,Kaur and Chauhan (2020),Density,Liquid,AAvKaT,CC(=O)[O-].CCC[N+](CCC)(CCC)CCC,tetrapropylammonium acetate,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
poXAL,303.15,0.027,100,0.01,996.526,Kaur and Chauhan (2020),Density,Liquid,AAvKaT,CC(=O)[O-].CCC[N+](CCC)(CCC)CCC,tetrapropylammonium acetate,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
poXAL,303.15,0.03,100,0.01,996.58,Kaur and Chauhan (2020),Density,Liquid,AAvKaT,CC(=O)[O-].CCC[N+](CCC)(CCC)CCC,tetrapropylammonium acetate,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
poXAL,308.15,0,100,0.01,994.468,Kaur and Chauhan (2020),Density,Liquid,AAvKaT,CC(=O)[O-].CCC[N+](CCC)(CCC)CCC,tetrapropylammonium acetate,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
poXAL,308.15,0.003,100,0.01,994.531,Kaur and Chauhan (2020),Density,Liquid,AAvKaT,CC(=O)[O-].CCC[N+](CCC)(CCC)CCC,tetrapropylammonium acetate,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
poXAL,308.15,0.006,100,0.01,994.59,Kaur and Chauhan (2020),Density,Liquid,AAvKaT,CC(=O)[O-].CCC[N+](CCC)(CCC)CCC,tetrapropylammonium acetate,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
poXAL,308.15,0.009,100,0.01,994.638,Kaur and Chauhan (2020),Density,Liquid,AAvKaT,CC(=O)[O-].CCC[N+](CCC)(CCC)CCC,tetrapropylammonium acetate,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
poXAL,308.15,0.012,100,0.01,994.688,Kaur and Chauhan (2020),Density,Liquid,AAvKaT,CC(=O)[O-].CCC[N+](CCC)(CCC)CCC,tetrapropylammonium acetate,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
poXAL,308.15,0.015,100,0.01,994.73,Kaur and Chauhan (2020),Density,Liquid,AAvKaT,CC(=O)[O-].CCC[N+](CCC)(CCC)CCC,tetrapropylammonium acetate,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
poXAL,308.15,0.018,100,0.01,994.766,Kaur and Chauhan (2020),Density,Liquid,AAvKaT,CC(=O)[O-].CCC[N+](CCC)(CCC)CCC,tetrapropylammonium acetate,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
poXAL,308.15,0.021,100,0.01,994.804,Kaur and Chauhan (2020),Density,Liquid,AAvKaT,CC(=O)[O-].CCC[N+](CCC)(CCC)CCC,tetrapropylammonium acetate,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
poXAL,308.15,0.024,100,0.01,994.839,Kaur and Chauhan (2020),Density,Liquid,AAvKaT,CC(=O)[O-].CCC[N+](CCC)(CCC)CCC,tetrapropylammonium acetate,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
poXAL,308.15,0.027,100,0.01,994.877,Kaur and Chauhan (2020),Density,Liquid,AAvKaT,CC(=O)[O-].CCC[N+](CCC)(CCC)CCC,tetrapropylammonium acetate,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
poXAL,308.15,0.03,100,0.01,994.908,Kaur and Chauhan (2020),Density,Liquid,AAvKaT,CC(=O)[O-].CCC[N+](CCC)(CCC)CCC,tetrapropylammonium acetate,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
poXAL,313.15,0,100,0.01,992.646,Kaur and Chauhan (2020),Density,Liquid,AAvKaT,CC(=O)[O-].CCC[N+](CCC)(CCC)CCC,tetrapropylammonium acetate,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
poXAL,313.15,0.003,100,0.01,992.707,Kaur and Chauhan (2020),Density,Liquid,AAvKaT,CC(=O)[O-].CCC[N+](CCC)(CCC)CCC,tetrapropylammonium acetate,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
poXAL,313.15,0.006,100,0.01,992.756,Kaur and Chauhan (2020),Density,Liquid,AAvKaT,CC(=O)[O-].CCC[N+](CCC)(CCC)CCC,tetrapropylammonium acetate,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
poXAL,313.15,0.009,100,0.01,992.779,Kaur and Chauhan (2020),Density,Liquid,AAvKaT,CC(=O)[O-].CCC[N+](CCC)(CCC)CCC,tetrapropylammonium acetate,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
poXAL,313.15,0.012,100,0.01,992.803,Kaur and Chauhan (2020),Density,Liquid,AAvKaT,CC(=O)[O-].CCC[N+](CCC)(CCC)CCC,tetrapropylammonium acetate,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
poXAL,313.15,0.015,100,0.01,992.842,Kaur and Chauhan (2020),Density,Liquid,AAvKaT,CC(=O)[O-].CCC[N+](CCC)(CCC)CCC,tetrapropylammonium acetate,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
poXAL,313.15,0.018,100,0.01,992.862,Kaur and Chauhan (2020),Density,Liquid,AAvKaT,CC(=O)[O-].CCC[N+](CCC)(CCC)CCC,tetrapropylammonium acetate,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
poXAL,313.15,0.021,100,0.01,992.905,Kaur and Chauhan (2020),Density,Liquid,AAvKaT,CC(=O)[O-].CCC[N+](CCC)(CCC)CCC,tetrapropylammonium acetate,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
poXAL,313.15,0.024,100,0.01,992.965,Kaur and Chauhan (2020),Density,Liquid,AAvKaT,CC(=O)[O-].CCC[N+](CCC)(CCC)CCC,tetrapropylammonium acetate,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
poXAL,313.15,0.027,100,0.01,992.993,Kaur and Chauhan (2020),Density,Liquid,AAvKaT,CC(=O)[O-].CCC[N+](CCC)(CCC)CCC,tetrapropylammonium acetate,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
poXAL,313.15,0.03,100,0.01,993.054,Kaur and Chauhan (2020),Density,Liquid,AAvKaT,CC(=O)[O-].CCC[N+](CCC)(CCC)CCC,tetrapropylammonium acetate,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
poXAL,318.15,0,100,0.01,990.539,Kaur and Chauhan (2020),Density,Liquid,AAvKaT,CC(=O)[O-].CCC[N+](CCC)(CCC)CCC,tetrapropylammonium acetate,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
poXAL,318.15,0.003,100,0.01,990.605,Kaur and Chauhan (2020),Density,Liquid,AAvKaT,CC(=O)[O-].CCC[N+](CCC)(CCC)CCC,tetrapropylammonium acetate,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
poXAL,318.15,0.006,100,0.01,990.654,Kaur and Chauhan (2020),Density,Liquid,AAvKaT,CC(=O)[O-].CCC[N+](CCC)(CCC)CCC,tetrapropylammonium acetate,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
poXAL,318.15,0.009,100,0.01,990.698,Kaur and Chauhan (2020),Density,Liquid,AAvKaT,CC(=O)[O-].CCC[N+](CCC)(CCC)CCC,tetrapropylammonium acetate,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
poXAL,318.15,0.012,100,0.01,990.714,Kaur and Chauhan (2020),Density,Liquid,AAvKaT,CC(=O)[O-].CCC[N+](CCC)(CCC)CCC,tetrapropylammonium acetate,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
poXAL,318.15,0.015,100,0.01,990.751,Kaur and Chauhan (2020),Density,Liquid,AAvKaT,CC(=O)[O-].CCC[N+](CCC)(CCC)CCC,tetrapropylammonium acetate,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
poXAL,318.15,0.018,100,0.01,990.784,Kaur and Chauhan (2020),Density,Liquid,AAvKaT,CC(=O)[O-].CCC[N+](CCC)(CCC)CCC,tetrapropylammonium acetate,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
poXAL,318.15,0.021,100,0.01,990.802,Kaur and Chauhan (2020),Density,Liquid,AAvKaT,CC(=O)[O-].CCC[N+](CCC)(CCC)CCC,tetrapropylammonium acetate,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
poXAL,318.15,0.024,100,0.01,990.843,Kaur and Chauhan (2020),Density,Liquid,AAvKaT,CC(=O)[O-].CCC[N+](CCC)(CCC)CCC,tetrapropylammonium acetate,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
poXAL,318.15,0.027,100,0.01,990.879,Kaur and Chauhan (2020),Density,Liquid,AAvKaT,CC(=O)[O-].CCC[N+](CCC)(CCC)CCC,tetrapropylammonium acetate,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
poXAL,318.15,0.03,100,0.01,990.896,Kaur and Chauhan (2020),Density,Liquid,AAvKaT,CC(=O)[O-].CCC[N+](CCC)(CCC)CCC,tetrapropylammonium acetate,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
