setid,"Temperature, K","MolaLity of benzyldimethylammonium hexanoate, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
nsPyw,308.15,0.12389,101,934.112,Keshapolla et al. (2014),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAwRYL,CCCCCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium hexanoate,,,
nsPyw,308.15,0.17109,101,933.951,Keshapolla et al. (2014),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAwRYL,CCCCCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium hexanoate,,,
nsPyw,308.15,0.24805,101,934.125,Keshapolla et al. (2014),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAwRYL,CCCCCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium hexanoate,,,
nsPyw,308.15,0.27577,101,933.653,Keshapolla et al. (2014),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAwRYL,CCCCCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium hexanoate,,,
nsPyw,308.15,0.34076,101,933.838,Keshapolla et al. (2014),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAwRYL,CCCCCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium hexanoate,,,
nsPyw,308.15,0.39868,101,933.512,Keshapolla et al. (2014),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAwRYL,CCCCCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium hexanoate,,,
nsPyw,308.15,0.45074,101,933.396,Keshapolla et al. (2014),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAwRYL,CCCCCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium hexanoate,,,
nsPyw,313.15,0.07436,101,929.435,Keshapolla et al. (2014),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAwRYL,CCCCCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium hexanoate,,,
nsPyw,313.15,0.12389,101,929.334,Keshapolla et al. (2014),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAwRYL,CCCCCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium hexanoate,,,
nsPyw,313.15,0.17109,101,929.18,Keshapolla et al. (2014),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAwRYL,CCCCCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium hexanoate,,,
nsPyw,313.15,0.24805,101,929.358,Keshapolla et al. (2014),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAwRYL,CCCCCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium hexanoate,,,
nsPyw,313.15,0.27577,101,928.887,Keshapolla et al. (2014),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAwRYL,CCCCCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium hexanoate,,,
nsPyw,313.15,0.34076,101,929.077,Keshapolla et al. (2014),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAwRYL,CCCCCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium hexanoate,,,
nsPyw,313.15,0.39868,101,928.752,Keshapolla et al. (2014),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAwRYL,CCCCCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium hexanoate,,,
nsPyw,313.15,0.45074,101,928.637,Keshapolla et al. (2014),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAwRYL,CCCCCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium hexanoate,,,
nsPyw,318.15,0.07436,101,924.637,Keshapolla et al. (2014),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAwRYL,CCCCCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium hexanoate,,,
nsPyw,318.15,0.12389,101,924.543,Keshapolla et al. (2014),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAwRYL,CCCCCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium hexanoate,,,
nsPyw,318.15,0.17109,101,924.384,Keshapolla et al. (2014),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAwRYL,CCCCCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium hexanoate,,,
nsPyw,318.15,0.24805,101,924.578,Keshapolla et al. (2014),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAwRYL,CCCCCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium hexanoate,,,
nsPyw,318.15,0.27577,101,924.112,Keshapolla et al. (2014),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAwRYL,CCCCCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium hexanoate,,,
nsPyw,318.15,0.34076,101,924.303,Keshapolla et al. (2014),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAwRYL,CCCCCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium hexanoate,,,
nsPyw,318.15,0.39868,101,923.982,Keshapolla et al. (2014),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAwRYL,CCCCCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium hexanoate,,,
nsPyw,318.15,0.45074,101,923.87,Keshapolla et al. (2014),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAwRYL,CCCCCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium hexanoate,,,
nsPyw,323.15,0.07436,101,919.828,Keshapolla et al. (2014),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAwRYL,CCCCCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium hexanoate,,,
nsPyw,323.15,0.12389,101,919.739,Keshapolla et al. (2014),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAwRYL,CCCCCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium hexanoate,,,
nsPyw,323.15,0.17109,101,919.588,Keshapolla et al. (2014),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAwRYL,CCCCCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium hexanoate,,,
nsPyw,323.15,0.24805,101,919.788,Keshapolla et al. (2014),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAwRYL,CCCCCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium hexanoate,,,
nsPyw,323.15,0.27577,101,919.325,Keshapolla et al. (2014),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAwRYL,CCCCCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium hexanoate,,,
nsPyw,323.15,0.34076,101,919.522,Keshapolla et al. (2014),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAwRYL,CCCCCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium hexanoate,,,
nsPyw,323.15,0.39868,101,919.203,Keshapolla et al. (2014),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAwRYL,CCCCCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium hexanoate,,,
nsPyw,323.15,0.45074,101,919.094,Keshapolla et al. (2014),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAwRYL,CCCCCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium hexanoate,,,
nsPyw,328.15,0.07436,101,915.005,Keshapolla et al. (2014),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAwRYL,CCCCCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium hexanoate,,,
nsPyw,328.15,0.12389,101,914.926,Keshapolla et al. (2014),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAwRYL,CCCCCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium hexanoate,,,
nsPyw,328.15,0.17109,101,914.777,Keshapolla et al. (2014),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAwRYL,CCCCCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium hexanoate,,,
nsPyw,328.15,0.24805,101,914.985,Keshapolla et al. (2014),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAwRYL,CCCCCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium hexanoate,,,
nsPyw,328.15,0.27577,101,914.529,Keshapolla et al. (2014),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAwRYL,CCCCCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium hexanoate,,,
nsPyw,328.15,0.34076,101,914.726,Keshapolla et al. (2014),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAwRYL,CCCCCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium hexanoate,,,
nsPyw,328.15,0.39868,101,914.415,Keshapolla et al. (2014),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAwRYL,CCCCCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium hexanoate,,,
nsPyw,328.15,0.45074,101,914.308,Keshapolla et al. (2014),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAwRYL,CCCCCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium hexanoate,,,
