setid,"MolaLity of lithium bis((trifluoromethyl)sulfonyl)amide, mol/kg","Pressure, kPa","Temperature, K","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
BEHYU,0.1696,101,298.15,1022,Perron et al. (1997),Density,Liquid,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,AADYJk,O,water,,,
BEHYU,0.2183,101,298.15,1028.4,Perron et al. (1997),Density,Liquid,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,AADYJk,O,water,,,
BEHYU,0.2293,101,298.15,1029.8,Perron et al. (1997),Density,Liquid,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,AADYJk,O,water,,,
BEHYU,0.2462,101,298.15,1032,Perron et al. (1997),Density,Liquid,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,AADYJk,O,water,,,
BEHYU,0.2894,101,298.15,1037.7,Perron et al. (1997),Density,Liquid,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,AADYJk,O,water,,,
BEHYU,0.3242,101,298.15,1042.2,Perron et al. (1997),Density,Liquid,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,AADYJk,O,water,,,
BEHYU,0.3242,101,298.15,1042.2,Perron et al. (1997),Density,Liquid,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,AADYJk,O,water,,,
BEHYU,0.3565,101,298.15,1046.3,Perron et al. (1997),Density,Liquid,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,AADYJk,O,water,,,
BEHYU,0.3795,101,298.15,1049.2,Perron et al. (1997),Density,Liquid,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,AADYJk,O,water,,,
BEHYU,0.4015,101,298.15,1052,Perron et al. (1997),Density,Liquid,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,AADYJk,O,water,,,
BEHYU,0.4294,101,298.15,1055.6,Perron et al. (1997),Density,Liquid,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,AADYJk,O,water,,,
BEHYU,0.4413,101,298.15,1057,Perron et al. (1997),Density,Liquid,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,AADYJk,O,water,,,
BEHYU,0.4604,101,298.15,1059.4,Perron et al. (1997),Density,Liquid,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,AADYJk,O,water,,,
BEHYU,0.4881,101,298.15,1062.9,Perron et al. (1997),Density,Liquid,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,AADYJk,O,water,,,
BEHYU,0.54,101,298.15,1069.3,Perron et al. (1997),Density,Liquid,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,AADYJk,O,water,,,
BEHYU,0.679,101,298.15,1086.4,Perron et al. (1997),Density,Liquid,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,AADYJk,O,water,,,
BEHYU,0.803,101,298.15,1101.1,Perron et al. (1997),Density,Liquid,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,AADYJk,O,water,,,
BEHYU,0.917,101,298.15,1114.3,Perron et al. (1997),Density,Liquid,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,AADYJk,O,water,,,
BEHYU,1.0619,101,298.15,1130.8,Perron et al. (1997),Density,Liquid,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,AADYJk,O,water,,,
BEHYU,1.1888,101,298.15,1144.8,Perron et al. (1997),Density,Liquid,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,AADYJk,O,water,,,
BEHYU,1.3483,101,298.15,1161.8,Perron et al. (1997),Density,Liquid,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,AADYJk,O,water,,,
BEHYU,1.4498,101,298.15,1172.4,Perron et al. (1997),Density,Liquid,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,AADYJk,O,water,,,
BEHYU,1.4808,101,298.15,1175.5,Perron et al. (1997),Density,Liquid,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,AADYJk,O,water,,,
BEHYU,1.5613,101,298.15,1183.7,Perron et al. (1997),Density,Liquid,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,AADYJk,O,water,,,
BEHYU,1.6561,101,298.15,1193.1,Perron et al. (1997),Density,Liquid,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,AADYJk,O,water,,,
BEHYU,1.6665,101,298.15,1194.1,Perron et al. (1997),Density,Liquid,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,AADYJk,O,water,,,
BEHYU,1.7838,101,298.15,1205.4,Perron et al. (1997),Density,Liquid,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,AADYJk,O,water,,,
BEHYU,1.805,101,298.15,1207.4,Perron et al. (1997),Density,Liquid,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,AADYJk,O,water,,,
BEHYU,1.9122,101,298.15,1217.4,Perron et al. (1997),Density,Liquid,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,AADYJk,O,water,,,
BEHYU,1.9147,101,298.15,1217.7,Perron et al. (1997),Density,Liquid,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,AADYJk,O,water,,,
BEHYU,1.987,101,298.15,1224.3,Perron et al. (1997),Density,Liquid,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,AADYJk,O,water,,,
BEHYU,2.0574,101,298.15,1230.6,Perron et al. (1997),Density,Liquid,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,AADYJk,O,water,,,
BEHYU,2.0583,101,298.15,1230.7,Perron et al. (1997),Density,Liquid,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,AADYJk,O,water,,,
BEHYU,2.1678,101,298.15,1240.3,Perron et al. (1997),Density,Liquid,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,AADYJk,O,water,,,
BEHYU,2.2049,101,298.15,1243.4,Perron et al. (1997),Density,Liquid,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,AADYJk,O,water,,,
BEHYU,2.3339,101,298.15,1254.3,Perron et al. (1997),Density,Liquid,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,AADYJk,O,water,,,
BEHYU,2.3922,101,298.15,1259.1,Perron et al. (1997),Density,Liquid,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,AADYJk,O,water,,,
BEHYU,2.5258,101,298.15,1269.7,Perron et al. (1997),Density,Liquid,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,AADYJk,O,water,,,
BEHYU,2.5701,101,298.15,1273.1,Perron et al. (1997),Density,Liquid,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,AADYJk,O,water,,,
BEHYU,2.7509,101,298.15,1286.7,Perron et al. (1997),Density,Liquid,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,AADYJk,O,water,,,
BEHYU,2.7735,101,298.15,1288.3,Perron et al. (1997),Density,Liquid,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,AADYJk,O,water,,,
BEHYU,2.9926,101,298.15,1303.7,Perron et al. (1997),Density,Liquid,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,AADYJk,O,water,,,
BEHYU,3.3034,101,298.15,1323.5,Perron et al. (1997),Density,Liquid,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,AADYJk,O,water,,,
BEHYU,3.6386,101,298.15,1342.5,Perron et al. (1997),Density,Liquid,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,AADYJk,O,water,,,
BEHYU,4.0164,101,298.15,1370.5,Perron et al. (1997),Density,Liquid,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,AADYJk,O,water,,,
BEHYU,4.4709,101,298.15,1390,Perron et al. (1997),Density,Liquid,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,AADYJk,O,water,,,
BEHYU,5.128,101,298.15,1417,Perron et al. (1997),Density,Liquid,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,AADYJk,O,water,,,
BEHYU,5.8,101,298.15,1443.3,Perron et al. (1997),Density,Liquid,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,AADYJk,O,water,,,
BEHYU,6.877,101,298.15,1482.5,Perron et al. (1997),Density,Liquid,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,AADYJk,O,water,,,
BEHYU,8.726,101,298.15,1541.4,Perron et al. (1997),Density,Liquid,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,AADYJk,O,water,,,
BEHYU,12.71,101,298.15,1632.3,Perron et al. (1997),Density,Liquid,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,AADYJk,O,water,,,
BEHYU,19.11,101,298.15,1675,Perron et al. (1997),Density,Liquid,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,AADYJk,O,water,,,
