setid,"Temperature, K","MolaLity of 1-methyl-3-pentylimidazolium acetate, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
lWKON,313.15,0.3919,100,997.4,Tong et al. (2018),Density,Liquid,AAoqkI,CC(=O)[O-].CCCCCn1cc[n+](C)c1,1-methyl-3-pentylimidazolium acetate,AADYJk,O,water,,,
lWKON,313.15,0.448,100,998.1,Tong et al. (2018),Density,Liquid,AAoqkI,CC(=O)[O-].CCCCCn1cc[n+](C)c1,1-methyl-3-pentylimidazolium acetate,AADYJk,O,water,,,
lWKON,313.15,0.5032,100,998.7,Tong et al. (2018),Density,Liquid,AAoqkI,CC(=O)[O-].CCCCCn1cc[n+](C)c1,1-methyl-3-pentylimidazolium acetate,AADYJk,O,water,,,
lWKON,318.15,0,100,990.2,Tong et al. (2018),Density,Liquid,AAoqkI,CC(=O)[O-].CCCCCn1cc[n+](C)c1,1-methyl-3-pentylimidazolium acetate,AADYJk,O,water,,,
lWKON,318.15,0.0113,100,990.8,Tong et al. (2018),Density,Liquid,AAoqkI,CC(=O)[O-].CCCCCn1cc[n+](C)c1,1-methyl-3-pentylimidazolium acetate,AADYJk,O,water,,,
lWKON,318.15,0.0167,100,990.9,Tong et al. (2018),Density,Liquid,AAoqkI,CC(=O)[O-].CCCCCn1cc[n+](C)c1,1-methyl-3-pentylimidazolium acetate,AADYJk,O,water,,,
lWKON,318.15,0.0278,100,991,Tong et al. (2018),Density,Liquid,AAoqkI,CC(=O)[O-].CCCCCn1cc[n+](C)c1,1-methyl-3-pentylimidazolium acetate,AADYJk,O,water,,,
lWKON,318.15,0.0448,100,991.1,Tong et al. (2018),Density,Liquid,AAoqkI,CC(=O)[O-].CCCCCn1cc[n+](C)c1,1-methyl-3-pentylimidazolium acetate,AADYJk,O,water,,,
lWKON,318.15,0.1117,100,992,Tong et al. (2018),Density,Liquid,AAoqkI,CC(=O)[O-].CCCCCn1cc[n+](C)c1,1-methyl-3-pentylimidazolium acetate,AADYJk,O,water,,,
lWKON,318.15,0.1681,100,992.6,Tong et al. (2018),Density,Liquid,AAoqkI,CC(=O)[O-].CCCCCn1cc[n+](C)c1,1-methyl-3-pentylimidazolium acetate,AADYJk,O,water,,,
lWKON,318.15,0.2233,100,993.3,Tong et al. (2018),Density,Liquid,AAoqkI,CC(=O)[O-].CCCCCn1cc[n+](C)c1,1-methyl-3-pentylimidazolium acetate,AADYJk,O,water,,,
lWKON,318.15,0.2831,100,994,Tong et al. (2018),Density,Liquid,AAoqkI,CC(=O)[O-].CCCCCn1cc[n+](C)c1,1-methyl-3-pentylimidazolium acetate,AADYJk,O,water,,,
lWKON,318.15,0.3358,100,994.7,Tong et al. (2018),Density,Liquid,AAoqkI,CC(=O)[O-].CCCCCn1cc[n+](C)c1,1-methyl-3-pentylimidazolium acetate,AADYJk,O,water,,,
lWKON,318.15,0.3919,100,995.3,Tong et al. (2018),Density,Liquid,AAoqkI,CC(=O)[O-].CCCCCn1cc[n+](C)c1,1-methyl-3-pentylimidazolium acetate,AADYJk,O,water,,,
lWKON,318.15,0.448,100,996,Tong et al. (2018),Density,Liquid,AAoqkI,CC(=O)[O-].CCCCCn1cc[n+](C)c1,1-methyl-3-pentylimidazolium acetate,AADYJk,O,water,,,
lWKON,318.15,0.5032,100,996.6,Tong et al. (2018),Density,Liquid,AAoqkI,CC(=O)[O-].CCCCCn1cc[n+](C)c1,1-methyl-3-pentylimidazolium acetate,AADYJk,O,water,,,
