setid,"Temperature, K","MolaLity of 1-butyl-3-methylimidazolium dicyanamide, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
EaYNK,293.15,1.7841,101.3,850.52,Calvar et al. (2012c),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
EaYNK,293.15,2.0221,101.3,856.61,Calvar et al. (2012c),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
EaYNK,293.15,2.5189,101.3,868.38,Calvar et al. (2012c),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
EaYNK,293.15,3.0136,101.3,878.91,Calvar et al. (2012c),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
EaYNK,293.15,3.5529,101.3,889.91,Calvar et al. (2012c),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
EaYNK,308.15,0.0497,101.3,775.35,Calvar et al. (2012c),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
EaYNK,308.15,0.1012,101.3,777.9,Calvar et al. (2012c),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
EaYNK,308.15,0.1541,101.3,780.44,Calvar et al. (2012c),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
EaYNK,308.15,0.2003,101.3,782.61,Calvar et al. (2012c),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
EaYNK,308.15,0.2521,101.3,784.94,Calvar et al. (2012c),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
EaYNK,308.15,0.5105,101.3,796.04,Calvar et al. (2012c),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
EaYNK,308.15,0.7616,101.3,805.84,Calvar et al. (2012c),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
EaYNK,308.15,1.0164,101.3,815.02,Calvar et al. (2012c),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
EaYNK,308.15,1.2635,101.3,823.26,Calvar et al. (2012c),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
EaYNK,308.15,1.5234,101.3,831.36,Calvar et al. (2012c),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
EaYNK,308.15,1.7841,101.3,838.97,Calvar et al. (2012c),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
EaYNK,308.15,2.0221,101.3,845.16,Calvar et al. (2012c),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
EaYNK,308.15,2.5189,101.3,857.09,Calvar et al. (2012c),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
EaYNK,308.15,3.0136,101.3,867.77,Calvar et al. (2012c),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
EaYNK,308.15,3.5529,101.3,878.92,Calvar et al. (2012c),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
EaYNK,323.15,0.0497,101.3,761.85,Calvar et al. (2012c),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
EaYNK,323.15,0.1012,101.3,764.5,Calvar et al. (2012c),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
EaYNK,323.15,0.1541,101.3,767.13,Calvar et al. (2012c),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
EaYNK,323.15,0.2003,101.3,769.37,Calvar et al. (2012c),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
EaYNK,323.15,0.2521,101.3,771.79,Calvar et al. (2012c),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
EaYNK,323.15,0.5105,101.3,783.22,Calvar et al. (2012c),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
EaYNK,323.15,0.7616,101.3,793.27,Calvar et al. (2012c),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
EaYNK,323.15,1.0164,101.3,802.67,Calvar et al. (2012c),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
EaYNK,323.15,1.2635,101.3,811.1,Calvar et al. (2012c),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
EaYNK,323.15,1.5234,101.3,819.36,Calvar et al. (2012c),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
EaYNK,323.15,1.7841,101.3,827.12,Calvar et al. (2012c),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
EaYNK,323.15,2.0221,101.3,833.43,Calvar et al. (2012c),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
EaYNK,323.15,2.5189,101.3,845.59,Calvar et al. (2012c),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
EaYNK,323.15,3.0136,101.3,856.45,Calvar et al. (2012c),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
EaYNK,323.15,3.5529,101.3,867.79,Calvar et al. (2012c),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
