setid,"Temperature, K",Mole fraction of toluene,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
BBdfe,298.15,0.0994,100,1426.89,Warmiska and Cichowska-Kopczyska (2020),Density,Liquid,AARlpN,Cc1ccccc1,toluene,ABcDLM,CCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butylpyridinium bis[(trifluoromethyl)sulfonyl]imide,,,
BBdfe,298.15,0.2022,100,1401.73,Warmiska and Cichowska-Kopczyska (2020),Density,Liquid,AARlpN,Cc1ccccc1,toluene,ABcDLM,CCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butylpyridinium bis[(trifluoromethyl)sulfonyl]imide,,,
BBdfe,298.15,0.2939,100,1375.82,Warmiska and Cichowska-Kopczyska (2020),Density,Liquid,AARlpN,Cc1ccccc1,toluene,ABcDLM,CCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butylpyridinium bis[(trifluoromethyl)sulfonyl]imide,,,
BBdfe,298.15,0.3972,100,1341.45,Warmiska and Cichowska-Kopczyska (2020),Density,Liquid,AARlpN,Cc1ccccc1,toluene,ABcDLM,CCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butylpyridinium bis[(trifluoromethyl)sulfonyl]imide,,,
BBdfe,298.15,0.5025,100,1299.38,Warmiska and Cichowska-Kopczyska (2020),Density,Liquid,AARlpN,Cc1ccccc1,toluene,ABcDLM,CCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butylpyridinium bis[(trifluoromethyl)sulfonyl]imide,,,
BBdfe,298.15,0.6068,100,1247.65,Warmiska and Cichowska-Kopczyska (2020),Density,Liquid,AARlpN,Cc1ccccc1,toluene,ABcDLM,CCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butylpyridinium bis[(trifluoromethyl)sulfonyl]imide,,,
BBdfe,298.15,0.7033,100,1187.09,Warmiska and Cichowska-Kopczyska (2020),Density,Liquid,AARlpN,Cc1ccccc1,toluene,ABcDLM,CCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butylpyridinium bis[(trifluoromethyl)sulfonyl]imide,,,
BBdfe,298.15,1,100,862.2,Warmiska and Cichowska-Kopczyska (2020),Density,Liquid,AARlpN,Cc1ccccc1,toluene,ABcDLM,CCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butylpyridinium bis[(trifluoromethyl)sulfonyl]imide,,,
BBdfe,303.15,0,100,1443.37,Warmiska and Cichowska-Kopczyska (2020),Density,Liquid,AARlpN,Cc1ccccc1,toluene,ABcDLM,CCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butylpyridinium bis[(trifluoromethyl)sulfonyl]imide,,,
BBdfe,303.15,0.0994,100,1422.15,Warmiska and Cichowska-Kopczyska (2020),Density,Liquid,AARlpN,Cc1ccccc1,toluene,ABcDLM,CCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butylpyridinium bis[(trifluoromethyl)sulfonyl]imide,,,
BBdfe,303.15,0.2022,100,1397.05,Warmiska and Cichowska-Kopczyska (2020),Density,Liquid,AARlpN,Cc1ccccc1,toluene,ABcDLM,CCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butylpyridinium bis[(trifluoromethyl)sulfonyl]imide,,,
BBdfe,303.15,0.2939,100,1371.14,Warmiska and Cichowska-Kopczyska (2020),Density,Liquid,AARlpN,Cc1ccccc1,toluene,ABcDLM,CCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butylpyridinium bis[(trifluoromethyl)sulfonyl]imide,,,
BBdfe,303.15,0.3972,100,1336.77,Warmiska and Cichowska-Kopczyska (2020),Density,Liquid,AARlpN,Cc1ccccc1,toluene,ABcDLM,CCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butylpyridinium bis[(trifluoromethyl)sulfonyl]imide,,,
BBdfe,303.15,0.5025,100,1294.69,Warmiska and Cichowska-Kopczyska (2020),Density,Liquid,AARlpN,Cc1ccccc1,toluene,ABcDLM,CCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butylpyridinium bis[(trifluoromethyl)sulfonyl]imide,,,
BBdfe,303.15,0.6068,100,1242.94,Warmiska and Cichowska-Kopczyska (2020),Density,Liquid,AARlpN,Cc1ccccc1,toluene,ABcDLM,CCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butylpyridinium bis[(trifluoromethyl)sulfonyl]imide,,,
BBdfe,303.15,0.7033,100,1182.3,Warmiska and Cichowska-Kopczyska (2020),Density,Liquid,AARlpN,Cc1ccccc1,toluene,ABcDLM,CCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butylpyridinium bis[(trifluoromethyl)sulfonyl]imide,,,
BBdfe,303.15,1,100,857.54,Warmiska and Cichowska-Kopczyska (2020),Density,Liquid,AARlpN,Cc1ccccc1,toluene,ABcDLM,CCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butylpyridinium bis[(trifluoromethyl)sulfonyl]imide,,,
BBdfe,308.15,0,100,1438.7,Warmiska and Cichowska-Kopczyska (2020),Density,Liquid,AARlpN,Cc1ccccc1,toluene,ABcDLM,CCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butylpyridinium bis[(trifluoromethyl)sulfonyl]imide,,,
BBdfe,308.15,0.0994,100,1417.43,Warmiska and Cichowska-Kopczyska (2020),Density,Liquid,AARlpN,Cc1ccccc1,toluene,ABcDLM,CCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butylpyridinium bis[(trifluoromethyl)sulfonyl]imide,,,
BBdfe,308.15,0.2022,100,1392.38,Warmiska and Cichowska-Kopczyska (2020),Density,Liquid,AARlpN,Cc1ccccc1,toluene,ABcDLM,CCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butylpyridinium bis[(trifluoromethyl)sulfonyl]imide,,,
BBdfe,308.15,0.2939,100,1366.47,Warmiska and Cichowska-Kopczyska (2020),Density,Liquid,AARlpN,Cc1ccccc1,toluene,ABcDLM,CCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butylpyridinium bis[(trifluoromethyl)sulfonyl]imide,,,
BBdfe,308.15,0.3972,100,1332.11,Warmiska and Cichowska-Kopczyska (2020),Density,Liquid,AARlpN,Cc1ccccc1,toluene,ABcDLM,CCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butylpyridinium bis[(trifluoromethyl)sulfonyl]imide,,,
BBdfe,308.15,0.5025,100,1290.01,Warmiska and Cichowska-Kopczyska (2020),Density,Liquid,AARlpN,Cc1ccccc1,toluene,ABcDLM,CCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butylpyridinium bis[(trifluoromethyl)sulfonyl]imide,,,
BBdfe,308.15,0.6068,100,1238.22,Warmiska and Cichowska-Kopczyska (2020),Density,Liquid,AARlpN,Cc1ccccc1,toluene,ABcDLM,CCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butylpyridinium bis[(trifluoromethyl)sulfonyl]imide,,,
BBdfe,308.15,0.7033,100,1177.56,Warmiska and Cichowska-Kopczyska (2020),Density,Liquid,AARlpN,Cc1ccccc1,toluene,ABcDLM,CCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butylpyridinium bis[(trifluoromethyl)sulfonyl]imide,,,
BBdfe,308.15,1,100,852.85,Warmiska and Cichowska-Kopczyska (2020),Density,Liquid,AARlpN,Cc1ccccc1,toluene,ABcDLM,CCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butylpyridinium bis[(trifluoromethyl)sulfonyl]imide,,,
BBdfe,313.15,0,100,1434.05,Warmiska and Cichowska-Kopczyska (2020),Density,Liquid,AARlpN,Cc1ccccc1,toluene,ABcDLM,CCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butylpyridinium bis[(trifluoromethyl)sulfonyl]imide,,,
BBdfe,313.15,0.0994,100,1412.73,Warmiska and Cichowska-Kopczyska (2020),Density,Liquid,AARlpN,Cc1ccccc1,toluene,ABcDLM,CCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butylpyridinium bis[(trifluoromethyl)sulfonyl]imide,,,
BBdfe,313.15,0.2022,100,1387.73,Warmiska and Cichowska-Kopczyska (2020),Density,Liquid,AARlpN,Cc1ccccc1,toluene,ABcDLM,CCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butylpyridinium bis[(trifluoromethyl)sulfonyl]imide,,,
BBdfe,313.15,0.2939,100,1361.83,Warmiska and Cichowska-Kopczyska (2020),Density,Liquid,AARlpN,Cc1ccccc1,toluene,ABcDLM,CCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butylpyridinium bis[(trifluoromethyl)sulfonyl]imide,,,
BBdfe,313.15,0.3972,100,1327.46,Warmiska and Cichowska-Kopczyska (2020),Density,Liquid,AARlpN,Cc1ccccc1,toluene,ABcDLM,CCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butylpyridinium bis[(trifluoromethyl)sulfonyl]imide,,,
BBdfe,313.15,0.5025,100,1285.33,Warmiska and Cichowska-Kopczyska (2020),Density,Liquid,AARlpN,Cc1ccccc1,toluene,ABcDLM,CCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butylpyridinium bis[(trifluoromethyl)sulfonyl]imide,,,
BBdfe,313.15,0.6068,100,1233.53,Warmiska and Cichowska-Kopczyska (2020),Density,Liquid,AARlpN,Cc1ccccc1,toluene,ABcDLM,CCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butylpyridinium bis[(trifluoromethyl)sulfonyl]imide,,,
BBdfe,313.15,0.7033,100,1172.83,Warmiska and Cichowska-Kopczyska (2020),Density,Liquid,AARlpN,Cc1ccccc1,toluene,ABcDLM,CCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butylpyridinium bis[(trifluoromethyl)sulfonyl]imide,,,
BBdfe,313.15,1,100,848.16,Warmiska and Cichowska-Kopczyska (2020),Density,Liquid,AARlpN,Cc1ccccc1,toluene,ABcDLM,CCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butylpyridinium bis[(trifluoromethyl)sulfonyl]imide,,,
