setid,"Temperature, K","MolaLity of 1-heptyl-3-methylimidazolium bromide, mol/kg","Pressure, kPa","MolaLity of sodium dihydrogen citrate, mol/kg","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
ybUiT,293.15,0.0057,101.3,0.1,1009.72,Sadeghi et al. (2010a),Density,Liquid,AADYJk,O,water,AApJqz,O=C(O)CC(O)(CC(=O)O)C(=O)[O-].[Na+],sodium dihydrogen citrate,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide
ybUiT,293.15,0.0074,101.3,0.1,1009.79,Sadeghi et al. (2010a),Density,Liquid,AADYJk,O,water,AApJqz,O=C(O)CC(O)(CC(=O)O)C(=O)[O-].[Na+],sodium dihydrogen citrate,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide
ybUiT,293.15,0.0095,101.3,0.1,1009.89,Sadeghi et al. (2010a),Density,Liquid,AADYJk,O,water,AApJqz,O=C(O)CC(O)(CC(=O)O)C(=O)[O-].[Na+],sodium dihydrogen citrate,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide
ybUiT,293.15,0.0152,101.3,0.1,1010.15,Sadeghi et al. (2010a),Density,Liquid,AADYJk,O,water,AApJqz,O=C(O)CC(O)(CC(=O)O)C(=O)[O-].[Na+],sodium dihydrogen citrate,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide
ybUiT,293.15,0.03,101.3,0.1,1010.82,Sadeghi et al. (2010a),Density,Liquid,AADYJk,O,water,AApJqz,O=C(O)CC(O)(CC(=O)O)C(=O)[O-].[Na+],sodium dihydrogen citrate,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide
ybUiT,293.15,0.0385,101.3,0.1,1011.2,Sadeghi et al. (2010a),Density,Liquid,AADYJk,O,water,AApJqz,O=C(O)CC(O)(CC(=O)O)C(=O)[O-].[Na+],sodium dihydrogen citrate,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide
ybUiT,293.15,0.0563,101.3,0.1,1011.99,Sadeghi et al. (2010a),Density,Liquid,AADYJk,O,water,AApJqz,O=C(O)CC(O)(CC(=O)O)C(=O)[O-].[Na+],sodium dihydrogen citrate,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide
ybUiT,293.15,0.0771,101.3,0.1,1012.92,Sadeghi et al. (2010a),Density,Liquid,AADYJk,O,water,AApJqz,O=C(O)CC(O)(CC(=O)O)C(=O)[O-].[Na+],sodium dihydrogen citrate,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide
ybUiT,293.15,0.096,101.3,0.1,1013.75,Sadeghi et al. (2010a),Density,Liquid,AADYJk,O,water,AApJqz,O=C(O)CC(O)(CC(=O)O)C(=O)[O-].[Na+],sodium dihydrogen citrate,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide
ybUiT,293.15,0.1154,101.3,0.1,1014.59,Sadeghi et al. (2010a),Density,Liquid,AADYJk,O,water,AApJqz,O=C(O)CC(O)(CC(=O)O)C(=O)[O-].[Na+],sodium dihydrogen citrate,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide
ybUiT,293.15,0.1354,101.3,0.1,1015.46,Sadeghi et al. (2010a),Density,Liquid,AADYJk,O,water,AApJqz,O=C(O)CC(O)(CC(=O)O)C(=O)[O-].[Na+],sodium dihydrogen citrate,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide
ybUiT,293.15,0.1548,101.3,0.1,1016.3,Sadeghi et al. (2010a),Density,Liquid,AADYJk,O,water,AApJqz,O=C(O)CC(O)(CC(=O)O)C(=O)[O-].[Na+],sodium dihydrogen citrate,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide
ybUiT,293.15,0.1737,101.3,0.1,1017.1,Sadeghi et al. (2010a),Density,Liquid,AADYJk,O,water,AApJqz,O=C(O)CC(O)(CC(=O)O)C(=O)[O-].[Na+],sodium dihydrogen citrate,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide
ybUiT,298.15,0,101.3,0.1,1008.16,Sadeghi et al. (2010a),Density,Liquid,AADYJk,O,water,AApJqz,O=C(O)CC(O)(CC(=O)O)C(=O)[O-].[Na+],sodium dihydrogen citrate,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide
ybUiT,298.15,0.0037,101.3,0.1,1008.32,Sadeghi et al. (2010a),Density,Liquid,AADYJk,O,water,AApJqz,O=C(O)CC(O)(CC(=O)O)C(=O)[O-].[Na+],sodium dihydrogen citrate,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide
ybUiT,298.15,0.0057,101.3,0.1,1008.41,Sadeghi et al. (2010a),Density,Liquid,AADYJk,O,water,AApJqz,O=C(O)CC(O)(CC(=O)O)C(=O)[O-].[Na+],sodium dihydrogen citrate,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide
ybUiT,298.15,0.0074,101.3,0.1,1008.49,Sadeghi et al. (2010a),Density,Liquid,AADYJk,O,water,AApJqz,O=C(O)CC(O)(CC(=O)O)C(=O)[O-].[Na+],sodium dihydrogen citrate,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide
ybUiT,298.15,0.0095,101.3,0.1,1008.58,Sadeghi et al. (2010a),Density,Liquid,AADYJk,O,water,AApJqz,O=C(O)CC(O)(CC(=O)O)C(=O)[O-].[Na+],sodium dihydrogen citrate,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide
ybUiT,298.15,0.0152,101.3,0.1,1008.84,Sadeghi et al. (2010a),Density,Liquid,AADYJk,O,water,AApJqz,O=C(O)CC(O)(CC(=O)O)C(=O)[O-].[Na+],sodium dihydrogen citrate,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide
ybUiT,298.15,0.03,101.3,0.1,1009.49,Sadeghi et al. (2010a),Density,Liquid,AADYJk,O,water,AApJqz,O=C(O)CC(O)(CC(=O)O)C(=O)[O-].[Na+],sodium dihydrogen citrate,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide
ybUiT,298.15,0.0385,101.3,0.1,1009.86,Sadeghi et al. (2010a),Density,Liquid,AADYJk,O,water,AApJqz,O=C(O)CC(O)(CC(=O)O)C(=O)[O-].[Na+],sodium dihydrogen citrate,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide
ybUiT,298.15,0.0563,101.3,0.1,1010.64,Sadeghi et al. (2010a),Density,Liquid,AADYJk,O,water,AApJqz,O=C(O)CC(O)(CC(=O)O)C(=O)[O-].[Na+],sodium dihydrogen citrate,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide
ybUiT,298.15,0.0771,101.3,0.1,1011.55,Sadeghi et al. (2010a),Density,Liquid,AADYJk,O,water,AApJqz,O=C(O)CC(O)(CC(=O)O)C(=O)[O-].[Na+],sodium dihydrogen citrate,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide
ybUiT,298.15,0.096,101.3,0.1,1012.36,Sadeghi et al. (2010a),Density,Liquid,AADYJk,O,water,AApJqz,O=C(O)CC(O)(CC(=O)O)C(=O)[O-].[Na+],sodium dihydrogen citrate,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide
ybUiT,298.15,0.1154,101.3,0.1,1013.19,Sadeghi et al. (2010a),Density,Liquid,AADYJk,O,water,AApJqz,O=C(O)CC(O)(CC(=O)O)C(=O)[O-].[Na+],sodium dihydrogen citrate,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide
ybUiT,298.15,0.1354,101.3,0.1,1014.03,Sadeghi et al. (2010a),Density,Liquid,AADYJk,O,water,AApJqz,O=C(O)CC(O)(CC(=O)O)C(=O)[O-].[Na+],sodium dihydrogen citrate,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide
ybUiT,298.15,0.1548,101.3,0.1,1014.85,Sadeghi et al. (2010a),Density,Liquid,AADYJk,O,water,AApJqz,O=C(O)CC(O)(CC(=O)O)C(=O)[O-].[Na+],sodium dihydrogen citrate,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide
ybUiT,298.15,0.1737,101.3,0.1,1015.64,Sadeghi et al. (2010a),Density,Liquid,AADYJk,O,water,AApJqz,O=C(O)CC(O)(CC(=O)O)C(=O)[O-].[Na+],sodium dihydrogen citrate,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide
ybUiT,303.15,0,101.3,0.1,1006.64,Sadeghi et al. (2010a),Density,Liquid,AADYJk,O,water,AApJqz,O=C(O)CC(O)(CC(=O)O)C(=O)[O-].[Na+],sodium dihydrogen citrate,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide
ybUiT,303.15,0.0037,101.3,0.1,1006.8,Sadeghi et al. (2010a),Density,Liquid,AADYJk,O,water,AApJqz,O=C(O)CC(O)(CC(=O)O)C(=O)[O-].[Na+],sodium dihydrogen citrate,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide
ybUiT,303.15,0.0057,101.3,0.1,1006.89,Sadeghi et al. (2010a),Density,Liquid,AADYJk,O,water,AApJqz,O=C(O)CC(O)(CC(=O)O)C(=O)[O-].[Na+],sodium dihydrogen citrate,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide
ybUiT,303.15,0.0074,101.3,0.1,1006.96,Sadeghi et al. (2010a),Density,Liquid,AADYJk,O,water,AApJqz,O=C(O)CC(O)(CC(=O)O)C(=O)[O-].[Na+],sodium dihydrogen citrate,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide
ybUiT,303.15,0.0095,101.3,0.1,1007.05,Sadeghi et al. (2010a),Density,Liquid,AADYJk,O,water,AApJqz,O=C(O)CC(O)(CC(=O)O)C(=O)[O-].[Na+],sodium dihydrogen citrate,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide
ybUiT,303.15,0.0152,101.3,0.1,1007.3,Sadeghi et al. (2010a),Density,Liquid,AADYJk,O,water,AApJqz,O=C(O)CC(O)(CC(=O)O)C(=O)[O-].[Na+],sodium dihydrogen citrate,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide
ybUiT,303.15,0.03,101.3,0.1,1007.94,Sadeghi et al. (2010a),Density,Liquid,AADYJk,O,water,AApJqz,O=C(O)CC(O)(CC(=O)O)C(=O)[O-].[Na+],sodium dihydrogen citrate,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide
ybUiT,303.15,0.0385,101.3,0.1,1008.31,Sadeghi et al. (2010a),Density,Liquid,AADYJk,O,water,AApJqz,O=C(O)CC(O)(CC(=O)O)C(=O)[O-].[Na+],sodium dihydrogen citrate,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide
ybUiT,303.15,0.0563,101.3,0.1,1009.07,Sadeghi et al. (2010a),Density,Liquid,AADYJk,O,water,AApJqz,O=C(O)CC(O)(CC(=O)O)C(=O)[O-].[Na+],sodium dihydrogen citrate,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide
ybUiT,303.15,0.0771,101.3,0.1,1009.96,Sadeghi et al. (2010a),Density,Liquid,AADYJk,O,water,AApJqz,O=C(O)CC(O)(CC(=O)O)C(=O)[O-].[Na+],sodium dihydrogen citrate,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide
ybUiT,303.15,0.096,101.3,0.1,1010.76,Sadeghi et al. (2010a),Density,Liquid,AADYJk,O,water,AApJqz,O=C(O)CC(O)(CC(=O)O)C(=O)[O-].[Na+],sodium dihydrogen citrate,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide
ybUiT,303.15,0.1154,101.3,0.1,1011.57,Sadeghi et al. (2010a),Density,Liquid,AADYJk,O,water,AApJqz,O=C(O)CC(O)(CC(=O)O)C(=O)[O-].[Na+],sodium dihydrogen citrate,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide
ybUiT,303.15,0.1354,101.3,0.1,1012.4,Sadeghi et al. (2010a),Density,Liquid,AADYJk,O,water,AApJqz,O=C(O)CC(O)(CC(=O)O)C(=O)[O-].[Na+],sodium dihydrogen citrate,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide
ybUiT,303.15,0.1548,101.3,0.1,1013.2,Sadeghi et al. (2010a),Density,Liquid,AADYJk,O,water,AApJqz,O=C(O)CC(O)(CC(=O)O)C(=O)[O-].[Na+],sodium dihydrogen citrate,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide
ybUiT,303.15,0.1737,101.3,0.1,1013.97,Sadeghi et al. (2010a),Density,Liquid,AADYJk,O,water,AApJqz,O=C(O)CC(O)(CC(=O)O)C(=O)[O-].[Na+],sodium dihydrogen citrate,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide
ybUiT,308.15,0,101.3,0.1,1004.91,Sadeghi et al. (2010a),Density,Liquid,AADYJk,O,water,AApJqz,O=C(O)CC(O)(CC(=O)O)C(=O)[O-].[Na+],sodium dihydrogen citrate,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide
ybUiT,308.15,0.0037,101.3,0.1,1005.07,Sadeghi et al. (2010a),Density,Liquid,AADYJk,O,water,AApJqz,O=C(O)CC(O)(CC(=O)O)C(=O)[O-].[Na+],sodium dihydrogen citrate,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide
ybUiT,308.15,0.0057,101.3,0.1,1005.16,Sadeghi et al. (2010a),Density,Liquid,AADYJk,O,water,AApJqz,O=C(O)CC(O)(CC(=O)O)C(=O)[O-].[Na+],sodium dihydrogen citrate,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide
ybUiT,308.15,0.0074,101.3,0.1,1005.23,Sadeghi et al. (2010a),Density,Liquid,AADYJk,O,water,AApJqz,O=C(O)CC(O)(CC(=O)O)C(=O)[O-].[Na+],sodium dihydrogen citrate,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide
ybUiT,308.15,0.0095,101.3,0.1,1005.32,Sadeghi et al. (2010a),Density,Liquid,AADYJk,O,water,AApJqz,O=C(O)CC(O)(CC(=O)O)C(=O)[O-].[Na+],sodium dihydrogen citrate,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide
ybUiT,308.15,0.0152,101.3,0.1,1005.57,Sadeghi et al. (2010a),Density,Liquid,AADYJk,O,water,AApJqz,O=C(O)CC(O)(CC(=O)O)C(=O)[O-].[Na+],sodium dihydrogen citrate,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide
ybUiT,308.15,0.03,101.3,0.1,1006.19,Sadeghi et al. (2010a),Density,Liquid,AADYJk,O,water,AApJqz,O=C(O)CC(O)(CC(=O)O)C(=O)[O-].[Na+],sodium dihydrogen citrate,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide
ybUiT,308.15,0.0385,101.3,0.1,1006.55,Sadeghi et al. (2010a),Density,Liquid,AADYJk,O,water,AApJqz,O=C(O)CC(O)(CC(=O)O)C(=O)[O-].[Na+],sodium dihydrogen citrate,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide
ybUiT,308.15,0.0563,101.3,0.1,1007.3,Sadeghi et al. (2010a),Density,Liquid,AADYJk,O,water,AApJqz,O=C(O)CC(O)(CC(=O)O)C(=O)[O-].[Na+],sodium dihydrogen citrate,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide
ybUiT,308.15,0.0771,101.3,0.1,1008.17,Sadeghi et al. (2010a),Density,Liquid,AADYJk,O,water,AApJqz,O=C(O)CC(O)(CC(=O)O)C(=O)[O-].[Na+],sodium dihydrogen citrate,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide
ybUiT,308.15,0.096,101.3,0.1,1008.95,Sadeghi et al. (2010a),Density,Liquid,AADYJk,O,water,AApJqz,O=C(O)CC(O)(CC(=O)O)C(=O)[O-].[Na+],sodium dihydrogen citrate,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide
ybUiT,308.15,0.1154,101.3,0.1,1009.75,Sadeghi et al. (2010a),Density,Liquid,AADYJk,O,water,AApJqz,O=C(O)CC(O)(CC(=O)O)C(=O)[O-].[Na+],sodium dihydrogen citrate,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide
ybUiT,308.15,0.1354,101.3,0.1,1010.56,Sadeghi et al. (2010a),Density,Liquid,AADYJk,O,water,AApJqz,O=C(O)CC(O)(CC(=O)O)C(=O)[O-].[Na+],sodium dihydrogen citrate,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide
ybUiT,308.15,0.1548,101.3,0.1,1011.35,Sadeghi et al. (2010a),Density,Liquid,AADYJk,O,water,AApJqz,O=C(O)CC(O)(CC(=O)O)C(=O)[O-].[Na+],sodium dihydrogen citrate,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide
ybUiT,308.15,0.1737,101.3,0.1,1012.11,Sadeghi et al. (2010a),Density,Liquid,AADYJk,O,water,AApJqz,O=C(O)CC(O)(CC(=O)O)C(=O)[O-].[Na+],sodium dihydrogen citrate,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide
