setid,"Temperature, K","Pressure, kPa",Mole fraction of acetophenone,"Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
wOWws,348.15,40000,0.2995,1363.7,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,348.15,40000,0.4002,1338.4,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,348.15,40000,0.5003,1308.2,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,348.15,40000,0.6014,1271.3,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,348.15,40000,0.7002,1226.7,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,348.15,40000,0.8003,1170.8,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,348.15,40000,0.9,1099.2,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,348.15,45000,0.1001,1406.6,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,348.15,45000,0.2301,1382.1,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,348.15,45000,0.2995,1366.9,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,348.15,45000,0.4002,1341.6,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,348.15,45000,0.5003,1311.3,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,348.15,45000,0.6014,1274.4,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,348.15,45000,0.7002,1229.7,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,348.15,45000,0.8003,1173.7,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,348.15,45000,0.9,1102.1,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,348.15,50000,0.1001,1409.8,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,348.15,50000,0.2301,1385.3,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,348.15,50000,0.2995,1370.1,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,348.15,50000,0.4002,1344.7,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,348.15,50000,0.5003,1314.5,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,348.15,50000,0.6014,1277.5,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,348.15,50000,0.7002,1232.7,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,348.15,50000,0.8003,1176.6,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,348.15,50000,0.9,1104.9,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
