setid,"Temperature, K","Pressure, kPa",Mole fraction of acetophenone,"Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
wOWws,298.15,10000,0.2301,1401.5,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,298.15,10000,0.2995,1386.5,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,298.15,10000,0.4002,1361.1,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,298.15,10000,0.5003,1331,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,298.15,10000,0.6014,1294.3,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,298.15,10000,0.7002,1250,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,298.15,10000,0.8003,1193.9,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,298.15,10000,0.9,1122.3,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,298.15,15000,0.1001,1429.7,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,298.15,15000,0.2301,1404.8,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,298.15,15000,0.2995,1389.7,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,298.15,15000,0.4002,1364.3,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,298.15,15000,0.5003,1334.2,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,298.15,15000,0.6014,1297.3,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,298.15,15000,0.7002,1252.9,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,298.15,15000,0.8003,1196.7,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,298.15,15000,0.9,1125.2,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,298.15,20000,0.1001,1433.2,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,298.15,20000,0.2301,1408.2,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,298.15,20000,0.2995,1393,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,298.15,20000,0.4002,1367.6,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,298.15,20000,0.5003,1337.3,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,298.15,20000,0.6014,1300.4,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,298.15,20000,0.7002,1255.7,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,298.15,20000,0.8003,1199.6,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,298.15,20000,0.9,1127.9,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,298.15,25000,0.1001,1436.3,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,298.15,25000,0.2301,1411.2,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,298.15,25000,0.2995,1396,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,298.15,25000,0.4002,1370.4,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,298.15,25000,0.5003,1340.2,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,298.15,25000,0.6014,1303.2,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,298.15,25000,0.7002,1258.6,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,298.15,25000,0.8003,1202.2,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,298.15,25000,0.9,1130.5,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,298.15,30000,0.1001,1439.6,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,298.15,30000,0.2301,1414.4,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,298.15,30000,0.2995,1399.1,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,298.15,30000,0.4002,1373.5,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,298.15,30000,0.5003,1343.2,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,298.15,30000,0.6014,1306.1,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,298.15,30000,0.7002,1261.3,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,298.15,30000,0.8003,1204.9,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,298.15,30000,0.9,1133.2,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,298.15,35000,0.1001,1442.7,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,298.15,35000,0.2301,1417.4,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,298.15,35000,0.2995,1402.1,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,298.15,35000,0.4002,1376.3,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,298.15,35000,0.5003,1346,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,298.15,35000,0.6014,1308.9,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,298.15,35000,0.7002,1264.2,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,298.15,35000,0.8003,1207.6,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,298.15,35000,0.9,1135.8,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,298.15,40000,0.1001,1445.7,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,298.15,40000,0.2301,1420.2,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,298.15,40000,0.2995,1404.9,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,298.15,40000,0.4002,1379.2,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,298.15,40000,0.5003,1348.8,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,298.15,40000,0.6014,1311.7,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,298.15,40000,0.7002,1266.9,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,298.15,40000,0.8003,1210.4,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,298.15,40000,0.9,1138.5,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,298.15,45000,0.1001,1448.8,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,298.15,45000,0.2301,1423.2,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,298.15,45000,0.2995,1407.8,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,298.15,45000,0.4002,1382,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,298.15,45000,0.5003,1351.5,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,298.15,45000,0.6014,1314.4,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,298.15,45000,0.7002,1269.4,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,298.15,45000,0.8003,1212.9,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,298.15,45000,0.9,1140.9,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
