setid,"Temperature, K","MolaLity of N-butyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
kiuVj,303.15,0.0123,100,940.893,Marcinkowski et al. (2018),Density,Liquid,ABgQyT,CCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-butyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
kiuVj,303.15,0.0172,100,941.6,Marcinkowski et al. (2018),Density,Liquid,ABgQyT,CCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-butyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
kiuVj,303.15,0.031,100,943.559,Marcinkowski et al. (2018),Density,Liquid,ABgQyT,CCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-butyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
kiuVj,303.15,0.0391,100,944.709,Marcinkowski et al. (2018),Density,Liquid,ABgQyT,CCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-butyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
kiuVj,303.15,0.061,100,947.754,Marcinkowski et al. (2018),Density,Liquid,ABgQyT,CCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-butyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
kiuVj,303.15,0.0818,100,950.615,Marcinkowski et al. (2018),Density,Liquid,ABgQyT,CCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-butyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
kiuVj,303.15,0.1014,100,953.267,Marcinkowski et al. (2018),Density,Liquid,ABgQyT,CCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-butyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
kiuVj,303.15,0.1194,100,955.675,Marcinkowski et al. (2018),Density,Liquid,ABgQyT,CCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-butyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
kiuVj,303.15,0.1495,100,959.642,Marcinkowski et al. (2018),Density,Liquid,ABgQyT,CCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-butyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
kiuVj,303.15,0.1976,100,965.83,Marcinkowski et al. (2018),Density,Liquid,ABgQyT,CCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-butyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
kiuVj,308.15,0,100,934.335,Marcinkowski et al. (2018),Density,Liquid,ABgQyT,CCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-butyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
kiuVj,308.15,0.0123,100,936.105,Marcinkowski et al. (2018),Density,Liquid,ABgQyT,CCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-butyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
kiuVj,308.15,0.0172,100,936.812,Marcinkowski et al. (2018),Density,Liquid,ABgQyT,CCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-butyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
kiuVj,308.15,0.031,100,938.773,Marcinkowski et al. (2018),Density,Liquid,ABgQyT,CCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-butyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
kiuVj,308.15,0.0391,100,939.923,Marcinkowski et al. (2018),Density,Liquid,ABgQyT,CCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-butyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
kiuVj,308.15,0.061,100,942.967,Marcinkowski et al. (2018),Density,Liquid,ABgQyT,CCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-butyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
kiuVj,308.15,0.0818,100,945.83,Marcinkowski et al. (2018),Density,Liquid,ABgQyT,CCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-butyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
kiuVj,308.15,0.1014,100,948.483,Marcinkowski et al. (2018),Density,Liquid,ABgQyT,CCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-butyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
kiuVj,308.15,0.1194,100,950.894,Marcinkowski et al. (2018),Density,Liquid,ABgQyT,CCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-butyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
kiuVj,308.15,0.1495,100,954.855,Marcinkowski et al. (2018),Density,Liquid,ABgQyT,CCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-butyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
kiuVj,308.15,0.1976,100,961.047,Marcinkowski et al. (2018),Density,Liquid,ABgQyT,CCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-butyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
kiuVj,313.15,0,100,929.536,Marcinkowski et al. (2018),Density,Liquid,ABgQyT,CCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-butyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
kiuVj,313.15,0.0123,100,931.307,Marcinkowski et al. (2018),Density,Liquid,ABgQyT,CCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-butyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
kiuVj,313.15,0.0172,100,932.015,Marcinkowski et al. (2018),Density,Liquid,ABgQyT,CCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-butyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
kiuVj,313.15,0.031,100,933.977,Marcinkowski et al. (2018),Density,Liquid,ABgQyT,CCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-butyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
kiuVj,313.15,0.0391,100,935.129,Marcinkowski et al. (2018),Density,Liquid,ABgQyT,CCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-butyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
kiuVj,313.15,0.061,100,938.17,Marcinkowski et al. (2018),Density,Liquid,ABgQyT,CCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-butyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
kiuVj,313.15,0.0818,100,941.034,Marcinkowski et al. (2018),Density,Liquid,ABgQyT,CCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-butyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
kiuVj,313.15,0.1014,100,943.69,Marcinkowski et al. (2018),Density,Liquid,ABgQyT,CCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-butyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
kiuVj,313.15,0.1194,100,946.1,Marcinkowski et al. (2018),Density,Liquid,ABgQyT,CCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-butyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
kiuVj,313.15,0.1495,100,950.072,Marcinkowski et al. (2018),Density,Liquid,ABgQyT,CCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-butyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
kiuVj,313.15,0.1976,100,956.266,Marcinkowski et al. (2018),Density,Liquid,ABgQyT,CCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-butyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
kiuVj,318.15,0,100,924.728,Marcinkowski et al. (2018),Density,Liquid,ABgQyT,CCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-butyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
kiuVj,318.15,0.0123,100,926.502,Marcinkowski et al. (2018),Density,Liquid,ABgQyT,CCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-butyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
kiuVj,318.15,0.0172,100,927.212,Marcinkowski et al. (2018),Density,Liquid,ABgQyT,CCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-butyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
kiuVj,318.15,0.031,100,929.176,Marcinkowski et al. (2018),Density,Liquid,ABgQyT,CCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-butyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
kiuVj,318.15,0.0391,100,930.328,Marcinkowski et al. (2018),Density,Liquid,ABgQyT,CCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-butyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
kiuVj,318.15,0.061,100,933.377,Marcinkowski et al. (2018),Density,Liquid,ABgQyT,CCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-butyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
kiuVj,318.15,0.0818,100,936.238,Marcinkowski et al. (2018),Density,Liquid,ABgQyT,CCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-butyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
kiuVj,318.15,0.1014,100,938.895,Marcinkowski et al. (2018),Density,Liquid,ABgQyT,CCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-butyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
kiuVj,318.15,0.1194,100,941.301,Marcinkowski et al. (2018),Density,Liquid,ABgQyT,CCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-butyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
kiuVj,318.15,0.1495,100,945.276,Marcinkowski et al. (2018),Density,Liquid,ABgQyT,CCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-butyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
kiuVj,318.15,0.1976,100,951.454,Marcinkowski et al. (2018),Density,Liquid,ABgQyT,CCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-butyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
