setid,"Temperature, K",Weight fraction of dodecane,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
SWSFm,303.15,0.3,101,877.9,Awwad et al. (2014),Density,Liquid,ACjXMv,CCCCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC.CCCCCCCCCCCCc1ccccc1S(=O)(=O)[O-],tributyl(tetradecyl)phosphonium 2-dodecylbenzenesulfonate,AAgnKZ,CCCCCCCCCCCC,dodecane,,,
SWSFm,308.15,0.1,101,922,Awwad et al. (2014),Density,Liquid,ACjXMv,CCCCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC.CCCCCCCCCCCCc1ccccc1S(=O)(=O)[O-],tributyl(tetradecyl)phosphonium 2-dodecylbenzenesulfonate,AAgnKZ,CCCCCCCCCCCC,dodecane,,,
SWSFm,308.15,0.2,101,897.7,Awwad et al. (2014),Density,Liquid,ACjXMv,CCCCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC.CCCCCCCCCCCCc1ccccc1S(=O)(=O)[O-],tributyl(tetradecyl)phosphonium 2-dodecylbenzenesulfonate,AAgnKZ,CCCCCCCCCCCC,dodecane,,,
SWSFm,308.15,0.3,101,874.6,Awwad et al. (2014),Density,Liquid,ACjXMv,CCCCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC.CCCCCCCCCCCCc1ccccc1S(=O)(=O)[O-],tributyl(tetradecyl)phosphonium 2-dodecylbenzenesulfonate,AAgnKZ,CCCCCCCCCCCC,dodecane,,,
SWSFm,313.15,0,101,942.8,Awwad et al. (2014),Density,Liquid,ACjXMv,CCCCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC.CCCCCCCCCCCCc1ccccc1S(=O)(=O)[O-],tributyl(tetradecyl)phosphonium 2-dodecylbenzenesulfonate,AAgnKZ,CCCCCCCCCCCC,dodecane,,,
SWSFm,313.15,0.1,101,918.8,Awwad et al. (2014),Density,Liquid,ACjXMv,CCCCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC.CCCCCCCCCCCCc1ccccc1S(=O)(=O)[O-],tributyl(tetradecyl)phosphonium 2-dodecylbenzenesulfonate,AAgnKZ,CCCCCCCCCCCC,dodecane,,,
SWSFm,313.15,0.2,101,894.4,Awwad et al. (2014),Density,Liquid,ACjXMv,CCCCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC.CCCCCCCCCCCCc1ccccc1S(=O)(=O)[O-],tributyl(tetradecyl)phosphonium 2-dodecylbenzenesulfonate,AAgnKZ,CCCCCCCCCCCC,dodecane,,,
SWSFm,313.15,0.3,101,871.3,Awwad et al. (2014),Density,Liquid,ACjXMv,CCCCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC.CCCCCCCCCCCCc1ccccc1S(=O)(=O)[O-],tributyl(tetradecyl)phosphonium 2-dodecylbenzenesulfonate,AAgnKZ,CCCCCCCCCCCC,dodecane,,,
SWSFm,318.15,0.1,101,915.7,Awwad et al. (2014),Density,Liquid,ACjXMv,CCCCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC.CCCCCCCCCCCCc1ccccc1S(=O)(=O)[O-],tributyl(tetradecyl)phosphonium 2-dodecylbenzenesulfonate,AAgnKZ,CCCCCCCCCCCC,dodecane,,,
SWSFm,318.15,0.2,101,891.2,Awwad et al. (2014),Density,Liquid,ACjXMv,CCCCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC.CCCCCCCCCCCCc1ccccc1S(=O)(=O)[O-],tributyl(tetradecyl)phosphonium 2-dodecylbenzenesulfonate,AAgnKZ,CCCCCCCCCCCC,dodecane,,,
SWSFm,318.15,0.3,101,868,Awwad et al. (2014),Density,Liquid,ACjXMv,CCCCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC.CCCCCCCCCCCCc1ccccc1S(=O)(=O)[O-],tributyl(tetradecyl)phosphonium 2-dodecylbenzenesulfonate,AAgnKZ,CCCCCCCCCCCC,dodecane,,,
SWSFm,323.15,0,101,936.6,Awwad et al. (2014),Density,Liquid,ACjXMv,CCCCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC.CCCCCCCCCCCCc1ccccc1S(=O)(=O)[O-],tributyl(tetradecyl)phosphonium 2-dodecylbenzenesulfonate,AAgnKZ,CCCCCCCCCCCC,dodecane,,,
SWSFm,323.15,0.1,101,912.5,Awwad et al. (2014),Density,Liquid,ACjXMv,CCCCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC.CCCCCCCCCCCCc1ccccc1S(=O)(=O)[O-],tributyl(tetradecyl)phosphonium 2-dodecylbenzenesulfonate,AAgnKZ,CCCCCCCCCCCC,dodecane,,,
SWSFm,323.15,0.2,101,888,Awwad et al. (2014),Density,Liquid,ACjXMv,CCCCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC.CCCCCCCCCCCCc1ccccc1S(=O)(=O)[O-],tributyl(tetradecyl)phosphonium 2-dodecylbenzenesulfonate,AAgnKZ,CCCCCCCCCCCC,dodecane,,,
SWSFm,323.15,0.3,101,864.8,Awwad et al. (2014),Density,Liquid,ACjXMv,CCCCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC.CCCCCCCCCCCCc1ccccc1S(=O)(=O)[O-],tributyl(tetradecyl)phosphonium 2-dodecylbenzenesulfonate,AAgnKZ,CCCCCCCCCCCC,dodecane,,,
SWSFm,328.15,0.1,101,909.4,Awwad et al. (2014),Density,Liquid,ACjXMv,CCCCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC.CCCCCCCCCCCCc1ccccc1S(=O)(=O)[O-],tributyl(tetradecyl)phosphonium 2-dodecylbenzenesulfonate,AAgnKZ,CCCCCCCCCCCC,dodecane,,,
SWSFm,328.15,0.2,101,884.8,Awwad et al. (2014),Density,Liquid,ACjXMv,CCCCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC.CCCCCCCCCCCCc1ccccc1S(=O)(=O)[O-],tributyl(tetradecyl)phosphonium 2-dodecylbenzenesulfonate,AAgnKZ,CCCCCCCCCCCC,dodecane,,,
SWSFm,328.15,0.3,101,861.5,Awwad et al. (2014),Density,Liquid,ACjXMv,CCCCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC.CCCCCCCCCCCCc1ccccc1S(=O)(=O)[O-],tributyl(tetradecyl)phosphonium 2-dodecylbenzenesulfonate,AAgnKZ,CCCCCCCCCCCC,dodecane,,,
SWSFm,333.15,0,101,930.4,Awwad et al. (2014),Density,Liquid,ACjXMv,CCCCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC.CCCCCCCCCCCCc1ccccc1S(=O)(=O)[O-],tributyl(tetradecyl)phosphonium 2-dodecylbenzenesulfonate,AAgnKZ,CCCCCCCCCCCC,dodecane,,,
SWSFm,333.15,0.1,101,906.3,Awwad et al. (2014),Density,Liquid,ACjXMv,CCCCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC.CCCCCCCCCCCCc1ccccc1S(=O)(=O)[O-],tributyl(tetradecyl)phosphonium 2-dodecylbenzenesulfonate,AAgnKZ,CCCCCCCCCCCC,dodecane,,,
SWSFm,333.15,0.2,101,881.6,Awwad et al. (2014),Density,Liquid,ACjXMv,CCCCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC.CCCCCCCCCCCCc1ccccc1S(=O)(=O)[O-],tributyl(tetradecyl)phosphonium 2-dodecylbenzenesulfonate,AAgnKZ,CCCCCCCCCCCC,dodecane,,,
SWSFm,333.15,0.3,101,858.2,Awwad et al. (2014),Density,Liquid,ACjXMv,CCCCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC.CCCCCCCCCCCCc1ccccc1S(=O)(=O)[O-],tributyl(tetradecyl)phosphonium 2-dodecylbenzenesulfonate,AAgnKZ,CCCCCCCCCCCC,dodecane,,,
SWSFm,338.15,0.1,101,903.2,Awwad et al. (2014),Density,Liquid,ACjXMv,CCCCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC.CCCCCCCCCCCCc1ccccc1S(=O)(=O)[O-],tributyl(tetradecyl)phosphonium 2-dodecylbenzenesulfonate,AAgnKZ,CCCCCCCCCCCC,dodecane,,,
SWSFm,338.15,0.2,101,878.4,Awwad et al. (2014),Density,Liquid,ACjXMv,CCCCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC.CCCCCCCCCCCCc1ccccc1S(=O)(=O)[O-],tributyl(tetradecyl)phosphonium 2-dodecylbenzenesulfonate,AAgnKZ,CCCCCCCCCCCC,dodecane,,,
SWSFm,338.15,0.3,101,854.9,Awwad et al. (2014),Density,Liquid,ACjXMv,CCCCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC.CCCCCCCCCCCCc1ccccc1S(=O)(=O)[O-],tributyl(tetradecyl)phosphonium 2-dodecylbenzenesulfonate,AAgnKZ,CCCCCCCCCCCC,dodecane,,,
SWSFm,343.15,0,101,924.3,Awwad et al. (2014),Density,Liquid,ACjXMv,CCCCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC.CCCCCCCCCCCCc1ccccc1S(=O)(=O)[O-],tributyl(tetradecyl)phosphonium 2-dodecylbenzenesulfonate,AAgnKZ,CCCCCCCCCCCC,dodecane,,,
SWSFm,343.15,0.1,101,900.1,Awwad et al. (2014),Density,Liquid,ACjXMv,CCCCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC.CCCCCCCCCCCCc1ccccc1S(=O)(=O)[O-],tributyl(tetradecyl)phosphonium 2-dodecylbenzenesulfonate,AAgnKZ,CCCCCCCCCCCC,dodecane,,,
SWSFm,343.15,0.2,101,875.2,Awwad et al. (2014),Density,Liquid,ACjXMv,CCCCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC.CCCCCCCCCCCCc1ccccc1S(=O)(=O)[O-],tributyl(tetradecyl)phosphonium 2-dodecylbenzenesulfonate,AAgnKZ,CCCCCCCCCCCC,dodecane,,,
SWSFm,343.15,0.3,101,851.6,Awwad et al. (2014),Density,Liquid,ACjXMv,CCCCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC.CCCCCCCCCCCCc1ccccc1S(=O)(=O)[O-],tributyl(tetradecyl)phosphonium 2-dodecylbenzenesulfonate,AAgnKZ,CCCCCCCCCCCC,dodecane,,,
SWSFm,348.15,0.1,101,897,Awwad et al. (2014),Density,Liquid,ACjXMv,CCCCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC.CCCCCCCCCCCCc1ccccc1S(=O)(=O)[O-],tributyl(tetradecyl)phosphonium 2-dodecylbenzenesulfonate,AAgnKZ,CCCCCCCCCCCC,dodecane,,,
SWSFm,348.15,0.2,101,872,Awwad et al. (2014),Density,Liquid,ACjXMv,CCCCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC.CCCCCCCCCCCCc1ccccc1S(=O)(=O)[O-],tributyl(tetradecyl)phosphonium 2-dodecylbenzenesulfonate,AAgnKZ,CCCCCCCCCCCC,dodecane,,,
SWSFm,348.15,0.3,101,848.3,Awwad et al. (2014),Density,Liquid,ACjXMv,CCCCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC.CCCCCCCCCCCCc1ccccc1S(=O)(=O)[O-],tributyl(tetradecyl)phosphonium 2-dodecylbenzenesulfonate,AAgnKZ,CCCCCCCCCCCC,dodecane,,,
SWSFm,353.15,0,101,918.3,Awwad et al. (2014),Density,Liquid,ACjXMv,CCCCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC.CCCCCCCCCCCCc1ccccc1S(=O)(=O)[O-],tributyl(tetradecyl)phosphonium 2-dodecylbenzenesulfonate,AAgnKZ,CCCCCCCCCCCC,dodecane,,,
SWSFm,353.15,0.1,101,893.9,Awwad et al. (2014),Density,Liquid,ACjXMv,CCCCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC.CCCCCCCCCCCCc1ccccc1S(=O)(=O)[O-],tributyl(tetradecyl)phosphonium 2-dodecylbenzenesulfonate,AAgnKZ,CCCCCCCCCCCC,dodecane,,,
SWSFm,353.15,0.2,101,868.8,Awwad et al. (2014),Density,Liquid,ACjXMv,CCCCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC.CCCCCCCCCCCCc1ccccc1S(=O)(=O)[O-],tributyl(tetradecyl)phosphonium 2-dodecylbenzenesulfonate,AAgnKZ,CCCCCCCCCCCC,dodecane,,,
SWSFm,353.15,0.3,101,845,Awwad et al. (2014),Density,Liquid,ACjXMv,CCCCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC.CCCCCCCCCCCCc1ccccc1S(=O)(=O)[O-],tributyl(tetradecyl)phosphonium 2-dodecylbenzenesulfonate,AAgnKZ,CCCCCCCCCCCC,dodecane,,,
SWSFm,358.15,0.2,101,865.6,Awwad et al. (2014),Density,Liquid,ACjXMv,CCCCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC.CCCCCCCCCCCCc1ccccc1S(=O)(=O)[O-],tributyl(tetradecyl)phosphonium 2-dodecylbenzenesulfonate,AAgnKZ,CCCCCCCCCCCC,dodecane,,,
SWSFm,358.15,0.3,101,841.7,Awwad et al. (2014),Density,Liquid,ACjXMv,CCCCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC.CCCCCCCCCCCCc1ccccc1S(=O)(=O)[O-],tributyl(tetradecyl)phosphonium 2-dodecylbenzenesulfonate,AAgnKZ,CCCCCCCCCCCC,dodecane,,,
SWSFm,363.15,0.2,101,862.4,Awwad et al. (2014),Density,Liquid,ACjXMv,CCCCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC.CCCCCCCCCCCCc1ccccc1S(=O)(=O)[O-],tributyl(tetradecyl)phosphonium 2-dodecylbenzenesulfonate,AAgnKZ,CCCCCCCCCCCC,dodecane,,,
SWSFm,363.15,0.3,101,838.4,Awwad et al. (2014),Density,Liquid,ACjXMv,CCCCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC.CCCCCCCCCCCCc1ccccc1S(=O)(=O)[O-],tributyl(tetradecyl)phosphonium 2-dodecylbenzenesulfonate,AAgnKZ,CCCCCCCCCCCC,dodecane,,,
