setid,"Solvent: MolaLity of lithium bromide, mol/kg","MolaLity of 1-methyl-3-octyl-1H-imidazolium thiocyanate, mol/kg","Pressure, kPa","Temperature, K","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
RTVZg,0.192,0.0182,86,298.15,1008.2,Shekaari et al. (2020a),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AADYJk,O,water,AAQklV,[Br-].[Li+],lithium bromide
RTVZg,0.192,0.0212,86,298.15,1008.2,Shekaari et al. (2020a),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AADYJk,O,water,AAQklV,[Br-].[Li+],lithium bromide
RTVZg,0.192,0.0236,86,298.15,1008.2,Shekaari et al. (2020a),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AADYJk,O,water,AAQklV,[Br-].[Li+],lithium bromide
RTVZg,0.298,0,86,298.15,1012.5,Shekaari et al. (2020a),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AADYJk,O,water,AAQklV,[Br-].[Li+],lithium bromide
RTVZg,0.298,0.0044,86,298.15,1012.5,Shekaari et al. (2020a),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AADYJk,O,water,AAQklV,[Br-].[Li+],lithium bromide
RTVZg,0.298,0.0061,86,298.15,1012.5,Shekaari et al. (2020a),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AADYJk,O,water,AAQklV,[Br-].[Li+],lithium bromide
RTVZg,0.298,0.0085,86,298.15,1012.5,Shekaari et al. (2020a),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AADYJk,O,water,AAQklV,[Br-].[Li+],lithium bromide
RTVZg,0.298,0.0103,86,298.15,1012.6,Shekaari et al. (2020a),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AADYJk,O,water,AAQklV,[Br-].[Li+],lithium bromide
RTVZg,0.298,0.0129,86,298.15,1012.6,Shekaari et al. (2020a),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AADYJk,O,water,AAQklV,[Br-].[Li+],lithium bromide
RTVZg,0.298,0.0143,86,298.15,1012.6,Shekaari et al. (2020a),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AADYJk,O,water,AAQklV,[Br-].[Li+],lithium bromide
RTVZg,0.298,0.0168,86,298.15,1012.6,Shekaari et al. (2020a),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AADYJk,O,water,AAQklV,[Br-].[Li+],lithium bromide
RTVZg,0.298,0.0187,86,298.15,1012.6,Shekaari et al. (2020a),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AADYJk,O,water,AAQklV,[Br-].[Li+],lithium bromide
RTVZg,0.298,0.022,86,298.15,1012.6,Shekaari et al. (2020a),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AADYJk,O,water,AAQklV,[Br-].[Li+],lithium bromide
RTVZg,0.392,0,86,298.15,1018.8,Shekaari et al. (2020a),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AADYJk,O,water,AAQklV,[Br-].[Li+],lithium bromide
RTVZg,0.392,0.0043,86,298.15,1018.8,Shekaari et al. (2020a),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AADYJk,O,water,AAQklV,[Br-].[Li+],lithium bromide
RTVZg,0.392,0.0071,86,298.15,1018.8,Shekaari et al. (2020a),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AADYJk,O,water,AAQklV,[Br-].[Li+],lithium bromide
RTVZg,0.392,0.0085,86,298.15,1018.8,Shekaari et al. (2020a),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AADYJk,O,water,AAQklV,[Br-].[Li+],lithium bromide
RTVZg,0.392,0.0108,86,298.15,1018.9,Shekaari et al. (2020a),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AADYJk,O,water,AAQklV,[Br-].[Li+],lithium bromide
RTVZg,0.392,0.0122,86,298.15,1018.9,Shekaari et al. (2020a),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AADYJk,O,water,AAQklV,[Br-].[Li+],lithium bromide
RTVZg,0.392,0.0139,86,298.15,1018.9,Shekaari et al. (2020a),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AADYJk,O,water,AAQklV,[Br-].[Li+],lithium bromide
RTVZg,0.392,0.0152,86,298.15,1018.9,Shekaari et al. (2020a),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AADYJk,O,water,AAQklV,[Br-].[Li+],lithium bromide
RTVZg,0.392,0.0181,86,298.15,1018.9,Shekaari et al. (2020a),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AADYJk,O,water,AAQklV,[Br-].[Li+],lithium bromide
RTVZg,0.392,0.021,86,298.15,1018.9,Shekaari et al. (2020a),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AADYJk,O,water,AAQklV,[Br-].[Li+],lithium bromide
