setid,"Temperature, K",Mole fraction of propylammonium acetate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
wdXot,313.15,0.0978,100,1013.35,Chhotaray et al. (2016),Density,Liquid,AADYJk,O,water,AAWvmB,CC(=O)[O-].CCC[NH3+],propylammonium acetate,,,
wdXot,313.15,0.2001,100,1015.28,Chhotaray et al. (2016),Density,Liquid,AADYJk,O,water,AAWvmB,CC(=O)[O-].CCC[NH3+],propylammonium acetate,,,
wdXot,313.15,0.3035,100,1011.21,Chhotaray et al. (2016),Density,Liquid,AADYJk,O,water,AAWvmB,CC(=O)[O-].CCC[NH3+],propylammonium acetate,,,
wdXot,313.15,0.3933,100,1007.45,Chhotaray et al. (2016),Density,Liquid,AADYJk,O,water,AAWvmB,CC(=O)[O-].CCC[NH3+],propylammonium acetate,,,
wdXot,313.15,0.4965,100,1003.76,Chhotaray et al. (2016),Density,Liquid,AADYJk,O,water,AAWvmB,CC(=O)[O-].CCC[NH3+],propylammonium acetate,,,
wdXot,313.15,0.6122,100,998.66,Chhotaray et al. (2016),Density,Liquid,AADYJk,O,water,AAWvmB,CC(=O)[O-].CCC[NH3+],propylammonium acetate,,,
wdXot,313.15,0.7008,100,994.93,Chhotaray et al. (2016),Density,Liquid,AADYJk,O,water,AAWvmB,CC(=O)[O-].CCC[NH3+],propylammonium acetate,,,
wdXot,313.15,0.7904,100,990.85,Chhotaray et al. (2016),Density,Liquid,AADYJk,O,water,AAWvmB,CC(=O)[O-].CCC[NH3+],propylammonium acetate,,,
wdXot,313.15,0.8996,100,985.83,Chhotaray et al. (2016),Density,Liquid,AADYJk,O,water,AAWvmB,CC(=O)[O-].CCC[NH3+],propylammonium acetate,,,
wdXot,313.15,0.9506,100,982.38,Chhotaray et al. (2016),Density,Liquid,AADYJk,O,water,AAWvmB,CC(=O)[O-].CCC[NH3+],propylammonium acetate,,,
wdXot,313.15,1,100,977.6,Chhotaray et al. (2016),Density,Liquid,AADYJk,O,water,AAWvmB,CC(=O)[O-].CCC[NH3+],propylammonium acetate,,,
wdXot,318.15,0.0978,100,1010.25,Chhotaray et al. (2016),Density,Liquid,AADYJk,O,water,AAWvmB,CC(=O)[O-].CCC[NH3+],propylammonium acetate,,,
wdXot,318.15,0.2001,100,1012.08,Chhotaray et al. (2016),Density,Liquid,AADYJk,O,water,AAWvmB,CC(=O)[O-].CCC[NH3+],propylammonium acetate,,,
wdXot,318.15,0.3035,100,1008.01,Chhotaray et al. (2016),Density,Liquid,AADYJk,O,water,AAWvmB,CC(=O)[O-].CCC[NH3+],propylammonium acetate,,,
wdXot,318.15,0.3933,100,1004.27,Chhotaray et al. (2016),Density,Liquid,AADYJk,O,water,AAWvmB,CC(=O)[O-].CCC[NH3+],propylammonium acetate,,,
wdXot,318.15,0.4965,100,1000.63,Chhotaray et al. (2016),Density,Liquid,AADYJk,O,water,AAWvmB,CC(=O)[O-].CCC[NH3+],propylammonium acetate,,,
wdXot,318.15,0.6122,100,995.54,Chhotaray et al. (2016),Density,Liquid,AADYJk,O,water,AAWvmB,CC(=O)[O-].CCC[NH3+],propylammonium acetate,,,
wdXot,318.15,0.7008,100,991.81,Chhotaray et al. (2016),Density,Liquid,AADYJk,O,water,AAWvmB,CC(=O)[O-].CCC[NH3+],propylammonium acetate,,,
wdXot,318.15,0.7904,100,987.66,Chhotaray et al. (2016),Density,Liquid,AADYJk,O,water,AAWvmB,CC(=O)[O-].CCC[NH3+],propylammonium acetate,,,
wdXot,318.15,0.8996,100,982.73,Chhotaray et al. (2016),Density,Liquid,AADYJk,O,water,AAWvmB,CC(=O)[O-].CCC[NH3+],propylammonium acetate,,,
wdXot,318.15,0.9506,100,979.2,Chhotaray et al. (2016),Density,Liquid,AADYJk,O,water,AAWvmB,CC(=O)[O-].CCC[NH3+],propylammonium acetate,,,
wdXot,318.15,1,100,974.6,Chhotaray et al. (2016),Density,Liquid,AADYJk,O,water,AAWvmB,CC(=O)[O-].CCC[NH3+],propylammonium acetate,,,
wdXot,323.15,0.0978,100,1006.92,Chhotaray et al. (2016),Density,Liquid,AADYJk,O,water,AAWvmB,CC(=O)[O-].CCC[NH3+],propylammonium acetate,,,
wdXot,323.15,0.2001,100,1008.86,Chhotaray et al. (2016),Density,Liquid,AADYJk,O,water,AAWvmB,CC(=O)[O-].CCC[NH3+],propylammonium acetate,,,
wdXot,323.15,0.3035,100,1004.8,Chhotaray et al. (2016),Density,Liquid,AADYJk,O,water,AAWvmB,CC(=O)[O-].CCC[NH3+],propylammonium acetate,,,
wdXot,323.15,0.3933,100,1001.08,Chhotaray et al. (2016),Density,Liquid,AADYJk,O,water,AAWvmB,CC(=O)[O-].CCC[NH3+],propylammonium acetate,,,
wdXot,323.15,0.4965,100,997.47,Chhotaray et al. (2016),Density,Liquid,AADYJk,O,water,AAWvmB,CC(=O)[O-].CCC[NH3+],propylammonium acetate,,,
wdXot,323.15,0.6122,100,992.39,Chhotaray et al. (2016),Density,Liquid,AADYJk,O,water,AAWvmB,CC(=O)[O-].CCC[NH3+],propylammonium acetate,,,
wdXot,323.15,0.7008,100,988.68,Chhotaray et al. (2016),Density,Liquid,AADYJk,O,water,AAWvmB,CC(=O)[O-].CCC[NH3+],propylammonium acetate,,,
wdXot,323.15,0.7904,100,984.48,Chhotaray et al. (2016),Density,Liquid,AADYJk,O,water,AAWvmB,CC(=O)[O-].CCC[NH3+],propylammonium acetate,,,
wdXot,323.15,0.8996,100,979.62,Chhotaray et al. (2016),Density,Liquid,AADYJk,O,water,AAWvmB,CC(=O)[O-].CCC[NH3+],propylammonium acetate,,,
wdXot,323.15,0.9506,100,976.03,Chhotaray et al. (2016),Density,Liquid,AADYJk,O,water,AAWvmB,CC(=O)[O-].CCC[NH3+],propylammonium acetate,,,
wdXot,323.15,1,100,971.5,Chhotaray et al. (2016),Density,Liquid,AADYJk,O,water,AAWvmB,CC(=O)[O-].CCC[NH3+],propylammonium acetate,,,
wdXot,328.15,0.0978,100,1003.48,Chhotaray et al. (2016),Density,Liquid,AADYJk,O,water,AAWvmB,CC(=O)[O-].CCC[NH3+],propylammonium acetate,,,
wdXot,328.15,0.2001,100,1005.61,Chhotaray et al. (2016),Density,Liquid,AADYJk,O,water,AAWvmB,CC(=O)[O-].CCC[NH3+],propylammonium acetate,,,
wdXot,328.15,0.3035,100,1001.58,Chhotaray et al. (2016),Density,Liquid,AADYJk,O,water,AAWvmB,CC(=O)[O-].CCC[NH3+],propylammonium acetate,,,
wdXot,328.15,0.3933,100,997.89,Chhotaray et al. (2016),Density,Liquid,AADYJk,O,water,AAWvmB,CC(=O)[O-].CCC[NH3+],propylammonium acetate,,,
wdXot,328.15,0.4965,100,994.29,Chhotaray et al. (2016),Density,Liquid,AADYJk,O,water,AAWvmB,CC(=O)[O-].CCC[NH3+],propylammonium acetate,,,
wdXot,328.15,0.6122,100,989.24,Chhotaray et al. (2016),Density,Liquid,AADYJk,O,water,AAWvmB,CC(=O)[O-].CCC[NH3+],propylammonium acetate,,,
wdXot,328.15,0.7008,100,985.56,Chhotaray et al. (2016),Density,Liquid,AADYJk,O,water,AAWvmB,CC(=O)[O-].CCC[NH3+],propylammonium acetate,,,
wdXot,328.15,0.7904,100,981.3,Chhotaray et al. (2016),Density,Liquid,AADYJk,O,water,AAWvmB,CC(=O)[O-].CCC[NH3+],propylammonium acetate,,,
wdXot,328.15,0.8996,100,976.5,Chhotaray et al. (2016),Density,Liquid,AADYJk,O,water,AAWvmB,CC(=O)[O-].CCC[NH3+],propylammonium acetate,,,
wdXot,328.15,0.9506,100,972.86,Chhotaray et al. (2016),Density,Liquid,AADYJk,O,water,AAWvmB,CC(=O)[O-].CCC[NH3+],propylammonium acetate,,,
wdXot,328.15,1,100,968.4,Chhotaray et al. (2016),Density,Liquid,AADYJk,O,water,AAWvmB,CC(=O)[O-].CCC[NH3+],propylammonium acetate,,,
wdXot,333.15,0.0978,100,1000.4,Chhotaray et al. (2016),Density,Liquid,AADYJk,O,water,AAWvmB,CC(=O)[O-].CCC[NH3+],propylammonium acetate,,,
wdXot,333.15,0.2001,100,1002.33,Chhotaray et al. (2016),Density,Liquid,AADYJk,O,water,AAWvmB,CC(=O)[O-].CCC[NH3+],propylammonium acetate,,,
wdXot,333.15,0.3035,100,998.34,Chhotaray et al. (2016),Density,Liquid,AADYJk,O,water,AAWvmB,CC(=O)[O-].CCC[NH3+],propylammonium acetate,,,
wdXot,333.15,0.3933,100,994.68,Chhotaray et al. (2016),Density,Liquid,AADYJk,O,water,AAWvmB,CC(=O)[O-].CCC[NH3+],propylammonium acetate,,,
wdXot,333.15,0.4965,100,991.02,Chhotaray et al. (2016),Density,Liquid,AADYJk,O,water,AAWvmB,CC(=O)[O-].CCC[NH3+],propylammonium acetate,,,
wdXot,333.15,0.6122,100,985.99,Chhotaray et al. (2016),Density,Liquid,AADYJk,O,water,AAWvmB,CC(=O)[O-].CCC[NH3+],propylammonium acetate,,,
wdXot,333.15,0.7008,100,982.31,Chhotaray et al. (2016),Density,Liquid,AADYJk,O,water,AAWvmB,CC(=O)[O-].CCC[NH3+],propylammonium acetate,,,
wdXot,333.15,0.7904,100,978.53,Chhotaray et al. (2016),Density,Liquid,AADYJk,O,water,AAWvmB,CC(=O)[O-].CCC[NH3+],propylammonium acetate,,,
wdXot,333.15,0.8996,100,973.37,Chhotaray et al. (2016),Density,Liquid,AADYJk,O,water,AAWvmB,CC(=O)[O-].CCC[NH3+],propylammonium acetate,,,
wdXot,333.15,0.9506,100,969.7,Chhotaray et al. (2016),Density,Liquid,AADYJk,O,water,AAWvmB,CC(=O)[O-].CCC[NH3+],propylammonium acetate,,,
wdXot,333.15,1,100,965.3,Chhotaray et al. (2016),Density,Liquid,AADYJk,O,water,AAWvmB,CC(=O)[O-].CCC[NH3+],propylammonium acetate,,,
