setid,"Temperature, K",Weight fraction of 1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
fhpjl,323,0,101,1518.7,Kang et al. (2019),Density,Liquid,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,AAlkfd,FC1CC(F)(F)C(F)(F)C1(F)F,"1,1,2,2,3,3,4-heptafluorocyclopentane",,,
fhpjl,323,0.05,101,1527.4,Kang et al. (2019),Density,Liquid,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,AAlkfd,FC1CC(F)(F)C(F)(F)C1(F)F,"1,1,2,2,3,3,4-heptafluorocyclopentane",,,
fhpjl,323,0.1,101,1532.4,Kang et al. (2019),Density,Liquid,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,AAlkfd,FC1CC(F)(F)C(F)(F)C1(F)F,"1,1,2,2,3,3,4-heptafluorocyclopentane",,,
fhpjl,323,0.2,101,1541.7,Kang et al. (2019),Density,Liquid,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,AAlkfd,FC1CC(F)(F)C(F)(F)C1(F)F,"1,1,2,2,3,3,4-heptafluorocyclopentane",,,
fhpjl,323,0.3,101,1547.7,Kang et al. (2019),Density,Liquid,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,AAlkfd,FC1CC(F)(F)C(F)(F)C1(F)F,"1,1,2,2,3,3,4-heptafluorocyclopentane",,,
fhpjl,323,0.4,101,1552.2,Kang et al. (2019),Density,Liquid,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,AAlkfd,FC1CC(F)(F)C(F)(F)C1(F)F,"1,1,2,2,3,3,4-heptafluorocyclopentane",,,
fhpjl,323,0.5,101,1555.3,Kang et al. (2019),Density,Liquid,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,AAlkfd,FC1CC(F)(F)C(F)(F)C1(F)F,"1,1,2,2,3,3,4-heptafluorocyclopentane",,,
fhpjl,323,0.6,101,1556.3,Kang et al. (2019),Density,Liquid,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,AAlkfd,FC1CC(F)(F)C(F)(F)C1(F)F,"1,1,2,2,3,3,4-heptafluorocyclopentane",,,
fhpjl,323,0.7,101,1556.7,Kang et al. (2019),Density,Liquid,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,AAlkfd,FC1CC(F)(F)C(F)(F)C1(F)F,"1,1,2,2,3,3,4-heptafluorocyclopentane",,,
fhpjl,323,0.85,101,1556.8,Kang et al. (2019),Density,Liquid,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,AAlkfd,FC1CC(F)(F)C(F)(F)C1(F)F,"1,1,2,2,3,3,4-heptafluorocyclopentane",,,
fhpjl,323,0.94,101,1556.4,Kang et al. (2019),Density,Liquid,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,AAlkfd,FC1CC(F)(F)C(F)(F)C1(F)F,"1,1,2,2,3,3,4-heptafluorocyclopentane",,,
fhpjl,323,1,101,1561.4,Kang et al. (2019),Density,Liquid,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,AAlkfd,FC1CC(F)(F)C(F)(F)C1(F)F,"1,1,2,2,3,3,4-heptafluorocyclopentane",,,
