setid,"Temperature, K","MolaLity of N-methyl-N-octylmorpholinium bis(trifluoromethanesulfonyl)imide, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
ApIMS,303.15,0.0378,100,1093.54,Marcinkowski et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABrFvV,CCCCCCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-methyl-N-octylmorpholinium bis(trifluoromethanesulfonyl)imide,,,
ApIMS,303.15,0.0499,100,1094.57,Marcinkowski et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABrFvV,CCCCCCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-methyl-N-octylmorpholinium bis(trifluoromethanesulfonyl)imide,,,
ApIMS,303.15,0.0689,100,1096.17,Marcinkowski et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABrFvV,CCCCCCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-methyl-N-octylmorpholinium bis(trifluoromethanesulfonyl)imide,,,
ApIMS,303.15,0.0863,100,1097.62,Marcinkowski et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABrFvV,CCCCCCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-methyl-N-octylmorpholinium bis(trifluoromethanesulfonyl)imide,,,
ApIMS,303.15,0.1068,100,1099.3,Marcinkowski et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABrFvV,CCCCCCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-methyl-N-octylmorpholinium bis(trifluoromethanesulfonyl)imide,,,
ApIMS,303.15,0.1403,100,1101.99,Marcinkowski et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABrFvV,CCCCCCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-methyl-N-octylmorpholinium bis(trifluoromethanesulfonyl)imide,,,
ApIMS,303.15,0.1703,100,1104.34,Marcinkowski et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABrFvV,CCCCCCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-methyl-N-octylmorpholinium bis(trifluoromethanesulfonyl)imide,,,
ApIMS,308.15,0,100,1085.24,Marcinkowski et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABrFvV,CCCCCCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-methyl-N-octylmorpholinium bis(trifluoromethanesulfonyl)imide,,,
ApIMS,308.15,0.0104,100,1086.16,Marcinkowski et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABrFvV,CCCCCCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-methyl-N-octylmorpholinium bis(trifluoromethanesulfonyl)imide,,,
ApIMS,308.15,0.0175,100,1086.78,Marcinkowski et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABrFvV,CCCCCCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-methyl-N-octylmorpholinium bis(trifluoromethanesulfonyl)imide,,,
ApIMS,308.15,0.0266,100,1087.57,Marcinkowski et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABrFvV,CCCCCCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-methyl-N-octylmorpholinium bis(trifluoromethanesulfonyl)imide,,,
ApIMS,308.15,0.0378,100,1088.53,Marcinkowski et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABrFvV,CCCCCCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-methyl-N-octylmorpholinium bis(trifluoromethanesulfonyl)imide,,,
ApIMS,308.15,0.0499,100,1089.57,Marcinkowski et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABrFvV,CCCCCCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-methyl-N-octylmorpholinium bis(trifluoromethanesulfonyl)imide,,,
ApIMS,308.15,0.0689,100,1091.17,Marcinkowski et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABrFvV,CCCCCCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-methyl-N-octylmorpholinium bis(trifluoromethanesulfonyl)imide,,,
ApIMS,308.15,0.0863,100,1092.62,Marcinkowski et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABrFvV,CCCCCCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-methyl-N-octylmorpholinium bis(trifluoromethanesulfonyl)imide,,,
ApIMS,308.15,0.1068,100,1094.32,Marcinkowski et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABrFvV,CCCCCCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-methyl-N-octylmorpholinium bis(trifluoromethanesulfonyl)imide,,,
ApIMS,308.15,0.1403,100,1097.02,Marcinkowski et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABrFvV,CCCCCCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-methyl-N-octylmorpholinium bis(trifluoromethanesulfonyl)imide,,,
ApIMS,308.15,0.1703,100,1099.38,Marcinkowski et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABrFvV,CCCCCCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-methyl-N-octylmorpholinium bis(trifluoromethanesulfonyl)imide,,,
ApIMS,313.15,0,100,1080.22,Marcinkowski et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABrFvV,CCCCCCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-methyl-N-octylmorpholinium bis(trifluoromethanesulfonyl)imide,,,
ApIMS,313.15,0.0104,100,1081.14,Marcinkowski et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABrFvV,CCCCCCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-methyl-N-octylmorpholinium bis(trifluoromethanesulfonyl)imide,,,
ApIMS,313.15,0.0175,100,1081.77,Marcinkowski et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABrFvV,CCCCCCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-methyl-N-octylmorpholinium bis(trifluoromethanesulfonyl)imide,,,
ApIMS,313.15,0.0266,100,1082.56,Marcinkowski et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABrFvV,CCCCCCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-methyl-N-octylmorpholinium bis(trifluoromethanesulfonyl)imide,,,
ApIMS,313.15,0.0378,100,1083.53,Marcinkowski et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABrFvV,CCCCCCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-methyl-N-octylmorpholinium bis(trifluoromethanesulfonyl)imide,,,
ApIMS,313.15,0.0499,100,1084.57,Marcinkowski et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABrFvV,CCCCCCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-methyl-N-octylmorpholinium bis(trifluoromethanesulfonyl)imide,,,
ApIMS,313.15,0.0689,100,1086.18,Marcinkowski et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABrFvV,CCCCCCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-methyl-N-octylmorpholinium bis(trifluoromethanesulfonyl)imide,,,
ApIMS,313.15,0.0863,100,1087.64,Marcinkowski et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABrFvV,CCCCCCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-methyl-N-octylmorpholinium bis(trifluoromethanesulfonyl)imide,,,
ApIMS,313.15,0.1068,100,1089.34,Marcinkowski et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABrFvV,CCCCCCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-methyl-N-octylmorpholinium bis(trifluoromethanesulfonyl)imide,,,
ApIMS,313.15,0.1403,100,1092.04,Marcinkowski et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABrFvV,CCCCCCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-methyl-N-octylmorpholinium bis(trifluoromethanesulfonyl)imide,,,
ApIMS,313.15,0.1703,100,1094.41,Marcinkowski et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABrFvV,CCCCCCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-methyl-N-octylmorpholinium bis(trifluoromethanesulfonyl)imide,,,
ApIMS,318.15,0,100,1075.21,Marcinkowski et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABrFvV,CCCCCCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-methyl-N-octylmorpholinium bis(trifluoromethanesulfonyl)imide,,,
ApIMS,318.15,0.0104,100,1076.13,Marcinkowski et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABrFvV,CCCCCCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-methyl-N-octylmorpholinium bis(trifluoromethanesulfonyl)imide,,,
ApIMS,318.15,0.0175,100,1076.76,Marcinkowski et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABrFvV,CCCCCCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-methyl-N-octylmorpholinium bis(trifluoromethanesulfonyl)imide,,,
ApIMS,318.15,0.0266,100,1077.56,Marcinkowski et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABrFvV,CCCCCCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-methyl-N-octylmorpholinium bis(trifluoromethanesulfonyl)imide,,,
ApIMS,318.15,0.0378,100,1078.53,Marcinkowski et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABrFvV,CCCCCCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-methyl-N-octylmorpholinium bis(trifluoromethanesulfonyl)imide,,,
ApIMS,318.15,0.0499,100,1079.57,Marcinkowski et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABrFvV,CCCCCCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-methyl-N-octylmorpholinium bis(trifluoromethanesulfonyl)imide,,,
ApIMS,318.15,0.0689,100,1081.19,Marcinkowski et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABrFvV,CCCCCCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-methyl-N-octylmorpholinium bis(trifluoromethanesulfonyl)imide,,,
ApIMS,318.15,0.0863,100,1082.65,Marcinkowski et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABrFvV,CCCCCCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-methyl-N-octylmorpholinium bis(trifluoromethanesulfonyl)imide,,,
ApIMS,318.15,0.1068,100,1084.36,Marcinkowski et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABrFvV,CCCCCCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-methyl-N-octylmorpholinium bis(trifluoromethanesulfonyl)imide,,,
ApIMS,318.15,0.1403,100,1087.08,Marcinkowski et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABrFvV,CCCCCCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-methyl-N-octylmorpholinium bis(trifluoromethanesulfonyl)imide,,,
ApIMS,318.15,0.1703,100,1089.45,Marcinkowski et al. (2015),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABrFvV,CCCCCCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-methyl-N-octylmorpholinium bis(trifluoromethanesulfonyl)imide,,,
