setid,Mole fraction of tris(2-hydroxyethyl) methylammonium methylsulfate,Mole fraction of water,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
jjXXQ,0.0604,0.6951,298.15,101,1058.84,Arce et al. (2008a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,ABAxwq,COS(=O)(=O)[O-].C[N+](CCO)(CCO)CCO,tris(2-hydroxyethyl) methylammonium methylsulfate
jjXXQ,0.0665,0.9037,298.15,101,1146.85,Arce et al. (2008a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,ABAxwq,COS(=O)(=O)[O-].C[N+](CCO)(CCO)CCO,tris(2-hydroxyethyl) methylammonium methylsulfate
jjXXQ,0.0771,0.6108,298.15,101,1061.69,Arce et al. (2008a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,ABAxwq,COS(=O)(=O)[O-].C[N+](CCO)(CCO)CCO,tris(2-hydroxyethyl) methylammonium methylsulfate
jjXXQ,0.0784,0.8056,298.15,101,1130.36,Arce et al. (2008a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,ABAxwq,COS(=O)(=O)[O-].C[N+](CCO)(CCO)CCO,tris(2-hydroxyethyl) methylammonium methylsulfate
jjXXQ,0.0803,0.9053,298.15,101,1171.25,Arce et al. (2008a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,ABAxwq,COS(=O)(=O)[O-].C[N+](CCO)(CCO)CCO,tris(2-hydroxyethyl) methylammonium methylsulfate
jjXXQ,0.0967,0.9033,298.15,101,1195.06,Arce et al. (2008a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,ABAxwq,COS(=O)(=O)[O-].C[N+](CCO)(CCO)CCO,tris(2-hydroxyethyl) methylammonium methylsulfate
jjXXQ,0.0974,0.5081,298.15,101,1063.1,Arce et al. (2008a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,ABAxwq,COS(=O)(=O)[O-].C[N+](CCO)(CCO)CCO,tris(2-hydroxyethyl) methylammonium methylsulfate
jjXXQ,0.0981,0,298.15,101,951.17,Arce et al. (2008a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,ABAxwq,COS(=O)(=O)[O-].C[N+](CCO)(CCO)CCO,tris(2-hydroxyethyl) methylammonium methylsulfate
jjXXQ,0.1061,0.8061,298.15,101,1171.78,Arce et al. (2008a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,ABAxwq,COS(=O)(=O)[O-].C[N+](CCO)(CCO)CCO,tris(2-hydroxyethyl) methylammonium methylsulfate
jjXXQ,0.1144,0.716,298.15,101,1151.06,Arce et al. (2008a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,ABAxwq,COS(=O)(=O)[O-].C[N+](CCO)(CCO)CCO,tris(2-hydroxyethyl) methylammonium methylsulfate
jjXXQ,0.1183,0.4028,298.15,101,1063.36,Arce et al. (2008a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,ABAxwq,COS(=O)(=O)[O-].C[N+](CCO)(CCO)CCO,tris(2-hydroxyethyl) methylammonium methylsulfate
jjXXQ,0.1345,0.8054,298.15,101,1205.71,Arce et al. (2008a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,ABAxwq,COS(=O)(=O)[O-].C[N+](CCO)(CCO)CCO,tris(2-hydroxyethyl) methylammonium methylsulfate
jjXXQ,0.1357,0.3151,298.15,101,1062.69,Arce et al. (2008a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,ABAxwq,COS(=O)(=O)[O-].C[N+](CCO)(CCO)CCO,tris(2-hydroxyethyl) methylammonium methylsulfate
jjXXQ,0.1509,0,298.15,101,1014.1,Arce et al. (2008a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,ABAxwq,COS(=O)(=O)[O-].C[N+](CCO)(CCO)CCO,tris(2-hydroxyethyl) methylammonium methylsulfate
jjXXQ,0.1578,0.2037,298.15,101,1061.87,Arce et al. (2008a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,ABAxwq,COS(=O)(=O)[O-].C[N+](CCO)(CCO)CCO,tris(2-hydroxyethyl) methylammonium methylsulfate
jjXXQ,0.1601,0.6028,298.15,101,1167.21,Arce et al. (2008a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,ABAxwq,COS(=O)(=O)[O-].C[N+](CCO)(CCO)CCO,tris(2-hydroxyethyl) methylammonium methylsulfate
jjXXQ,0.1627,0.8081,298.15,101,1233.5,Arce et al. (2008a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,ABAxwq,COS(=O)(=O)[O-].C[N+](CCO)(CCO)CCO,tris(2-hydroxyethyl) methylammonium methylsulfate
jjXXQ,0.1628,0.7025,298.15,101,1201.04,Arce et al. (2008a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,ABAxwq,COS(=O)(=O)[O-].C[N+](CCO)(CCO)CCO,tris(2-hydroxyethyl) methylammonium methylsulfate
jjXXQ,0.1775,0.1042,298.15,101,1060.98,Arce et al. (2008a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,ABAxwq,COS(=O)(=O)[O-].C[N+](CCO)(CCO)CCO,tris(2-hydroxyethyl) methylammonium methylsulfate
jjXXQ,0.1939,0.8061,298.15,101,1258.48,Arce et al. (2008a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,ABAxwq,COS(=O)(=O)[O-].C[N+](CCO)(CCO)CCO,tris(2-hydroxyethyl) methylammonium methylsulfate
jjXXQ,0.196,0.5137,298.15,101,1175.06,Arce et al. (2008a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,ABAxwq,COS(=O)(=O)[O-].C[N+](CCO)(CCO)CCO,tris(2-hydroxyethyl) methylammonium methylsulfate
jjXXQ,0.1994,0,298.15,101,1061.07,Arce et al. (2008a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,ABAxwq,COS(=O)(=O)[O-].C[N+](CCO)(CCO)CCO,tris(2-hydroxyethyl) methylammonium methylsulfate
jjXXQ,0.2047,0.7037,298.15,101,1236.68,Arce et al. (2008a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,ABAxwq,COS(=O)(=O)[O-].C[N+](CCO)(CCO)CCO,tris(2-hydroxyethyl) methylammonium methylsulfate
jjXXQ,0.2148,0.6073,298.15,101,1216.6,Arce et al. (2008a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,ABAxwq,COS(=O)(=O)[O-].C[N+](CCO)(CCO)CCO,tris(2-hydroxyethyl) methylammonium methylsulfate
jjXXQ,0.2303,0.4284,298.15,101,1180.3,Arce et al. (2008a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,ABAxwq,COS(=O)(=O)[O-].C[N+](CCO)(CCO)CCO,tris(2-hydroxyethyl) methylammonium methylsulfate
jjXXQ,0.242,0,298.15,101,1097.16,Arce et al. (2008a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,ABAxwq,COS(=O)(=O)[O-].C[N+](CCO)(CCO)CCO,tris(2-hydroxyethyl) methylammonium methylsulfate
jjXXQ,0.2421,0.7579,298.15,101,1275.98,Arce et al. (2008a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,ABAxwq,COS(=O)(=O)[O-].C[N+](CCO)(CCO)CCO,tris(2-hydroxyethyl) methylammonium methylsulfate
jjXXQ,0.258,0.6959,298.15,101,1267.75,Arce et al. (2008a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,ABAxwq,COS(=O)(=O)[O-].C[N+](CCO)(CCO)CCO,tris(2-hydroxyethyl) methylammonium methylsulfate
jjXXQ,0.2711,0.3273,298.15,101,1185.01,Arce et al. (2008a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,ABAxwq,COS(=O)(=O)[O-].C[N+](CCO)(CCO)CCO,tris(2-hydroxyethyl) methylammonium methylsulfate
jjXXQ,0.2721,0.5027,298.15,101,1227.49,Arce et al. (2008a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,ABAxwq,COS(=O)(=O)[O-].C[N+](CCO)(CCO)CCO,tris(2-hydroxyethyl) methylammonium methylsulfate
jjXXQ,0.2894,0.7106,298.15,101,1288.49,Arce et al. (2008a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,ABAxwq,COS(=O)(=O)[O-].C[N+](CCO)(CCO)CCO,tris(2-hydroxyethyl) methylammonium methylsulfate
jjXXQ,0.2909,0.579,298.15,101,1256.91,Arce et al. (2008a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,ABAxwq,COS(=O)(=O)[O-].C[N+](CCO)(CCO)CCO,tris(2-hydroxyethyl) methylammonium methylsulfate
jjXXQ,0.2922,0,298.15,101,1132.75,Arce et al. (2008a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,ABAxwq,COS(=O)(=O)[O-].C[N+](CCO)(CCO)CCO,tris(2-hydroxyethyl) methylammonium methylsulfate
jjXXQ,0.3173,0.2125,298.15,101,1188.85,Arce et al. (2008a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,ABAxwq,COS(=O)(=O)[O-].C[N+](CCO)(CCO)CCO,tris(2-hydroxyethyl) methylammonium methylsulfate
jjXXQ,0.3207,0.4139,298.15,101,1234.3,Arce et al. (2008a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,ABAxwq,COS(=O)(=O)[O-].C[N+](CCO)(CCO)CCO,tris(2-hydroxyethyl) methylammonium methylsulfate
jjXXQ,0.3373,0.5118,298.15,101,1263.8,Arce et al. (2008a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,ABAxwq,COS(=O)(=O)[O-].C[N+](CCO)(CCO)CCO,tris(2-hydroxyethyl) methylammonium methylsulfate
jjXXQ,0.3622,0.1012,298.15,101,1191.7,Arce et al. (2008a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,ABAxwq,COS(=O)(=O)[O-].C[N+](CCO)(CCO)CCO,tris(2-hydroxyethyl) methylammonium methylsulfate
jjXXQ,0.3753,0.314,298.15,101,1239.9,Arce et al. (2008a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,ABAxwq,COS(=O)(=O)[O-].C[N+](CCO)(CCO)CCO,tris(2-hydroxyethyl) methylammonium methylsulfate
jjXXQ,0.3872,0.6128,298.15,101,1306,Arce et al. (2008a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,ABAxwq,COS(=O)(=O)[O-].C[N+](CCO)(CCO)CCO,tris(2-hydroxyethyl) methylammonium methylsulfate
jjXXQ,0.3882,0,298.15,101,1187.8,Arce et al. (2008a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,ABAxwq,COS(=O)(=O)[O-].C[N+](CCO)(CCO)CCO,tris(2-hydroxyethyl) methylammonium methylsulfate
jjXXQ,0.4007,0.4199,298.15,101,1271.1,Arce et al. (2008a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,ABAxwq,COS(=O)(=O)[O-].C[N+](CCO)(CCO)CCO,tris(2-hydroxyethyl) methylammonium methylsulfate
jjXXQ,0.4078,0.5193,298.15,101,1293.7,Arce et al. (2008a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,ABAxwq,COS(=O)(=O)[O-].C[N+](CCO)(CCO)CCO,tris(2-hydroxyethyl) methylammonium methylsulfate
jjXXQ,0.4378,0.1998,298.15,101,1244.8,Arce et al. (2008a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,ABAxwq,COS(=O)(=O)[O-].C[N+](CCO)(CCO)CCO,tris(2-hydroxyethyl) methylammonium methylsulfate
jjXXQ,0.4806,0.3043,298.15,101,1278.2,Arce et al. (2008a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,ABAxwq,COS(=O)(=O)[O-].C[N+](CCO)(CCO)CCO,tris(2-hydroxyethyl) methylammonium methylsulfate
jjXXQ,0.4841,0,298.15,101,1229.3,Arce et al. (2008a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,ABAxwq,COS(=O)(=O)[O-].C[N+](CCO)(CCO)CCO,tris(2-hydroxyethyl) methylammonium methylsulfate
jjXXQ,0.4858,0.5142,298.15,101,1317.5,Arce et al. (2008a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,ABAxwq,COS(=O)(=O)[O-].C[N+](CCO)(CCO)CCO,tris(2-hydroxyethyl) methylammonium methylsulfate
jjXXQ,0.4869,0.11,298.15,101,1247.8,Arce et al. (2008a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,ABAxwq,COS(=O)(=O)[O-].C[N+](CCO)(CCO)CCO,tris(2-hydroxyethyl) methylammonium methylsulfate
jjXXQ,0.5015,0.4088,298.15,101,1302.9,Arce et al. (2008a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,ABAxwq,COS(=O)(=O)[O-].C[N+](CCO)(CCO)CCO,tris(2-hydroxyethyl) methylammonium methylsulfate
jjXXQ,0.5506,0.203,298.15,101,1282.8,Arce et al. (2008a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,ABAxwq,COS(=O)(=O)[O-].C[N+](CCO)(CCO)CCO,tris(2-hydroxyethyl) methylammonium methylsulfate
jjXXQ,0.5789,0.3175,298.15,101,1308.4,Arce et al. (2008a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,ABAxwq,COS(=O)(=O)[O-].C[N+](CCO)(CCO)CCO,tris(2-hydroxyethyl) methylammonium methylsulfate
jjXXQ,0.5923,0,298.15,101,1264.5,Arce et al. (2008a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,ABAxwq,COS(=O)(=O)[O-].C[N+](CCO)(CCO)CCO,tris(2-hydroxyethyl) methylammonium methylsulfate
jjXXQ,0.6064,0.3936,298.15,101,1327.1,Arce et al. (2008a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,ABAxwq,COS(=O)(=O)[O-].C[N+](CCO)(CCO)CCO,tris(2-hydroxyethyl) methylammonium methylsulfate
jjXXQ,0.6164,0.1078,298.15,101,1286.2,Arce et al. (2008a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,ABAxwq,COS(=O)(=O)[O-].C[N+](CCO)(CCO)CCO,tris(2-hydroxyethyl) methylammonium methylsulfate
jjXXQ,0.6288,0,298.15,101,1273.9,Arce et al. (2008a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,ABAxwq,COS(=O)(=O)[O-].C[N+](CCO)(CCO)CCO,tris(2-hydroxyethyl) methylammonium methylsulfate
jjXXQ,0.6698,0.3302,298.15,101,1331,Arce et al. (2008a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,ABAxwq,COS(=O)(=O)[O-].C[N+](CCO)(CCO)CCO,tris(2-hydroxyethyl) methylammonium methylsulfate
jjXXQ,0.6702,0.21,298.15,101,1313.3,Arce et al. (2008a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,ABAxwq,COS(=O)(=O)[O-].C[N+](CCO)(CCO)CCO,tris(2-hydroxyethyl) methylammonium methylsulfate
jjXXQ,0.6881,0,298.15,101,1288.7,Arce et al. (2008a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,ABAxwq,COS(=O)(=O)[O-].C[N+](CCO)(CCO)CCO,tris(2-hydroxyethyl) methylammonium methylsulfate
jjXXQ,0.709,0.1642,298.15,101,1315,Arce et al. (2008a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,ABAxwq,COS(=O)(=O)[O-].C[N+](CCO)(CCO)CCO,tris(2-hydroxyethyl) methylammonium methylsulfate
jjXXQ,0.7379,0,298.15,101,1299.2,Arce et al. (2008a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,ABAxwq,COS(=O)(=O)[O-].C[N+](CCO)(CCO)CCO,tris(2-hydroxyethyl) methylammonium methylsulfate
jjXXQ,0.753,0.1124,298.15,101,1316.8,Arce et al. (2008a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,ABAxwq,COS(=O)(=O)[O-].C[N+](CCO)(CCO)CCO,tris(2-hydroxyethyl) methylammonium methylsulfate
jjXXQ,0.7822,0.2178,298.15,101,1336.4,Arce et al. (2008a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,ABAxwq,COS(=O)(=O)[O-].C[N+](CCO)(CCO)CCO,tris(2-hydroxyethyl) methylammonium methylsulfate
jjXXQ,0.7878,0,298.15,101,1309.5,Arce et al. (2008a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,ABAxwq,COS(=O)(=O)[O-].C[N+](CCO)(CCO)CCO,tris(2-hydroxyethyl) methylammonium methylsulfate
jjXXQ,0.8379,0,298.15,101,1318.8,Arce et al. (2008a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,ABAxwq,COS(=O)(=O)[O-].C[N+](CCO)(CCO)CCO,tris(2-hydroxyethyl) methylammonium methylsulfate
jjXXQ,0.867,0.133,298.15,101,1339.6,Arce et al. (2008a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,ABAxwq,COS(=O)(=O)[O-].C[N+](CCO)(CCO)CCO,tris(2-hydroxyethyl) methylammonium methylsulfate
jjXXQ,0.8738,0,298.15,101,1324.4,Arce et al. (2008a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,ABAxwq,COS(=O)(=O)[O-].C[N+](CCO)(CCO)CCO,tris(2-hydroxyethyl) methylammonium methylsulfate
jjXXQ,0.9203,0,298.15,101,1331.9,Arce et al. (2008a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,ABAxwq,COS(=O)(=O)[O-].C[N+](CCO)(CCO)CCO,tris(2-hydroxyethyl) methylammonium methylsulfate
jjXXQ,0.9398,0.0602,298.15,101,1342.1,Arce et al. (2008a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,ABAxwq,COS(=O)(=O)[O-].C[N+](CCO)(CCO)CCO,tris(2-hydroxyethyl) methylammonium methylsulfate
