setid,"Temperature, K",Mole fraction of 1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
cCwQN,293.15,0.7754,101,1494.51,Gadzuric et al. (2014),Density,Liquid,AAeMpf,CCCCN(C=O)CCCC,"N,N-dibutylformamide",ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,,,
cCwQN,293.15,0.8021,101,1506.51,Gadzuric et al. (2014),Density,Liquid,AAeMpf,CCCCN(C=O)CCCC,"N,N-dibutylformamide",ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,,,
cCwQN,293.15,0.9011,101,1548.52,Gadzuric et al. (2014),Density,Liquid,AAeMpf,CCCCN(C=O)CCCC,"N,N-dibutylformamide",ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,,,
cCwQN,293.15,0.949,101,1568.08,Gadzuric et al. (2014),Density,Liquid,AAeMpf,CCCCN(C=O)CCCC,"N,N-dibutylformamide",ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,,,
cCwQN,298.15,0.0351,101,923.97,Gadzuric et al. (2014),Density,Liquid,AAeMpf,CCCCN(C=O)CCCC,"N,N-dibutylformamide",ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,,,
cCwQN,298.15,0.0697,101,968.41,Gadzuric et al. (2014),Density,Liquid,AAeMpf,CCCCN(C=O)CCCC,"N,N-dibutylformamide",ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,,,
cCwQN,298.15,0.0998,101,1004.57,Gadzuric et al. (2014),Density,Liquid,AAeMpf,CCCCN(C=O)CCCC,"N,N-dibutylformamide",ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,,,
cCwQN,298.15,0.1498,101,1059.81,Gadzuric et al. (2014),Density,Liquid,AAeMpf,CCCCN(C=O)CCCC,"N,N-dibutylformamide",ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,,,
cCwQN,298.15,0.1994,101,1109.89,Gadzuric et al. (2014),Density,Liquid,AAeMpf,CCCCN(C=O)CCCC,"N,N-dibutylformamide",ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,,,
cCwQN,298.15,0.2999,101,1199.58,Gadzuric et al. (2014),Density,Liquid,AAeMpf,CCCCN(C=O)CCCC,"N,N-dibutylformamide",ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,,,
cCwQN,298.15,0.4003,101,1276.52,Gadzuric et al. (2014),Density,Liquid,AAeMpf,CCCCN(C=O)CCCC,"N,N-dibutylformamide",ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,,,
cCwQN,298.15,0.499,101,1342.55,Gadzuric et al. (2014),Density,Liquid,AAeMpf,CCCCN(C=O)CCCC,"N,N-dibutylformamide",ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,,,
cCwQN,298.15,0.5993,101,1401.54,Gadzuric et al. (2014),Density,Liquid,AAeMpf,CCCCN(C=O)CCCC,"N,N-dibutylformamide",ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,,,
cCwQN,298.15,0.6799,101,1443.87,Gadzuric et al. (2014),Density,Liquid,AAeMpf,CCCCN(C=O)CCCC,"N,N-dibutylformamide",ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,,,
cCwQN,298.15,0.7754,101,1489.34,Gadzuric et al. (2014),Density,Liquid,AAeMpf,CCCCN(C=O)CCCC,"N,N-dibutylformamide",ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,,,
cCwQN,298.15,0.8021,101,1501.2,Gadzuric et al. (2014),Density,Liquid,AAeMpf,CCCCN(C=O)CCCC,"N,N-dibutylformamide",ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,,,
cCwQN,298.15,0.9011,101,1543.24,Gadzuric et al. (2014),Density,Liquid,AAeMpf,CCCCN(C=O)CCCC,"N,N-dibutylformamide",ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,,,
cCwQN,298.15,0.949,101,1562.74,Gadzuric et al. (2014),Density,Liquid,AAeMpf,CCCCN(C=O)CCCC,"N,N-dibutylformamide",ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,,,
cCwQN,303.15,0.0351,101,919.87,Gadzuric et al. (2014),Density,Liquid,AAeMpf,CCCCN(C=O)CCCC,"N,N-dibutylformamide",ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,,,
cCwQN,303.15,0.0697,101,964.18,Gadzuric et al. (2014),Density,Liquid,AAeMpf,CCCCN(C=O)CCCC,"N,N-dibutylformamide",ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,,,
cCwQN,303.15,0.0998,101,1000.33,Gadzuric et al. (2014),Density,Liquid,AAeMpf,CCCCN(C=O)CCCC,"N,N-dibutylformamide",ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,,,
cCwQN,303.15,0.1498,101,1055.39,Gadzuric et al. (2014),Density,Liquid,AAeMpf,CCCCN(C=O)CCCC,"N,N-dibutylformamide",ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,,,
cCwQN,303.15,0.1994,101,1105.41,Gadzuric et al. (2014),Density,Liquid,AAeMpf,CCCCN(C=O)CCCC,"N,N-dibutylformamide",ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,,,
cCwQN,303.15,0.2999,101,1194.89,Gadzuric et al. (2014),Density,Liquid,AAeMpf,CCCCN(C=O)CCCC,"N,N-dibutylformamide",ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,,,
cCwQN,303.15,0.4003,101,1271.65,Gadzuric et al. (2014),Density,Liquid,AAeMpf,CCCCN(C=O)CCCC,"N,N-dibutylformamide",ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,,,
cCwQN,303.15,0.499,101,1337.52,Gadzuric et al. (2014),Density,Liquid,AAeMpf,CCCCN(C=O)CCCC,"N,N-dibutylformamide",ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,,,
cCwQN,303.15,0.5993,101,1396.37,Gadzuric et al. (2014),Density,Liquid,AAeMpf,CCCCN(C=O)CCCC,"N,N-dibutylformamide",ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,,,
cCwQN,303.15,0.6799,101,1438.69,Gadzuric et al. (2014),Density,Liquid,AAeMpf,CCCCN(C=O)CCCC,"N,N-dibutylformamide",ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,,,
cCwQN,303.15,0.7754,101,1483.96,Gadzuric et al. (2014),Density,Liquid,AAeMpf,CCCCN(C=O)CCCC,"N,N-dibutylformamide",ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,,,
cCwQN,303.15,0.8021,101,1495.89,Gadzuric et al. (2014),Density,Liquid,AAeMpf,CCCCN(C=O)CCCC,"N,N-dibutylformamide",ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,,,
cCwQN,303.15,0.9011,101,1537.81,Gadzuric et al. (2014),Density,Liquid,AAeMpf,CCCCN(C=O)CCCC,"N,N-dibutylformamide",ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,,,
cCwQN,303.15,0.949,101,1557.33,Gadzuric et al. (2014),Density,Liquid,AAeMpf,CCCCN(C=O)CCCC,"N,N-dibutylformamide",ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,,,
cCwQN,308.15,0.0351,101,915.81,Gadzuric et al. (2014),Density,Liquid,AAeMpf,CCCCN(C=O)CCCC,"N,N-dibutylformamide",ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,,,
cCwQN,308.15,0.0697,101,960.06,Gadzuric et al. (2014),Density,Liquid,AAeMpf,CCCCN(C=O)CCCC,"N,N-dibutylformamide",ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,,,
cCwQN,308.15,0.0998,101,996.06,Gadzuric et al. (2014),Density,Liquid,AAeMpf,CCCCN(C=O)CCCC,"N,N-dibutylformamide",ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,,,
cCwQN,308.15,0.1498,101,1051.03,Gadzuric et al. (2014),Density,Liquid,AAeMpf,CCCCN(C=O)CCCC,"N,N-dibutylformamide",ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,,,
cCwQN,308.15,0.1994,101,1100.9,Gadzuric et al. (2014),Density,Liquid,AAeMpf,CCCCN(C=O)CCCC,"N,N-dibutylformamide",ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,,,
cCwQN,308.15,0.2999,101,1190.17,Gadzuric et al. (2014),Density,Liquid,AAeMpf,CCCCN(C=O)CCCC,"N,N-dibutylformamide",ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,,,
cCwQN,308.15,0.4003,101,1266.78,Gadzuric et al. (2014),Density,Liquid,AAeMpf,CCCCN(C=O)CCCC,"N,N-dibutylformamide",ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,,,
cCwQN,308.15,0.499,101,1332.49,Gadzuric et al. (2014),Density,Liquid,AAeMpf,CCCCN(C=O)CCCC,"N,N-dibutylformamide",ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,,,
cCwQN,308.15,0.5993,101,1391.2,Gadzuric et al. (2014),Density,Liquid,AAeMpf,CCCCN(C=O)CCCC,"N,N-dibutylformamide",ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,,,
cCwQN,308.15,0.6799,101,1433.45,Gadzuric et al. (2014),Density,Liquid,AAeMpf,CCCCN(C=O)CCCC,"N,N-dibutylformamide",ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,,,
cCwQN,308.15,0.7754,101,1478.61,Gadzuric et al. (2014),Density,Liquid,AAeMpf,CCCCN(C=O)CCCC,"N,N-dibutylformamide",ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,,,
cCwQN,308.15,0.8021,101,1490.51,Gadzuric et al. (2014),Density,Liquid,AAeMpf,CCCCN(C=O)CCCC,"N,N-dibutylformamide",ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,,,
cCwQN,308.15,0.9011,101,1532.31,Gadzuric et al. (2014),Density,Liquid,AAeMpf,CCCCN(C=O)CCCC,"N,N-dibutylformamide",ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,,,
cCwQN,308.15,0.949,101,1551.79,Gadzuric et al. (2014),Density,Liquid,AAeMpf,CCCCN(C=O)CCCC,"N,N-dibutylformamide",ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,,,
cCwQN,313.15,0.0351,101,911.67,Gadzuric et al. (2014),Density,Liquid,AAeMpf,CCCCN(C=O)CCCC,"N,N-dibutylformamide",ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,,,
cCwQN,313.15,0.0697,101,955.82,Gadzuric et al. (2014),Density,Liquid,AAeMpf,CCCCN(C=O)CCCC,"N,N-dibutylformamide",ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,,,
cCwQN,313.15,0.0998,101,991.74,Gadzuric et al. (2014),Density,Liquid,AAeMpf,CCCCN(C=O)CCCC,"N,N-dibutylformamide",ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,,,
cCwQN,313.15,0.1498,101,1046.54,Gadzuric et al. (2014),Density,Liquid,AAeMpf,CCCCN(C=O)CCCC,"N,N-dibutylformamide",ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,,,
cCwQN,313.15,0.1994,101,1096.39,Gadzuric et al. (2014),Density,Liquid,AAeMpf,CCCCN(C=O)CCCC,"N,N-dibutylformamide",ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,,,
cCwQN,313.15,0.2999,101,1185.45,Gadzuric et al. (2014),Density,Liquid,AAeMpf,CCCCN(C=O)CCCC,"N,N-dibutylformamide",ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,,,
cCwQN,313.15,0.4003,101,1261.89,Gadzuric et al. (2014),Density,Liquid,AAeMpf,CCCCN(C=O)CCCC,"N,N-dibutylformamide",ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,,,
cCwQN,313.15,0.499,101,1327.52,Gadzuric et al. (2014),Density,Liquid,AAeMpf,CCCCN(C=O)CCCC,"N,N-dibutylformamide",ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,,,
cCwQN,313.15,0.5993,101,1386.12,Gadzuric et al. (2014),Density,Liquid,AAeMpf,CCCCN(C=O)CCCC,"N,N-dibutylformamide",ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,,,
cCwQN,313.15,0.6799,101,1428.23,Gadzuric et al. (2014),Density,Liquid,AAeMpf,CCCCN(C=O)CCCC,"N,N-dibutylformamide",ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,,,
