setid,"Temperature, K","MolaLity of 3-butyl-1-methyl-1H-imidazolium L-alaninate, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
puOAd,298.15,0.06646,100,998.985,Dagade et al. (2014),Density,Liquid,AADYJk,O,water,AArlzo,CCCCn1cc[n+](C)c1.C[C@H](N)C(=O)[O-],3-butyl-1-methyl-1H-imidazolium L-alaninate,,,
puOAd,298.15,0.08363,100,999.477,Dagade et al. (2014),Density,Liquid,AADYJk,O,water,AArlzo,CCCCn1cc[n+](C)c1.C[C@H](N)C(=O)[O-],3-butyl-1-methyl-1H-imidazolium L-alaninate,,,
puOAd,298.15,0.0978,100,999.884,Dagade et al. (2014),Density,Liquid,AADYJk,O,water,AArlzo,CCCCn1cc[n+](C)c1.C[C@H](N)C(=O)[O-],3-butyl-1-methyl-1H-imidazolium L-alaninate,,,
puOAd,298.15,0.13925,100,1001.05,Dagade et al. (2014),Density,Liquid,AADYJk,O,water,AArlzo,CCCCn1cc[n+](C)c1.C[C@H](N)C(=O)[O-],3-butyl-1-methyl-1H-imidazolium L-alaninate,,,
puOAd,298.15,0.16743,100,1001.83,Dagade et al. (2014),Density,Liquid,AADYJk,O,water,AArlzo,CCCCn1cc[n+](C)c1.C[C@H](N)C(=O)[O-],3-butyl-1-methyl-1H-imidazolium L-alaninate,,,
puOAd,298.15,0.20105,100,1002.75,Dagade et al. (2014),Density,Liquid,AADYJk,O,water,AArlzo,CCCCn1cc[n+](C)c1.C[C@H](N)C(=O)[O-],3-butyl-1-methyl-1H-imidazolium L-alaninate,,,
puOAd,298.15,0.2513,100,1004.09,Dagade et al. (2014),Density,Liquid,AADYJk,O,water,AArlzo,CCCCn1cc[n+](C)c1.C[C@H](N)C(=O)[O-],3-butyl-1-methyl-1H-imidazolium L-alaninate,,,
puOAd,298.15,0.29464,100,1005.25,Dagade et al. (2014),Density,Liquid,AADYJk,O,water,AArlzo,CCCCn1cc[n+](C)c1.C[C@H](N)C(=O)[O-],3-butyl-1-methyl-1H-imidazolium L-alaninate,,,
puOAd,298.15,0.33122,100,1006.21,Dagade et al. (2014),Density,Liquid,AADYJk,O,water,AArlzo,CCCCn1cc[n+](C)c1.C[C@H](N)C(=O)[O-],3-butyl-1-methyl-1H-imidazolium L-alaninate,,,
puOAd,298.15,0.38295,100,1007.55,Dagade et al. (2014),Density,Liquid,AADYJk,O,water,AArlzo,CCCCn1cc[n+](C)c1.C[C@H](N)C(=O)[O-],3-butyl-1-methyl-1H-imidazolium L-alaninate,,,
puOAd,298.15,0.43373,100,1008.88,Dagade et al. (2014),Density,Liquid,AADYJk,O,water,AArlzo,CCCCn1cc[n+](C)c1.C[C@H](N)C(=O)[O-],3-butyl-1-methyl-1H-imidazolium L-alaninate,,,
puOAd,303.15,0,100,995.65,Dagade et al. (2014),Density,Liquid,AADYJk,O,water,AArlzo,CCCCn1cc[n+](C)c1.C[C@H](N)C(=O)[O-],3-butyl-1-methyl-1H-imidazolium L-alaninate,,,
puOAd,303.15,0.03078,100,996.541,Dagade et al. (2014),Density,Liquid,AADYJk,O,water,AArlzo,CCCCn1cc[n+](C)c1.C[C@H](N)C(=O)[O-],3-butyl-1-methyl-1H-imidazolium L-alaninate,,,
puOAd,303.15,0.04697,100,996.999,Dagade et al. (2014),Density,Liquid,AADYJk,O,water,AArlzo,CCCCn1cc[n+](C)c1.C[C@H](N)C(=O)[O-],3-butyl-1-methyl-1H-imidazolium L-alaninate,,,
puOAd,303.15,0.06646,100,997.554,Dagade et al. (2014),Density,Liquid,AADYJk,O,water,AArlzo,CCCCn1cc[n+](C)c1.C[C@H](N)C(=O)[O-],3-butyl-1-methyl-1H-imidazolium L-alaninate,,,
puOAd,303.15,0.08363,100,998.04,Dagade et al. (2014),Density,Liquid,AADYJk,O,water,AArlzo,CCCCn1cc[n+](C)c1.C[C@H](N)C(=O)[O-],3-butyl-1-methyl-1H-imidazolium L-alaninate,,,
puOAd,303.15,0.0978,100,998.438,Dagade et al. (2014),Density,Liquid,AADYJk,O,water,AArlzo,CCCCn1cc[n+](C)c1.C[C@H](N)C(=O)[O-],3-butyl-1-methyl-1H-imidazolium L-alaninate,,,
puOAd,303.15,0.13925,100,999.57,Dagade et al. (2014),Density,Liquid,AADYJk,O,water,AArlzo,CCCCn1cc[n+](C)c1.C[C@H](N)C(=O)[O-],3-butyl-1-methyl-1H-imidazolium L-alaninate,,,
puOAd,303.15,0.16743,100,1000.34,Dagade et al. (2014),Density,Liquid,AADYJk,O,water,AArlzo,CCCCn1cc[n+](C)c1.C[C@H](N)C(=O)[O-],3-butyl-1-methyl-1H-imidazolium L-alaninate,,,
puOAd,303.15,0.20105,100,1001.23,Dagade et al. (2014),Density,Liquid,AADYJk,O,water,AArlzo,CCCCn1cc[n+](C)c1.C[C@H](N)C(=O)[O-],3-butyl-1-methyl-1H-imidazolium L-alaninate,,,
puOAd,303.15,0.2513,100,1002.54,Dagade et al. (2014),Density,Liquid,AADYJk,O,water,AArlzo,CCCCn1cc[n+](C)c1.C[C@H](N)C(=O)[O-],3-butyl-1-methyl-1H-imidazolium L-alaninate,,,
puOAd,303.15,0.29464,100,1003.67,Dagade et al. (2014),Density,Liquid,AADYJk,O,water,AArlzo,CCCCn1cc[n+](C)c1.C[C@H](N)C(=O)[O-],3-butyl-1-methyl-1H-imidazolium L-alaninate,,,
puOAd,303.15,0.33122,100,1004.62,Dagade et al. (2014),Density,Liquid,AADYJk,O,water,AArlzo,CCCCn1cc[n+](C)c1.C[C@H](N)C(=O)[O-],3-butyl-1-methyl-1H-imidazolium L-alaninate,,,
puOAd,303.15,0.38295,100,1005.95,Dagade et al. (2014),Density,Liquid,AADYJk,O,water,AArlzo,CCCCn1cc[n+](C)c1.C[C@H](N)C(=O)[O-],3-butyl-1-methyl-1H-imidazolium L-alaninate,,,
puOAd,303.15,0.43373,100,1007.21,Dagade et al. (2014),Density,Liquid,AADYJk,O,water,AArlzo,CCCCn1cc[n+](C)c1.C[C@H](N)C(=O)[O-],3-butyl-1-methyl-1H-imidazolium L-alaninate,,,
puOAd,308.15,0,100,994.035,Dagade et al. (2014),Density,Liquid,AADYJk,O,water,AArlzo,CCCCn1cc[n+](C)c1.C[C@H](N)C(=O)[O-],3-butyl-1-methyl-1H-imidazolium L-alaninate,,,
puOAd,308.15,0.03124,100,994.926,Dagade et al. (2014),Density,Liquid,AADYJk,O,water,AArlzo,CCCCn1cc[n+](C)c1.C[C@H](N)C(=O)[O-],3-butyl-1-methyl-1H-imidazolium L-alaninate,,,
puOAd,308.15,0.05075,100,995.469,Dagade et al. (2014),Density,Liquid,AADYJk,O,water,AArlzo,CCCCn1cc[n+](C)c1.C[C@H](N)C(=O)[O-],3-butyl-1-methyl-1H-imidazolium L-alaninate,,,
puOAd,308.15,0.06032,100,995.732,Dagade et al. (2014),Density,Liquid,AADYJk,O,water,AArlzo,CCCCn1cc[n+](C)c1.C[C@H](N)C(=O)[O-],3-butyl-1-methyl-1H-imidazolium L-alaninate,,,
puOAd,308.15,0.08315,100,996.374,Dagade et al. (2014),Density,Liquid,AADYJk,O,water,AArlzo,CCCCn1cc[n+](C)c1.C[C@H](N)C(=O)[O-],3-butyl-1-methyl-1H-imidazolium L-alaninate,,,
puOAd,308.15,0.09789,100,996.775,Dagade et al. (2014),Density,Liquid,AADYJk,O,water,AArlzo,CCCCn1cc[n+](C)c1.C[C@H](N)C(=O)[O-],3-butyl-1-methyl-1H-imidazolium L-alaninate,,,
puOAd,308.15,0.13989,100,997.892,Dagade et al. (2014),Density,Liquid,AADYJk,O,water,AArlzo,CCCCn1cc[n+](C)c1.C[C@H](N)C(=O)[O-],3-butyl-1-methyl-1H-imidazolium L-alaninate,,,
puOAd,308.15,0.18104,100,998.999,Dagade et al. (2014),Density,Liquid,AADYJk,O,water,AArlzo,CCCCn1cc[n+](C)c1.C[C@H](N)C(=O)[O-],3-butyl-1-methyl-1H-imidazolium L-alaninate,,,
puOAd,308.15,0.21076,100,999.761,Dagade et al. (2014),Density,Liquid,AADYJk,O,water,AArlzo,CCCCn1cc[n+](C)c1.C[C@H](N)C(=O)[O-],3-butyl-1-methyl-1H-imidazolium L-alaninate,,,
puOAd,308.15,0.25555,100,1000.94,Dagade et al. (2014),Density,Liquid,AADYJk,O,water,AArlzo,CCCCn1cc[n+](C)c1.C[C@H](N)C(=O)[O-],3-butyl-1-methyl-1H-imidazolium L-alaninate,,,
puOAd,308.15,0.29961,100,1002.03,Dagade et al. (2014),Density,Liquid,AADYJk,O,water,AArlzo,CCCCn1cc[n+](C)c1.C[C@H](N)C(=O)[O-],3-butyl-1-methyl-1H-imidazolium L-alaninate,,,
puOAd,308.15,0.3385,100,1003.03,Dagade et al. (2014),Density,Liquid,AADYJk,O,water,AArlzo,CCCCn1cc[n+](C)c1.C[C@H](N)C(=O)[O-],3-butyl-1-methyl-1H-imidazolium L-alaninate,,,
puOAd,308.15,0.38138,100,1004.06,Dagade et al. (2014),Density,Liquid,AADYJk,O,water,AArlzo,CCCCn1cc[n+](C)c1.C[C@H](N)C(=O)[O-],3-butyl-1-methyl-1H-imidazolium L-alaninate,,,
puOAd,308.15,0.43373,100,1005.37,Dagade et al. (2014),Density,Liquid,AADYJk,O,water,AArlzo,CCCCn1cc[n+](C)c1.C[C@H](N)C(=O)[O-],3-butyl-1-methyl-1H-imidazolium L-alaninate,,,
puOAd,313.15,0,100,992.219,Dagade et al. (2014),Density,Liquid,AADYJk,O,water,AArlzo,CCCCn1cc[n+](C)c1.C[C@H](N)C(=O)[O-],3-butyl-1-methyl-1H-imidazolium L-alaninate,,,
puOAd,313.15,0.03124,100,993.094,Dagade et al. (2014),Density,Liquid,AADYJk,O,water,AArlzo,CCCCn1cc[n+](C)c1.C[C@H](N)C(=O)[O-],3-butyl-1-methyl-1H-imidazolium L-alaninate,,,
puOAd,313.15,0.05075,100,993.624,Dagade et al. (2014),Density,Liquid,AADYJk,O,water,AArlzo,CCCCn1cc[n+](C)c1.C[C@H](N)C(=O)[O-],3-butyl-1-methyl-1H-imidazolium L-alaninate,,,
puOAd,313.15,0.06032,100,993.886,Dagade et al. (2014),Density,Liquid,AADYJk,O,water,AArlzo,CCCCn1cc[n+](C)c1.C[C@H](N)C(=O)[O-],3-butyl-1-methyl-1H-imidazolium L-alaninate,,,
puOAd,313.15,0.08315,100,994.504,Dagade et al. (2014),Density,Liquid,AADYJk,O,water,AArlzo,CCCCn1cc[n+](C)c1.C[C@H](N)C(=O)[O-],3-butyl-1-methyl-1H-imidazolium L-alaninate,,,
puOAd,313.15,0.09789,100,994.894,Dagade et al. (2014),Density,Liquid,AADYJk,O,water,AArlzo,CCCCn1cc[n+](C)c1.C[C@H](N)C(=O)[O-],3-butyl-1-methyl-1H-imidazolium L-alaninate,,,
puOAd,313.15,0.13989,100,996.012,Dagade et al. (2014),Density,Liquid,AADYJk,O,water,AArlzo,CCCCn1cc[n+](C)c1.C[C@H](N)C(=O)[O-],3-butyl-1-methyl-1H-imidazolium L-alaninate,,,
puOAd,313.15,0.18104,100,997.076,Dagade et al. (2014),Density,Liquid,AADYJk,O,water,AArlzo,CCCCn1cc[n+](C)c1.C[C@H](N)C(=O)[O-],3-butyl-1-methyl-1H-imidazolium L-alaninate,,,
puOAd,313.15,0.21076,100,997.849,Dagade et al. (2014),Density,Liquid,AADYJk,O,water,AArlzo,CCCCn1cc[n+](C)c1.C[C@H](N)C(=O)[O-],3-butyl-1-methyl-1H-imidazolium L-alaninate,,,
puOAd,313.15,0.25555,100,998.984,Dagade et al. (2014),Density,Liquid,AADYJk,O,water,AArlzo,CCCCn1cc[n+](C)c1.C[C@H](N)C(=O)[O-],3-butyl-1-methyl-1H-imidazolium L-alaninate,,,
puOAd,313.15,0.29961,100,1000.07,Dagade et al. (2014),Density,Liquid,AADYJk,O,water,AArlzo,CCCCn1cc[n+](C)c1.C[C@H](N)C(=O)[O-],3-butyl-1-methyl-1H-imidazolium L-alaninate,,,
puOAd,313.15,0.3385,100,1001.05,Dagade et al. (2014),Density,Liquid,AADYJk,O,water,AArlzo,CCCCn1cc[n+](C)c1.C[C@H](N)C(=O)[O-],3-butyl-1-methyl-1H-imidazolium L-alaninate,,,
puOAd,313.15,0.38138,100,1002.07,Dagade et al. (2014),Density,Liquid,AADYJk,O,water,AArlzo,CCCCn1cc[n+](C)c1.C[C@H](N)C(=O)[O-],3-butyl-1-methyl-1H-imidazolium L-alaninate,,,
puOAd,313.15,0.43373,100,1003.34,Dagade et al. (2014),Density,Liquid,AADYJk,O,water,AArlzo,CCCCn1cc[n+](C)c1.C[C@H](N)C(=O)[O-],3-butyl-1-methyl-1H-imidazolium L-alaninate,,,
