setid,"Temperature, K","MolaLity of trihexylammonium hexanoate, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
YTMJV,303.15,0.13288,100,745.698,Keshapolla et al. (2018),Density,Liquid,ABWIxJ,CCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium hexanoate,AAgnKZ,CCCCCCCCCCCC,dodecane,,,
YTMJV,303.15,0.19706,100,747.654,Keshapolla et al. (2018),Density,Liquid,ABWIxJ,CCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium hexanoate,AAgnKZ,CCCCCCCCCCCC,dodecane,,,
YTMJV,303.15,0.26331,100,749.601,Keshapolla et al. (2018),Density,Liquid,ABWIxJ,CCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium hexanoate,AAgnKZ,CCCCCCCCCCCC,dodecane,,,
YTMJV,303.15,0.32926,100,751.463,Keshapolla et al. (2018),Density,Liquid,ABWIxJ,CCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium hexanoate,AAgnKZ,CCCCCCCCCCCC,dodecane,,,
YTMJV,303.15,0.38698,100,753.041,Keshapolla et al. (2018),Density,Liquid,ABWIxJ,CCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium hexanoate,AAgnKZ,CCCCCCCCCCCC,dodecane,,,
YTMJV,303.15,0.45321,100,754.779,Keshapolla et al. (2018),Density,Liquid,ABWIxJ,CCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium hexanoate,AAgnKZ,CCCCCCCCCCCC,dodecane,,,
YTMJV,303.15,0.52662,100,756.655,Keshapolla et al. (2018),Density,Liquid,ABWIxJ,CCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium hexanoate,AAgnKZ,CCCCCCCCCCCC,dodecane,,,
YTMJV,308.15,0.06765,100,739.98,Keshapolla et al. (2018),Density,Liquid,ABWIxJ,CCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium hexanoate,AAgnKZ,CCCCCCCCCCCC,dodecane,,,
YTMJV,308.15,0.13288,100,742.037,Keshapolla et al. (2018),Density,Liquid,ABWIxJ,CCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium hexanoate,AAgnKZ,CCCCCCCCCCCC,dodecane,,,
YTMJV,308.15,0.19706,100,743.988,Keshapolla et al. (2018),Density,Liquid,ABWIxJ,CCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium hexanoate,AAgnKZ,CCCCCCCCCCCC,dodecane,,,
YTMJV,308.15,0.26331,100,745.933,Keshapolla et al. (2018),Density,Liquid,ABWIxJ,CCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium hexanoate,AAgnKZ,CCCCCCCCCCCC,dodecane,,,
YTMJV,308.15,0.32926,100,747.791,Keshapolla et al. (2018),Density,Liquid,ABWIxJ,CCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium hexanoate,AAgnKZ,CCCCCCCCCCCC,dodecane,,,
YTMJV,308.15,0.38698,100,749.368,Keshapolla et al. (2018),Density,Liquid,ABWIxJ,CCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium hexanoate,AAgnKZ,CCCCCCCCCCCC,dodecane,,,
YTMJV,308.15,0.45321,100,751.108,Keshapolla et al. (2018),Density,Liquid,ABWIxJ,CCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium hexanoate,AAgnKZ,CCCCCCCCCCCC,dodecane,,,
YTMJV,308.15,0.52662,100,752.98,Keshapolla et al. (2018),Density,Liquid,ABWIxJ,CCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium hexanoate,AAgnKZ,CCCCCCCCCCCC,dodecane,,,
YTMJV,313.15,0.06765,100,736.318,Keshapolla et al. (2018),Density,Liquid,ABWIxJ,CCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium hexanoate,AAgnKZ,CCCCCCCCCCCC,dodecane,,,
YTMJV,313.15,0.13288,100,738.365,Keshapolla et al. (2018),Density,Liquid,ABWIxJ,CCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium hexanoate,AAgnKZ,CCCCCCCCCCCC,dodecane,,,
YTMJV,313.15,0.19706,100,740.311,Keshapolla et al. (2018),Density,Liquid,ABWIxJ,CCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium hexanoate,AAgnKZ,CCCCCCCCCCCC,dodecane,,,
YTMJV,313.15,0.26331,100,742.254,Keshapolla et al. (2018),Density,Liquid,ABWIxJ,CCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium hexanoate,AAgnKZ,CCCCCCCCCCCC,dodecane,,,
YTMJV,313.15,0.32926,100,744.109,Keshapolla et al. (2018),Density,Liquid,ABWIxJ,CCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium hexanoate,AAgnKZ,CCCCCCCCCCCC,dodecane,,,
YTMJV,313.15,0.38698,100,745.686,Keshapolla et al. (2018),Density,Liquid,ABWIxJ,CCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium hexanoate,AAgnKZ,CCCCCCCCCCCC,dodecane,,,
YTMJV,313.15,0.45321,100,747.425,Keshapolla et al. (2018),Density,Liquid,ABWIxJ,CCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium hexanoate,AAgnKZ,CCCCCCCCCCCC,dodecane,,,
YTMJV,313.15,0.52662,100,749.295,Keshapolla et al. (2018),Density,Liquid,ABWIxJ,CCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium hexanoate,AAgnKZ,CCCCCCCCCCCC,dodecane,,,
YTMJV,318.15,0.06765,100,732.646,Keshapolla et al. (2018),Density,Liquid,ABWIxJ,CCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium hexanoate,AAgnKZ,CCCCCCCCCCCC,dodecane,,,
YTMJV,318.15,0.13288,100,734.685,Keshapolla et al. (2018),Density,Liquid,ABWIxJ,CCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium hexanoate,AAgnKZ,CCCCCCCCCCCC,dodecane,,,
YTMJV,318.15,0.19706,100,736.623,Keshapolla et al. (2018),Density,Liquid,ABWIxJ,CCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium hexanoate,AAgnKZ,CCCCCCCCCCCC,dodecane,,,
YTMJV,318.15,0.26331,100,738.565,Keshapolla et al. (2018),Density,Liquid,ABWIxJ,CCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium hexanoate,AAgnKZ,CCCCCCCCCCCC,dodecane,,,
YTMJV,318.15,0.32926,100,740.413,Keshapolla et al. (2018),Density,Liquid,ABWIxJ,CCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium hexanoate,AAgnKZ,CCCCCCCCCCCC,dodecane,,,
YTMJV,318.15,0.38698,100,741.991,Keshapolla et al. (2018),Density,Liquid,ABWIxJ,CCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium hexanoate,AAgnKZ,CCCCCCCCCCCC,dodecane,,,
YTMJV,318.15,0.45321,100,743.729,Keshapolla et al. (2018),Density,Liquid,ABWIxJ,CCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium hexanoate,AAgnKZ,CCCCCCCCCCCC,dodecane,,,
YTMJV,318.15,0.52662,100,745.598,Keshapolla et al. (2018),Density,Liquid,ABWIxJ,CCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium hexanoate,AAgnKZ,CCCCCCCCCCCC,dodecane,,,
YTMJV,323.15,0.06765,100,728.97,Keshapolla et al. (2018),Density,Liquid,ABWIxJ,CCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium hexanoate,AAgnKZ,CCCCCCCCCCCC,dodecane,,,
YTMJV,323.15,0.13288,100,730.995,Keshapolla et al. (2018),Density,Liquid,ABWIxJ,CCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium hexanoate,AAgnKZ,CCCCCCCCCCCC,dodecane,,,
YTMJV,323.15,0.19706,100,732.925,Keshapolla et al. (2018),Density,Liquid,ABWIxJ,CCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium hexanoate,AAgnKZ,CCCCCCCCCCCC,dodecane,,,
YTMJV,323.15,0.26331,100,734.864,Keshapolla et al. (2018),Density,Liquid,ABWIxJ,CCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium hexanoate,AAgnKZ,CCCCCCCCCCCC,dodecane,,,
YTMJV,323.15,0.32926,100,736.71,Keshapolla et al. (2018),Density,Liquid,ABWIxJ,CCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium hexanoate,AAgnKZ,CCCCCCCCCCCC,dodecane,,,
YTMJV,323.15,0.38698,100,738.284,Keshapolla et al. (2018),Density,Liquid,ABWIxJ,CCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium hexanoate,AAgnKZ,CCCCCCCCCCCC,dodecane,,,
YTMJV,323.15,0.45321,100,740.02,Keshapolla et al. (2018),Density,Liquid,ABWIxJ,CCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium hexanoate,AAgnKZ,CCCCCCCCCCCC,dodecane,,,
YTMJV,323.15,0.52662,100,741.887,Keshapolla et al. (2018),Density,Liquid,ABWIxJ,CCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium hexanoate,AAgnKZ,CCCCCCCCCCCC,dodecane,,,
YTMJV,328.15,0.06765,100,725.283,Keshapolla et al. (2018),Density,Liquid,ABWIxJ,CCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium hexanoate,AAgnKZ,CCCCCCCCCCCC,dodecane,,,
YTMJV,328.15,0.13288,100,727.294,Keshapolla et al. (2018),Density,Liquid,ABWIxJ,CCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium hexanoate,AAgnKZ,CCCCCCCCCCCC,dodecane,,,
YTMJV,328.15,0.19706,100,729.218,Keshapolla et al. (2018),Density,Liquid,ABWIxJ,CCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium hexanoate,AAgnKZ,CCCCCCCCCCCC,dodecane,,,
YTMJV,328.15,0.26331,100,731.15,Keshapolla et al. (2018),Density,Liquid,ABWIxJ,CCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium hexanoate,AAgnKZ,CCCCCCCCCCCC,dodecane,,,
YTMJV,328.15,0.32926,100,732.995,Keshapolla et al. (2018),Density,Liquid,ABWIxJ,CCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium hexanoate,AAgnKZ,CCCCCCCCCCCC,dodecane,,,
YTMJV,328.15,0.38698,100,734.566,Keshapolla et al. (2018),Density,Liquid,ABWIxJ,CCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium hexanoate,AAgnKZ,CCCCCCCCCCCC,dodecane,,,
YTMJV,328.15,0.45321,100,736.3,Keshapolla et al. (2018),Density,Liquid,ABWIxJ,CCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium hexanoate,AAgnKZ,CCCCCCCCCCCC,dodecane,,,
YTMJV,328.15,0.52662,100,738.166,Keshapolla et al. (2018),Density,Liquid,ABWIxJ,CCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium hexanoate,AAgnKZ,CCCCCCCCCCCC,dodecane,,,
