setid,"Temperature, K",Mole fraction of 1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
BRFjA,318.15,0.048,101,885.9,Salinas et al. (2016),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
BRFjA,318.15,0.0991,101,967.9,Salinas et al. (2016),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
BRFjA,318.15,0.1928,101,1073.3,Salinas et al. (2016),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
BRFjA,318.15,0.2895,101,1146.9,Salinas et al. (2016),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
BRFjA,318.15,0.3911,101,1202,Salinas et al. (2016),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
BRFjA,318.15,0.4877,101,1241.3,Salinas et al. (2016),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
BRFjA,318.15,0.6028,101,1277.3,Salinas et al. (2016),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
BRFjA,318.15,0.6999,101,1301.3,Salinas et al. (2016),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
BRFjA,318.15,0.8016,101,1322,Salinas et al. (2016),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
BRFjA,318.15,0.8999,101,1338.8,Salinas et al. (2016),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
BRFjA,338.15,0,101,766,Salinas et al. (2016),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
BRFjA,338.15,0.048,101,868,Salinas et al. (2016),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
BRFjA,338.15,0.0991,101,949.6,Salinas et al. (2016),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
BRFjA,338.15,0.1928,101,1054.7,Salinas et al. (2016),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
BRFjA,338.15,0.2895,101,1128.2,Salinas et al. (2016),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
BRFjA,338.15,0.3911,101,1183.4,Salinas et al. (2016),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
BRFjA,338.15,0.4877,101,1222.8,Salinas et al. (2016),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
BRFjA,338.15,0.6028,101,1258.9,Salinas et al. (2016),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
BRFjA,338.15,0.6999,101,1283,Salinas et al. (2016),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
BRFjA,338.15,0.8016,101,1303.9,Salinas et al. (2016),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
BRFjA,338.15,0.8999,101,1320.7,Salinas et al. (2016),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
