setid,Mole fraction of 1-butyl-3-methylimidazolium tetrafluoroborate,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
UUKLu,0.0087,373.15,10390,744.76,Abdulagatov et al. (2008c),Density,Liquid,AAGIBL,CO,methanol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
UUKLu,0.0087,373.15,15450,751.2,Abdulagatov et al. (2008c),Density,Liquid,AAGIBL,CO,methanol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
UUKLu,0.0087,373.15,20580,757.35,Abdulagatov et al. (2008c),Density,Liquid,AAGIBL,CO,methanol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
UUKLu,0.0087,373.15,25580,762.96,Abdulagatov et al. (2008c),Density,Liquid,AAGIBL,CO,methanol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
UUKLu,0.0087,373.15,30780,768.4,Abdulagatov et al. (2008c),Density,Liquid,AAGIBL,CO,methanol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
UUKLu,0.0087,373.15,35780,773.25,Abdulagatov et al. (2008c),Density,Liquid,AAGIBL,CO,methanol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
UUKLu,0.0087,373.15,39510,776.62,Abdulagatov et al. (2008c),Density,Liquid,AAGIBL,CO,methanol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
UUKLu,0.0087,398.15,870,702.45,Abdulagatov et al. (2008c),Density,Liquid,AAGIBL,CO,methanol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
UUKLu,0.0087,398.15,5010,709.59,Abdulagatov et al. (2008c),Density,Liquid,AAGIBL,CO,methanol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
UUKLu,0.0087,398.15,10030,717.77,Abdulagatov et al. (2008c),Density,Liquid,AAGIBL,CO,methanol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
UUKLu,0.0087,398.15,14950,725.27,Abdulagatov et al. (2008c),Density,Liquid,AAGIBL,CO,methanol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
UUKLu,0.0087,398.15,20060,732.52,Abdulagatov et al. (2008c),Density,Liquid,AAGIBL,CO,methanol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
UUKLu,0.0087,398.15,24980,738.99,Abdulagatov et al. (2008c),Density,Liquid,AAGIBL,CO,methanol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
UUKLu,0.0087,398.15,30120,745.21,Abdulagatov et al. (2008c),Density,Liquid,AAGIBL,CO,methanol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
UUKLu,0.0087,398.15,35310,750.93,Abdulagatov et al. (2008c),Density,Liquid,AAGIBL,CO,methanol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
UUKLu,0.0087,398.15,39970,755.59,Abdulagatov et al. (2008c),Density,Liquid,AAGIBL,CO,methanol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
UUKLu,0.0433,298.15,400,867.22,Abdulagatov et al. (2008c),Density,Liquid,AAGIBL,CO,methanol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
UUKLu,0.0433,298.15,5270,871.22,Abdulagatov et al. (2008c),Density,Liquid,AAGIBL,CO,methanol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
UUKLu,0.0433,298.15,10260,875.17,Abdulagatov et al. (2008c),Density,Liquid,AAGIBL,CO,methanol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
UUKLu,0.0433,298.15,15190,878.92,Abdulagatov et al. (2008c),Density,Liquid,AAGIBL,CO,methanol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
UUKLu,0.0433,298.15,20020,882.44,Abdulagatov et al. (2008c),Density,Liquid,AAGIBL,CO,methanol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
UUKLu,0.0433,298.15,25420,886.2,Abdulagatov et al. (2008c),Density,Liquid,AAGIBL,CO,methanol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
UUKLu,0.0433,298.15,30080,889.29,Abdulagatov et al. (2008c),Density,Liquid,AAGIBL,CO,methanol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
UUKLu,0.0433,298.15,35420,892.67,Abdulagatov et al. (2008c),Density,Liquid,AAGIBL,CO,methanol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
UUKLu,0.0433,298.15,39560,895.16,Abdulagatov et al. (2008c),Density,Liquid,AAGIBL,CO,methanol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
UUKLu,0.0433,323.15,440,844.94,Abdulagatov et al. (2008c),Density,Liquid,AAGIBL,CO,methanol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
UUKLu,0.0433,323.15,5430,849.82,Abdulagatov et al. (2008c),Density,Liquid,AAGIBL,CO,methanol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
UUKLu,0.0433,323.15,10160,854.23,Abdulagatov et al. (2008c),Density,Liquid,AAGIBL,CO,methanol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
UUKLu,0.0433,323.15,15250,858.75,Abdulagatov et al. (2008c),Density,Liquid,AAGIBL,CO,methanol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
UUKLu,0.0433,323.15,20340,863.04,Abdulagatov et al. (2008c),Density,Liquid,AAGIBL,CO,methanol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
UUKLu,0.0433,323.15,25630,867.24,Abdulagatov et al. (2008c),Density,Liquid,AAGIBL,CO,methanol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
UUKLu,0.0433,323.15,29940,870.48,Abdulagatov et al. (2008c),Density,Liquid,AAGIBL,CO,methanol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
UUKLu,0.0433,323.15,35210,874.21,Abdulagatov et al. (2008c),Density,Liquid,AAGIBL,CO,methanol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
UUKLu,0.0433,323.15,39890,877.31,Abdulagatov et al. (2008c),Density,Liquid,AAGIBL,CO,methanol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
UUKLu,0.0433,348.15,710,821.46,Abdulagatov et al. (2008c),Density,Liquid,AAGIBL,CO,methanol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
UUKLu,0.0433,348.15,5370,826.71,Abdulagatov et al. (2008c),Density,Liquid,AAGIBL,CO,methanol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
UUKLu,0.0433,348.15,10670,832.4,Abdulagatov et al. (2008c),Density,Liquid,AAGIBL,CO,methanol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
UUKLu,0.0433,348.15,15150,836.97,Abdulagatov et al. (2008c),Density,Liquid,AAGIBL,CO,methanol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
UUKLu,0.0433,348.15,20110,841.77,Abdulagatov et al. (2008c),Density,Liquid,AAGIBL,CO,methanol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
UUKLu,0.0433,348.15,25180,846.4,Abdulagatov et al. (2008c),Density,Liquid,AAGIBL,CO,methanol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
UUKLu,0.0433,348.15,30160,850.67,Abdulagatov et al. (2008c),Density,Liquid,AAGIBL,CO,methanol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
UUKLu,0.0433,348.15,35740,855.14,Abdulagatov et al. (2008c),Density,Liquid,AAGIBL,CO,methanol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
UUKLu,0.0433,348.15,40010,858.32,Abdulagatov et al. (2008c),Density,Liquid,AAGIBL,CO,methanol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
UUKLu,0.0433,373.15,620,797.86,Abdulagatov et al. (2008c),Density,Liquid,AAGIBL,CO,methanol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
UUKLu,0.0433,373.15,5500,804.09,Abdulagatov et al. (2008c),Density,Liquid,AAGIBL,CO,methanol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
UUKLu,0.0433,373.15,10780,810.45,Abdulagatov et al. (2008c),Density,Liquid,AAGIBL,CO,methanol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
UUKLu,0.0433,373.15,15390,815.67,Abdulagatov et al. (2008c),Density,Liquid,AAGIBL,CO,methanol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
UUKLu,0.0433,373.15,20210,820.81,Abdulagatov et al. (2008c),Density,Liquid,AAGIBL,CO,methanol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
UUKLu,0.0433,373.15,24990,825.57,Abdulagatov et al. (2008c),Density,Liquid,AAGIBL,CO,methanol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
UUKLu,0.0433,373.15,30550,830.7,Abdulagatov et al. (2008c),Density,Liquid,AAGIBL,CO,methanol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
UUKLu,0.0433,373.15,34970,834.46,Abdulagatov et al. (2008c),Density,Liquid,AAGIBL,CO,methanol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
UUKLu,0.0433,373.15,39910,838.34,Abdulagatov et al. (2008c),Density,Liquid,AAGIBL,CO,methanol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
UUKLu,0.0433,398.15,1250,772.27,Abdulagatov et al. (2008c),Density,Liquid,AAGIBL,CO,methanol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
UUKLu,0.0433,398.15,5060,778.08,Abdulagatov et al. (2008c),Density,Liquid,AAGIBL,CO,methanol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
UUKLu,0.0433,398.15,10410,785.75,Abdulagatov et al. (2008c),Density,Liquid,AAGIBL,CO,methanol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
UUKLu,0.0433,398.15,15070,791.97,Abdulagatov et al. (2008c),Density,Liquid,AAGIBL,CO,methanol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
UUKLu,0.0433,398.15,20310,798.45,Abdulagatov et al. (2008c),Density,Liquid,AAGIBL,CO,methanol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
UUKLu,0.0433,398.15,25080,803.88,Abdulagatov et al. (2008c),Density,Liquid,AAGIBL,CO,methanol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
UUKLu,0.0433,398.15,30200,809.19,Abdulagatov et al. (2008c),Density,Liquid,AAGIBL,CO,methanol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
UUKLu,0.0433,398.15,34960,813.67,Abdulagatov et al. (2008c),Density,Liquid,AAGIBL,CO,methanol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
UUKLu,0.0433,398.15,39940,817.88,Abdulagatov et al. (2008c),Density,Liquid,AAGIBL,CO,methanol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
UUKLu,0.1302,298.15,300,975.12,Abdulagatov et al. (2008c),Density,Liquid,AAGIBL,CO,methanol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
UUKLu,0.1302,298.15,5890,979.15,Abdulagatov et al. (2008c),Density,Liquid,AAGIBL,CO,methanol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
UUKLu,0.1302,298.15,10840,982.54,Abdulagatov et al. (2008c),Density,Liquid,AAGIBL,CO,methanol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
UUKLu,0.1302,298.15,15680,985.71,Abdulagatov et al. (2008c),Density,Liquid,AAGIBL,CO,methanol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
UUKLu,0.1302,298.15,20920,988.97,Abdulagatov et al. (2008c),Density,Liquid,AAGIBL,CO,methanol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
UUKLu,0.1302,298.15,25120,991.46,Abdulagatov et al. (2008c),Density,Liquid,AAGIBL,CO,methanol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
UUKLu,0.1302,298.15,31070,994.78,Abdulagatov et al. (2008c),Density,Liquid,AAGIBL,CO,methanol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
UUKLu,0.1302,298.15,35560,997.14,Abdulagatov et al. (2008c),Density,Liquid,AAGIBL,CO,methanol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
UUKLu,0.1302,298.15,40120,999.4,Abdulagatov et al. (2008c),Density,Liquid,AAGIBL,CO,methanol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
UUKLu,0.1302,323.15,260,952.36,Abdulagatov et al. (2008c),Density,Liquid,AAGIBL,CO,methanol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
UUKLu,0.1302,323.15,6310,957.29,Abdulagatov et al. (2008c),Density,Liquid,AAGIBL,CO,methanol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
UUKLu,0.1302,323.15,10140,960.32,Abdulagatov et al. (2008c),Density,Liquid,AAGIBL,CO,methanol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
UUKLu,0.1302,323.15,15120,964.14,Abdulagatov et al. (2008c),Density,Liquid,AAGIBL,CO,methanol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
UUKLu,0.1302,323.15,20110,967.85,Abdulagatov et al. (2008c),Density,Liquid,AAGIBL,CO,methanol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
UUKLu,0.1302,323.15,25120,971.44,Abdulagatov et al. (2008c),Density,Liquid,AAGIBL,CO,methanol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
UUKLu,0.1302,323.15,30440,975.12,Abdulagatov et al. (2008c),Density,Liquid,AAGIBL,CO,methanol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
UUKLu,0.1302,323.15,35620,978.57,Abdulagatov et al. (2008c),Density,Liquid,AAGIBL,CO,methanol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
UUKLu,0.1302,323.15,39620,981.14,Abdulagatov et al. (2008c),Density,Liquid,AAGIBL,CO,methanol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
UUKLu,0.1302,348.15,340,931.46,Abdulagatov et al. (2008c),Density,Liquid,AAGIBL,CO,methanol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
UUKLu,0.1302,348.15,5710,936.68,Abdulagatov et al. (2008c),Density,Liquid,AAGIBL,CO,methanol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
UUKLu,0.1302,348.15,10820,941.38,Abdulagatov et al. (2008c),Density,Liquid,AAGIBL,CO,methanol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
