setid,"Pressure, kPa","Temperature, K",Mole fraction of 1-(3-(trimethylammonio)propyl)pyridinium dicyanamide,"Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
kkFyF,100,288.15,0.3997,1095.6,Yang and Fang (2018),Density,Liquid,ABIDkk,C[N+](C)(C)CCC[n+]1ccccc1.N#C[N-]C#N.N#C[N-]C#N,1-(3-(trimethylammonio)propyl)pyridinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
kkFyF,100,288.15,0.4999,1114.3,Yang and Fang (2018),Density,Liquid,ABIDkk,C[N+](C)(C)CCC[n+]1ccccc1.N#C[N-]C#N.N#C[N-]C#N,1-(3-(trimethylammonio)propyl)pyridinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
kkFyF,100,288.15,0.6002,1127.7,Yang and Fang (2018),Density,Liquid,ABIDkk,C[N+](C)(C)CCC[n+]1ccccc1.N#C[N-]C#N.N#C[N-]C#N,1-(3-(trimethylammonio)propyl)pyridinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
kkFyF,100,288.15,0.7001,1138.3,Yang and Fang (2018),Density,Liquid,ABIDkk,C[N+](C)(C)CCC[n+]1ccccc1.N#C[N-]C#N.N#C[N-]C#N,1-(3-(trimethylammonio)propyl)pyridinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
kkFyF,100,288.15,0.7998,1147.1,Yang and Fang (2018),Density,Liquid,ABIDkk,C[N+](C)(C)CCC[n+]1ccccc1.N#C[N-]C#N.N#C[N-]C#N,1-(3-(trimethylammonio)propyl)pyridinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
kkFyF,100,288.15,0.8997,1154.7,Yang and Fang (2018),Density,Liquid,ABIDkk,C[N+](C)(C)CCC[n+]1ccccc1.N#C[N-]C#N.N#C[N-]C#N,1-(3-(trimethylammonio)propyl)pyridinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
kkFyF,100,288.15,1,1161,Yang and Fang (2018),Density,Liquid,ABIDkk,C[N+](C)(C)CCC[n+]1ccccc1.N#C[N-]C#N.N#C[N-]C#N,1-(3-(trimethylammonio)propyl)pyridinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
kkFyF,100,293.15,0,782.1,Yang and Fang (2018),Density,Liquid,ABIDkk,C[N+](C)(C)CCC[n+]1ccccc1.N#C[N-]C#N.N#C[N-]C#N,1-(3-(trimethylammonio)propyl)pyridinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
kkFyF,100,293.15,0.0999,933.2,Yang and Fang (2018),Density,Liquid,ABIDkk,C[N+](C)(C)CCC[n+]1ccccc1.N#C[N-]C#N.N#C[N-]C#N,1-(3-(trimethylammonio)propyl)pyridinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
kkFyF,100,293.15,0.1999,1013.5,Yang and Fang (2018),Density,Liquid,ABIDkk,C[N+](C)(C)CCC[n+]1ccccc1.N#C[N-]C#N.N#C[N-]C#N,1-(3-(trimethylammonio)propyl)pyridinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
kkFyF,100,293.15,0.2998,1063.6,Yang and Fang (2018),Density,Liquid,ABIDkk,C[N+](C)(C)CCC[n+]1ccccc1.N#C[N-]C#N.N#C[N-]C#N,1-(3-(trimethylammonio)propyl)pyridinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
kkFyF,100,293.15,0.3997,1092.5,Yang and Fang (2018),Density,Liquid,ABIDkk,C[N+](C)(C)CCC[n+]1ccccc1.N#C[N-]C#N.N#C[N-]C#N,1-(3-(trimethylammonio)propyl)pyridinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
kkFyF,100,293.15,0.4999,1111.2,Yang and Fang (2018),Density,Liquid,ABIDkk,C[N+](C)(C)CCC[n+]1ccccc1.N#C[N-]C#N.N#C[N-]C#N,1-(3-(trimethylammonio)propyl)pyridinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
kkFyF,100,293.15,0.6002,1124.7,Yang and Fang (2018),Density,Liquid,ABIDkk,C[N+](C)(C)CCC[n+]1ccccc1.N#C[N-]C#N.N#C[N-]C#N,1-(3-(trimethylammonio)propyl)pyridinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
kkFyF,100,293.15,0.7001,1135.2,Yang and Fang (2018),Density,Liquid,ABIDkk,C[N+](C)(C)CCC[n+]1ccccc1.N#C[N-]C#N.N#C[N-]C#N,1-(3-(trimethylammonio)propyl)pyridinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
kkFyF,100,293.15,0.7998,1144.1,Yang and Fang (2018),Density,Liquid,ABIDkk,C[N+](C)(C)CCC[n+]1ccccc1.N#C[N-]C#N.N#C[N-]C#N,1-(3-(trimethylammonio)propyl)pyridinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
kkFyF,100,293.15,0.8997,1151.7,Yang and Fang (2018),Density,Liquid,ABIDkk,C[N+](C)(C)CCC[n+]1ccccc1.N#C[N-]C#N.N#C[N-]C#N,1-(3-(trimethylammonio)propyl)pyridinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
kkFyF,100,293.15,1,1158,Yang and Fang (2018),Density,Liquid,ABIDkk,C[N+](C)(C)CCC[n+]1ccccc1.N#C[N-]C#N.N#C[N-]C#N,1-(3-(trimethylammonio)propyl)pyridinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
kkFyF,100,298.15,0,776.7,Yang and Fang (2018),Density,Liquid,ABIDkk,C[N+](C)(C)CCC[n+]1ccccc1.N#C[N-]C#N.N#C[N-]C#N,1-(3-(trimethylammonio)propyl)pyridinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
kkFyF,100,298.15,0.0999,929.4,Yang and Fang (2018),Density,Liquid,ABIDkk,C[N+](C)(C)CCC[n+]1ccccc1.N#C[N-]C#N.N#C[N-]C#N,1-(3-(trimethylammonio)propyl)pyridinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
kkFyF,100,298.15,0.1999,1009.9,Yang and Fang (2018),Density,Liquid,ABIDkk,C[N+](C)(C)CCC[n+]1ccccc1.N#C[N-]C#N.N#C[N-]C#N,1-(3-(trimethylammonio)propyl)pyridinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
kkFyF,100,298.15,0.2998,1060.3,Yang and Fang (2018),Density,Liquid,ABIDkk,C[N+](C)(C)CCC[n+]1ccccc1.N#C[N-]C#N.N#C[N-]C#N,1-(3-(trimethylammonio)propyl)pyridinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
kkFyF,100,298.15,0.3997,1089.4,Yang and Fang (2018),Density,Liquid,ABIDkk,C[N+](C)(C)CCC[n+]1ccccc1.N#C[N-]C#N.N#C[N-]C#N,1-(3-(trimethylammonio)propyl)pyridinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
kkFyF,100,298.15,0.4999,1108.1,Yang and Fang (2018),Density,Liquid,ABIDkk,C[N+](C)(C)CCC[n+]1ccccc1.N#C[N-]C#N.N#C[N-]C#N,1-(3-(trimethylammonio)propyl)pyridinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
kkFyF,100,298.15,0.6002,1121.6,Yang and Fang (2018),Density,Liquid,ABIDkk,C[N+](C)(C)CCC[n+]1ccccc1.N#C[N-]C#N.N#C[N-]C#N,1-(3-(trimethylammonio)propyl)pyridinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
kkFyF,100,298.15,0.7001,1132.2,Yang and Fang (2018),Density,Liquid,ABIDkk,C[N+](C)(C)CCC[n+]1ccccc1.N#C[N-]C#N.N#C[N-]C#N,1-(3-(trimethylammonio)propyl)pyridinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
kkFyF,100,298.15,0.7998,1141.2,Yang and Fang (2018),Density,Liquid,ABIDkk,C[N+](C)(C)CCC[n+]1ccccc1.N#C[N-]C#N.N#C[N-]C#N,1-(3-(trimethylammonio)propyl)pyridinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
kkFyF,100,298.15,0.8997,1148.8,Yang and Fang (2018),Density,Liquid,ABIDkk,C[N+](C)(C)CCC[n+]1ccccc1.N#C[N-]C#N.N#C[N-]C#N,1-(3-(trimethylammonio)propyl)pyridinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
kkFyF,100,298.15,1,1155,Yang and Fang (2018),Density,Liquid,ABIDkk,C[N+](C)(C)CCC[n+]1ccccc1.N#C[N-]C#N.N#C[N-]C#N,1-(3-(trimethylammonio)propyl)pyridinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
kkFyF,100,303.15,0,771.3,Yang and Fang (2018),Density,Liquid,ABIDkk,C[N+](C)(C)CCC[n+]1ccccc1.N#C[N-]C#N.N#C[N-]C#N,1-(3-(trimethylammonio)propyl)pyridinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
kkFyF,100,303.15,0.0999,925.5,Yang and Fang (2018),Density,Liquid,ABIDkk,C[N+](C)(C)CCC[n+]1ccccc1.N#C[N-]C#N.N#C[N-]C#N,1-(3-(trimethylammonio)propyl)pyridinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
kkFyF,100,303.15,0.1999,1006.4,Yang and Fang (2018),Density,Liquid,ABIDkk,C[N+](C)(C)CCC[n+]1ccccc1.N#C[N-]C#N.N#C[N-]C#N,1-(3-(trimethylammonio)propyl)pyridinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
kkFyF,100,303.15,0.2998,1057,Yang and Fang (2018),Density,Liquid,ABIDkk,C[N+](C)(C)CCC[n+]1ccccc1.N#C[N-]C#N.N#C[N-]C#N,1-(3-(trimethylammonio)propyl)pyridinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
kkFyF,100,303.15,0.3997,1086.2,Yang and Fang (2018),Density,Liquid,ABIDkk,C[N+](C)(C)CCC[n+]1ccccc1.N#C[N-]C#N.N#C[N-]C#N,1-(3-(trimethylammonio)propyl)pyridinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
kkFyF,100,303.15,0.4999,1105,Yang and Fang (2018),Density,Liquid,ABIDkk,C[N+](C)(C)CCC[n+]1ccccc1.N#C[N-]C#N.N#C[N-]C#N,1-(3-(trimethylammonio)propyl)pyridinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
kkFyF,100,303.15,0.6002,1118.6,Yang and Fang (2018),Density,Liquid,ABIDkk,C[N+](C)(C)CCC[n+]1ccccc1.N#C[N-]C#N.N#C[N-]C#N,1-(3-(trimethylammonio)propyl)pyridinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
kkFyF,100,303.15,0.7001,1129.2,Yang and Fang (2018),Density,Liquid,ABIDkk,C[N+](C)(C)CCC[n+]1ccccc1.N#C[N-]C#N.N#C[N-]C#N,1-(3-(trimethylammonio)propyl)pyridinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
kkFyF,100,303.15,0.7998,1138.2,Yang and Fang (2018),Density,Liquid,ABIDkk,C[N+](C)(C)CCC[n+]1ccccc1.N#C[N-]C#N.N#C[N-]C#N,1-(3-(trimethylammonio)propyl)pyridinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
kkFyF,100,303.15,0.8997,1145.9,Yang and Fang (2018),Density,Liquid,ABIDkk,C[N+](C)(C)CCC[n+]1ccccc1.N#C[N-]C#N.N#C[N-]C#N,1-(3-(trimethylammonio)propyl)pyridinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
kkFyF,100,303.15,1,1152.1,Yang and Fang (2018),Density,Liquid,ABIDkk,C[N+](C)(C)CCC[n+]1ccccc1.N#C[N-]C#N.N#C[N-]C#N,1-(3-(trimethylammonio)propyl)pyridinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
kkFyF,100,308.15,0,765.8,Yang and Fang (2018),Density,Liquid,ABIDkk,C[N+](C)(C)CCC[n+]1ccccc1.N#C[N-]C#N.N#C[N-]C#N,1-(3-(trimethylammonio)propyl)pyridinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
kkFyF,100,308.15,0.0999,921.5,Yang and Fang (2018),Density,Liquid,ABIDkk,C[N+](C)(C)CCC[n+]1ccccc1.N#C[N-]C#N.N#C[N-]C#N,1-(3-(trimethylammonio)propyl)pyridinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
kkFyF,100,308.15,0.1999,1002.8,Yang and Fang (2018),Density,Liquid,ABIDkk,C[N+](C)(C)CCC[n+]1ccccc1.N#C[N-]C#N.N#C[N-]C#N,1-(3-(trimethylammonio)propyl)pyridinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
kkFyF,100,308.15,0.2998,1053.7,Yang and Fang (2018),Density,Liquid,ABIDkk,C[N+](C)(C)CCC[n+]1ccccc1.N#C[N-]C#N.N#C[N-]C#N,1-(3-(trimethylammonio)propyl)pyridinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
kkFyF,100,308.15,0.3997,1083.1,Yang and Fang (2018),Density,Liquid,ABIDkk,C[N+](C)(C)CCC[n+]1ccccc1.N#C[N-]C#N.N#C[N-]C#N,1-(3-(trimethylammonio)propyl)pyridinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
kkFyF,100,308.15,0.4999,1102,Yang and Fang (2018),Density,Liquid,ABIDkk,C[N+](C)(C)CCC[n+]1ccccc1.N#C[N-]C#N.N#C[N-]C#N,1-(3-(trimethylammonio)propyl)pyridinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
kkFyF,100,308.15,0.6002,1115.5,Yang and Fang (2018),Density,Liquid,ABIDkk,C[N+](C)(C)CCC[n+]1ccccc1.N#C[N-]C#N.N#C[N-]C#N,1-(3-(trimethylammonio)propyl)pyridinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
kkFyF,100,308.15,0.7001,1126.2,Yang and Fang (2018),Density,Liquid,ABIDkk,C[N+](C)(C)CCC[n+]1ccccc1.N#C[N-]C#N.N#C[N-]C#N,1-(3-(trimethylammonio)propyl)pyridinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
kkFyF,100,308.15,0.7998,1135.2,Yang and Fang (2018),Density,Liquid,ABIDkk,C[N+](C)(C)CCC[n+]1ccccc1.N#C[N-]C#N.N#C[N-]C#N,1-(3-(trimethylammonio)propyl)pyridinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
kkFyF,100,308.15,0.8997,1143,Yang and Fang (2018),Density,Liquid,ABIDkk,C[N+](C)(C)CCC[n+]1ccccc1.N#C[N-]C#N.N#C[N-]C#N,1-(3-(trimethylammonio)propyl)pyridinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
kkFyF,100,308.15,1,1149.2,Yang and Fang (2018),Density,Liquid,ABIDkk,C[N+](C)(C)CCC[n+]1ccccc1.N#C[N-]C#N.N#C[N-]C#N,1-(3-(trimethylammonio)propyl)pyridinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
kkFyF,100,313.15,0,760.3,Yang and Fang (2018),Density,Liquid,ABIDkk,C[N+](C)(C)CCC[n+]1ccccc1.N#C[N-]C#N.N#C[N-]C#N,1-(3-(trimethylammonio)propyl)pyridinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
kkFyF,100,313.15,0.0999,917.6,Yang and Fang (2018),Density,Liquid,ABIDkk,C[N+](C)(C)CCC[n+]1ccccc1.N#C[N-]C#N.N#C[N-]C#N,1-(3-(trimethylammonio)propyl)pyridinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
kkFyF,100,313.15,0.1999,999.3,Yang and Fang (2018),Density,Liquid,ABIDkk,C[N+](C)(C)CCC[n+]1ccccc1.N#C[N-]C#N.N#C[N-]C#N,1-(3-(trimethylammonio)propyl)pyridinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
kkFyF,100,313.15,0.2998,1050.5,Yang and Fang (2018),Density,Liquid,ABIDkk,C[N+](C)(C)CCC[n+]1ccccc1.N#C[N-]C#N.N#C[N-]C#N,1-(3-(trimethylammonio)propyl)pyridinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
kkFyF,100,313.15,0.3997,1080,Yang and Fang (2018),Density,Liquid,ABIDkk,C[N+](C)(C)CCC[n+]1ccccc1.N#C[N-]C#N.N#C[N-]C#N,1-(3-(trimethylammonio)propyl)pyridinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
kkFyF,100,313.15,0.4999,1098.9,Yang and Fang (2018),Density,Liquid,ABIDkk,C[N+](C)(C)CCC[n+]1ccccc1.N#C[N-]C#N.N#C[N-]C#N,1-(3-(trimethylammonio)propyl)pyridinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
kkFyF,100,313.15,0.6002,1112.6,Yang and Fang (2018),Density,Liquid,ABIDkk,C[N+](C)(C)CCC[n+]1ccccc1.N#C[N-]C#N.N#C[N-]C#N,1-(3-(trimethylammonio)propyl)pyridinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
kkFyF,100,313.15,0.7001,1123.2,Yang and Fang (2018),Density,Liquid,ABIDkk,C[N+](C)(C)CCC[n+]1ccccc1.N#C[N-]C#N.N#C[N-]C#N,1-(3-(trimethylammonio)propyl)pyridinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
kkFyF,100,313.15,0.7998,1132.3,Yang and Fang (2018),Density,Liquid,ABIDkk,C[N+](C)(C)CCC[n+]1ccccc1.N#C[N-]C#N.N#C[N-]C#N,1-(3-(trimethylammonio)propyl)pyridinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
kkFyF,100,313.15,0.8997,1140.1,Yang and Fang (2018),Density,Liquid,ABIDkk,C[N+](C)(C)CCC[n+]1ccccc1.N#C[N-]C#N.N#C[N-]C#N,1-(3-(trimethylammonio)propyl)pyridinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
kkFyF,100,313.15,1,1146.3,Yang and Fang (2018),Density,Liquid,ABIDkk,C[N+](C)(C)CCC[n+]1ccccc1.N#C[N-]C#N.N#C[N-]C#N,1-(3-(trimethylammonio)propyl)pyridinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
kkFyF,100,318.15,0,754.8,Yang and Fang (2018),Density,Liquid,ABIDkk,C[N+](C)(C)CCC[n+]1ccccc1.N#C[N-]C#N.N#C[N-]C#N,1-(3-(trimethylammonio)propyl)pyridinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
kkFyF,100,318.15,0.0999,913.8,Yang and Fang (2018),Density,Liquid,ABIDkk,C[N+](C)(C)CCC[n+]1ccccc1.N#C[N-]C#N.N#C[N-]C#N,1-(3-(trimethylammonio)propyl)pyridinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
kkFyF,100,318.15,0.1999,995.8,Yang and Fang (2018),Density,Liquid,ABIDkk,C[N+](C)(C)CCC[n+]1ccccc1.N#C[N-]C#N.N#C[N-]C#N,1-(3-(trimethylammonio)propyl)pyridinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
kkFyF,100,318.15,0.2998,1047.2,Yang and Fang (2018),Density,Liquid,ABIDkk,C[N+](C)(C)CCC[n+]1ccccc1.N#C[N-]C#N.N#C[N-]C#N,1-(3-(trimethylammonio)propyl)pyridinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
kkFyF,100,318.15,0.3997,1076.7,Yang and Fang (2018),Density,Liquid,ABIDkk,C[N+](C)(C)CCC[n+]1ccccc1.N#C[N-]C#N.N#C[N-]C#N,1-(3-(trimethylammonio)propyl)pyridinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
kkFyF,100,318.15,0.4999,1096,Yang and Fang (2018),Density,Liquid,ABIDkk,C[N+](C)(C)CCC[n+]1ccccc1.N#C[N-]C#N.N#C[N-]C#N,1-(3-(trimethylammonio)propyl)pyridinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
kkFyF,100,318.15,0.6002,1109.6,Yang and Fang (2018),Density,Liquid,ABIDkk,C[N+](C)(C)CCC[n+]1ccccc1.N#C[N-]C#N.N#C[N-]C#N,1-(3-(trimethylammonio)propyl)pyridinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
kkFyF,100,318.15,0.7001,1120.2,Yang and Fang (2018),Density,Liquid,ABIDkk,C[N+](C)(C)CCC[n+]1ccccc1.N#C[N-]C#N.N#C[N-]C#N,1-(3-(trimethylammonio)propyl)pyridinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
kkFyF,100,318.15,0.7998,1129.3,Yang and Fang (2018),Density,Liquid,ABIDkk,C[N+](C)(C)CCC[n+]1ccccc1.N#C[N-]C#N.N#C[N-]C#N,1-(3-(trimethylammonio)propyl)pyridinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
kkFyF,100,318.15,0.8997,1137.2,Yang and Fang (2018),Density,Liquid,ABIDkk,C[N+](C)(C)CCC[n+]1ccccc1.N#C[N-]C#N.N#C[N-]C#N,1-(3-(trimethylammonio)propyl)pyridinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
kkFyF,100,318.15,1,1143.5,Yang and Fang (2018),Density,Liquid,ABIDkk,C[N+](C)(C)CCC[n+]1ccccc1.N#C[N-]C#N.N#C[N-]C#N,1-(3-(trimethylammonio)propyl)pyridinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
kkFyF,100,323.15,0,749.2,Yang and Fang (2018),Density,Liquid,ABIDkk,C[N+](C)(C)CCC[n+]1ccccc1.N#C[N-]C#N.N#C[N-]C#N,1-(3-(trimethylammonio)propyl)pyridinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
kkFyF,100,323.15,0.0999,909.9,Yang and Fang (2018),Density,Liquid,ABIDkk,C[N+](C)(C)CCC[n+]1ccccc1.N#C[N-]C#N.N#C[N-]C#N,1-(3-(trimethylammonio)propyl)pyridinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
kkFyF,100,323.15,0.1999,992.3,Yang and Fang (2018),Density,Liquid,ABIDkk,C[N+](C)(C)CCC[n+]1ccccc1.N#C[N-]C#N.N#C[N-]C#N,1-(3-(trimethylammonio)propyl)pyridinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
kkFyF,100,323.15,0.2998,1044,Yang and Fang (2018),Density,Liquid,ABIDkk,C[N+](C)(C)CCC[n+]1ccccc1.N#C[N-]C#N.N#C[N-]C#N,1-(3-(trimethylammonio)propyl)pyridinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
kkFyF,100,323.15,0.3997,1073.5,Yang and Fang (2018),Density,Liquid,ABIDkk,C[N+](C)(C)CCC[n+]1ccccc1.N#C[N-]C#N.N#C[N-]C#N,1-(3-(trimethylammonio)propyl)pyridinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
kkFyF,100,323.15,0.4999,1093.1,Yang and Fang (2018),Density,Liquid,ABIDkk,C[N+](C)(C)CCC[n+]1ccccc1.N#C[N-]C#N.N#C[N-]C#N,1-(3-(trimethylammonio)propyl)pyridinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
kkFyF,100,323.15,0.6002,1106.6,Yang and Fang (2018),Density,Liquid,ABIDkk,C[N+](C)(C)CCC[n+]1ccccc1.N#C[N-]C#N.N#C[N-]C#N,1-(3-(trimethylammonio)propyl)pyridinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
