setid,"Temperature, K",Mole fraction of 1-butylpyridinium bis(fluorosulfonyl)amide,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
BLSJQ,288.15,0.8,101.3,1350,Seki et al. (2019),Density,Liquid,ABIrOD,CCCC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butylpyridinium bis(fluorosulfonyl)amide,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
BLSJQ,288.15,1,101.3,1378,Seki et al. (2019),Density,Liquid,ABIrOD,CCCC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butylpyridinium bis(fluorosulfonyl)amide,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
BLSJQ,293.15,0,101.3,1216,Seki et al. (2019),Density,Liquid,ABIrOD,CCCC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butylpyridinium bis(fluorosulfonyl)amide,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
BLSJQ,293.15,0.2,101.3,1253,Seki et al. (2019),Density,Liquid,ABIrOD,CCCC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butylpyridinium bis(fluorosulfonyl)amide,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
BLSJQ,293.15,0.4,101.3,1286,Seki et al. (2019),Density,Liquid,ABIrOD,CCCC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butylpyridinium bis(fluorosulfonyl)amide,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
BLSJQ,293.15,0.6,101.3,1317,Seki et al. (2019),Density,Liquid,ABIrOD,CCCC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butylpyridinium bis(fluorosulfonyl)amide,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
BLSJQ,293.15,0.8,101.3,1346,Seki et al. (2019),Density,Liquid,ABIrOD,CCCC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butylpyridinium bis(fluorosulfonyl)amide,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
BLSJQ,293.15,1,101.3,1374,Seki et al. (2019),Density,Liquid,ABIrOD,CCCC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butylpyridinium bis(fluorosulfonyl)amide,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
BLSJQ,298.15,0,101.3,1213,Seki et al. (2019),Density,Liquid,ABIrOD,CCCC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butylpyridinium bis(fluorosulfonyl)amide,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
BLSJQ,298.15,0.2,101.3,1250,Seki et al. (2019),Density,Liquid,ABIrOD,CCCC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butylpyridinium bis(fluorosulfonyl)amide,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
BLSJQ,298.15,0.4,101.3,1282,Seki et al. (2019),Density,Liquid,ABIrOD,CCCC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butylpyridinium bis(fluorosulfonyl)amide,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
BLSJQ,298.15,0.6,101.3,1313,Seki et al. (2019),Density,Liquid,ABIrOD,CCCC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butylpyridinium bis(fluorosulfonyl)amide,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
BLSJQ,298.15,0.8,101.3,1342,Seki et al. (2019),Density,Liquid,ABIrOD,CCCC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butylpyridinium bis(fluorosulfonyl)amide,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
BLSJQ,298.15,1,101.3,1369,Seki et al. (2019),Density,Liquid,ABIrOD,CCCC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butylpyridinium bis(fluorosulfonyl)amide,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
BLSJQ,303.15,0,101.3,1209,Seki et al. (2019),Density,Liquid,ABIrOD,CCCC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butylpyridinium bis(fluorosulfonyl)amide,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
BLSJQ,303.15,0.2,101.3,1246,Seki et al. (2019),Density,Liquid,ABIrOD,CCCC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butylpyridinium bis(fluorosulfonyl)amide,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
BLSJQ,303.15,0.4,101.3,1279,Seki et al. (2019),Density,Liquid,ABIrOD,CCCC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butylpyridinium bis(fluorosulfonyl)amide,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
BLSJQ,303.15,0.6,101.3,1309,Seki et al. (2019),Density,Liquid,ABIrOD,CCCC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butylpyridinium bis(fluorosulfonyl)amide,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
BLSJQ,303.15,0.8,101.3,1338,Seki et al. (2019),Density,Liquid,ABIrOD,CCCC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butylpyridinium bis(fluorosulfonyl)amide,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
BLSJQ,303.15,1,101.3,1365,Seki et al. (2019),Density,Liquid,ABIrOD,CCCC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butylpyridinium bis(fluorosulfonyl)amide,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
BLSJQ,308.15,0,101.3,1206,Seki et al. (2019),Density,Liquid,ABIrOD,CCCC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butylpyridinium bis(fluorosulfonyl)amide,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
BLSJQ,308.15,0.2,101.3,1242,Seki et al. (2019),Density,Liquid,ABIrOD,CCCC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butylpyridinium bis(fluorosulfonyl)amide,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
BLSJQ,308.15,0.4,101.3,1275,Seki et al. (2019),Density,Liquid,ABIrOD,CCCC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butylpyridinium bis(fluorosulfonyl)amide,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
BLSJQ,308.15,0.6,101.3,1305,Seki et al. (2019),Density,Liquid,ABIrOD,CCCC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butylpyridinium bis(fluorosulfonyl)amide,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
BLSJQ,308.15,0.8,101.3,1334,Seki et al. (2019),Density,Liquid,ABIrOD,CCCC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butylpyridinium bis(fluorosulfonyl)amide,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
BLSJQ,308.15,1,101.3,1361,Seki et al. (2019),Density,Liquid,ABIrOD,CCCC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butylpyridinium bis(fluorosulfonyl)amide,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
BLSJQ,313.15,0,101.3,1202,Seki et al. (2019),Density,Liquid,ABIrOD,CCCC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butylpyridinium bis(fluorosulfonyl)amide,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
BLSJQ,313.15,0.2,101.3,1239,Seki et al. (2019),Density,Liquid,ABIrOD,CCCC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butylpyridinium bis(fluorosulfonyl)amide,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
BLSJQ,313.15,0.4,101.3,1271,Seki et al. (2019),Density,Liquid,ABIrOD,CCCC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butylpyridinium bis(fluorosulfonyl)amide,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
BLSJQ,313.15,0.6,101.3,1302,Seki et al. (2019),Density,Liquid,ABIrOD,CCCC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butylpyridinium bis(fluorosulfonyl)amide,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
BLSJQ,313.15,0.8,101.3,1330,Seki et al. (2019),Density,Liquid,ABIrOD,CCCC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butylpyridinium bis(fluorosulfonyl)amide,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
BLSJQ,313.15,1,101.3,1357,Seki et al. (2019),Density,Liquid,ABIrOD,CCCC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butylpyridinium bis(fluorosulfonyl)amide,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
BLSJQ,318.15,0,101.3,1199,Seki et al. (2019),Density,Liquid,ABIrOD,CCCC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butylpyridinium bis(fluorosulfonyl)amide,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
BLSJQ,318.15,0.2,101.3,1235,Seki et al. (2019),Density,Liquid,ABIrOD,CCCC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butylpyridinium bis(fluorosulfonyl)amide,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
BLSJQ,318.15,0.4,101.3,1268,Seki et al. (2019),Density,Liquid,ABIrOD,CCCC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butylpyridinium bis(fluorosulfonyl)amide,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
BLSJQ,318.15,0.6,101.3,1298,Seki et al. (2019),Density,Liquid,ABIrOD,CCCC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butylpyridinium bis(fluorosulfonyl)amide,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
BLSJQ,318.15,0.8,101.3,1326,Seki et al. (2019),Density,Liquid,ABIrOD,CCCC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butylpyridinium bis(fluorosulfonyl)amide,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
BLSJQ,318.15,1,101.3,1353,Seki et al. (2019),Density,Liquid,ABIrOD,CCCC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butylpyridinium bis(fluorosulfonyl)amide,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
BLSJQ,323.15,0,101.3,1196,Seki et al. (2019),Density,Liquid,ABIrOD,CCCC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butylpyridinium bis(fluorosulfonyl)amide,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
BLSJQ,323.15,0.2,101.3,1232,Seki et al. (2019),Density,Liquid,ABIrOD,CCCC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butylpyridinium bis(fluorosulfonyl)amide,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
BLSJQ,323.15,0.4,101.3,1264,Seki et al. (2019),Density,Liquid,ABIrOD,CCCC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butylpyridinium bis(fluorosulfonyl)amide,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
BLSJQ,323.15,0.6,101.3,1294,Seki et al. (2019),Density,Liquid,ABIrOD,CCCC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butylpyridinium bis(fluorosulfonyl)amide,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
BLSJQ,323.15,0.8,101.3,1322,Seki et al. (2019),Density,Liquid,ABIrOD,CCCC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butylpyridinium bis(fluorosulfonyl)amide,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
BLSJQ,323.15,1,101.3,1349,Seki et al. (2019),Density,Liquid,ABIrOD,CCCC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butylpyridinium bis(fluorosulfonyl)amide,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
BLSJQ,328.15,0,101.3,1192,Seki et al. (2019),Density,Liquid,ABIrOD,CCCC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butylpyridinium bis(fluorosulfonyl)amide,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
BLSJQ,328.15,0.2,101.3,1228,Seki et al. (2019),Density,Liquid,ABIrOD,CCCC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butylpyridinium bis(fluorosulfonyl)amide,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
BLSJQ,328.15,0.4,101.3,1260,Seki et al. (2019),Density,Liquid,ABIrOD,CCCC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butylpyridinium bis(fluorosulfonyl)amide,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
BLSJQ,328.15,0.6,101.3,1290,Seki et al. (2019),Density,Liquid,ABIrOD,CCCC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butylpyridinium bis(fluorosulfonyl)amide,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
BLSJQ,328.15,0.8,101.3,1318,Seki et al. (2019),Density,Liquid,ABIrOD,CCCC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butylpyridinium bis(fluorosulfonyl)amide,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
BLSJQ,328.15,1,101.3,1344,Seki et al. (2019),Density,Liquid,ABIrOD,CCCC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butylpyridinium bis(fluorosulfonyl)amide,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
BLSJQ,333.15,0,101.3,1189,Seki et al. (2019),Density,Liquid,ABIrOD,CCCC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butylpyridinium bis(fluorosulfonyl)amide,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
BLSJQ,333.15,0.2,101.3,1225,Seki et al. (2019),Density,Liquid,ABIrOD,CCCC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butylpyridinium bis(fluorosulfonyl)amide,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
BLSJQ,333.15,0.4,101.3,1256,Seki et al. (2019),Density,Liquid,ABIrOD,CCCC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butylpyridinium bis(fluorosulfonyl)amide,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
BLSJQ,333.15,0.6,101.3,1286,Seki et al. (2019),Density,Liquid,ABIrOD,CCCC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butylpyridinium bis(fluorosulfonyl)amide,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
BLSJQ,333.15,0.8,101.3,1314,Seki et al. (2019),Density,Liquid,ABIrOD,CCCC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butylpyridinium bis(fluorosulfonyl)amide,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
BLSJQ,333.15,1,101.3,1340,Seki et al. (2019),Density,Liquid,ABIrOD,CCCC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butylpyridinium bis(fluorosulfonyl)amide,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
BLSJQ,338.15,0,101.3,1186,Seki et al. (2019),Density,Liquid,ABIrOD,CCCC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butylpyridinium bis(fluorosulfonyl)amide,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
BLSJQ,338.15,0.2,101.3,1221,Seki et al. (2019),Density,Liquid,ABIrOD,CCCC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butylpyridinium bis(fluorosulfonyl)amide,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
BLSJQ,338.15,0.4,101.3,1253,Seki et al. (2019),Density,Liquid,ABIrOD,CCCC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butylpyridinium bis(fluorosulfonyl)amide,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
BLSJQ,338.15,0.6,101.3,1282,Seki et al. (2019),Density,Liquid,ABIrOD,CCCC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butylpyridinium bis(fluorosulfonyl)amide,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
BLSJQ,338.15,0.8,101.3,1310,Seki et al. (2019),Density,Liquid,ABIrOD,CCCC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butylpyridinium bis(fluorosulfonyl)amide,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
BLSJQ,338.15,1,101.3,1336,Seki et al. (2019),Density,Liquid,ABIrOD,CCCC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butylpyridinium bis(fluorosulfonyl)amide,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
BLSJQ,343.15,0,101.3,1182,Seki et al. (2019),Density,Liquid,ABIrOD,CCCC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butylpyridinium bis(fluorosulfonyl)amide,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
BLSJQ,343.15,0.2,101.3,1218,Seki et al. (2019),Density,Liquid,ABIrOD,CCCC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butylpyridinium bis(fluorosulfonyl)amide,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
BLSJQ,343.15,0.4,101.3,1249,Seki et al. (2019),Density,Liquid,ABIrOD,CCCC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butylpyridinium bis(fluorosulfonyl)amide,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
BLSJQ,343.15,0.6,101.3,1278,Seki et al. (2019),Density,Liquid,ABIrOD,CCCC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butylpyridinium bis(fluorosulfonyl)amide,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
BLSJQ,343.15,0.8,101.3,1306,Seki et al. (2019),Density,Liquid,ABIrOD,CCCC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butylpyridinium bis(fluorosulfonyl)amide,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
BLSJQ,343.15,1,101.3,1332,Seki et al. (2019),Density,Liquid,ABIrOD,CCCC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butylpyridinium bis(fluorosulfonyl)amide,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
BLSJQ,348.15,0,101.3,1179,Seki et al. (2019),Density,Liquid,ABIrOD,CCCC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butylpyridinium bis(fluorosulfonyl)amide,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
BLSJQ,348.15,0.2,101.3,1214,Seki et al. (2019),Density,Liquid,ABIrOD,CCCC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butylpyridinium bis(fluorosulfonyl)amide,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
BLSJQ,348.15,0.4,101.3,1245,Seki et al. (2019),Density,Liquid,ABIrOD,CCCC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butylpyridinium bis(fluorosulfonyl)amide,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
BLSJQ,348.15,0.6,101.3,1274,Seki et al. (2019),Density,Liquid,ABIrOD,CCCC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butylpyridinium bis(fluorosulfonyl)amide,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
