setid,"Temperature, K","Pressure, kPa",Solvent: Weight fraction of 1-butyl-3-methylimidazolium methyl sulfate,"Specific volume, m<SUP>3</SUP>/kg",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
jVBgI,333.2,2399,0.4956,0.0009301,Kumelan et al. (2011a),Density,Liquid,Gas,,56,AAIYzl,O=C=O,carbon dioxide,AADYJk,O,water
jVBgI,333.2,3821,0.4956,0.0009281,Kumelan et al. (2011a),Density,Liquid,Gas,,56,AAIYzl,O=C=O,carbon dioxide,AADYJk,O,water
jVBgI,333.2,5587,0.4956,0.0009229,Kumelan et al. (2011a),Density,Liquid,Gas,,56,AAIYzl,O=C=O,carbon dioxide,AADYJk,O,water
jVBgI,333.2,7801,0.4956,0.0009237,Kumelan et al. (2011a),Density,Liquid,Gas,,56,AAIYzl,O=C=O,carbon dioxide,AADYJk,O,water
jVBgI,333.2,9502,0.4956,0.0009234,Kumelan et al. (2011a),Density,Liquid,Gas,,56,AAIYzl,O=C=O,carbon dioxide,AADYJk,O,water
jVBgI,333.3,1210,0.8705,0.0008652,Kumelan et al. (2011a),Density,Liquid,Gas,,56,AAIYzl,O=C=O,carbon dioxide,AADYJk,O,water
jVBgI,333.3,2405,0.8705,0.0008671,Kumelan et al. (2011a),Density,Liquid,Gas,,56,AAIYzl,O=C=O,carbon dioxide,AADYJk,O,water
jVBgI,333.3,3606,0.8705,0.0008652,Kumelan et al. (2011a),Density,Liquid,Gas,,56,AAIYzl,O=C=O,carbon dioxide,AADYJk,O,water
jVBgI,333.3,4822,0.8705,0.0008646,Kumelan et al. (2011a),Density,Liquid,Gas,,56,AAIYzl,O=C=O,carbon dioxide,AADYJk,O,water
jVBgI,333.3,6242,0.8705,0.0008671,Kumelan et al. (2011a),Density,Liquid,Gas,,56,AAIYzl,O=C=O,carbon dioxide,AADYJk,O,water
jVBgI,333.3,7783,0.8705,0.0008649,Kumelan et al. (2011a),Density,Liquid,Gas,,56,AAIYzl,O=C=O,carbon dioxide,AADYJk,O,water
jVBgI,333.3,8962,0.8705,0.0008641,Kumelan et al. (2011a),Density,Liquid,Gas,,56,AAIYzl,O=C=O,carbon dioxide,AADYJk,O,water
jVBgI,373.1,883,0.1501,0.0010191,Kumelan et al. (2011a),Density,Liquid,Gas,,56,AAIYzl,O=C=O,carbon dioxide,AADYJk,O,water
jVBgI,373.1,1220,0.4956,0.0009595,Kumelan et al. (2011a),Density,Liquid,Gas,,56,AAIYzl,O=C=O,carbon dioxide,AADYJk,O,water
jVBgI,373.1,2178,0.1501,0.0010165,Kumelan et al. (2011a),Density,Liquid,Gas,,56,AAIYzl,O=C=O,carbon dioxide,AADYJk,O,water
jVBgI,373.1,2424,0.4956,0.0009587,Kumelan et al. (2011a),Density,Liquid,Gas,,56,AAIYzl,O=C=O,carbon dioxide,AADYJk,O,water
jVBgI,373.1,3444,0.1501,0.0010145,Kumelan et al. (2011a),Density,Liquid,Gas,,56,AAIYzl,O=C=O,carbon dioxide,AADYJk,O,water
jVBgI,373.1,3751,0.4956,0.0009554,Kumelan et al. (2011a),Density,Liquid,Gas,,56,AAIYzl,O=C=O,carbon dioxide,AADYJk,O,water
jVBgI,373.1,4849,0.1501,0.0010146,Kumelan et al. (2011a),Density,Liquid,Gas,,56,AAIYzl,O=C=O,carbon dioxide,AADYJk,O,water
jVBgI,373.1,5092,0.4956,0.0009553,Kumelan et al. (2011a),Density,Liquid,Gas,,56,AAIYzl,O=C=O,carbon dioxide,AADYJk,O,water
jVBgI,373.1,6500,0.1501,0.0010125,Kumelan et al. (2011a),Density,Liquid,Gas,,56,AAIYzl,O=C=O,carbon dioxide,AADYJk,O,water
jVBgI,373.1,6715,0.4956,0.0009557,Kumelan et al. (2011a),Density,Liquid,Gas,,56,AAIYzl,O=C=O,carbon dioxide,AADYJk,O,water
jVBgI,373.1,8303,0.1501,0.0010115,Kumelan et al. (2011a),Density,Liquid,Gas,,56,AAIYzl,O=C=O,carbon dioxide,AADYJk,O,water
jVBgI,373.1,8428,0.4956,0.0009538,Kumelan et al. (2011a),Density,Liquid,Gas,,56,AAIYzl,O=C=O,carbon dioxide,AADYJk,O,water
jVBgI,373.2,1488,0.8705,0.0008878,Kumelan et al. (2011a),Density,Liquid,Gas,,56,AAIYzl,O=C=O,carbon dioxide,AADYJk,O,water
jVBgI,373.2,3082,0.8705,0.0008874,Kumelan et al. (2011a),Density,Liquid,Gas,,56,AAIYzl,O=C=O,carbon dioxide,AADYJk,O,water
jVBgI,373.2,4839,0.8705,0.000887,Kumelan et al. (2011a),Density,Liquid,Gas,,56,AAIYzl,O=C=O,carbon dioxide,AADYJk,O,water
jVBgI,373.2,6117,0.8705,0.0008878,Kumelan et al. (2011a),Density,Liquid,Gas,,56,AAIYzl,O=C=O,carbon dioxide,AADYJk,O,water
jVBgI,373.2,7539,0.8705,0.0008898,Kumelan et al. (2011a),Density,Liquid,Gas,,56,AAIYzl,O=C=O,carbon dioxide,AADYJk,O,water
jVBgI,373.2,9091,0.8705,0.0008866,Kumelan et al. (2011a),Density,Liquid,Gas,,56,AAIYzl,O=C=O,carbon dioxide,AADYJk,O,water
