setid,"Temperature, K",Mole fraction of 1-butyl-3-methylimidazolium acetate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
gLHCv,313.15,0.892,96.7,1034.5,Yang et al. (2020a),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
gLHCv,313.15,1,96.7,1040.3,Yang et al. (2020a),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
gLHCv,318.15,0,96.7,919.1,Yang et al. (2020a),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
gLHCv,318.15,0.227,96.7,968.2,Yang et al. (2020a),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
gLHCv,318.15,0.305,96.7,980.2,Yang et al. (2020a),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
gLHCv,318.15,0.407,96.7,992.8,Yang et al. (2020a),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
gLHCv,318.15,0.495,96.7,1002,Yang et al. (2020a),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
gLHCv,318.15,0.629,96.7,1013.5,Yang et al. (2020a),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
gLHCv,318.15,0.793,96.7,1025.3,Yang et al. (2020a),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
gLHCv,318.15,0.892,96.7,1031.5,Yang et al. (2020a),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
gLHCv,318.15,1,96.7,1037.4,Yang et al. (2020a),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
gLHCv,323.15,0,96.7,914.5,Yang et al. (2020a),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
gLHCv,323.15,0.227,96.7,964.4,Yang et al. (2020a),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
gLHCv,323.15,0.305,96.7,976.4,Yang et al. (2020a),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
gLHCv,323.15,0.407,96.7,989.2,Yang et al. (2020a),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
gLHCv,323.15,0.495,96.7,998.5,Yang et al. (2020a),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
gLHCv,323.15,0.629,96.7,1010.3,Yang et al. (2020a),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
gLHCv,323.15,0.793,96.7,1022.2,Yang et al. (2020a),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
gLHCv,323.15,0.892,96.7,1028.5,Yang et al. (2020a),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
gLHCv,323.15,1,96.7,1034.4,Yang et al. (2020a),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
gLHCv,328.15,0,96.7,909.9,Yang et al. (2020a),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
gLHCv,328.15,0.227,96.7,960.4,Yang et al. (2020a),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
gLHCv,328.15,0.305,96.7,972.7,Yang et al. (2020a),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
gLHCv,328.15,0.407,96.7,985.6,Yang et al. (2020a),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
gLHCv,328.15,0.495,96.7,995.1,Yang et al. (2020a),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
gLHCv,328.15,0.629,96.7,1007,Yang et al. (2020a),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
gLHCv,328.15,0.793,96.7,1019.1,Yang et al. (2020a),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
gLHCv,328.15,0.892,96.7,1025.4,Yang et al. (2020a),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
gLHCv,328.15,1,96.7,1031.4,Yang et al. (2020a),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
gLHCv,333.15,0,96.7,905.2,Yang et al. (2020a),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
gLHCv,333.15,0.227,96.7,956.5,Yang et al. (2020a),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
gLHCv,333.15,0.305,96.7,968.9,Yang et al. (2020a),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
gLHCv,333.15,0.407,96.7,982.1,Yang et al. (2020a),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
gLHCv,333.15,0.495,96.7,991.7,Yang et al. (2020a),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
gLHCv,333.15,0.629,96.7,1003.7,Yang et al. (2020a),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
gLHCv,333.15,0.793,96.7,1016,Yang et al. (2020a),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
gLHCv,333.15,0.892,96.7,1022.4,Yang et al. (2020a),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
gLHCv,333.15,1,96.7,1028.5,Yang et al. (2020a),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
gLHCv,338.15,0,96.7,900.5,Yang et al. (2020a),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
gLHCv,338.15,0.227,96.7,952.6,Yang et al. (2020a),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
gLHCv,338.15,0.305,96.7,965.2,Yang et al. (2020a),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
gLHCv,338.15,0.407,96.7,978.6,Yang et al. (2020a),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
gLHCv,338.15,0.495,96.7,988.3,Yang et al. (2020a),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
gLHCv,338.15,0.629,96.7,1000.5,Yang et al. (2020a),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
gLHCv,338.15,0.793,96.7,1012.9,Yang et al. (2020a),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
gLHCv,338.15,0.892,96.7,1019.4,Yang et al. (2020a),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
gLHCv,338.15,1,96.7,1025.6,Yang et al. (2020a),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
gLHCv,343.15,0,96.7,895.9,Yang et al. (2020a),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
gLHCv,343.15,0.227,96.7,948.8,Yang et al. (2020a),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
gLHCv,343.15,0.305,96.7,961.4,Yang et al. (2020a),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
gLHCv,343.15,0.407,96.7,975.1,Yang et al. (2020a),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
gLHCv,343.15,0.495,96.7,984.9,Yang et al. (2020a),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
gLHCv,343.15,0.629,96.7,997.2,Yang et al. (2020a),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
gLHCv,343.15,0.793,96.7,1009.8,Yang et al. (2020a),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
gLHCv,343.15,0.892,96.7,1016.4,Yang et al. (2020a),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
gLHCv,343.15,1,96.7,1022.6,Yang et al. (2020a),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
gLHCv,348.15,0,96.7,891.2,Yang et al. (2020a),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
gLHCv,348.15,0.227,96.7,944.9,Yang et al. (2020a),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
gLHCv,348.15,0.305,96.7,957.7,Yang et al. (2020a),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
gLHCv,348.15,0.407,96.7,971.5,Yang et al. (2020a),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
gLHCv,348.15,0.495,96.7,981.5,Yang et al. (2020a),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
gLHCv,348.15,0.629,96.7,994,Yang et al. (2020a),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
gLHCv,348.15,0.793,96.7,1006.7,Yang et al. (2020a),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
gLHCv,348.15,0.892,96.7,1013.4,Yang et al. (2020a),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
gLHCv,348.15,1,96.7,1019.8,Yang et al. (2020a),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
