setid,"Temperature, K","MolaLity of L-valine, mol/kg","Solvent: MolaLity of 1-methyl-3-octylimidazolium chloride, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
GFrSj,303.15,0.35682,0,101,1005.35,Pal et al. (2014b),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride
GFrSj,303.15,0.39612,0,101,1006.37,Pal et al. (2014b),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride
GFrSj,308.15,0,0,101,994.039,Pal et al. (2014b),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride
GFrSj,308.15,0.01042,0,101,994.331,Pal et al. (2014b),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride
GFrSj,308.15,0.01984,0,101,994.595,Pal et al. (2014b),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride
GFrSj,308.15,0.03849,0.1031,101,996.875,Pal et al. (2014b),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride
GFrSj,308.15,0.04279,0.2975,101,997.048,Pal et al. (2014b),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride
GFrSj,308.15,0.05003,0,101,995.436,Pal et al. (2014b),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride
GFrSj,308.15,0.06327,0.1031,101,996.859,Pal et al. (2014b),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride
GFrSj,308.15,0.06855,0.2975,101,997.748,Pal et al. (2014b),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride
GFrSj,308.15,0.08835,0.2975,101,998.269,Pal et al. (2014b),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride
GFrSj,308.15,0.09183,0.1031,101,997.028,Pal et al. (2014b),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride
GFrSj,308.15,0.09952,0,101,996.803,Pal et al. (2014b),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride
GFrSj,308.15,0.11357,0.2975,101,998.901,Pal et al. (2014b),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride
GFrSj,308.15,0.11457,0.1031,101,997.29,Pal et al. (2014b),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride
GFrSj,308.15,0.15024,0,101,998.19,Pal et al. (2014b),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride
GFrSj,308.15,0.1602,0.1031,101,998.239,Pal et al. (2014b),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride
GFrSj,308.15,0.18971,0.2975,101,1000.65,Pal et al. (2014b),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride
GFrSj,308.15,0.19938,0,101,999.518,Pal et al. (2014b),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride
GFrSj,308.15,0.24957,0,101,1000.86,Pal et al. (2014b),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride
GFrSj,308.15,0.254,0.1031,101,1001.8,Pal et al. (2014b),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride
GFrSj,308.15,0.27151,0.2975,101,1002.26,Pal et al. (2014b),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride
GFrSj,308.15,0.30345,0,101,1002.28,Pal et al. (2014b),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride
GFrSj,308.15,0.34455,0.2975,101,1003.45,Pal et al. (2014b),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride
GFrSj,308.15,0.34628,0.1031,101,1007.3,Pal et al. (2014b),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride
GFrSj,308.15,0.35682,0,101,1003.68,Pal et al. (2014b),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride
GFrSj,308.15,0.39612,0,101,1004.7,Pal et al. (2014b),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride
