setid,"Temperature, K","MolaLity of xylitol, mol/kg","Solvent: MolaLity of N,N,N-trimethyl-1-hexadecanaminium bromide, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
gqWgu,298.15,0.0867,0.0004,100,1001.3,Banipal et al. (2017b),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AAdNzc,OC[C@H](O)[C@@H](O)[C@H](O)CO,xylitol,AADYJk,O,water
gqWgu,298.15,0.0899,0.0012,100,1001.4,Banipal et al. (2017b),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AAdNzc,OC[C@H](O)[C@@H](O)[C@H](O)CO,xylitol,AADYJk,O,water
gqWgu,298.15,0.1126,0.0008,100,1002.5,Banipal et al. (2017b),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AAdNzc,OC[C@H](O)[C@@H](O)[C@H](O)CO,xylitol,AADYJk,O,water
gqWgu,298.15,0.113,0.0004,100,1002.7,Banipal et al. (2017b),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AAdNzc,OC[C@H](O)[C@@H](O)[C@H](O)CO,xylitol,AADYJk,O,water
gqWgu,298.15,0.1131,0.0012,100,1002.6,Banipal et al. (2017b),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AAdNzc,OC[C@H](O)[C@@H](O)[C@H](O)CO,xylitol,AADYJk,O,water
gqWgu,298.15,0.1296,0.0008,100,1003.4,Banipal et al. (2017b),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AAdNzc,OC[C@H](O)[C@@H](O)[C@H](O)CO,xylitol,AADYJk,O,water
gqWgu,298.15,0.1315,0.0012,100,1003.5,Banipal et al. (2017b),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AAdNzc,OC[C@H](O)[C@@H](O)[C@H](O)CO,xylitol,AADYJk,O,water
gqWgu,298.15,0.1375,0.0004,100,1004,Banipal et al. (2017b),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AAdNzc,OC[C@H](O)[C@@H](O)[C@H](O)CO,xylitol,AADYJk,O,water
gqWgu,298.15,0.1567,0.0004,100,1005,Banipal et al. (2017b),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AAdNzc,OC[C@H](O)[C@@H](O)[C@H](O)CO,xylitol,AADYJk,O,water
gqWgu,298.15,0.161,0.0012,100,1005.1,Banipal et al. (2017b),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AAdNzc,OC[C@H](O)[C@@H](O)[C@H](O)CO,xylitol,AADYJk,O,water
gqWgu,298.15,0.1653,0.0008,100,1005.3,Banipal et al. (2017b),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AAdNzc,OC[C@H](O)[C@@H](O)[C@H](O)CO,xylitol,AADYJk,O,water
gqWgu,308.15,0,0.0004,100,994.1,Banipal et al. (2017b),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AAdNzc,OC[C@H](O)[C@@H](O)[C@H](O)CO,xylitol,AADYJk,O,water
gqWgu,308.15,0,0.0008,100,994.1,Banipal et al. (2017b),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AAdNzc,OC[C@H](O)[C@@H](O)[C@H](O)CO,xylitol,AADYJk,O,water
gqWgu,308.15,0,0.0012,100,994.1,Banipal et al. (2017b),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AAdNzc,OC[C@H](O)[C@@H](O)[C@H](O)CO,xylitol,AADYJk,O,water
gqWgu,308.15,0.0475,0.0008,100,996.3,Banipal et al. (2017b),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AAdNzc,OC[C@H](O)[C@@H](O)[C@H](O)CO,xylitol,AADYJk,O,water
gqWgu,308.15,0.052,0.0012,100,996.4,Banipal et al. (2017b),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AAdNzc,OC[C@H](O)[C@@H](O)[C@H](O)CO,xylitol,AADYJk,O,water
gqWgu,308.15,0.0546,0.0004,100,996.7,Banipal et al. (2017b),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AAdNzc,OC[C@H](O)[C@@H](O)[C@H](O)CO,xylitol,AADYJk,O,water
gqWgu,308.15,0.0675,0.0004,100,997.3,Banipal et al. (2017b),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AAdNzc,OC[C@H](O)[C@@H](O)[C@H](O)CO,xylitol,AADYJk,O,water
gqWgu,308.15,0.069,0.0012,100,997.2,Banipal et al. (2017b),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AAdNzc,OC[C@H](O)[C@@H](O)[C@H](O)CO,xylitol,AADYJk,O,water
gqWgu,308.15,0.0717,0.0008,100,997.4,Banipal et al. (2017b),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AAdNzc,OC[C@H](O)[C@@H](O)[C@H](O)CO,xylitol,AADYJk,O,water
gqWgu,308.15,0.0832,0.0008,100,998,Banipal et al. (2017b),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AAdNzc,OC[C@H](O)[C@@H](O)[C@H](O)CO,xylitol,AADYJk,O,water
gqWgu,308.15,0.0867,0.0004,100,998.2,Banipal et al. (2017b),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AAdNzc,OC[C@H](O)[C@@H](O)[C@H](O)CO,xylitol,AADYJk,O,water
gqWgu,308.15,0.0899,0.0012,100,998.2,Banipal et al. (2017b),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AAdNzc,OC[C@H](O)[C@@H](O)[C@H](O)CO,xylitol,AADYJk,O,water
gqWgu,308.15,0.1126,0.0008,100,999.5,Banipal et al. (2017b),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AAdNzc,OC[C@H](O)[C@@H](O)[C@H](O)CO,xylitol,AADYJk,O,water
gqWgu,308.15,0.113,0.0004,100,999.6,Banipal et al. (2017b),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AAdNzc,OC[C@H](O)[C@@H](O)[C@H](O)CO,xylitol,AADYJk,O,water
gqWgu,308.15,0.1131,0.0012,100,999.3,Banipal et al. (2017b),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AAdNzc,OC[C@H](O)[C@@H](O)[C@H](O)CO,xylitol,AADYJk,O,water
gqWgu,308.15,0.1296,0.0008,100,1000.4,Banipal et al. (2017b),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AAdNzc,OC[C@H](O)[C@@H](O)[C@H](O)CO,xylitol,AADYJk,O,water
gqWgu,308.15,0.1315,0.0012,100,1000.2,Banipal et al. (2017b),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AAdNzc,OC[C@H](O)[C@@H](O)[C@H](O)CO,xylitol,AADYJk,O,water
gqWgu,308.15,0.1375,0.0004,100,1000.8,Banipal et al. (2017b),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AAdNzc,OC[C@H](O)[C@@H](O)[C@H](O)CO,xylitol,AADYJk,O,water
gqWgu,308.15,0.1567,0.0004,100,1001.8,Banipal et al. (2017b),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AAdNzc,OC[C@H](O)[C@@H](O)[C@H](O)CO,xylitol,AADYJk,O,water
gqWgu,308.15,0.161,0.0012,100,1001.7,Banipal et al. (2017b),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AAdNzc,OC[C@H](O)[C@@H](O)[C@H](O)CO,xylitol,AADYJk,O,water
gqWgu,308.15,0.1653,0.0008,100,1002.3,Banipal et al. (2017b),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AAdNzc,OC[C@H](O)[C@@H](O)[C@H](O)CO,xylitol,AADYJk,O,water
gqWgu,318.15,0,0.0004,100,990.3,Banipal et al. (2017b),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AAdNzc,OC[C@H](O)[C@@H](O)[C@H](O)CO,xylitol,AADYJk,O,water
gqWgu,318.15,0,0.0008,100,990.3,Banipal et al. (2017b),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AAdNzc,OC[C@H](O)[C@@H](O)[C@H](O)CO,xylitol,AADYJk,O,water
gqWgu,318.15,0,0.0012,100,990.3,Banipal et al. (2017b),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AAdNzc,OC[C@H](O)[C@@H](O)[C@H](O)CO,xylitol,AADYJk,O,water
gqWgu,318.15,0.0475,0.0008,100,992.3,Banipal et al. (2017b),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AAdNzc,OC[C@H](O)[C@@H](O)[C@H](O)CO,xylitol,AADYJk,O,water
gqWgu,318.15,0.052,0.0012,100,992.5,Banipal et al. (2017b),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AAdNzc,OC[C@H](O)[C@@H](O)[C@H](O)CO,xylitol,AADYJk,O,water
gqWgu,318.15,0.0546,0.0004,100,992.7,Banipal et al. (2017b),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AAdNzc,OC[C@H](O)[C@@H](O)[C@H](O)CO,xylitol,AADYJk,O,water
gqWgu,318.15,0.0675,0.0004,100,993.3,Banipal et al. (2017b),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AAdNzc,OC[C@H](O)[C@@H](O)[C@H](O)CO,xylitol,AADYJk,O,water
gqWgu,318.15,0.069,0.0012,100,993.2,Banipal et al. (2017b),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AAdNzc,OC[C@H](O)[C@@H](O)[C@H](O)CO,xylitol,AADYJk,O,water
gqWgu,318.15,0.0717,0.0008,100,993.4,Banipal et al. (2017b),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AAdNzc,OC[C@H](O)[C@@H](O)[C@H](O)CO,xylitol,AADYJk,O,water
gqWgu,318.15,0.0832,0.0008,100,994,Banipal et al. (2017b),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AAdNzc,OC[C@H](O)[C@@H](O)[C@H](O)CO,xylitol,AADYJk,O,water
gqWgu,318.15,0.0867,0.0004,100,994.2,Banipal et al. (2017b),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AAdNzc,OC[C@H](O)[C@@H](O)[C@H](O)CO,xylitol,AADYJk,O,water
gqWgu,318.15,0.0899,0.0012,100,994.2,Banipal et al. (2017b),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AAdNzc,OC[C@H](O)[C@@H](O)[C@H](O)CO,xylitol,AADYJk,O,water
gqWgu,318.15,0.1126,0.0008,100,995.4,Banipal et al. (2017b),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AAdNzc,OC[C@H](O)[C@@H](O)[C@H](O)CO,xylitol,AADYJk,O,water
gqWgu,318.15,0.113,0.0004,100,995.5,Banipal et al. (2017b),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AAdNzc,OC[C@H](O)[C@@H](O)[C@H](O)CO,xylitol,AADYJk,O,water
gqWgu,318.15,0.1131,0.0012,100,995.2,Banipal et al. (2017b),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AAdNzc,OC[C@H](O)[C@@H](O)[C@H](O)CO,xylitol,AADYJk,O,water
gqWgu,318.15,0.1296,0.0008,100,996.2,Banipal et al. (2017b),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AAdNzc,OC[C@H](O)[C@@H](O)[C@H](O)CO,xylitol,AADYJk,O,water
gqWgu,318.15,0.1315,0.0012,100,996.1,Banipal et al. (2017b),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AAdNzc,OC[C@H](O)[C@@H](O)[C@H](O)CO,xylitol,AADYJk,O,water
gqWgu,318.15,0.1375,0.0004,100,996.7,Banipal et al. (2017b),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AAdNzc,OC[C@H](O)[C@@H](O)[C@H](O)CO,xylitol,AADYJk,O,water
gqWgu,318.15,0.1567,0.0004,100,997.7,Banipal et al. (2017b),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AAdNzc,OC[C@H](O)[C@@H](O)[C@H](O)CO,xylitol,AADYJk,O,water
gqWgu,318.15,0.161,0.0012,100,997.5,Banipal et al. (2017b),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AAdNzc,OC[C@H](O)[C@@H](O)[C@H](O)CO,xylitol,AADYJk,O,water
gqWgu,318.15,0.1653,0.0008,100,998,Banipal et al. (2017b),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AAdNzc,OC[C@H](O)[C@@H](O)[C@H](O)CO,xylitol,AADYJk,O,water
