setid,"Temperature, K","MolaLity of 1-propyl-3-methylimidazolium acetate, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
fKUIY,298.15,0.0113,100,998,Tong et al. (2018),Density,Liquid,AAjWCu,CC(=O)[O-].CCC[n+]1ccn(C)c1,1-propyl-3-methylimidazolium acetate,AADYJk,O,water,,,
fKUIY,298.15,0.0172,100,998.1,Tong et al. (2018),Density,Liquid,AAjWCu,CC(=O)[O-].CCC[n+]1ccn(C)c1,1-propyl-3-methylimidazolium acetate,AADYJk,O,water,,,
fKUIY,298.15,0.0279,100,998.2,Tong et al. (2018),Density,Liquid,AAjWCu,CC(=O)[O-].CCC[n+]1ccn(C)c1,1-propyl-3-methylimidazolium acetate,AADYJk,O,water,,,
fKUIY,298.15,0.0446,100,998.5,Tong et al. (2018),Density,Liquid,AAjWCu,CC(=O)[O-].CCC[n+]1ccn(C)c1,1-propyl-3-methylimidazolium acetate,AADYJk,O,water,,,
fKUIY,298.15,0.1119,100,999.4,Tong et al. (2018),Density,Liquid,AAjWCu,CC(=O)[O-].CCC[n+]1ccn(C)c1,1-propyl-3-methylimidazolium acetate,AADYJk,O,water,,,
fKUIY,298.15,0.1673,100,1000.1,Tong et al. (2018),Density,Liquid,AAjWCu,CC(=O)[O-].CCC[n+]1ccn(C)c1,1-propyl-3-methylimidazolium acetate,AADYJk,O,water,,,
fKUIY,298.15,0.2244,100,1001,Tong et al. (2018),Density,Liquid,AAjWCu,CC(=O)[O-].CCC[n+]1ccn(C)c1,1-propyl-3-methylimidazolium acetate,AADYJk,O,water,,,
fKUIY,298.15,0.2808,100,1001.9,Tong et al. (2018),Density,Liquid,AAjWCu,CC(=O)[O-].CCC[n+]1ccn(C)c1,1-propyl-3-methylimidazolium acetate,AADYJk,O,water,,,
fKUIY,298.15,0.3352,100,1002.7,Tong et al. (2018),Density,Liquid,AAjWCu,CC(=O)[O-].CCC[n+]1ccn(C)c1,1-propyl-3-methylimidazolium acetate,AADYJk,O,water,,,
fKUIY,298.15,0.3925,100,1003.6,Tong et al. (2018),Density,Liquid,AAjWCu,CC(=O)[O-].CCC[n+]1ccn(C)c1,1-propyl-3-methylimidazolium acetate,AADYJk,O,water,,,
fKUIY,298.15,0.448,100,1004.4,Tong et al. (2018),Density,Liquid,AAjWCu,CC(=O)[O-].CCC[n+]1ccn(C)c1,1-propyl-3-methylimidazolium acetate,AADYJk,O,water,,,
fKUIY,298.15,0.5037,100,1005.2,Tong et al. (2018),Density,Liquid,AAjWCu,CC(=O)[O-].CCC[n+]1ccn(C)c1,1-propyl-3-methylimidazolium acetate,AADYJk,O,water,,,
fKUIY,303.15,0,100,995.7,Tong et al. (2018),Density,Liquid,AAjWCu,CC(=O)[O-].CCC[n+]1ccn(C)c1,1-propyl-3-methylimidazolium acetate,AADYJk,O,water,,,
fKUIY,303.15,0.0113,100,996.5,Tong et al. (2018),Density,Liquid,AAjWCu,CC(=O)[O-].CCC[n+]1ccn(C)c1,1-propyl-3-methylimidazolium acetate,AADYJk,O,water,,,
fKUIY,303.15,0.0172,100,996.6,Tong et al. (2018),Density,Liquid,AAjWCu,CC(=O)[O-].CCC[n+]1ccn(C)c1,1-propyl-3-methylimidazolium acetate,AADYJk,O,water,,,
fKUIY,303.15,0.0279,100,996.8,Tong et al. (2018),Density,Liquid,AAjWCu,CC(=O)[O-].CCC[n+]1ccn(C)c1,1-propyl-3-methylimidazolium acetate,AADYJk,O,water,,,
fKUIY,303.15,0.0446,100,997,Tong et al. (2018),Density,Liquid,AAjWCu,CC(=O)[O-].CCC[n+]1ccn(C)c1,1-propyl-3-methylimidazolium acetate,AADYJk,O,water,,,
fKUIY,303.15,0.1119,100,997.8,Tong et al. (2018),Density,Liquid,AAjWCu,CC(=O)[O-].CCC[n+]1ccn(C)c1,1-propyl-3-methylimidazolium acetate,AADYJk,O,water,,,
fKUIY,303.15,0.1673,100,998.6,Tong et al. (2018),Density,Liquid,AAjWCu,CC(=O)[O-].CCC[n+]1ccn(C)c1,1-propyl-3-methylimidazolium acetate,AADYJk,O,water,,,
fKUIY,303.15,0.2244,100,999.5,Tong et al. (2018),Density,Liquid,AAjWCu,CC(=O)[O-].CCC[n+]1ccn(C)c1,1-propyl-3-methylimidazolium acetate,AADYJk,O,water,,,
fKUIY,303.15,0.2808,100,1000.3,Tong et al. (2018),Density,Liquid,AAjWCu,CC(=O)[O-].CCC[n+]1ccn(C)c1,1-propyl-3-methylimidazolium acetate,AADYJk,O,water,,,
fKUIY,303.15,0.3352,100,1001.1,Tong et al. (2018),Density,Liquid,AAjWCu,CC(=O)[O-].CCC[n+]1ccn(C)c1,1-propyl-3-methylimidazolium acetate,AADYJk,O,water,,,
fKUIY,303.15,0.3925,100,1002,Tong et al. (2018),Density,Liquid,AAjWCu,CC(=O)[O-].CCC[n+]1ccn(C)c1,1-propyl-3-methylimidazolium acetate,AADYJk,O,water,,,
fKUIY,303.15,0.448,100,1002.8,Tong et al. (2018),Density,Liquid,AAjWCu,CC(=O)[O-].CCC[n+]1ccn(C)c1,1-propyl-3-methylimidazolium acetate,AADYJk,O,water,,,
fKUIY,303.15,0.5037,100,1003.5,Tong et al. (2018),Density,Liquid,AAjWCu,CC(=O)[O-].CCC[n+]1ccn(C)c1,1-propyl-3-methylimidazolium acetate,AADYJk,O,water,,,
fKUIY,308.15,0,100,994.1,Tong et al. (2018),Density,Liquid,AAjWCu,CC(=O)[O-].CCC[n+]1ccn(C)c1,1-propyl-3-methylimidazolium acetate,AADYJk,O,water,,,
fKUIY,308.15,0.0113,100,994.9,Tong et al. (2018),Density,Liquid,AAjWCu,CC(=O)[O-].CCC[n+]1ccn(C)c1,1-propyl-3-methylimidazolium acetate,AADYJk,O,water,,,
fKUIY,308.15,0.0172,100,994.9,Tong et al. (2018),Density,Liquid,AAjWCu,CC(=O)[O-].CCC[n+]1ccn(C)c1,1-propyl-3-methylimidazolium acetate,AADYJk,O,water,,,
fKUIY,308.15,0.0279,100,995.1,Tong et al. (2018),Density,Liquid,AAjWCu,CC(=O)[O-].CCC[n+]1ccn(C)c1,1-propyl-3-methylimidazolium acetate,AADYJk,O,water,,,
fKUIY,308.15,0.0446,100,995.3,Tong et al. (2018),Density,Liquid,AAjWCu,CC(=O)[O-].CCC[n+]1ccn(C)c1,1-propyl-3-methylimidazolium acetate,AADYJk,O,water,,,
fKUIY,308.15,0.1119,100,996.1,Tong et al. (2018),Density,Liquid,AAjWCu,CC(=O)[O-].CCC[n+]1ccn(C)c1,1-propyl-3-methylimidazolium acetate,AADYJk,O,water,,,
fKUIY,308.15,0.1673,100,996.9,Tong et al. (2018),Density,Liquid,AAjWCu,CC(=O)[O-].CCC[n+]1ccn(C)c1,1-propyl-3-methylimidazolium acetate,AADYJk,O,water,,,
fKUIY,308.15,0.2244,100,997.7,Tong et al. (2018),Density,Liquid,AAjWCu,CC(=O)[O-].CCC[n+]1ccn(C)c1,1-propyl-3-methylimidazolium acetate,AADYJk,O,water,,,
fKUIY,308.15,0.2808,100,998.6,Tong et al. (2018),Density,Liquid,AAjWCu,CC(=O)[O-].CCC[n+]1ccn(C)c1,1-propyl-3-methylimidazolium acetate,AADYJk,O,water,,,
fKUIY,308.15,0.3352,100,999.3,Tong et al. (2018),Density,Liquid,AAjWCu,CC(=O)[O-].CCC[n+]1ccn(C)c1,1-propyl-3-methylimidazolium acetate,AADYJk,O,water,,,
fKUIY,308.15,0.3925,100,1000.2,Tong et al. (2018),Density,Liquid,AAjWCu,CC(=O)[O-].CCC[n+]1ccn(C)c1,1-propyl-3-methylimidazolium acetate,AADYJk,O,water,,,
fKUIY,308.15,0.448,100,1001,Tong et al. (2018),Density,Liquid,AAjWCu,CC(=O)[O-].CCC[n+]1ccn(C)c1,1-propyl-3-methylimidazolium acetate,AADYJk,O,water,,,
fKUIY,308.15,0.5037,100,1001.7,Tong et al. (2018),Density,Liquid,AAjWCu,CC(=O)[O-].CCC[n+]1ccn(C)c1,1-propyl-3-methylimidazolium acetate,AADYJk,O,water,,,
fKUIY,313.15,0,100,992.2,Tong et al. (2018),Density,Liquid,AAjWCu,CC(=O)[O-].CCC[n+]1ccn(C)c1,1-propyl-3-methylimidazolium acetate,AADYJk,O,water,,,
fKUIY,313.15,0.0113,100,993,Tong et al. (2018),Density,Liquid,AAjWCu,CC(=O)[O-].CCC[n+]1ccn(C)c1,1-propyl-3-methylimidazolium acetate,AADYJk,O,water,,,
fKUIY,313.15,0.0172,100,993,Tong et al. (2018),Density,Liquid,AAjWCu,CC(=O)[O-].CCC[n+]1ccn(C)c1,1-propyl-3-methylimidazolium acetate,AADYJk,O,water,,,
fKUIY,313.15,0.0279,100,993.2,Tong et al. (2018),Density,Liquid,AAjWCu,CC(=O)[O-].CCC[n+]1ccn(C)c1,1-propyl-3-methylimidazolium acetate,AADYJk,O,water,,,
fKUIY,313.15,0.0446,100,993.4,Tong et al. (2018),Density,Liquid,AAjWCu,CC(=O)[O-].CCC[n+]1ccn(C)c1,1-propyl-3-methylimidazolium acetate,AADYJk,O,water,,,
fKUIY,313.15,0.1119,100,994.2,Tong et al. (2018),Density,Liquid,AAjWCu,CC(=O)[O-].CCC[n+]1ccn(C)c1,1-propyl-3-methylimidazolium acetate,AADYJk,O,water,,,
fKUIY,313.15,0.1673,100,995,Tong et al. (2018),Density,Liquid,AAjWCu,CC(=O)[O-].CCC[n+]1ccn(C)c1,1-propyl-3-methylimidazolium acetate,AADYJk,O,water,,,
fKUIY,313.15,0.2244,100,995.8,Tong et al. (2018),Density,Liquid,AAjWCu,CC(=O)[O-].CCC[n+]1ccn(C)c1,1-propyl-3-methylimidazolium acetate,AADYJk,O,water,,,
fKUIY,313.15,0.2808,100,996.7,Tong et al. (2018),Density,Liquid,AAjWCu,CC(=O)[O-].CCC[n+]1ccn(C)c1,1-propyl-3-methylimidazolium acetate,AADYJk,O,water,,,
fKUIY,313.15,0.3352,100,997.4,Tong et al. (2018),Density,Liquid,AAjWCu,CC(=O)[O-].CCC[n+]1ccn(C)c1,1-propyl-3-methylimidazolium acetate,AADYJk,O,water,,,
fKUIY,313.15,0.3925,100,998.2,Tong et al. (2018),Density,Liquid,AAjWCu,CC(=O)[O-].CCC[n+]1ccn(C)c1,1-propyl-3-methylimidazolium acetate,AADYJk,O,water,,,
fKUIY,313.15,0.448,100,999,Tong et al. (2018),Density,Liquid,AAjWCu,CC(=O)[O-].CCC[n+]1ccn(C)c1,1-propyl-3-methylimidazolium acetate,AADYJk,O,water,,,
fKUIY,313.15,0.5037,100,999.6,Tong et al. (2018),Density,Liquid,AAjWCu,CC(=O)[O-].CCC[n+]1ccn(C)c1,1-propyl-3-methylimidazolium acetate,AADYJk,O,water,,,
fKUIY,318.15,0,100,990.2,Tong et al. (2018),Density,Liquid,AAjWCu,CC(=O)[O-].CCC[n+]1ccn(C)c1,1-propyl-3-methylimidazolium acetate,AADYJk,O,water,,,
fKUIY,318.15,0.0113,100,990.9,Tong et al. (2018),Density,Liquid,AAjWCu,CC(=O)[O-].CCC[n+]1ccn(C)c1,1-propyl-3-methylimidazolium acetate,AADYJk,O,water,,,
fKUIY,318.15,0.0172,100,991,Tong et al. (2018),Density,Liquid,AAjWCu,CC(=O)[O-].CCC[n+]1ccn(C)c1,1-propyl-3-methylimidazolium acetate,AADYJk,O,water,,,
fKUIY,318.15,0.0279,100,991.1,Tong et al. (2018),Density,Liquid,AAjWCu,CC(=O)[O-].CCC[n+]1ccn(C)c1,1-propyl-3-methylimidazolium acetate,AADYJk,O,water,,,
fKUIY,318.15,0.0446,100,991.3,Tong et al. (2018),Density,Liquid,AAjWCu,CC(=O)[O-].CCC[n+]1ccn(C)c1,1-propyl-3-methylimidazolium acetate,AADYJk,O,water,,,
fKUIY,318.15,0.1119,100,992.2,Tong et al. (2018),Density,Liquid,AAjWCu,CC(=O)[O-].CCC[n+]1ccn(C)c1,1-propyl-3-methylimidazolium acetate,AADYJk,O,water,,,
fKUIY,318.15,0.1673,100,992.9,Tong et al. (2018),Density,Liquid,AAjWCu,CC(=O)[O-].CCC[n+]1ccn(C)c1,1-propyl-3-methylimidazolium acetate,AADYJk,O,water,,,
fKUIY,318.15,0.2244,100,993.8,Tong et al. (2018),Density,Liquid,AAjWCu,CC(=O)[O-].CCC[n+]1ccn(C)c1,1-propyl-3-methylimidazolium acetate,AADYJk,O,water,,,
fKUIY,318.15,0.2808,100,994.6,Tong et al. (2018),Density,Liquid,AAjWCu,CC(=O)[O-].CCC[n+]1ccn(C)c1,1-propyl-3-methylimidazolium acetate,AADYJk,O,water,,,
fKUIY,318.15,0.3352,100,995.3,Tong et al. (2018),Density,Liquid,AAjWCu,CC(=O)[O-].CCC[n+]1ccn(C)c1,1-propyl-3-methylimidazolium acetate,AADYJk,O,water,,,
fKUIY,318.15,0.3925,100,996.1,Tong et al. (2018),Density,Liquid,AAjWCu,CC(=O)[O-].CCC[n+]1ccn(C)c1,1-propyl-3-methylimidazolium acetate,AADYJk,O,water,,,
fKUIY,318.15,0.448,100,996.9,Tong et al. (2018),Density,Liquid,AAjWCu,CC(=O)[O-].CCC[n+]1ccn(C)c1,1-propyl-3-methylimidazolium acetate,AADYJk,O,water,,,
fKUIY,318.15,0.5037,100,997.6,Tong et al. (2018),Density,Liquid,AAjWCu,CC(=O)[O-].CCC[n+]1ccn(C)c1,1-propyl-3-methylimidazolium acetate,AADYJk,O,water,,,
