setid,"Temperature, K",Mole fraction of 1-ethyl-3-methylimidazolium dicyanamide,"Mole fraction of 2,2,2-trifluoroethanol","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
ekwAL,313.15,0.6344,0.2517,100,1111.9,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAIsrh,CCO,ethanol
ekwAL,313.15,0.673,0.2236,100,1111,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAIsrh,CCO,ethanol
ekwAL,313.15,0.7094,0.2009,100,1112.5,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAIsrh,CCO,ethanol
ekwAL,313.15,0.7331,0.1948,100,1116.4,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAIsrh,CCO,ethanol
ekwAL,313.15,0.7722,0.1661,100,1118.7,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAIsrh,CCO,ethanol
ekwAL,313.15,0.8061,0.1434,100,1122.4,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAIsrh,CCO,ethanol
ekwAL,318.15,0.0355,0.8508,100,1309,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAIsrh,CCO,ethanol
ekwAL,318.15,0.0692,0.8058,100,1288.5,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAIsrh,CCO,ethanol
ekwAL,318.15,0.1059,0.7569,100,1266.4,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAIsrh,CCO,ethanol
ekwAL,318.15,0.1341,0.7174,100,1248.8,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAIsrh,CCO,ethanol
ekwAL,318.15,0.1703,0.668,100,1227.3,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAIsrh,CCO,ethanol
ekwAL,318.15,0.2026,0.6226,100,1208.1,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAIsrh,CCO,ethanol
ekwAL,318.15,0.2373,0.574,100,1188.4,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAIsrh,CCO,ethanol
ekwAL,318.15,0.2705,0.5266,100,1170,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAIsrh,CCO,ethanol
ekwAL,318.15,0.3059,0.4761,100,1151.4,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAIsrh,CCO,ethanol
ekwAL,318.15,0.3367,0.4558,100,1145,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAIsrh,CCO,ethanol
ekwAL,318.15,0.3741,0.4288,100,1136.9,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAIsrh,CCO,ethanol
ekwAL,318.15,0.4093,0.4055,100,1130.8,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAIsrh,CCO,ethanol
ekwAL,318.15,0.4361,0.3894,100,1127.1,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAIsrh,CCO,ethanol
ekwAL,318.15,0.4751,0.3581,100,1119.8,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAIsrh,CCO,ethanol
ekwAL,318.15,0.5091,0.3393,100,1117.1,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAIsrh,CCO,ethanol
ekwAL,318.15,0.539,0.314,100,1112.5,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAIsrh,CCO,ethanol
ekwAL,318.15,0.576,0.2854,100,1108.6,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAIsrh,CCO,ethanol
ekwAL,318.15,0.6046,0.2689,100,1108,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAIsrh,CCO,ethanol
ekwAL,318.15,0.6344,0.2517,100,1108,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAIsrh,CCO,ethanol
ekwAL,318.15,0.673,0.2236,100,1107.2,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAIsrh,CCO,ethanol
ekwAL,318.15,0.7094,0.2009,100,1108.7,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAIsrh,CCO,ethanol
ekwAL,318.15,0.7331,0.1948,100,1112.7,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAIsrh,CCO,ethanol
ekwAL,318.15,0.7722,0.1661,100,1115.1,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAIsrh,CCO,ethanol
ekwAL,318.15,0.8061,0.1434,100,1118.8,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAIsrh,CCO,ethanol
ekwAL,323.15,0.0355,0.8508,100,1301,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAIsrh,CCO,ethanol
ekwAL,323.15,0.0692,0.8058,100,1280.9,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAIsrh,CCO,ethanol
ekwAL,323.15,0.1059,0.7569,100,1259.2,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAIsrh,CCO,ethanol
ekwAL,323.15,0.1341,0.7174,100,1241.9,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAIsrh,CCO,ethanol
ekwAL,323.15,0.1703,0.668,100,1220.7,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAIsrh,CCO,ethanol
ekwAL,323.15,0.2026,0.6226,100,1201.9,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAIsrh,CCO,ethanol
ekwAL,323.15,0.2373,0.574,100,1182.5,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAIsrh,CCO,ethanol
ekwAL,323.15,0.2705,0.5266,100,1164.4,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAIsrh,CCO,ethanol
ekwAL,323.15,0.3059,0.4761,100,1146.1,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAIsrh,CCO,ethanol
ekwAL,323.15,0.3367,0.4558,100,1139.9,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAIsrh,CCO,ethanol
ekwAL,323.15,0.3741,0.4288,100,1132,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAIsrh,CCO,ethanol
ekwAL,323.15,0.4093,0.4055,100,1126.1,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAIsrh,CCO,ethanol
ekwAL,323.15,0.4361,0.3894,100,1122.5,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAIsrh,CCO,ethanol
ekwAL,323.15,0.4751,0.3581,100,1115.4,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAIsrh,CCO,ethanol
ekwAL,323.15,0.5091,0.3393,100,1112.8,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAIsrh,CCO,ethanol
ekwAL,323.15,0.539,0.314,100,1108.3,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAIsrh,CCO,ethanol
ekwAL,323.15,0.576,0.2854,100,1104.6,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAIsrh,CCO,ethanol
ekwAL,323.15,0.6046,0.2689,100,1104,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAIsrh,CCO,ethanol
ekwAL,323.15,0.6344,0.2517,100,1104.1,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAIsrh,CCO,ethanol
ekwAL,323.15,0.673,0.2236,100,1103.4,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAIsrh,CCO,ethanol
ekwAL,323.15,0.7094,0.2009,100,1105,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAIsrh,CCO,ethanol
ekwAL,323.15,0.7331,0.1948,100,1109,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAIsrh,CCO,ethanol
ekwAL,323.15,0.7722,0.1661,100,1111.4,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAIsrh,CCO,ethanol
ekwAL,323.15,0.8061,0.1434,100,1115.2,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAIsrh,CCO,ethanol
