setid,"Temperature, K",Mole fraction of potassium bis(fluorosulfonyl)amide,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
fRBnq,298,0.1,101,1480,Yamamoto et al. (2021),Density,Liquid,AAqIKq,O=S(=O)(F)[N-]S(=O)(=O)F.[K+],potassium bis(fluorosulfonyl)amide,ABEAsp,CC[n+]1ccn(C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,,,
fRBnq,298,0.2,101,1523,Yamamoto et al. (2021),Density,Liquid,AAqIKq,O=S(=O)(F)[N-]S(=O)(=O)F.[K+],potassium bis(fluorosulfonyl)amide,ABEAsp,CC[n+]1ccn(C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,,,
fRBnq,303,0,101,1437,Yamamoto et al. (2021),Density,Liquid,AAqIKq,O=S(=O)(F)[N-]S(=O)(=O)F.[K+],potassium bis(fluorosulfonyl)amide,ABEAsp,CC[n+]1ccn(C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,,,
fRBnq,303,0.1,101,1476,Yamamoto et al. (2021),Density,Liquid,AAqIKq,O=S(=O)(F)[N-]S(=O)(=O)F.[K+],potassium bis(fluorosulfonyl)amide,ABEAsp,CC[n+]1ccn(C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,,,
fRBnq,303,0.2,101,1518,Yamamoto et al. (2021),Density,Liquid,AAqIKq,O=S(=O)(F)[N-]S(=O)(=O)F.[K+],potassium bis(fluorosulfonyl)amide,ABEAsp,CC[n+]1ccn(C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,,,
fRBnq,308,0,101,1433,Yamamoto et al. (2021),Density,Liquid,AAqIKq,O=S(=O)(F)[N-]S(=O)(=O)F.[K+],potassium bis(fluorosulfonyl)amide,ABEAsp,CC[n+]1ccn(C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,,,
fRBnq,308,0.1,101,1471,Yamamoto et al. (2021),Density,Liquid,AAqIKq,O=S(=O)(F)[N-]S(=O)(=O)F.[K+],potassium bis(fluorosulfonyl)amide,ABEAsp,CC[n+]1ccn(C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,,,
fRBnq,308,0.2,101,1513,Yamamoto et al. (2021),Density,Liquid,AAqIKq,O=S(=O)(F)[N-]S(=O)(=O)F.[K+],potassium bis(fluorosulfonyl)amide,ABEAsp,CC[n+]1ccn(C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,,,
fRBnq,313,0,101,1428,Yamamoto et al. (2021),Density,Liquid,AAqIKq,O=S(=O)(F)[N-]S(=O)(=O)F.[K+],potassium bis(fluorosulfonyl)amide,ABEAsp,CC[n+]1ccn(C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,,,
fRBnq,313,0.1,101,1466,Yamamoto et al. (2021),Density,Liquid,AAqIKq,O=S(=O)(F)[N-]S(=O)(=O)F.[K+],potassium bis(fluorosulfonyl)amide,ABEAsp,CC[n+]1ccn(C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,,,
fRBnq,313,0.2,101,1508,Yamamoto et al. (2021),Density,Liquid,AAqIKq,O=S(=O)(F)[N-]S(=O)(=O)F.[K+],potassium bis(fluorosulfonyl)amide,ABEAsp,CC[n+]1ccn(C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,,,
fRBnq,318,0,101,1424,Yamamoto et al. (2021),Density,Liquid,AAqIKq,O=S(=O)(F)[N-]S(=O)(=O)F.[K+],potassium bis(fluorosulfonyl)amide,ABEAsp,CC[n+]1ccn(C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,,,
fRBnq,318,0.1,101,1462,Yamamoto et al. (2021),Density,Liquid,AAqIKq,O=S(=O)(F)[N-]S(=O)(=O)F.[K+],potassium bis(fluorosulfonyl)amide,ABEAsp,CC[n+]1ccn(C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,,,
fRBnq,318,0.2,101,1504,Yamamoto et al. (2021),Density,Liquid,AAqIKq,O=S(=O)(F)[N-]S(=O)(=O)F.[K+],potassium bis(fluorosulfonyl)amide,ABEAsp,CC[n+]1ccn(C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,,,
fRBnq,323,0,101,1419,Yamamoto et al. (2021),Density,Liquid,AAqIKq,O=S(=O)(F)[N-]S(=O)(=O)F.[K+],potassium bis(fluorosulfonyl)amide,ABEAsp,CC[n+]1ccn(C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,,,
fRBnq,323,0.1,101,1457,Yamamoto et al. (2021),Density,Liquid,AAqIKq,O=S(=O)(F)[N-]S(=O)(=O)F.[K+],potassium bis(fluorosulfonyl)amide,ABEAsp,CC[n+]1ccn(C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,,,
fRBnq,323,0.2,101,1499,Yamamoto et al. (2021),Density,Liquid,AAqIKq,O=S(=O)(F)[N-]S(=O)(=O)F.[K+],potassium bis(fluorosulfonyl)amide,ABEAsp,CC[n+]1ccn(C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,,,
fRBnq,328,0,101,1415,Yamamoto et al. (2021),Density,Liquid,AAqIKq,O=S(=O)(F)[N-]S(=O)(=O)F.[K+],potassium bis(fluorosulfonyl)amide,ABEAsp,CC[n+]1ccn(C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,,,
fRBnq,328,0.1,101,1453,Yamamoto et al. (2021),Density,Liquid,AAqIKq,O=S(=O)(F)[N-]S(=O)(=O)F.[K+],potassium bis(fluorosulfonyl)amide,ABEAsp,CC[n+]1ccn(C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,,,
fRBnq,328,0.2,101,1494,Yamamoto et al. (2021),Density,Liquid,AAqIKq,O=S(=O)(F)[N-]S(=O)(=O)F.[K+],potassium bis(fluorosulfonyl)amide,ABEAsp,CC[n+]1ccn(C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,,,
fRBnq,333,0,101,1410,Yamamoto et al. (2021),Density,Liquid,AAqIKq,O=S(=O)(F)[N-]S(=O)(=O)F.[K+],potassium bis(fluorosulfonyl)amide,ABEAsp,CC[n+]1ccn(C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,,,
fRBnq,333,0.1,101,1448,Yamamoto et al. (2021),Density,Liquid,AAqIKq,O=S(=O)(F)[N-]S(=O)(=O)F.[K+],potassium bis(fluorosulfonyl)amide,ABEAsp,CC[n+]1ccn(C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,,,
fRBnq,333,0.2,101,1490,Yamamoto et al. (2021),Density,Liquid,AAqIKq,O=S(=O)(F)[N-]S(=O)(=O)F.[K+],potassium bis(fluorosulfonyl)amide,ABEAsp,CC[n+]1ccn(C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,,,
fRBnq,338,0,101,1406,Yamamoto et al. (2021),Density,Liquid,AAqIKq,O=S(=O)(F)[N-]S(=O)(=O)F.[K+],potassium bis(fluorosulfonyl)amide,ABEAsp,CC[n+]1ccn(C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,,,
fRBnq,338,0.1,101,1444,Yamamoto et al. (2021),Density,Liquid,AAqIKq,O=S(=O)(F)[N-]S(=O)(=O)F.[K+],potassium bis(fluorosulfonyl)amide,ABEAsp,CC[n+]1ccn(C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,,,
fRBnq,338,0.2,101,1485,Yamamoto et al. (2021),Density,Liquid,AAqIKq,O=S(=O)(F)[N-]S(=O)(=O)F.[K+],potassium bis(fluorosulfonyl)amide,ABEAsp,CC[n+]1ccn(C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,,,
fRBnq,343,0,101,1401,Yamamoto et al. (2021),Density,Liquid,AAqIKq,O=S(=O)(F)[N-]S(=O)(=O)F.[K+],potassium bis(fluorosulfonyl)amide,ABEAsp,CC[n+]1ccn(C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,,,
fRBnq,343,0.1,101,1439,Yamamoto et al. (2021),Density,Liquid,AAqIKq,O=S(=O)(F)[N-]S(=O)(=O)F.[K+],potassium bis(fluorosulfonyl)amide,ABEAsp,CC[n+]1ccn(C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,,,
fRBnq,343,0.2,101,1480,Yamamoto et al. (2021),Density,Liquid,AAqIKq,O=S(=O)(F)[N-]S(=O)(=O)F.[K+],potassium bis(fluorosulfonyl)amide,ABEAsp,CC[n+]1ccn(C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,,,
fRBnq,348,0,101,1397,Yamamoto et al. (2021),Density,Liquid,AAqIKq,O=S(=O)(F)[N-]S(=O)(=O)F.[K+],potassium bis(fluorosulfonyl)amide,ABEAsp,CC[n+]1ccn(C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,,,
fRBnq,348,0.1,101,1435,Yamamoto et al. (2021),Density,Liquid,AAqIKq,O=S(=O)(F)[N-]S(=O)(=O)F.[K+],potassium bis(fluorosulfonyl)amide,ABEAsp,CC[n+]1ccn(C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,,,
fRBnq,348,0.2,101,1476,Yamamoto et al. (2021),Density,Liquid,AAqIKq,O=S(=O)(F)[N-]S(=O)(=O)F.[K+],potassium bis(fluorosulfonyl)amide,ABEAsp,CC[n+]1ccn(C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,,,
fRBnq,353,0,101,1393,Yamamoto et al. (2021),Density,Liquid,AAqIKq,O=S(=O)(F)[N-]S(=O)(=O)F.[K+],potassium bis(fluorosulfonyl)amide,ABEAsp,CC[n+]1ccn(C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,,,
fRBnq,353,0.1,101,1430,Yamamoto et al. (2021),Density,Liquid,AAqIKq,O=S(=O)(F)[N-]S(=O)(=O)F.[K+],potassium bis(fluorosulfonyl)amide,ABEAsp,CC[n+]1ccn(C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,,,
fRBnq,353,0.2,101,1471,Yamamoto et al. (2021),Density,Liquid,AAqIKq,O=S(=O)(F)[N-]S(=O)(=O)F.[K+],potassium bis(fluorosulfonyl)amide,ABEAsp,CC[n+]1ccn(C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,,,
fRBnq,358,0,101,1388,Yamamoto et al. (2021),Density,Liquid,AAqIKq,O=S(=O)(F)[N-]S(=O)(=O)F.[K+],potassium bis(fluorosulfonyl)amide,ABEAsp,CC[n+]1ccn(C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,,,
fRBnq,358,0.1,101,1426,Yamamoto et al. (2021),Density,Liquid,AAqIKq,O=S(=O)(F)[N-]S(=O)(=O)F.[K+],potassium bis(fluorosulfonyl)amide,ABEAsp,CC[n+]1ccn(C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,,,
fRBnq,358,0.2,101,1467,Yamamoto et al. (2021),Density,Liquid,AAqIKq,O=S(=O)(F)[N-]S(=O)(=O)F.[K+],potassium bis(fluorosulfonyl)amide,ABEAsp,CC[n+]1ccn(C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,,,
fRBnq,363,0,101,1384,Yamamoto et al. (2021),Density,Liquid,AAqIKq,O=S(=O)(F)[N-]S(=O)(=O)F.[K+],potassium bis(fluorosulfonyl)amide,ABEAsp,CC[n+]1ccn(C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,,,
fRBnq,363,0.1,101,1421,Yamamoto et al. (2021),Density,Liquid,AAqIKq,O=S(=O)(F)[N-]S(=O)(=O)F.[K+],potassium bis(fluorosulfonyl)amide,ABEAsp,CC[n+]1ccn(C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,,,
fRBnq,363,0.2,101,1462,Yamamoto et al. (2021),Density,Liquid,AAqIKq,O=S(=O)(F)[N-]S(=O)(=O)F.[K+],potassium bis(fluorosulfonyl)amide,ABEAsp,CC[n+]1ccn(C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,,,
fRBnq,368,0,101,1380,Yamamoto et al. (2021),Density,Liquid,AAqIKq,O=S(=O)(F)[N-]S(=O)(=O)F.[K+],potassium bis(fluorosulfonyl)amide,ABEAsp,CC[n+]1ccn(C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,,,
fRBnq,368,0.1,101,1417,Yamamoto et al. (2021),Density,Liquid,AAqIKq,O=S(=O)(F)[N-]S(=O)(=O)F.[K+],potassium bis(fluorosulfonyl)amide,ABEAsp,CC[n+]1ccn(C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,,,
fRBnq,368,0.2,101,1458,Yamamoto et al. (2021),Density,Liquid,AAqIKq,O=S(=O)(F)[N-]S(=O)(=O)F.[K+],potassium bis(fluorosulfonyl)amide,ABEAsp,CC[n+]1ccn(C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,,,
