setid,"Temperature, K",Mole fraction of carbon dioxide,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
heCAS,313.15,0.188,20000,1244,Tomida et al. (2011),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
heCAS,313.15,0.263,10000,1237,Tomida et al. (2011),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
heCAS,313.15,0.263,15000,1241,Tomida et al. (2011),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
heCAS,313.15,0.263,20000,1244,Tomida et al. (2011),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
heCAS,313.15,0.402,10000,1231,Tomida et al. (2011),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
heCAS,313.15,0.402,15000,1235,Tomida et al. (2011),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
heCAS,313.15,0.402,20000,1238,Tomida et al. (2011),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
heCAS,333.15,0.101,10000,1221,Tomida et al. (2011),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
heCAS,333.15,0.101,15000,1225,Tomida et al. (2011),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
heCAS,333.15,0.101,20000,1227,Tomida et al. (2011),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
heCAS,333.15,0.188,10000,1222,Tomida et al. (2011),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
heCAS,333.15,0.188,15000,1226,Tomida et al. (2011),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
heCAS,333.15,0.188,20000,1228,Tomida et al. (2011),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
heCAS,333.15,0.263,10000,1220,Tomida et al. (2011),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
heCAS,333.15,0.263,15000,1224,Tomida et al. (2011),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
heCAS,333.15,0.263,20000,1227,Tomida et al. (2011),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
heCAS,333.15,0.402,10000,1211,Tomida et al. (2011),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
heCAS,333.15,0.402,15000,1217,Tomida et al. (2011),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
heCAS,333.15,0.402,20000,1220,Tomida et al. (2011),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
heCAS,353.15,0.101,10000,1193,Tomida et al. (2011),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
heCAS,353.15,0.101,15000,1209,Tomida et al. (2011),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
heCAS,353.15,0.101,20000,1212,Tomida et al. (2011),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
heCAS,353.15,0.188,10000,1182,Tomida et al. (2011),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
heCAS,353.15,0.188,15000,1210,Tomida et al. (2011),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
heCAS,353.15,0.188,20000,1214,Tomida et al. (2011),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
heCAS,353.15,0.263,10000,1169,Tomida et al. (2011),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
heCAS,353.15,0.263,15000,1208,Tomida et al. (2011),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
heCAS,353.15,0.263,20000,1212,Tomida et al. (2011),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
heCAS,353.15,0.402,10000,1139,Tomida et al. (2011),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
heCAS,353.15,0.402,15000,1198,Tomida et al. (2011),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
heCAS,353.15,0.402,20000,1203,Tomida et al. (2011),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
