setid,Mole fraction of dimethylformamide,"MolaLity of tetrapropylammonium bromide, mol/kg","Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
rgynN,0.0995,0.0526,298.15,101.325,998.763,Garcia-Paneda et al. (1997),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
rgynN,0.0995,0.0736,298.15,101.325,999.512,Garcia-Paneda et al. (1997),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
rgynN,0.0995,0.0927,298.15,101.325,1000.18,Garcia-Paneda et al. (1997),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
rgynN,0.0995,0.1233,298.15,101.325,1001.23,Garcia-Paneda et al. (1997),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
rgynN,0.0995,0.1515,298.15,101.325,1002.21,Garcia-Paneda et al. (1997),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
rgynN,0.0995,0.18,298.15,101.325,1003.23,Garcia-Paneda et al. (1997),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
rgynN,0.0995,0.199,298.15,101.325,1003.86,Garcia-Paneda et al. (1997),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
rgynN,0.0995,0.2221,298.15,101.325,1004.62,Garcia-Paneda et al. (1997),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
rgynN,0.0995,0.2521,298.15,101.325,1005.61,Garcia-Paneda et al. (1997),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
rgynN,0.1678,0.0747,298.15,101.325,999.48,Garcia-Paneda et al. (1997),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
rgynN,0.1678,0.0905,298.15,101.325,1000.02,Garcia-Paneda et al. (1997),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
rgynN,0.1678,0.1164,298.15,101.325,1000.95,Garcia-Paneda et al. (1997),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
rgynN,0.1678,0.1469,298.15,101.325,1001.99,Garcia-Paneda et al. (1997),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
rgynN,0.1678,0.1766,298.15,101.325,1002.97,Garcia-Paneda et al. (1997),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
rgynN,0.1678,0.1923,298.15,101.325,1003.53,Garcia-Paneda et al. (1997),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
rgynN,0.1678,0.2265,298.15,101.325,1004.65,Garcia-Paneda et al. (1997),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
rgynN,0.2681,0.0516,298.15,101.325,994.855,Garcia-Paneda et al. (1997),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
rgynN,0.2681,0.0679,298.15,101.325,995.414,Garcia-Paneda et al. (1997),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
rgynN,0.2681,0.0989,298.15,101.325,996.496,Garcia-Paneda et al. (1997),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
rgynN,0.2681,0.1291,298.15,101.325,997.525,Garcia-Paneda et al. (1997),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
rgynN,0.2681,0.1568,298.15,101.325,998.495,Garcia-Paneda et al. (1997),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
rgynN,0.2681,0.1883,298.15,101.325,999.569,Garcia-Paneda et al. (1997),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
rgynN,0.2681,0.2161,298.15,101.325,1000.41,Garcia-Paneda et al. (1997),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
rgynN,0.2681,0.2471,298.15,101.325,1001.41,Garcia-Paneda et al. (1997),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
rgynN,0.2681,0.2869,298.15,101.325,1002.77,Garcia-Paneda et al. (1997),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
rgynN,0.3028,0.0534,298.15,101.325,992.215,Garcia-Paneda et al. (1997),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
rgynN,0.3028,0.0709,298.15,101.325,992.801,Garcia-Paneda et al. (1997),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
rgynN,0.3028,0.1088,298.15,101.325,994.064,Garcia-Paneda et al. (1997),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
rgynN,0.3028,0.1227,298.15,101.325,994.601,Garcia-Paneda et al. (1997),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
rgynN,0.3028,0.1454,298.15,101.325,995.306,Garcia-Paneda et al. (1997),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
rgynN,0.3028,0.1899,298.15,101.325,996.783,Garcia-Paneda et al. (1997),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
rgynN,0.3028,0.2175,298.15,101.325,997.694,Garcia-Paneda et al. (1997),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
rgynN,0.3028,0.2476,298.15,101.325,998.701,Garcia-Paneda et al. (1997),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
rgynN,0.3028,0.2558,298.15,101.325,998.839,Garcia-Paneda et al. (1997),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
rgynN,0.3594,0.054,298.15,101.325,988.625,Garcia-Paneda et al. (1997),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
rgynN,0.3594,0.0697,298.15,101.325,989.185,Garcia-Paneda et al. (1997),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
rgynN,0.3594,0.0985,298.15,101.325,990.204,Garcia-Paneda et al. (1997),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
rgynN,0.3594,0.1221,298.15,101.325,991.021,Garcia-Paneda et al. (1997),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
rgynN,0.3594,0.1508,298.15,101.325,992.019,Garcia-Paneda et al. (1997),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
rgynN,0.4903,0.0744,298.15,101.325,979.298,Garcia-Paneda et al. (1997),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
rgynN,0.4903,0.1336,298.15,101.325,981.48,Garcia-Paneda et al. (1997),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
rgynN,0.4903,0.1601,298.15,101.325,982.429,Garcia-Paneda et al. (1997),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
rgynN,0.4903,0.1895,298.15,101.325,983.475,Garcia-Paneda et al. (1997),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
rgynN,0.4903,0.2077,298.15,101.325,984.127,Garcia-Paneda et al. (1997),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
rgynN,0.4903,0.2169,298.15,101.325,984.441,Garcia-Paneda et al. (1997),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
rgynN,0.4903,0.2396,298.15,101.325,985.204,Garcia-Paneda et al. (1997),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
rgynN,0.7793,0.0553,298.15,101.325,959.376,Garcia-Paneda et al. (1997),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
rgynN,0.7793,0.0694,298.15,101.325,960.017,Garcia-Paneda et al. (1997),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
rgynN,0.7793,0.0944,298.15,101.325,961.081,Garcia-Paneda et al. (1997),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
rgynN,0.7793,0.1208,298.15,101.325,962.242,Garcia-Paneda et al. (1997),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
rgynN,0.7793,0.1596,298.15,101.325,963.868,Garcia-Paneda et al. (1997),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
rgynN,0.7793,0.1822,298.15,101.325,964.822,Garcia-Paneda et al. (1997),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
rgynN,0.7793,0.2103,298.15,101.325,965.959,Garcia-Paneda et al. (1997),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
rgynN,0.7793,0.2281,298.15,101.325,966.702,Garcia-Paneda et al. (1997),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
rgynN,0.9858,0.0535,298.15,101.325,947.163,Garcia-Paneda et al. (1997),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
rgynN,0.9858,0.0666,298.15,101.325,947.883,Garcia-Paneda et al. (1997),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
rgynN,0.9858,0.0928,298.15,101.325,949.159,Garcia-Paneda et al. (1997),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
rgynN,0.9858,0.1189,298.15,101.325,950.473,Garcia-Paneda et al. (1997),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
rgynN,0.9858,0.1575,298.15,101.325,952.241,Garcia-Paneda et al. (1997),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
rgynN,0.9858,0.1806,298.15,101.325,953.046,Garcia-Paneda et al. (1997),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
rgynN,0.9858,0.1909,298.15,101.325,953.474,Garcia-Paneda et al. (1997),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
rgynN,0.9858,0.2195,298.15,101.325,954.751,Garcia-Paneda et al. (1997),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
rgynN,0.9858,0.2775,298.15,101.325,957.151,Garcia-Paneda et al. (1997),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
