setid,"Temperature, K",Mole fraction of aniline,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
nUvOD,323.15,0.8002,100,1187.4,Soldatovic et al. (2017),Density,Liquid,AARvIf,Nc1ccccc1,aniline,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
nUvOD,323.15,0.9,100,1110.1,Soldatovic et al. (2017),Density,Liquid,AARvIf,Nc1ccccc1,aniline,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
nUvOD,323.15,1,100,995.7,Soldatovic et al. (2017),Density,Liquid,AARvIf,Nc1ccccc1,aniline,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
nUvOD,328.15,0,100,1406.5,Soldatovic et al. (2017),Density,Liquid,AARvIf,Nc1ccccc1,aniline,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
nUvOD,328.15,0.1,100,1390.8,Soldatovic et al. (2017),Density,Liquid,AARvIf,Nc1ccccc1,aniline,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
nUvOD,328.15,0.2,100,1376.2,Soldatovic et al. (2017),Density,Liquid,AARvIf,Nc1ccccc1,aniline,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
nUvOD,328.15,0.3029,100,1359.3,Soldatovic et al. (2017),Density,Liquid,AARvIf,Nc1ccccc1,aniline,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
nUvOD,328.15,0.4013,100,1339.4,Soldatovic et al. (2017),Density,Liquid,AARvIf,Nc1ccccc1,aniline,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
nUvOD,328.15,0.5024,100,1313.3,Soldatovic et al. (2017),Density,Liquid,AARvIf,Nc1ccccc1,aniline,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
nUvOD,328.15,0.6002,100,1281.1,Soldatovic et al. (2017),Density,Liquid,AARvIf,Nc1ccccc1,aniline,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
nUvOD,328.15,0.7,100,1238.7,Soldatovic et al. (2017),Density,Liquid,AARvIf,Nc1ccccc1,aniline,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
nUvOD,328.15,0.8002,100,1183.1,Soldatovic et al. (2017),Density,Liquid,AARvIf,Nc1ccccc1,aniline,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
nUvOD,328.15,0.9,100,1105.8,Soldatovic et al. (2017),Density,Liquid,AARvIf,Nc1ccccc1,aniline,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
nUvOD,328.15,1,100,991.4,Soldatovic et al. (2017),Density,Liquid,AARvIf,Nc1ccccc1,aniline,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
nUvOD,333.15,0,100,1401.9,Soldatovic et al. (2017),Density,Liquid,AARvIf,Nc1ccccc1,aniline,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
nUvOD,333.15,0.1,100,1386.2,Soldatovic et al. (2017),Density,Liquid,AARvIf,Nc1ccccc1,aniline,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
nUvOD,333.15,0.2,100,1371.6,Soldatovic et al. (2017),Density,Liquid,AARvIf,Nc1ccccc1,aniline,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
nUvOD,333.15,0.3029,100,1354.7,Soldatovic et al. (2017),Density,Liquid,AARvIf,Nc1ccccc1,aniline,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
nUvOD,333.15,0.4013,100,1334.8,Soldatovic et al. (2017),Density,Liquid,AARvIf,Nc1ccccc1,aniline,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
nUvOD,333.15,0.5024,100,1308.8,Soldatovic et al. (2017),Density,Liquid,AARvIf,Nc1ccccc1,aniline,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
nUvOD,333.15,0.6002,100,1276.6,Soldatovic et al. (2017),Density,Liquid,AARvIf,Nc1ccccc1,aniline,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
nUvOD,333.15,0.7,100,1234.2,Soldatovic et al. (2017),Density,Liquid,AARvIf,Nc1ccccc1,aniline,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
nUvOD,333.15,0.8002,100,1178.7,Soldatovic et al. (2017),Density,Liquid,AARvIf,Nc1ccccc1,aniline,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
nUvOD,333.15,0.9,100,1101.5,Soldatovic et al. (2017),Density,Liquid,AARvIf,Nc1ccccc1,aniline,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
nUvOD,333.15,1,100,987,Soldatovic et al. (2017),Density,Liquid,AARvIf,Nc1ccccc1,aniline,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
