setid,"Temperature, K","MolaLity of lithium chloride, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
EDwzZ,293.15,0.2,100,1209.68,Sahin et al. (2017),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
EDwzZ,293.15,0.2501,100,1210.73,Sahin et al. (2017),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
EDwzZ,293.15,0.3003,100,1211.88,Sahin et al. (2017),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
EDwzZ,293.15,0.3498,100,1212.93,Sahin et al. (2017),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
EDwzZ,298.15,0,100,1201.96,Sahin et al. (2017),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
EDwzZ,298.15,0.0999,100,1204.03,Sahin et al. (2017),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
EDwzZ,298.15,0.1499,100,1205.08,Sahin et al. (2017),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
EDwzZ,298.15,0.2,100,1206.14,Sahin et al. (2017),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
EDwzZ,298.15,0.2501,100,1207.22,Sahin et al. (2017),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
EDwzZ,298.15,0.3003,100,1208.31,Sahin et al. (2017),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
EDwzZ,298.15,0.3498,100,1209.36,Sahin et al. (2017),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
EDwzZ,303.15,0,100,1198.42,Sahin et al. (2017),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
EDwzZ,303.15,0.0999,100,1200.53,Sahin et al. (2017),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
EDwzZ,303.15,0.1499,100,1201.61,Sahin et al. (2017),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
EDwzZ,303.15,0.2,100,1202.69,Sahin et al. (2017),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
EDwzZ,303.15,0.2501,100,1203.79,Sahin et al. (2017),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
EDwzZ,303.15,0.3003,100,1204.94,Sahin et al. (2017),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
EDwzZ,303.15,0.3498,100,1206.04,Sahin et al. (2017),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
EDwzZ,308.15,0,100,1194.87,Sahin et al. (2017),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
EDwzZ,308.15,0.0999,100,1196.98,Sahin et al. (2017),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
EDwzZ,308.15,0.1499,100,1198.07,Sahin et al. (2017),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
EDwzZ,308.15,0.2,100,1199.16,Sahin et al. (2017),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
EDwzZ,308.15,0.2501,100,1200.27,Sahin et al. (2017),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
EDwzZ,308.15,0.3003,100,1201.37,Sahin et al. (2017),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
EDwzZ,308.15,0.3498,100,1202.5,Sahin et al. (2017),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
