setid,"Temperature, K",Mole fraction of 1-butyl-3-methylimidazolium bromide,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
OYbLF,313.15,0,100,885.3,Devi et al. (2024),Density,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AAWlvl,CCCCOCCO,2-butoxyethan-1-ol,,,
OYbLF,313.15,0.1007,100,938.7,Devi et al. (2024),Density,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AAWlvl,CCCCOCCO,2-butoxyethan-1-ol,,,
OYbLF,313.15,0.2003,100,987.6,Devi et al. (2024),Density,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AAWlvl,CCCCOCCO,2-butoxyethan-1-ol,,,
OYbLF,313.15,0.3007,100,1033.4,Devi et al. (2024),Density,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AAWlvl,CCCCOCCO,2-butoxyethan-1-ol,,,
OYbLF,313.15,0.4003,100,1076.1,Devi et al. (2024),Density,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AAWlvl,CCCCOCCO,2-butoxyethan-1-ol,,,
OYbLF,313.15,0.5,100,1116.3,Devi et al. (2024),Density,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AAWlvl,CCCCOCCO,2-butoxyethan-1-ol,,,
OYbLF,313.15,0.5992,100,1153.7,Devi et al. (2024),Density,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AAWlvl,CCCCOCCO,2-butoxyethan-1-ol,,,
OYbLF,313.15,0.7002,100,1189.2,Devi et al. (2024),Density,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AAWlvl,CCCCOCCO,2-butoxyethan-1-ol,,,
OYbLF,313.15,0.8003,100,1222.1,Devi et al. (2024),Density,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AAWlvl,CCCCOCCO,2-butoxyethan-1-ol,,,
OYbLF,313.15,0.8978,100,1252,Devi et al. (2024),Density,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AAWlvl,CCCCOCCO,2-butoxyethan-1-ol,,,
OYbLF,313.15,1,100,1280.9,Devi et al. (2024),Density,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AAWlvl,CCCCOCCO,2-butoxyethan-1-ol,,,
