setid,"Temperature, K","MolaLity of 1-ethyl-3-methylimidazolium bromide, mol/kg",Solvent: Weight fraction of dipotassium hydrogen phosphate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
OdqjD,318.15,0.4586,0.1,101,1094.29,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAhZiT,O=P([O-])([O-])O.[K+].[K+],dipotassium hydrogen phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
OdqjD,318.15,0.4904,0.2,101,1183.44,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAhZiT,O=P([O-])([O-])O.[K+].[K+],dipotassium hydrogen phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
OdqjD,318.15,0.4927,0.15,101,1138.93,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAhZiT,O=P([O-])([O-])O.[K+].[K+],dipotassium hydrogen phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
OdqjD,318.15,0.533,0.15,101,1140.19,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAhZiT,O=P([O-])([O-])O.[K+].[K+],dipotassium hydrogen phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
OdqjD,318.15,0.5461,0.2,101,1184.88,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAhZiT,O=P([O-])([O-])O.[K+].[K+],dipotassium hydrogen phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
OdqjD,318.15,0.5641,0.1,101,1098.19,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAhZiT,O=P([O-])([O-])O.[K+].[K+],dipotassium hydrogen phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
OdqjD,318.15,0.5998,0.2,101,1186.25,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAhZiT,O=P([O-])([O-])O.[K+].[K+],dipotassium hydrogen phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
OdqjD,318.15,0.6485,0.2,101,1187.51,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAhZiT,O=P([O-])([O-])O.[K+].[K+],dipotassium hydrogen phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
OdqjD,318.15,0.6827,0.1,101,1102.45,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAhZiT,O=P([O-])([O-])O.[K+].[K+],dipotassium hydrogen phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
OdqjD,318.15,0.6945,0.15,101,1145.16,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAhZiT,O=P([O-])([O-])O.[K+].[K+],dipotassium hydrogen phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
OdqjD,318.15,0.7007,0.2,101,1188.86,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAhZiT,O=P([O-])([O-])O.[K+].[K+],dipotassium hydrogen phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
OdqjD,318.15,0.7557,0.2,101,1190.29,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAhZiT,O=P([O-])([O-])O.[K+].[K+],dipotassium hydrogen phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
OdqjD,318.15,0.7994,0.1,101,1106.56,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAhZiT,O=P([O-])([O-])O.[K+].[K+],dipotassium hydrogen phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
OdqjD,318.15,0.8049,0.15,101,1148.47,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAhZiT,O=P([O-])([O-])O.[K+].[K+],dipotassium hydrogen phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
OdqjD,318.15,0.82,0.2,101,1191.95,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAhZiT,O=P([O-])([O-])O.[K+].[K+],dipotassium hydrogen phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
OdqjD,318.15,0.9307,0.15,101,1152.17,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAhZiT,O=P([O-])([O-])O.[K+].[K+],dipotassium hydrogen phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
OdqjD,318.15,0.9947,0.1,101,1113.28,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAhZiT,O=P([O-])([O-])O.[K+].[K+],dipotassium hydrogen phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
OdqjD,318.15,1.0904,0.15,101,1156.81,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAhZiT,O=P([O-])([O-])O.[K+].[K+],dipotassium hydrogen phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
OdqjD,318.15,1.1226,0.1,101,1117.51,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAhZiT,O=P([O-])([O-])O.[K+].[K+],dipotassium hydrogen phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
OdqjD,318.15,1.1907,0.1,101,1119.77,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAhZiT,O=P([O-])([O-])O.[K+].[K+],dipotassium hydrogen phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
OdqjD,318.15,1.1965,0.15,101,1159.89,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAhZiT,O=P([O-])([O-])O.[K+].[K+],dipotassium hydrogen phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
OdqjD,318.15,1.406,0.1,101,1126.65,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAhZiT,O=P([O-])([O-])O.[K+].[K+],dipotassium hydrogen phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
