setid,Mole fraction of 1-methyl-3-octylimidazolium chloride,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
EKxJh,0,353.15,97.6,922.1,Yang et al. (2017a),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
EKxJh,0.128,303.15,97.6,988.9,Yang et al. (2017a),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
EKxJh,0.128,308.15,97.6,984.7,Yang et al. (2017a),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
EKxJh,0.128,313.15,97.6,980.5,Yang et al. (2017a),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
EKxJh,0.128,318.15,97.6,976.3,Yang et al. (2017a),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
EKxJh,0.128,323.15,97.6,972.1,Yang et al. (2017a),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
EKxJh,0.128,328.15,97.6,967.9,Yang et al. (2017a),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
EKxJh,0.128,333.15,97.6,963.6,Yang et al. (2017a),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
EKxJh,0.128,338.15,97.6,959.3,Yang et al. (2017a),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
EKxJh,0.128,343.15,97.6,955,Yang et al. (2017a),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
EKxJh,0.128,348.15,97.6,950.7,Yang et al. (2017a),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
EKxJh,0.128,353.15,97.6,946.3,Yang et al. (2017a),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
EKxJh,0.255,303.15,97.6,998.2,Yang et al. (2017a),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
EKxJh,0.255,308.15,97.6,994.5,Yang et al. (2017a),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
EKxJh,0.255,313.15,97.6,990.8,Yang et al. (2017a),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
EKxJh,0.255,318.15,97.6,987.1,Yang et al. (2017a),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
EKxJh,0.255,323.15,97.6,983.5,Yang et al. (2017a),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
EKxJh,0.255,328.15,97.6,979.8,Yang et al. (2017a),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
EKxJh,0.255,333.15,97.6,976.1,Yang et al. (2017a),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
EKxJh,0.255,338.15,97.6,972.4,Yang et al. (2017a),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
EKxJh,0.255,343.15,97.6,968.7,Yang et al. (2017a),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
EKxJh,0.255,348.15,97.6,965,Yang et al. (2017a),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
EKxJh,0.255,353.15,97.6,961.3,Yang et al. (2017a),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
EKxJh,0.339,303.15,97.6,1000.3,Yang et al. (2017a),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
EKxJh,0.339,308.15,97.6,996.8,Yang et al. (2017a),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
EKxJh,0.339,313.15,97.6,993.3,Yang et al. (2017a),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
EKxJh,0.339,318.15,97.6,989.9,Yang et al. (2017a),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
EKxJh,0.339,323.15,97.6,986.4,Yang et al. (2017a),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
EKxJh,0.339,328.15,97.6,982.9,Yang et al. (2017a),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
EKxJh,0.339,333.15,97.6,979.4,Yang et al. (2017a),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
EKxJh,0.339,338.15,97.6,975.9,Yang et al. (2017a),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
EKxJh,0.339,343.15,97.6,972.4,Yang et al. (2017a),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
EKxJh,0.339,348.15,97.6,968.9,Yang et al. (2017a),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
EKxJh,0.339,353.15,97.6,965.3,Yang et al. (2017a),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
EKxJh,0.445,303.15,97.6,1002.8,Yang et al. (2017a),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
EKxJh,0.445,308.15,97.6,999.5,Yang et al. (2017a),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
EKxJh,0.445,313.15,97.6,996.1,Yang et al. (2017a),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
EKxJh,0.445,318.15,97.6,992.9,Yang et al. (2017a),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
EKxJh,0.445,323.15,97.6,989.6,Yang et al. (2017a),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
EKxJh,0.445,328.15,97.6,986.3,Yang et al. (2017a),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
EKxJh,0.445,333.15,97.6,983,Yang et al. (2017a),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
EKxJh,0.445,338.15,97.6,979.7,Yang et al. (2017a),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
EKxJh,0.445,343.15,97.6,976.4,Yang et al. (2017a),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
EKxJh,0.445,348.15,97.6,973,Yang et al. (2017a),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
EKxJh,0.445,353.15,97.6,969.5,Yang et al. (2017a),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
EKxJh,0.578,303.15,97.6,1004.4,Yang et al. (2017a),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
EKxJh,0.578,308.15,97.6,1001.3,Yang et al. (2017a),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
EKxJh,0.578,313.15,97.6,998.1,Yang et al. (2017a),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
EKxJh,0.578,318.15,97.6,995,Yang et al. (2017a),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
EKxJh,0.578,323.15,97.6,991.9,Yang et al. (2017a),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
EKxJh,0.578,328.15,97.6,988.8,Yang et al. (2017a),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
EKxJh,0.578,333.15,97.6,985.6,Yang et al. (2017a),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
EKxJh,0.578,338.15,97.6,982.5,Yang et al. (2017a),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
EKxJh,0.578,343.15,97.6,979.4,Yang et al. (2017a),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
EKxJh,0.578,348.15,97.6,976.4,Yang et al. (2017a),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
EKxJh,0.578,353.15,97.6,973.3,Yang et al. (2017a),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
EKxJh,0.755,303.15,97.6,1005.8,Yang et al. (2017a),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
EKxJh,0.755,308.15,97.6,1002.8,Yang et al. (2017a),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
EKxJh,0.755,313.15,97.6,999.8,Yang et al. (2017a),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
EKxJh,0.755,318.15,97.6,996.8,Yang et al. (2017a),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
EKxJh,0.755,323.15,97.6,993.9,Yang et al. (2017a),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
EKxJh,0.755,328.15,97.6,990.9,Yang et al. (2017a),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
EKxJh,0.755,333.15,97.6,988,Yang et al. (2017a),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
EKxJh,0.755,338.15,97.6,985,Yang et al. (2017a),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
EKxJh,0.755,343.15,97.6,982,Yang et al. (2017a),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
EKxJh,0.755,348.15,97.6,979.1,Yang et al. (2017a),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
EKxJh,0.755,353.15,97.6,976.2,Yang et al. (2017a),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
EKxJh,0.865,303.15,97.6,1005.5,Yang et al. (2017a),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
EKxJh,0.865,308.15,97.6,1002.6,Yang et al. (2017a),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
EKxJh,0.865,313.15,97.6,999.7,Yang et al. (2017a),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
EKxJh,0.865,318.15,97.6,996.8,Yang et al. (2017a),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
EKxJh,0.865,323.15,97.6,993.8,Yang et al. (2017a),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
EKxJh,0.865,328.15,97.6,990.9,Yang et al. (2017a),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
EKxJh,0.865,333.15,97.6,988.1,Yang et al. (2017a),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
EKxJh,0.865,338.15,97.6,985.2,Yang et al. (2017a),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
EKxJh,0.865,343.15,97.6,982.4,Yang et al. (2017a),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
EKxJh,0.865,348.15,97.6,979.6,Yang et al. (2017a),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
EKxJh,0.865,353.15,97.6,976.7,Yang et al. (2017a),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
EKxJh,1,303.15,97.6,1006.2,Yang et al. (2017a),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
EKxJh,1,308.15,97.6,1003.3,Yang et al. (2017a),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
EKxJh,1,313.15,97.6,1000.5,Yang et al. (2017a),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
EKxJh,1,318.15,97.6,997.6,Yang et al. (2017a),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
EKxJh,1,323.15,97.6,994.8,Yang et al. (2017a),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
EKxJh,1,328.15,97.6,992,Yang et al. (2017a),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
EKxJh,1,333.15,97.6,989.2,Yang et al. (2017a),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
EKxJh,1,338.15,97.6,986.4,Yang et al. (2017a),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
EKxJh,1,343.15,97.6,983.6,Yang et al. (2017a),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
EKxJh,1,348.15,97.6,980.9,Yang et al. (2017a),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
EKxJh,1,353.15,97.6,978.1,Yang et al. (2017a),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
