setid,Mole fraction of 1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
pUDXY,0,293.15,100,1390.1,Curras et al. (2014),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
pUDXY,0,293.15,1000,1391.5,Curras et al. (2014),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
pUDXY,0,293.15,5000,1397.8,Curras et al. (2014),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
pUDXY,0,293.15,10000,1405.4,Curras et al. (2014),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
pUDXY,0,293.15,15000,1412.5,Curras et al. (2014),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
pUDXY,0,293.15,20000,1419.3,Curras et al. (2014),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
pUDXY,0,293.15,25000,1425.8,Curras et al. (2014),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
pUDXY,0,293.15,30000,1432.1,Curras et al. (2014),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
pUDXY,0,293.15,35000,1438.1,Curras et al. (2014),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
pUDXY,0,293.15,40000,1443.8,Curras et al. (2014),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
pUDXY,0,303.15,100,1372.8,Curras et al. (2014),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
pUDXY,0,303.15,1000,1374.3,Curras et al. (2014),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
pUDXY,0,303.15,5000,1381.1,Curras et al. (2014),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
pUDXY,0,303.15,10000,1389.1,Curras et al. (2014),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
pUDXY,0,303.15,15000,1396.6,Curras et al. (2014),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
pUDXY,0,303.15,20000,1403.8,Curras et al. (2014),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
pUDXY,0,303.15,25000,1410.7,Curras et al. (2014),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
pUDXY,0,303.15,30000,1417.2,Curras et al. (2014),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
pUDXY,0,303.15,35000,1423.5,Curras et al. (2014),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
pUDXY,0,303.15,40000,1429.5,Curras et al. (2014),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
pUDXY,0,313.15,100,1355,Curras et al. (2014),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
pUDXY,0,313.15,1000,1356.7,Curras et al. (2014),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
pUDXY,0,313.15,5000,1363.9,Curras et al. (2014),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
pUDXY,0,313.15,10000,1372.4,Curras et al. (2014),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
pUDXY,0,313.15,15000,1380.5,Curras et al. (2014),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
pUDXY,0,313.15,20000,1388.1,Curras et al. (2014),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
pUDXY,0,313.15,25000,1395.3,Curras et al. (2014),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
pUDXY,0,313.15,30000,1402.2,Curras et al. (2014),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
pUDXY,0,313.15,35000,1408.7,Curras et al. (2014),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
pUDXY,0,313.15,40000,1415,Curras et al. (2014),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
pUDXY,0,323.15,100,1336.8,Curras et al. (2014),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
pUDXY,0,323.15,1000,1338.6,Curras et al. (2014),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
pUDXY,0,323.15,5000,1346.4,Curras et al. (2014),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
pUDXY,0,323.15,10000,1355.5,Curras et al. (2014),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
pUDXY,0,323.15,15000,1364,Curras et al. (2014),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
pUDXY,0,323.15,20000,1372.1,Curras et al. (2014),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
pUDXY,0,323.15,25000,1379.7,Curras et al. (2014),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
pUDXY,0,323.15,30000,1386.9,Curras et al. (2014),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
pUDXY,0,323.15,35000,1393.8,Curras et al. (2014),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
pUDXY,0,323.15,40000,1400.4,Curras et al. (2014),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
pUDXY,0,333.15,100,1318.2,Curras et al. (2014),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
pUDXY,0,333.15,1000,1320.1,Curras et al. (2014),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
pUDXY,0,333.15,5000,1328.5,Curras et al. (2014),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
pUDXY,0,333.15,10000,1338.3,Curras et al. (2014),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
pUDXY,0,333.15,15000,1347.4,Curras et al. (2014),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
pUDXY,0,333.15,20000,1355.9,Curras et al. (2014),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
pUDXY,0,333.15,25000,1364,Curras et al. (2014),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
pUDXY,0,333.15,30000,1371.6,Curras et al. (2014),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
pUDXY,0,333.15,35000,1378.9,Curras et al. (2014),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
pUDXY,0,333.15,40000,1385.8,Curras et al. (2014),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
pUDXY,0.1,283.15,100,1422.6,Curras et al. (2014),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
pUDXY,0.1,283.15,1000,1423.7,Curras et al. (2014),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
pUDXY,0.1,283.15,5000,1428.3,Curras et al. (2014),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
pUDXY,0.1,283.15,10000,1433.9,Curras et al. (2014),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
pUDXY,0.1,283.15,15000,1439.2,Curras et al. (2014),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
pUDXY,0.1,283.15,20000,1444.4,Curras et al. (2014),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
pUDXY,0.1,283.15,25000,1449.4,Curras et al. (2014),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
pUDXY,0.1,283.15,30000,1454.2,Curras et al. (2014),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
pUDXY,0.1,283.15,35000,1458.9,Curras et al. (2014),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
pUDXY,0.1,283.15,40000,1463.4,Curras et al. (2014),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
pUDXY,0.1,293.15,100,1408.4,Curras et al. (2014),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
pUDXY,0.1,293.15,1000,1409.5,Curras et al. (2014),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
pUDXY,0.1,293.15,5000,1414.4,Curras et al. (2014),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
pUDXY,0.1,293.15,10000,1420.2,Curras et al. (2014),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
pUDXY,0.1,293.15,15000,1425.9,Curras et al. (2014),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
pUDXY,0.1,293.15,20000,1431.3,Curras et al. (2014),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
pUDXY,0.1,293.15,25000,1436.5,Curras et al. (2014),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
pUDXY,0.1,293.15,30000,1441.5,Curras et al. (2014),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
pUDXY,0.1,293.15,35000,1446.4,Curras et al. (2014),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
pUDXY,0.1,293.15,40000,1451.1,Curras et al. (2014),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
