setid,"Temperature, K",Mole fraction of trimethylammonium hydrogen sulfate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
FqVqk,298.15,0.6955,101,1257.13,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAeLPm,C[NH+](C)C.O=S(=O)([O-])O,trimethylammonium hydrogen sulfate,,,
FqVqk,298.15,0.775,101,1295.34,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAeLPm,C[NH+](C)C.O=S(=O)([O-])O,trimethylammonium hydrogen sulfate,,,
FqVqk,298.15,0.843,101,1334.58,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAeLPm,C[NH+](C)C.O=S(=O)([O-])O,trimethylammonium hydrogen sulfate,,,
FqVqk,298.15,0.9375,101,1403.8,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAeLPm,C[NH+](C)C.O=S(=O)([O-])O,trimethylammonium hydrogen sulfate,,,
FqVqk,298.15,0.97,101,1439.4,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAeLPm,C[NH+](C)C.O=S(=O)([O-])O,trimethylammonium hydrogen sulfate,,,
FqVqk,298.15,1,101,1467.58,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAeLPm,C[NH+](C)C.O=S(=O)([O-])O,trimethylammonium hydrogen sulfate,,,
FqVqk,303.15,0,101,1023.74,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAeLPm,C[NH+](C)C.O=S(=O)([O-])O,trimethylammonium hydrogen sulfate,,,
FqVqk,303.15,0.0183,101,1037.3,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAeLPm,C[NH+](C)C.O=S(=O)([O-])O,trimethylammonium hydrogen sulfate,,,
FqVqk,303.15,0.0369,101,1048.09,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAeLPm,C[NH+](C)C.O=S(=O)([O-])O,trimethylammonium hydrogen sulfate,,,
FqVqk,303.15,0.0964,101,1080.22,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAeLPm,C[NH+](C)C.O=S(=O)([O-])O,trimethylammonium hydrogen sulfate,,,
FqVqk,303.15,0.138,101,1098.35,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAeLPm,C[NH+](C)C.O=S(=O)([O-])O,trimethylammonium hydrogen sulfate,,,
FqVqk,303.15,0.2014,101,1122.72,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAeLPm,C[NH+](C)C.O=S(=O)([O-])O,trimethylammonium hydrogen sulfate,,,
FqVqk,303.15,0.3115,101,1154.59,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAeLPm,C[NH+](C)C.O=S(=O)([O-])O,trimethylammonium hydrogen sulfate,,,
FqVqk,303.15,0.3587,101,1161.24,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAeLPm,C[NH+](C)C.O=S(=O)([O-])O,trimethylammonium hydrogen sulfate,,,
FqVqk,303.15,0.4311,101,1177.45,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAeLPm,C[NH+](C)C.O=S(=O)([O-])O,trimethylammonium hydrogen sulfate,,,
FqVqk,303.15,0.5579,101,1204.95,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAeLPm,C[NH+](C)C.O=S(=O)([O-])O,trimethylammonium hydrogen sulfate,,,
FqVqk,303.15,0.6955,101,1247.15,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAeLPm,C[NH+](C)C.O=S(=O)([O-])O,trimethylammonium hydrogen sulfate,,,
FqVqk,303.15,0.775,101,1283.75,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAeLPm,C[NH+](C)C.O=S(=O)([O-])O,trimethylammonium hydrogen sulfate,,,
FqVqk,303.15,0.843,101,1321.99,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAeLPm,C[NH+](C)C.O=S(=O)([O-])O,trimethylammonium hydrogen sulfate,,,
FqVqk,303.15,0.9375,101,1389.8,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAeLPm,C[NH+](C)C.O=S(=O)([O-])O,trimethylammonium hydrogen sulfate,,,
FqVqk,303.15,0.97,101,1426.1,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAeLPm,C[NH+](C)C.O=S(=O)([O-])O,trimethylammonium hydrogen sulfate,,,
FqVqk,303.15,1,101,1463.56,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAeLPm,C[NH+](C)C.O=S(=O)([O-])O,trimethylammonium hydrogen sulfate,,,
FqVqk,308.15,0,101,1019.25,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAeLPm,C[NH+](C)C.O=S(=O)([O-])O,trimethylammonium hydrogen sulfate,,,
FqVqk,308.15,0.0183,101,1029.88,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAeLPm,C[NH+](C)C.O=S(=O)([O-])O,trimethylammonium hydrogen sulfate,,,
FqVqk,308.15,0.0369,101,1041.19,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAeLPm,C[NH+](C)C.O=S(=O)([O-])O,trimethylammonium hydrogen sulfate,,,
FqVqk,308.15,0.0964,101,1073.31,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAeLPm,C[NH+](C)C.O=S(=O)([O-])O,trimethylammonium hydrogen sulfate,,,
FqVqk,308.15,0.138,101,1091.47,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAeLPm,C[NH+](C)C.O=S(=O)([O-])O,trimethylammonium hydrogen sulfate,,,
FqVqk,308.15,0.2014,101,1115.24,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAeLPm,C[NH+](C)C.O=S(=O)([O-])O,trimethylammonium hydrogen sulfate,,,
FqVqk,308.15,0.3115,101,1146.54,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAeLPm,C[NH+](C)C.O=S(=O)([O-])O,trimethylammonium hydrogen sulfate,,,
FqVqk,308.15,0.3587,101,1155.39,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAeLPm,C[NH+](C)C.O=S(=O)([O-])O,trimethylammonium hydrogen sulfate,,,
FqVqk,308.15,0.4311,101,1170.29,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAeLPm,C[NH+](C)C.O=S(=O)([O-])O,trimethylammonium hydrogen sulfate,,,
FqVqk,308.15,0.5579,101,1196.63,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAeLPm,C[NH+](C)C.O=S(=O)([O-])O,trimethylammonium hydrogen sulfate,,,
FqVqk,308.15,0.6955,101,1239.34,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAeLPm,C[NH+](C)C.O=S(=O)([O-])O,trimethylammonium hydrogen sulfate,,,
FqVqk,308.15,0.775,101,1273.99,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAeLPm,C[NH+](C)C.O=S(=O)([O-])O,trimethylammonium hydrogen sulfate,,,
FqVqk,308.15,0.843,101,1315.25,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAeLPm,C[NH+](C)C.O=S(=O)([O-])O,trimethylammonium hydrogen sulfate,,,
FqVqk,308.15,0.9375,101,1383.2,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAeLPm,C[NH+](C)C.O=S(=O)([O-])O,trimethylammonium hydrogen sulfate,,,
FqVqk,308.15,0.97,101,1417,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAeLPm,C[NH+](C)C.O=S(=O)([O-])O,trimethylammonium hydrogen sulfate,,,
FqVqk,308.15,1,101,1463.5,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAeLPm,C[NH+](C)C.O=S(=O)([O-])O,trimethylammonium hydrogen sulfate,,,
FqVqk,313.15,0,101,1014.74,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAeLPm,C[NH+](C)C.O=S(=O)([O-])O,trimethylammonium hydrogen sulfate,,,
FqVqk,313.15,0.0183,101,1024.27,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAeLPm,C[NH+](C)C.O=S(=O)([O-])O,trimethylammonium hydrogen sulfate,,,
FqVqk,313.15,0.0369,101,1035.08,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAeLPm,C[NH+](C)C.O=S(=O)([O-])O,trimethylammonium hydrogen sulfate,,,
FqVqk,313.15,0.0964,101,1066.52,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAeLPm,C[NH+](C)C.O=S(=O)([O-])O,trimethylammonium hydrogen sulfate,,,
FqVqk,313.15,0.138,101,1083.97,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAeLPm,C[NH+](C)C.O=S(=O)([O-])O,trimethylammonium hydrogen sulfate,,,
FqVqk,313.15,0.2014,101,1107.81,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAeLPm,C[NH+](C)C.O=S(=O)([O-])O,trimethylammonium hydrogen sulfate,,,
FqVqk,313.15,0.3115,101,1135.87,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAeLPm,C[NH+](C)C.O=S(=O)([O-])O,trimethylammonium hydrogen sulfate,,,
FqVqk,313.15,0.3587,101,1145.43,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAeLPm,C[NH+](C)C.O=S(=O)([O-])O,trimethylammonium hydrogen sulfate,,,
FqVqk,313.15,0.4311,101,1157.43,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAeLPm,C[NH+](C)C.O=S(=O)([O-])O,trimethylammonium hydrogen sulfate,,,
FqVqk,313.15,0.5579,101,1185.37,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAeLPm,C[NH+](C)C.O=S(=O)([O-])O,trimethylammonium hydrogen sulfate,,,
FqVqk,313.15,0.6955,101,1225.55,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAeLPm,C[NH+](C)C.O=S(=O)([O-])O,trimethylammonium hydrogen sulfate,,,
FqVqk,313.15,0.775,101,1260.83,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAeLPm,C[NH+](C)C.O=S(=O)([O-])O,trimethylammonium hydrogen sulfate,,,
FqVqk,313.15,0.843,101,1295.67,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAeLPm,C[NH+](C)C.O=S(=O)([O-])O,trimethylammonium hydrogen sulfate,,,
FqVqk,313.15,0.9375,101,1369.5,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAeLPm,C[NH+](C)C.O=S(=O)([O-])O,trimethylammonium hydrogen sulfate,,,
FqVqk,313.15,0.97,101,1404.2,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAeLPm,C[NH+](C)C.O=S(=O)([O-])O,trimethylammonium hydrogen sulfate,,,
FqVqk,313.15,1,101,1455.63,Kavitha et al. (2012b),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAeLPm,C[NH+](C)C.O=S(=O)([O-])O,trimethylammonium hydrogen sulfate,,,
