setid,"Temperature, K",Mole fraction of 1-decyl-3-methylimidazolium chloride,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
yZtqm,293,0.001988,101,998.354,Tariq et al. (2013),Density,Liquid,AADYJk,O,water,AAxopW,CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-decyl-3-methylimidazolium chloride,,,
yZtqm,298,0,101,997.099,Tariq et al. (2013),Density,Liquid,AADYJk,O,water,AAxopW,CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-decyl-3-methylimidazolium chloride,,,
yZtqm,298,0.000105,101,997.096,Tariq et al. (2013),Density,Liquid,AADYJk,O,water,AAxopW,CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-decyl-3-methylimidazolium chloride,,,
yZtqm,298,0.000185,101,997.108,Tariq et al. (2013),Density,Liquid,AADYJk,O,water,AAxopW,CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-decyl-3-methylimidazolium chloride,,,
yZtqm,298,0.000277,101,997.114,Tariq et al. (2013),Density,Liquid,AADYJk,O,water,AAxopW,CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-decyl-3-methylimidazolium chloride,,,
yZtqm,298,0.000377,101,997.124,Tariq et al. (2013),Density,Liquid,AADYJk,O,water,AAxopW,CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-decyl-3-methylimidazolium chloride,,,
yZtqm,298,0.000452,101,997.122,Tariq et al. (2013),Density,Liquid,AADYJk,O,water,AAxopW,CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-decyl-3-methylimidazolium chloride,,,
yZtqm,298,0.000546,101,997.141,Tariq et al. (2013),Density,Liquid,AADYJk,O,water,AAxopW,CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-decyl-3-methylimidazolium chloride,,,
yZtqm,298,0.000728,101,997.166,Tariq et al. (2013),Density,Liquid,AADYJk,O,water,AAxopW,CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-decyl-3-methylimidazolium chloride,,,
yZtqm,298,0.000836,101,997.199,Tariq et al. (2013),Density,Liquid,AADYJk,O,water,AAxopW,CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-decyl-3-methylimidazolium chloride,,,
yZtqm,298,0.001002,101,997.205,Tariq et al. (2013),Density,Liquid,AADYJk,O,water,AAxopW,CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-decyl-3-methylimidazolium chloride,,,
yZtqm,298,0.001099,101,997.182,Tariq et al. (2013),Density,Liquid,AADYJk,O,water,AAxopW,CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-decyl-3-methylimidazolium chloride,,,
yZtqm,298,0.00118,101,997.205,Tariq et al. (2013),Density,Liquid,AADYJk,O,water,AAxopW,CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-decyl-3-methylimidazolium chloride,,,
yZtqm,298,0.001259,101,997.199,Tariq et al. (2013),Density,Liquid,AADYJk,O,water,AAxopW,CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-decyl-3-methylimidazolium chloride,,,
yZtqm,298,0.001351,101,997.192,Tariq et al. (2013),Density,Liquid,AADYJk,O,water,AAxopW,CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-decyl-3-methylimidazolium chloride,,,
yZtqm,298,0.001452,101,997.175,Tariq et al. (2013),Density,Liquid,AADYJk,O,water,AAxopW,CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-decyl-3-methylimidazolium chloride,,,
yZtqm,298,0.001539,101,997.164,Tariq et al. (2013),Density,Liquid,AADYJk,O,water,AAxopW,CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-decyl-3-methylimidazolium chloride,,,
yZtqm,298,0.001631,101,997.146,Tariq et al. (2013),Density,Liquid,AADYJk,O,water,AAxopW,CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-decyl-3-methylimidazolium chloride,,,
yZtqm,298,0.001869,101,997.078,Tariq et al. (2013),Density,Liquid,AADYJk,O,water,AAxopW,CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-decyl-3-methylimidazolium chloride,,,
yZtqm,298,0.001988,101,997.079,Tariq et al. (2013),Density,Liquid,AADYJk,O,water,AAxopW,CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-decyl-3-methylimidazolium chloride,,,
yZtqm,303,0,101,995.709,Tariq et al. (2013),Density,Liquid,AADYJk,O,water,AAxopW,CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-decyl-3-methylimidazolium chloride,,,
yZtqm,303,0.000105,101,995.704,Tariq et al. (2013),Density,Liquid,AADYJk,O,water,AAxopW,CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-decyl-3-methylimidazolium chloride,,,
yZtqm,303,0.000185,101,995.706,Tariq et al. (2013),Density,Liquid,AADYJk,O,water,AAxopW,CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-decyl-3-methylimidazolium chloride,,,
yZtqm,303,0.000277,101,995.707,Tariq et al. (2013),Density,Liquid,AADYJk,O,water,AAxopW,CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-decyl-3-methylimidazolium chloride,,,
yZtqm,303,0.000377,101,995.711,Tariq et al. (2013),Density,Liquid,AADYJk,O,water,AAxopW,CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-decyl-3-methylimidazolium chloride,,,
yZtqm,303,0.000452,101,995.705,Tariq et al. (2013),Density,Liquid,AADYJk,O,water,AAxopW,CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-decyl-3-methylimidazolium chloride,,,
yZtqm,303,0.000546,101,995.718,Tariq et al. (2013),Density,Liquid,AADYJk,O,water,AAxopW,CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-decyl-3-methylimidazolium chloride,,,
yZtqm,303,0.000728,101,995.732,Tariq et al. (2013),Density,Liquid,AADYJk,O,water,AAxopW,CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-decyl-3-methylimidazolium chloride,,,
yZtqm,303,0.000836,101,995.759,Tariq et al. (2013),Density,Liquid,AADYJk,O,water,AAxopW,CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-decyl-3-methylimidazolium chloride,,,
yZtqm,303,0.001002,101,995.75,Tariq et al. (2013),Density,Liquid,AADYJk,O,water,AAxopW,CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-decyl-3-methylimidazolium chloride,,,
yZtqm,303,0.001099,101,995.72,Tariq et al. (2013),Density,Liquid,AADYJk,O,water,AAxopW,CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-decyl-3-methylimidazolium chloride,,,
yZtqm,303,0.00118,101,995.739,Tariq et al. (2013),Density,Liquid,AADYJk,O,water,AAxopW,CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-decyl-3-methylimidazolium chloride,,,
yZtqm,303,0.001259,101,995.728,Tariq et al. (2013),Density,Liquid,AADYJk,O,water,AAxopW,CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-decyl-3-methylimidazolium chloride,,,
yZtqm,303,0.001351,101,995.715,Tariq et al. (2013),Density,Liquid,AADYJk,O,water,AAxopW,CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-decyl-3-methylimidazolium chloride,,,
yZtqm,303,0.001452,101,995.694,Tariq et al. (2013),Density,Liquid,AADYJk,O,water,AAxopW,CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-decyl-3-methylimidazolium chloride,,,
yZtqm,303,0.001539,101,995.683,Tariq et al. (2013),Density,Liquid,AADYJk,O,water,AAxopW,CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-decyl-3-methylimidazolium chloride,,,
yZtqm,303,0.001631,101,995.659,Tariq et al. (2013),Density,Liquid,AADYJk,O,water,AAxopW,CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-decyl-3-methylimidazolium chloride,,,
yZtqm,303,0.001869,101,995.549,Tariq et al. (2013),Density,Liquid,AADYJk,O,water,AAxopW,CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-decyl-3-methylimidazolium chloride,,,
yZtqm,303,0.001988,101,995.574,Tariq et al. (2013),Density,Liquid,AADYJk,O,water,AAxopW,CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-decyl-3-methylimidazolium chloride,,,
yZtqm,308,0,101,994.099,Tariq et al. (2013),Density,Liquid,AADYJk,O,water,AAxopW,CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-decyl-3-methylimidazolium chloride,,,
yZtqm,308,0.000105,101,994.091,Tariq et al. (2013),Density,Liquid,AADYJk,O,water,AAxopW,CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-decyl-3-methylimidazolium chloride,,,
yZtqm,308,0.000185,101,994.084,Tariq et al. (2013),Density,Liquid,AADYJk,O,water,AAxopW,CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-decyl-3-methylimidazolium chloride,,,
yZtqm,308,0.000277,101,994.08,Tariq et al. (2013),Density,Liquid,AADYJk,O,water,AAxopW,CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-decyl-3-methylimidazolium chloride,,,
yZtqm,308,0.000377,101,994.079,Tariq et al. (2013),Density,Liquid,AADYJk,O,water,AAxopW,CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-decyl-3-methylimidazolium chloride,,,
yZtqm,308,0.000452,101,994.068,Tariq et al. (2013),Density,Liquid,AADYJk,O,water,AAxopW,CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-decyl-3-methylimidazolium chloride,,,
yZtqm,308,0.000546,101,994.074,Tariq et al. (2013),Density,Liquid,AADYJk,O,water,AAxopW,CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-decyl-3-methylimidazolium chloride,,,
yZtqm,308,0.000728,101,994.082,Tariq et al. (2013),Density,Liquid,AADYJk,O,water,AAxopW,CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-decyl-3-methylimidazolium chloride,,,
yZtqm,308,0.000836,101,994.1,Tariq et al. (2013),Density,Liquid,AADYJk,O,water,AAxopW,CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-decyl-3-methylimidazolium chloride,,,
yZtqm,308,0.001002,101,994.083,Tariq et al. (2013),Density,Liquid,AADYJk,O,water,AAxopW,CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-decyl-3-methylimidazolium chloride,,,
yZtqm,308,0.001099,101,994.044,Tariq et al. (2013),Density,Liquid,AADYJk,O,water,AAxopW,CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-decyl-3-methylimidazolium chloride,,,
yZtqm,308,0.00118,101,994.057,Tariq et al. (2013),Density,Liquid,AADYJk,O,water,AAxopW,CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-decyl-3-methylimidazolium chloride,,,
yZtqm,308,0.001259,101,994.044,Tariq et al. (2013),Density,Liquid,AADYJk,O,water,AAxopW,CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-decyl-3-methylimidazolium chloride,,,
yZtqm,308,0.001351,101,994.028,Tariq et al. (2013),Density,Liquid,AADYJk,O,water,AAxopW,CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-decyl-3-methylimidazolium chloride,,,
yZtqm,308,0.001452,101,994.006,Tariq et al. (2013),Density,Liquid,AADYJk,O,water,AAxopW,CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-decyl-3-methylimidazolium chloride,,,
yZtqm,308,0.001539,101,993.985,Tariq et al. (2013),Density,Liquid,AADYJk,O,water,AAxopW,CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-decyl-3-methylimidazolium chloride,,,
yZtqm,308,0.001631,101,993.962,Tariq et al. (2013),Density,Liquid,AADYJk,O,water,AAxopW,CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-decyl-3-methylimidazolium chloride,,,
yZtqm,308,0.001869,101,993.807,Tariq et al. (2013),Density,Liquid,AADYJk,O,water,AAxopW,CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-decyl-3-methylimidazolium chloride,,,
yZtqm,308,0.001988,101,993.859,Tariq et al. (2013),Density,Liquid,AADYJk,O,water,AAxopW,CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-decyl-3-methylimidazolium chloride,,,
yZtqm,313,0,101,992.25,Tariq et al. (2013),Density,Liquid,AADYJk,O,water,AAxopW,CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-decyl-3-methylimidazolium chloride,,,
yZtqm,313,0.000105,101,992.269,Tariq et al. (2013),Density,Liquid,AADYJk,O,water,AAxopW,CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-decyl-3-methylimidazolium chloride,,,
yZtqm,313,0.000185,101,992.257,Tariq et al. (2013),Density,Liquid,AADYJk,O,water,AAxopW,CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-decyl-3-methylimidazolium chloride,,,
yZtqm,313,0.000277,101,992.252,Tariq et al. (2013),Density,Liquid,AADYJk,O,water,AAxopW,CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-decyl-3-methylimidazolium chloride,,,
yZtqm,313,0.000377,101,992.242,Tariq et al. (2013),Density,Liquid,AADYJk,O,water,AAxopW,CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-decyl-3-methylimidazolium chloride,,,
yZtqm,313,0.000452,101,992.229,Tariq et al. (2013),Density,Liquid,AADYJk,O,water,AAxopW,CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-decyl-3-methylimidazolium chloride,,,
yZtqm,313,0.000546,101,992.227,Tariq et al. (2013),Density,Liquid,AADYJk,O,water,AAxopW,CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-decyl-3-methylimidazolium chloride,,,
yZtqm,313,0.000728,101,992.229,Tariq et al. (2013),Density,Liquid,AADYJk,O,water,AAxopW,CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-decyl-3-methylimidazolium chloride,,,
yZtqm,313,0.000836,101,992.239,Tariq et al. (2013),Density,Liquid,AADYJk,O,water,AAxopW,CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-decyl-3-methylimidazolium chloride,,,
yZtqm,313,0.001002,101,992.214,Tariq et al. (2013),Density,Liquid,AADYJk,O,water,AAxopW,CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-decyl-3-methylimidazolium chloride,,,
yZtqm,313,0.001099,101,992.17,Tariq et al. (2013),Density,Liquid,AADYJk,O,water,AAxopW,CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-decyl-3-methylimidazolium chloride,,,
yZtqm,313,0.00118,101,992.176,Tariq et al. (2013),Density,Liquid,AADYJk,O,water,AAxopW,CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-decyl-3-methylimidazolium chloride,,,
yZtqm,313,0.001259,101,992.167,Tariq et al. (2013),Density,Liquid,AADYJk,O,water,AAxopW,CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-decyl-3-methylimidazolium chloride,,,
yZtqm,313,0.001351,101,992.142,Tariq et al. (2013),Density,Liquid,AADYJk,O,water,AAxopW,CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-decyl-3-methylimidazolium chloride,,,
yZtqm,313,0.001452,101,992.118,Tariq et al. (2013),Density,Liquid,AADYJk,O,water,AAxopW,CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-decyl-3-methylimidazolium chloride,,,
