setid,"Temperature, K","Mole fraction of 1-butyl-2,3-dimethylimidazolium tetrafluoroborate","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
ZXYNE,298.15,1,101,1193.19,Ciocirlan and Iulian (2012),Density,Liquid,AAHueB,CC#N,acetonitrile,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",,,
ZXYNE,303.15,0,101,771.13,Ciocirlan and Iulian (2012),Density,Liquid,AAHueB,CC#N,acetonitrile,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",,,
ZXYNE,303.15,0.1118,101,915.06,Ciocirlan and Iulian (2012),Density,Liquid,AAHueB,CC#N,acetonitrile,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",,,
ZXYNE,303.15,0.1536,101,953.22,Ciocirlan and Iulian (2012),Density,Liquid,AAHueB,CC#N,acetonitrile,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",,,
ZXYNE,303.15,0.2247,101,1004.26,Ciocirlan and Iulian (2012),Density,Liquid,AAHueB,CC#N,acetonitrile,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",,,
ZXYNE,303.15,0.3784,101,1075.69,Ciocirlan and Iulian (2012),Density,Liquid,AAHueB,CC#N,acetonitrile,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",,,
ZXYNE,303.15,0.4601,101,1100.98,Ciocirlan and Iulian (2012),Density,Liquid,AAHueB,CC#N,acetonitrile,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",,,
ZXYNE,303.15,0.5515,101,1123.51,Ciocirlan and Iulian (2012),Density,Liquid,AAHueB,CC#N,acetonitrile,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",,,
ZXYNE,303.15,0.666,101,1145.88,Ciocirlan and Iulian (2012),Density,Liquid,AAHueB,CC#N,acetonitrile,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",,,
ZXYNE,303.15,0.7581,101,1160.23,Ciocirlan and Iulian (2012),Density,Liquid,AAHueB,CC#N,acetonitrile,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",,,
ZXYNE,303.15,0.8423,101,1171.09,Ciocirlan and Iulian (2012),Density,Liquid,AAHueB,CC#N,acetonitrile,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",,,
ZXYNE,303.15,1,101,1189.8,Ciocirlan and Iulian (2012),Density,Liquid,AAHueB,CC#N,acetonitrile,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",,,
ZXYNE,313.15,0,101,760.18,Ciocirlan and Iulian (2012),Density,Liquid,AAHueB,CC#N,acetonitrile,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",,,
ZXYNE,313.15,0.1118,101,905.7,Ciocirlan and Iulian (2012),Density,Liquid,AAHueB,CC#N,acetonitrile,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",,,
ZXYNE,313.15,0.1536,101,944.25,Ciocirlan and Iulian (2012),Density,Liquid,AAHueB,CC#N,acetonitrile,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",,,
ZXYNE,313.15,0.2247,101,995.79,Ciocirlan and Iulian (2012),Density,Liquid,AAHueB,CC#N,acetonitrile,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",,,
ZXYNE,313.15,0.3784,101,1067.89,Ciocirlan and Iulian (2012),Density,Liquid,AAHueB,CC#N,acetonitrile,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",,,
ZXYNE,313.15,0.4601,101,1093.41,Ciocirlan and Iulian (2012),Density,Liquid,AAHueB,CC#N,acetonitrile,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",,,
ZXYNE,313.15,0.5515,101,1116.15,Ciocirlan and Iulian (2012),Density,Liquid,AAHueB,CC#N,acetonitrile,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",,,
ZXYNE,313.15,0.666,101,1138.75,Ciocirlan and Iulian (2012),Density,Liquid,AAHueB,CC#N,acetonitrile,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",,,
ZXYNE,313.15,0.7581,101,1153.24,Ciocirlan and Iulian (2012),Density,Liquid,AAHueB,CC#N,acetonitrile,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",,,
ZXYNE,313.15,0.8423,101,1164.22,Ciocirlan and Iulian (2012),Density,Liquid,AAHueB,CC#N,acetonitrile,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",,,
ZXYNE,313.15,1,101,1183.02,Ciocirlan and Iulian (2012),Density,Liquid,AAHueB,CC#N,acetonitrile,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",,,
ZXYNE,323.15,0,101,749.11,Ciocirlan and Iulian (2012),Density,Liquid,AAHueB,CC#N,acetonitrile,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",,,
ZXYNE,323.15,0.1118,101,896.31,Ciocirlan and Iulian (2012),Density,Liquid,AAHueB,CC#N,acetonitrile,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",,,
ZXYNE,323.15,0.1536,101,935.27,Ciocirlan and Iulian (2012),Density,Liquid,AAHueB,CC#N,acetonitrile,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",,,
ZXYNE,323.15,0.2247,101,987.34,Ciocirlan and Iulian (2012),Density,Liquid,AAHueB,CC#N,acetonitrile,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",,,
ZXYNE,323.15,0.3784,101,1060.12,Ciocirlan and Iulian (2012),Density,Liquid,AAHueB,CC#N,acetonitrile,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",,,
ZXYNE,323.15,0.4601,101,1085.88,Ciocirlan and Iulian (2012),Density,Liquid,AAHueB,CC#N,acetonitrile,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",,,
ZXYNE,323.15,0.5515,101,1108.85,Ciocirlan and Iulian (2012),Density,Liquid,AAHueB,CC#N,acetonitrile,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",,,
ZXYNE,323.15,0.666,101,1131.67,Ciocirlan and Iulian (2012),Density,Liquid,AAHueB,CC#N,acetonitrile,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",,,
ZXYNE,323.15,0.7581,101,1146.32,Ciocirlan and Iulian (2012),Density,Liquid,AAHueB,CC#N,acetonitrile,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",,,
ZXYNE,323.15,0.8423,101,1157.4,Ciocirlan and Iulian (2012),Density,Liquid,AAHueB,CC#N,acetonitrile,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",,,
ZXYNE,323.15,1,101,1176.38,Ciocirlan and Iulian (2012),Density,Liquid,AAHueB,CC#N,acetonitrile,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",,,
ZXYNE,333.15,0,101,737.86,Ciocirlan and Iulian (2012),Density,Liquid,AAHueB,CC#N,acetonitrile,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",,,
ZXYNE,333.15,0.1118,101,886.87,Ciocirlan and Iulian (2012),Density,Liquid,AAHueB,CC#N,acetonitrile,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",,,
ZXYNE,333.15,0.1536,101,926.27,Ciocirlan and Iulian (2012),Density,Liquid,AAHueB,CC#N,acetonitrile,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",,,
ZXYNE,333.15,0.2247,101,978.89,Ciocirlan and Iulian (2012),Density,Liquid,AAHueB,CC#N,acetonitrile,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",,,
ZXYNE,333.15,0.3784,101,1052.37,Ciocirlan and Iulian (2012),Density,Liquid,AAHueB,CC#N,acetonitrile,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",,,
ZXYNE,333.15,0.4601,101,1078.37,Ciocirlan and Iulian (2012),Density,Liquid,AAHueB,CC#N,acetonitrile,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",,,
ZXYNE,333.15,0.5515,101,1101.56,Ciocirlan and Iulian (2012),Density,Liquid,AAHueB,CC#N,acetonitrile,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",,,
ZXYNE,333.15,0.666,101,1124.62,Ciocirlan and Iulian (2012),Density,Liquid,AAHueB,CC#N,acetonitrile,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",,,
ZXYNE,333.15,0.7581,101,1139.41,Ciocirlan and Iulian (2012),Density,Liquid,AAHueB,CC#N,acetonitrile,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",,,
ZXYNE,333.15,0.8423,101,1150.59,Ciocirlan and Iulian (2012),Density,Liquid,AAHueB,CC#N,acetonitrile,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",,,
ZXYNE,333.15,1,101,1169.82,Ciocirlan and Iulian (2012),Density,Liquid,AAHueB,CC#N,acetonitrile,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",,,
ZXYNE,343.15,0,101,726.43,Ciocirlan and Iulian (2012),Density,Liquid,AAHueB,CC#N,acetonitrile,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",,,
ZXYNE,343.15,0.1118,101,877.39,Ciocirlan and Iulian (2012),Density,Liquid,AAHueB,CC#N,acetonitrile,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",,,
ZXYNE,343.15,0.1536,101,917.25,Ciocirlan and Iulian (2012),Density,Liquid,AAHueB,CC#N,acetonitrile,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",,,
ZXYNE,343.15,0.2247,101,970.44,Ciocirlan and Iulian (2012),Density,Liquid,AAHueB,CC#N,acetonitrile,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",,,
ZXYNE,343.15,0.3784,101,1044.64,Ciocirlan and Iulian (2012),Density,Liquid,AAHueB,CC#N,acetonitrile,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",,,
ZXYNE,343.15,0.4601,101,1070.89,Ciocirlan and Iulian (2012),Density,Liquid,AAHueB,CC#N,acetonitrile,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",,,
ZXYNE,343.15,0.5515,101,1094.31,Ciocirlan and Iulian (2012),Density,Liquid,AAHueB,CC#N,acetonitrile,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",,,
ZXYNE,343.15,0.666,101,1117.6,Ciocirlan and Iulian (2012),Density,Liquid,AAHueB,CC#N,acetonitrile,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",,,
ZXYNE,343.15,0.7581,101,1132.51,Ciocirlan and Iulian (2012),Density,Liquid,AAHueB,CC#N,acetonitrile,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",,,
ZXYNE,343.15,0.8423,101,1143.79,Ciocirlan and Iulian (2012),Density,Liquid,AAHueB,CC#N,acetonitrile,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",,,
ZXYNE,343.15,1,101,1163.26,Ciocirlan and Iulian (2012),Density,Liquid,AAHueB,CC#N,acetonitrile,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",,,
