setid,"Temperature, K","MolaLity of N-butyl-N-methylmorpholinium N-acetyl-L-alaninate, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
XoKwT,298.15,0,101.3,997.048,Warminska and Kloskowski (2023),Density,Liquid,ABDXNQ,CC(=O)N[C@@H](C)C(=O)[O-].CCCC[N+]1(C)CCOCC1,N-butyl-N-methylmorpholinium N-acetyl-L-alaninate,AADYJk,O,water,,,
XoKwT,298.15,0.0191,101.3,997.645,Warminska and Kloskowski (2023),Density,Liquid,ABDXNQ,CC(=O)N[C@@H](C)C(=O)[O-].CCCC[N+]1(C)CCOCC1,N-butyl-N-methylmorpholinium N-acetyl-L-alaninate,AADYJk,O,water,,,
XoKwT,298.15,0.0432,101.3,998.379,Warminska and Kloskowski (2023),Density,Liquid,ABDXNQ,CC(=O)N[C@@H](C)C(=O)[O-].CCCC[N+]1(C)CCOCC1,N-butyl-N-methylmorpholinium N-acetyl-L-alaninate,AADYJk,O,water,,,
XoKwT,298.15,0.0523,101.3,998.658,Warminska and Kloskowski (2023),Density,Liquid,ABDXNQ,CC(=O)N[C@@H](C)C(=O)[O-].CCCC[N+]1(C)CCOCC1,N-butyl-N-methylmorpholinium N-acetyl-L-alaninate,AADYJk,O,water,,,
XoKwT,298.15,0.0677,101.3,999.126,Warminska and Kloskowski (2023),Density,Liquid,ABDXNQ,CC(=O)N[C@@H](C)C(=O)[O-].CCCC[N+]1(C)CCOCC1,N-butyl-N-methylmorpholinium N-acetyl-L-alaninate,AADYJk,O,water,,,
XoKwT,298.15,0.0906,101.3,999.821,Warminska and Kloskowski (2023),Density,Liquid,ABDXNQ,CC(=O)N[C@@H](C)C(=O)[O-].CCCC[N+]1(C)CCOCC1,N-butyl-N-methylmorpholinium N-acetyl-L-alaninate,AADYJk,O,water,,,
XoKwT,298.15,0.1197,101.3,1000.69,Warminska and Kloskowski (2023),Density,Liquid,ABDXNQ,CC(=O)N[C@@H](C)C(=O)[O-].CCCC[N+]1(C)CCOCC1,N-butyl-N-methylmorpholinium N-acetyl-L-alaninate,AADYJk,O,water,,,
XoKwT,298.15,0.1525,101.3,1001.67,Warminska and Kloskowski (2023),Density,Liquid,ABDXNQ,CC(=O)N[C@@H](C)C(=O)[O-].CCCC[N+]1(C)CCOCC1,N-butyl-N-methylmorpholinium N-acetyl-L-alaninate,AADYJk,O,water,,,
XoKwT,298.15,0.1851,101.3,1002.64,Warminska and Kloskowski (2023),Density,Liquid,ABDXNQ,CC(=O)N[C@@H](C)C(=O)[O-].CCCC[N+]1(C)CCOCC1,N-butyl-N-methylmorpholinium N-acetyl-L-alaninate,AADYJk,O,water,,,
XoKwT,298.15,0.2298,101.3,1003.94,Warminska and Kloskowski (2023),Density,Liquid,ABDXNQ,CC(=O)N[C@@H](C)C(=O)[O-].CCCC[N+]1(C)CCOCC1,N-butyl-N-methylmorpholinium N-acetyl-L-alaninate,AADYJk,O,water,,,
XoKwT,298.15,0.2908,101.3,1005.68,Warminska and Kloskowski (2023),Density,Liquid,ABDXNQ,CC(=O)N[C@@H](C)C(=O)[O-].CCCC[N+]1(C)CCOCC1,N-butyl-N-methylmorpholinium N-acetyl-L-alaninate,AADYJk,O,water,,,
XoKwT,303.15,0,101.3,995.648,Warminska and Kloskowski (2023),Density,Liquid,ABDXNQ,CC(=O)N[C@@H](C)C(=O)[O-].CCCC[N+]1(C)CCOCC1,N-butyl-N-methylmorpholinium N-acetyl-L-alaninate,AADYJk,O,water,,,
XoKwT,303.15,0.0191,101.3,996.233,Warminska and Kloskowski (2023),Density,Liquid,ABDXNQ,CC(=O)N[C@@H](C)C(=O)[O-].CCCC[N+]1(C)CCOCC1,N-butyl-N-methylmorpholinium N-acetyl-L-alaninate,AADYJk,O,water,,,
XoKwT,303.15,0.0432,101.3,996.955,Warminska and Kloskowski (2023),Density,Liquid,ABDXNQ,CC(=O)N[C@@H](C)C(=O)[O-].CCCC[N+]1(C)CCOCC1,N-butyl-N-methylmorpholinium N-acetyl-L-alaninate,AADYJk,O,water,,,
XoKwT,303.15,0.0523,101.3,997.225,Warminska and Kloskowski (2023),Density,Liquid,ABDXNQ,CC(=O)N[C@@H](C)C(=O)[O-].CCCC[N+]1(C)CCOCC1,N-butyl-N-methylmorpholinium N-acetyl-L-alaninate,AADYJk,O,water,,,
XoKwT,303.15,0.0677,101.3,997.683,Warminska and Kloskowski (2023),Density,Liquid,ABDXNQ,CC(=O)N[C@@H](C)C(=O)[O-].CCCC[N+]1(C)CCOCC1,N-butyl-N-methylmorpholinium N-acetyl-L-alaninate,AADYJk,O,water,,,
XoKwT,303.15,0.0906,101.3,998.363,Warminska and Kloskowski (2023),Density,Liquid,ABDXNQ,CC(=O)N[C@@H](C)C(=O)[O-].CCCC[N+]1(C)CCOCC1,N-butyl-N-methylmorpholinium N-acetyl-L-alaninate,AADYJk,O,water,,,
XoKwT,303.15,0.1197,101.3,999.217,Warminska and Kloskowski (2023),Density,Liquid,ABDXNQ,CC(=O)N[C@@H](C)C(=O)[O-].CCCC[N+]1(C)CCOCC1,N-butyl-N-methylmorpholinium N-acetyl-L-alaninate,AADYJk,O,water,,,
XoKwT,303.15,0.1525,101.3,1000.17,Warminska and Kloskowski (2023),Density,Liquid,ABDXNQ,CC(=O)N[C@@H](C)C(=O)[O-].CCCC[N+]1(C)CCOCC1,N-butyl-N-methylmorpholinium N-acetyl-L-alaninate,AADYJk,O,water,,,
XoKwT,303.15,0.1851,101.3,1001.12,Warminska and Kloskowski (2023),Density,Liquid,ABDXNQ,CC(=O)N[C@@H](C)C(=O)[O-].CCCC[N+]1(C)CCOCC1,N-butyl-N-methylmorpholinium N-acetyl-L-alaninate,AADYJk,O,water,,,
XoKwT,303.15,0.2298,101.3,1002.39,Warminska and Kloskowski (2023),Density,Liquid,ABDXNQ,CC(=O)N[C@@H](C)C(=O)[O-].CCCC[N+]1(C)CCOCC1,N-butyl-N-methylmorpholinium N-acetyl-L-alaninate,AADYJk,O,water,,,
XoKwT,303.15,0.2908,101.3,1004.09,Warminska and Kloskowski (2023),Density,Liquid,ABDXNQ,CC(=O)N[C@@H](C)C(=O)[O-].CCCC[N+]1(C)CCOCC1,N-butyl-N-methylmorpholinium N-acetyl-L-alaninate,AADYJk,O,water,,,
XoKwT,308.15,0,101.3,994.034,Warminska and Kloskowski (2023),Density,Liquid,ABDXNQ,CC(=O)N[C@@H](C)C(=O)[O-].CCCC[N+]1(C)CCOCC1,N-butyl-N-methylmorpholinium N-acetyl-L-alaninate,AADYJk,O,water,,,
XoKwT,308.15,0.0191,101.3,994.608,Warminska and Kloskowski (2023),Density,Liquid,ABDXNQ,CC(=O)N[C@@H](C)C(=O)[O-].CCCC[N+]1(C)CCOCC1,N-butyl-N-methylmorpholinium N-acetyl-L-alaninate,AADYJk,O,water,,,
XoKwT,308.15,0.0432,101.3,995.314,Warminska and Kloskowski (2023),Density,Liquid,ABDXNQ,CC(=O)N[C@@H](C)C(=O)[O-].CCCC[N+]1(C)CCOCC1,N-butyl-N-methylmorpholinium N-acetyl-L-alaninate,AADYJk,O,water,,,
XoKwT,308.15,0.0523,101.3,995.579,Warminska and Kloskowski (2023),Density,Liquid,ABDXNQ,CC(=O)N[C@@H](C)C(=O)[O-].CCCC[N+]1(C)CCOCC1,N-butyl-N-methylmorpholinium N-acetyl-L-alaninate,AADYJk,O,water,,,
XoKwT,308.15,0.0677,101.3,996.03,Warminska and Kloskowski (2023),Density,Liquid,ABDXNQ,CC(=O)N[C@@H](C)C(=O)[O-].CCCC[N+]1(C)CCOCC1,N-butyl-N-methylmorpholinium N-acetyl-L-alaninate,AADYJk,O,water,,,
XoKwT,308.15,0.0906,101.3,996.696,Warminska and Kloskowski (2023),Density,Liquid,ABDXNQ,CC(=O)N[C@@H](C)C(=O)[O-].CCCC[N+]1(C)CCOCC1,N-butyl-N-methylmorpholinium N-acetyl-L-alaninate,AADYJk,O,water,,,
XoKwT,308.15,0.1197,101.3,997.531,Warminska and Kloskowski (2023),Density,Liquid,ABDXNQ,CC(=O)N[C@@H](C)C(=O)[O-].CCCC[N+]1(C)CCOCC1,N-butyl-N-methylmorpholinium N-acetyl-L-alaninate,AADYJk,O,water,,,
XoKwT,308.15,0.1525,101.3,998.468,Warminska and Kloskowski (2023),Density,Liquid,ABDXNQ,CC(=O)N[C@@H](C)C(=O)[O-].CCCC[N+]1(C)CCOCC1,N-butyl-N-methylmorpholinium N-acetyl-L-alaninate,AADYJk,O,water,,,
XoKwT,308.15,0.1851,101.3,999.392,Warminska and Kloskowski (2023),Density,Liquid,ABDXNQ,CC(=O)N[C@@H](C)C(=O)[O-].CCCC[N+]1(C)CCOCC1,N-butyl-N-methylmorpholinium N-acetyl-L-alaninate,AADYJk,O,water,,,
XoKwT,308.15,0.2298,101.3,1000.64,Warminska and Kloskowski (2023),Density,Liquid,ABDXNQ,CC(=O)N[C@@H](C)C(=O)[O-].CCCC[N+]1(C)CCOCC1,N-butyl-N-methylmorpholinium N-acetyl-L-alaninate,AADYJk,O,water,,,
XoKwT,308.15,0.2908,101.3,1002.3,Warminska and Kloskowski (2023),Density,Liquid,ABDXNQ,CC(=O)N[C@@H](C)C(=O)[O-].CCCC[N+]1(C)CCOCC1,N-butyl-N-methylmorpholinium N-acetyl-L-alaninate,AADYJk,O,water,,,
XoKwT,313.15,0,101.3,992.214,Warminska and Kloskowski (2023),Density,Liquid,ABDXNQ,CC(=O)N[C@@H](C)C(=O)[O-].CCCC[N+]1(C)CCOCC1,N-butyl-N-methylmorpholinium N-acetyl-L-alaninate,AADYJk,O,water,,,
XoKwT,313.15,0.0191,101.3,992.78,Warminska and Kloskowski (2023),Density,Liquid,ABDXNQ,CC(=O)N[C@@H](C)C(=O)[O-].CCCC[N+]1(C)CCOCC1,N-butyl-N-methylmorpholinium N-acetyl-L-alaninate,AADYJk,O,water,,,
XoKwT,313.15,0.0432,101.3,993.473,Warminska and Kloskowski (2023),Density,Liquid,ABDXNQ,CC(=O)N[C@@H](C)C(=O)[O-].CCCC[N+]1(C)CCOCC1,N-butyl-N-methylmorpholinium N-acetyl-L-alaninate,AADYJk,O,water,,,
XoKwT,313.15,0.0523,101.3,993.73,Warminska and Kloskowski (2023),Density,Liquid,ABDXNQ,CC(=O)N[C@@H](C)C(=O)[O-].CCCC[N+]1(C)CCOCC1,N-butyl-N-methylmorpholinium N-acetyl-L-alaninate,AADYJk,O,water,,,
XoKwT,313.15,0.0677,101.3,994.18,Warminska and Kloskowski (2023),Density,Liquid,ABDXNQ,CC(=O)N[C@@H](C)C(=O)[O-].CCCC[N+]1(C)CCOCC1,N-butyl-N-methylmorpholinium N-acetyl-L-alaninate,AADYJk,O,water,,,
XoKwT,313.15,0.0906,101.3,994.83,Warminska and Kloskowski (2023),Density,Liquid,ABDXNQ,CC(=O)N[C@@H](C)C(=O)[O-].CCCC[N+]1(C)CCOCC1,N-butyl-N-methylmorpholinium N-acetyl-L-alaninate,AADYJk,O,water,,,
XoKwT,313.15,0.1197,101.3,995.65,Warminska and Kloskowski (2023),Density,Liquid,ABDXNQ,CC(=O)N[C@@H](C)C(=O)[O-].CCCC[N+]1(C)CCOCC1,N-butyl-N-methylmorpholinium N-acetyl-L-alaninate,AADYJk,O,water,,,
XoKwT,313.15,0.1525,101.3,996.57,Warminska and Kloskowski (2023),Density,Liquid,ABDXNQ,CC(=O)N[C@@H](C)C(=O)[O-].CCCC[N+]1(C)CCOCC1,N-butyl-N-methylmorpholinium N-acetyl-L-alaninate,AADYJk,O,water,,,
XoKwT,313.15,0.1851,101.3,997.479,Warminska and Kloskowski (2023),Density,Liquid,ABDXNQ,CC(=O)N[C@@H](C)C(=O)[O-].CCCC[N+]1(C)CCOCC1,N-butyl-N-methylmorpholinium N-acetyl-L-alaninate,AADYJk,O,water,,,
XoKwT,313.15,0.2298,101.3,998.694,Warminska and Kloskowski (2023),Density,Liquid,ABDXNQ,CC(=O)N[C@@H](C)C(=O)[O-].CCCC[N+]1(C)CCOCC1,N-butyl-N-methylmorpholinium N-acetyl-L-alaninate,AADYJk,O,water,,,
XoKwT,313.15,0.2908,101.3,1000.32,Warminska and Kloskowski (2023),Density,Liquid,ABDXNQ,CC(=O)N[C@@H](C)C(=O)[O-].CCCC[N+]1(C)CCOCC1,N-butyl-N-methylmorpholinium N-acetyl-L-alaninate,AADYJk,O,water,,,
