setid,Mole fraction of 1-butyl-3-methylimidazolium tetrafluoroborate,Mole fraction of ethanol,"Pressure, kPa","Temperature, K","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
WShwU,0.5617,0.4383,20000,298.15,1134.8,Rilo et al. (2010a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
WShwU,0.5617,0.4383,25000,298.15,1137.4,Rilo et al. (2010a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
WShwU,0.5617,0.4383,30000,298.15,1140,Rilo et al. (2010a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
WShwU,0.5906,0.191,100,298.15,1161.7,Rilo et al. (2010a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
WShwU,0.5906,0.191,5000,298.15,1164.2,Rilo et al. (2010a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
WShwU,0.5906,0.191,10000,298.15,1166.7,Rilo et al. (2010a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
WShwU,0.5906,0.191,15000,298.15,1169.2,Rilo et al. (2010a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
WShwU,0.5906,0.191,20000,298.15,1171.6,Rilo et al. (2010a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
WShwU,0.5906,0.191,25000,298.15,1174,Rilo et al. (2010a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
WShwU,0.5906,0.191,30000,298.15,1176.4,Rilo et al. (2010a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
WShwU,0.7556,0.2444,100,298.15,1166.8,Rilo et al. (2010a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
WShwU,0.7556,0.2444,5000,298.15,1169.5,Rilo et al. (2010a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
WShwU,0.7556,0.2444,10000,298.15,1172.1,Rilo et al. (2010a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
WShwU,0.7556,0.2444,15000,298.15,1174.6,Rilo et al. (2010a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
WShwU,0.7556,0.2444,20000,298.15,1177,Rilo et al. (2010a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
WShwU,0.7556,0.2444,25000,298.15,1179.5,Rilo et al. (2010a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
WShwU,0.7556,0.2444,30000,298.15,1181.9,Rilo et al. (2010a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
